"waveid","su_id","personid"
1,"exsu045","ex0236"
1,"exsu045","ex0237"
1,"exsu045","ex0238"
1,"exsu045","ex0239"
1,"exsu045","ex0240"
1,"exsu045","ex0241"
1,"exsu046","ex0242"
1,"exsu046","ex0243"
1,"exsu046","ex0244"
1,"exsu046","ex0245"
1,"exsu046","ex0246"
1,"exsu046","ex0247"
1,"exsu046","ex0248"
1,"exsu047","ex0249"
1,"exsu047","ex0250"
1,"exsu047","ex0251"
1,"exsu048","ex0252"
1,"exsu048","ex0253"
1,"exsu048","ex0254"
1,"exsu048","ex0255"
1,"exsu048","ex0256"
1,"exsu048","ex0257"
1,"exsu049","ex0258"
1,"exsu049","ex0259"
1,"exsu049","ex0260"
1,"exsu049","ex0261"
1,"exsu050","ex0262"
1,"exsu050","ex0263"
1,"exsu050","ex0264"
1,"exsu050","ex0265"
1,"exsu051","ex0266"
1,"exsu051","ex0267"
1,"exsu051","ex0268"
1,"exsu051","ex0269"
1,"exsu051","ex0270"
1,"exsu051","ex0271"
1,"exsu051","ex0272"
1,"exsu052","ex0273"
1,"exsu052","ex0274"
1,"exsu052","ex0275"
1,"exsu052","ex0276"
1,"exsu052","ex0277"
1,"exsu052","ex0278"
1,"exsu052","ex0279"
1,"exsu053","ex0280"
1,"exsu053","ex0281"
1,"exsu053","ex0282"
1,"exsu053","ex0283"
1,"exsu053","ex0284"
1,"exsu053","ex0285"
1,"exsu054","ex0286"
1,"exsu054","ex0287"
1,"exsu054","ex0288"
1,"exsu054","ex0289"
1,"exsu054","ex0290"
1,"exsu054","ex0291"
1,"exsu055","ex0292"
1,"exsu055","ex0293"
1,"exsu055","ex0294"
1,"exsu056","ex0295"
1,"exsu056","ex0296"
1,"exsu056","ex0297"
1,"exsu056","ex0298"
1,"exsu056","ex0299"
1,"exsu057","ex0300"
1,"exsu057","ex0301"
1,"exsu057","ex0302"
1,"exsu057","ex0303"
1,"exsu057","ex0304"
1,"exsu057","ex0305"
1,"exsu057","ex0306"
1,"exsu058","ex0307"
1,"exsu058","ex0308"
1,"exsu058","ex0309"
1,"exsu058","ex0310"
1,"exsu058","ex0311"
1,"exsu059","ex0312"
1,"exsu059","ex0313"
1,"exsu059","ex0314"
1,"exsu060","ex0315"
1,"exsu060","ex0316"
1,"exsu060","ex0317"
1,"exsu060","ex0318"
1,"exsu060","ex0319"
1,"exsu061","ex0320"
1,"exsu061","ex0321"
1,"exsu061","ex0322"
1,"exsu061","ex0323"
1,"exsu061","ex0324"
1,"exsu061","ex0325"
1,"exsu061","ex0326"
1,"exsu062","ex0327"
1,"exsu062","ex0328"
1,"exsu062","ex0329"
1,"exsu062","ex0330"
1,"exsu062","ex0331"
1,"exsu062","ex0332"
1,"exsu062","ex0333"
1,"exsu063","ex0334"
1,"exsu063","ex0335"
1,"exsu063","ex0336"
1,"exsu063","ex0337"
1,"exsu064","ex0338"
1,"exsu064","ex0339"
1,"exsu064","ex0340"
1,"exsu064","ex0341"
1,"exsu064","ex0342"
1,"exsu064","ex0343"
1,"exsu065","ex0344"
1,"exsu065","ex0345"
1,"exsu065","ex0346"
1,"exsu065","ex0347"
1,"exsu065","ex0348"
1,"exsu066","ex0349"
1,"exsu066","ex0350"
1,"exsu066","ex0351"
1,"exsu066","ex0352"
1,"exsu066","ex0353"
1,"exsu066","ex0354"
1,"exsu067","ex0355"
1,"exsu067","ex0356"
1,"exsu067","ex0357"
1,"exsu067","ex0358"
1,"exsu068","ex0359"
1,"exsu068","ex0360"
1,"exsu068","ex0361"
1,"exsu069","ex0362"
1,"exsu069","ex0363"
1,"exsu069","ex0364"
1,"exsu069","ex0365"
1,"exsu070","ex0366"
1,"exsu070","ex0367"
1,"exsu070","ex0368"
