"waveid","su_id","personid"
1,"smsu017","sm0083"
1,"smsu017","sm0084"
1,"smsu017","sm0085"
1,"smsu018","sm0086"
1,"smsu018","sm0087"
1,"smsu018","sm0088"
1,"smsu018","sm0089"
1,"smsu018","sm0090"
1,"smsu018","sm0091"
1,"smsu018","sm0092"
1,"smsu019","sm0093"
1,"smsu019","sm0094"
1,"smsu019","sm0095"
1,"smsu019","sm0096"
1,"smsu019","sm0097"
1,"smsu019","sm0098"
1,"smsu019","sm0099"
1,"smsu020","sm0100"
1,"smsu020","sm0101"
1,"smsu020","sm0102"
1,"smsu020","sm0103"
1,"smsu020","sm0104"
1,"smsu021","sm0105"
1,"smsu021","sm0106"
1,"smsu021","sm0107"
1,"smsu021","sm0108"
1,"smsu021","sm0109"
1,"smsu021","sm0110"
1,"smsu021","sm0111"
1,"smsu022","sm0112"
1,"smsu022","sm0113"
1,"smsu022","sm0114"
1,"smsu022","sm0115"
1,"smsu023","sm0116"
1,"smsu023","sm0117"
1,"smsu023","sm0118"
1,"smsu023","sm0119"
1,"smsu024","sm0120"
1,"smsu024","sm0121"
1,"smsu024","sm0122"
1,"smsu025","sm0123"
1,"smsu025","sm0124"
1,"smsu025","sm0125"
1,"smsu025","sm0126"
1,"smsu026","sm0127"
1,"smsu026","sm0128"
1,"smsu026","sm0129"
1,"smsu026","sm0130"
1,"smsu026","sm0131"
1,"smsu027","sm0132"
1,"smsu027","sm0133"
1,"smsu027","sm0134"
1,"smsu027","sm0135"
1,"smsu027","sm0136"
1,"smsu027","sm0137"
1,"smsu028","sm0138"
1,"smsu028","sm0139"
1,"smsu028","sm0140"
1,"smsu028","sm0141"
1,"smsu028","sm0142"
1,"smsu029","sm0143"
1,"smsu029","sm0144"
1,"smsu029","sm0145"
1,"smsu029","sm0146"
1,"smsu030","sm0147"
1,"smsu030","sm0148"
1,"smsu030","sm0149"
1,"smsu030","sm0150"
1,"smsu030","sm0151"
1,"smsu031","sm0152"
1,"smsu031","sm0153"
1,"smsu031","sm0154"
1,"smsu031","sm0155"
1,"smsu031","sm0156"
1,"smsu031","sm0157"
1,"smsu031","sm0158"
1,"smsu032","sm0159"
1,"smsu032","sm0160"
1,"smsu032","sm0161"
1,"smsu032","sm0162"
1,"smsu033","sm0163"
1,"smsu033","sm0164"
1,"smsu033","sm0165"
1,"smsu033","sm0166"
1,"smsu033","sm0167"
1,"smsu033","sm0168"
1,"smsu034","sm0169"
1,"smsu034","sm0170"
1,"smsu034","sm0171"
1,"smsu034","sm0172"
1,"smsu034","sm0173"
1,"smsu034","sm0174"
1,"smsu035","sm0175"
1,"smsu035","sm0176"
1,"smsu035","sm0177"
1,"smsu035","sm0178"
1,"smsu035","sm0179"
1,"smsu036","sm0180"
1,"smsu036","sm0181"
1,"smsu036","sm0182"
1,"smsu036","sm0183"
1,"smsu036","sm0184"
1,"smsu036","sm0185"
1,"smsu037","sm0186"
1,"smsu037","sm0187"
1,"smsu037","sm0188"
1,"smsu037","sm0189"
1,"smsu037","sm0190"
1,"smsu038","sm0191"
1,"smsu038","sm0192"
1,"smsu038","sm0193"
1,"smsu038","sm0194"
1,"smsu038","sm0195"
1,"smsu038","sm0196"
1,"smsu039","sm0197"
1,"smsu039","sm0198"
1,"smsu039","sm0199"
1,"smsu039","sm0200"
1,"smsu039","sm0201"
1,"smsu039","sm0202"
1,"smsu040","sm0203"
1,"smsu040","sm0204"
1,"smsu040","sm0205"
1,"smsu040","sm0206"
1,"smsu040","sm0207"
1,"smsu040","sm0208"
1,"smsu041","sm0209"
1,"smsu041","sm0210"
1,"smsu041","sm0211"
1,"smsu042","sm0212"
1,"smsu042","sm0213"
1,"smsu042","sm0214"
1,"smsu042","sm0215"
1,"smsu042","sm0216"
1,"smsu043","sm0217"
1,"smsu043","sm0218"
1,"smsu043","sm0219"
1,"smsu043","sm0220"
1,"smsu043","sm0221"
1,"smsu044","sm0222"
1,"smsu044","sm0223"
1,"smsu044","sm0224"
1,"smsu044","sm0225"
1,"smsu044","sm0226"
1,"smsu044","sm0227"
1,"smsu045","sm0228"
1,"smsu045","sm0229"
1,"smsu045","sm0230"
1,"smsu045","sm0231"
1,"smsu046","sm0232"
1,"smsu046","sm0233"
1,"smsu046","sm0234"
1,"smsu046","sm0235"
1,"smsu046","sm0236"
1,"smsu047","sm0237"
1,"smsu047","sm0238"
1,"smsu047","sm0239"
1,"smsu047","sm0240"
1,"smsu047","sm0241"
1,"smsu048","sm0242"
1,"smsu048","sm0243"
1,"smsu048","sm0244"
1,"smsu048","sm0245"
1,"smsu048","sm0246"
1,"smsu049","sm0247"
1,"smsu049","sm0248"
1,"smsu049","sm0249"
1,"smsu050","sm0250"
1,"smsu050","sm0251"
1,"smsu050","sm0252"
1,"smsu051","sm0253"
1,"smsu051","sm0254"
1,"smsu051","sm0255"
1,"smsu051","sm0256"
1,"smsu051","sm0257"
1,"smsu052","sm0258"
1,"smsu052","sm0259"
1,"smsu052","sm0260"
1,"smsu052","sm0261"
1,"smsu052","sm0262"
1,"smsu053","sm0263"
1,"smsu053","sm0264"
1,"smsu053","sm0265"
1,"smsu053","sm0266"
1,"smsu053","sm0267"
1,"smsu053","sm0268"
1,"smsu054","sm0269"
1,"smsu054","sm0270"
1,"smsu054","sm0271"
1,"smsu054","sm0272"
1,"smsu054","sm0273"
1,"smsu054","sm0274"
1,"smsu055","sm0275"
1,"smsu055","sm0276"
1,"smsu055","sm0277"
1,"smsu055","sm0278"
1,"smsu055","sm0279"
1,"smsu055","sm0280"
1,"smsu056","sm0281"
1,"smsu056","sm0282"
1,"smsu056","sm0283"
1,"smsu056","sm0284"
1,"smsu056","sm0285"
1,"smsu056","sm0286"
1,"smsu056","sm0287"
1,"smsu057","sm0288"
1,"smsu057","sm0289"
1,"smsu057","sm0290"
1,"smsu057","sm0291"
1,"smsu057","sm0292"
1,"smsu058","sm0293"
1,"smsu058","sm0294"
1,"smsu058","sm0295"
1,"smsu058","sm0296"
1,"smsu058","sm0297"
1,"smsu059","sm0298"
1,"smsu059","sm0299"
1,"smsu059","sm0300"
1,"smsu060","sm0301"
1,"smsu060","sm0302"
1,"smsu060","sm0303"
1,"smsu060","sm0304"
1,"smsu060","sm0305"
1,"smsu060","sm0306"
1,"smsu060","sm0307"
1,"smsu061","sm0308"
1,"smsu061","sm0309"
1,"smsu061","sm0310"
1,"smsu061","sm0311"
1,"smsu062","sm0312"
1,"smsu062","sm0313"
1,"smsu062","sm0314"
1,"smsu062","sm0315"
1,"smsu063","sm0316"
1,"smsu063","sm0317"
1,"smsu063","sm0318"
1,"smsu063","sm0319"
1,"smsu063","sm0320"
1,"smsu064","sm0321"
1,"smsu064","sm0322"
1,"smsu064","sm0323"
1,"smsu065","sm0324"
1,"smsu065","sm0325"
1,"smsu065","sm0326"
1,"smsu065","sm0327"
1,"smsu065","sm0328"
1,"smsu066","sm0329"
1,"smsu066","sm0330"
1,"smsu066","sm0331"
1,"smsu067","sm0332"
1,"smsu067","sm0333"
1,"smsu067","sm0334"
1,"smsu067","sm0335"
1,"smsu067","sm0336"
1,"smsu067","sm0337"
1,"smsu067","sm0338"
1,"smsu068","sm0339"
1,"smsu068","sm0340"
1,"smsu068","sm0341"
1,"smsu069","sm0342"
1,"smsu069","sm0343"
1,"smsu069","sm0344"
1,"smsu069","sm0345"
1,"smsu069","sm0346"
1,"smsu069","sm0347"
1,"smsu070","sm0348"
1,"smsu070","sm0349"
1,"smsu070","sm0350"
1,"smsu070","sm0351"
1,"smsu070","sm0352"
1,"smsu070","sm0353"
1,"smsu071","sm0354"
1,"smsu071","sm0355"
1,"smsu071","sm0356"
1,"smsu071","sm0357"
1,"smsu071","sm0358"
1,"smsu072","sm0359"
1,"smsu072","sm0360"
1,"smsu072","sm0361"
1,"smsu072","sm0362"
1,"smsu073","sm0363"
1,"smsu073","sm0364"
1,"smsu073","sm0365"
1,"smsu074","sm0366"
1,"smsu074","sm0367"
1,"smsu074","sm0368"
1,"smsu074","sm0369"
1,"smsu075","sm0370"
1,"smsu075","sm0371"
1,"smsu075","sm0372"
1,"smsu075","sm0373"
1,"smsu075","sm0374"
1,"smsu075","sm0375"
1,"smsu075","sm0376"
1,"smsu076","sm0377"
1,"smsu076","sm0378"
1,"smsu076","sm0379"
1,"smsu076","sm0380"
1,"smsu076","sm0381"
1,"smsu076","sm0382"
1,"smsu076","sm0383"
1,"smsu077","sm0384"
1,"smsu077","sm0385"
1,"smsu077","sm0386"
1,"smsu077","sm0387"
1,"smsu077","sm0388"
1,"smsu078","sm0389"
1,"smsu078","sm0390"
1,"smsu078","sm0391"
1,"smsu078","sm0392"
1,"smsu079","sm0393"
1,"smsu079","sm0394"
1,"smsu079","sm0395"
1,"smsu079","sm0396"
1,"smsu079","sm0397"
1,"smsu079","sm0398"
1,"smsu079","sm0399"
1,"smsu080","sm0400"
1,"smsu080","sm0401"
1,"smsu080","sm0402"
1,"smsu080","sm0403"
1,"smsu081","sm0404"
1,"smsu081","sm0405"
1,"smsu081","sm0406"
1,"smsu081","sm0407"
1,"smsu081","sm0408"
1,"smsu081","sm0409"
1,"smsu082","sm0410"
1,"smsu082","sm0411"
1,"smsu082","sm0412"
1,"smsu083","sm0413"
1,"smsu083","sm0414"
1,"smsu083","sm0415"
1,"smsu084","sm0416"
1,"smsu084","sm0417"
1,"smsu084","sm0418"
1,"smsu084","sm0419"
1,"smsu085","sm0420"
1,"smsu085","sm0421"
1,"smsu085","sm0422"
1,"smsu085","sm0423"
1,"smsu085","sm0424"
1,"smsu086","sm0425"
1,"smsu086","sm0426"
1,"smsu086","sm0427"
1,"smsu086","sm0428"
1,"smsu086","sm0429"
1,"smsu086","sm0430"
1,"smsu087","sm0431"
1,"smsu087","sm0432"
1,"smsu087","sm0433"
1,"smsu088","sm0434"
1,"smsu088","sm0435"
1,"smsu088","sm0436"
1,"smsu089","sm0437"
1,"smsu089","sm0438"
1,"smsu089","sm0439"
1,"smsu089","sm0440"
1,"smsu089","sm0441"
1,"smsu089","sm0442"
1,"smsu089","sm0443"
1,"smsu090","sm0444"
1,"smsu090","sm0445"
1,"smsu090","sm0446"
1,"smsu090","sm0447"
1,"smsu090","sm0448"
1,"smsu090","sm0449"
1,"smsu090","sm0450"
1,"smsu091","sm0451"
1,"smsu091","sm0452"
1,"smsu091","sm0453"
1,"smsu091","sm0454"
1,"smsu091","sm0455"
1,"smsu091","sm0456"
1,"smsu092","sm0457"
1,"smsu092","sm0458"
1,"smsu092","sm0459"
1,"smsu092","sm0460"
1,"smsu093","sm0461"
1,"smsu093","sm0462"
1,"smsu093","sm0463"
1,"smsu093","sm0464"
1,"smsu094","sm0465"
1,"smsu094","sm0466"
1,"smsu094","sm0467"
1,"smsu095","sm0468"
1,"smsu095","sm0469"
1,"smsu095","sm0470"
1,"smsu095","sm0471"
1,"smsu095","sm0472"
1,"smsu096","sm0473"
1,"smsu096","sm0474"
1,"smsu096","sm0475"
1,"smsu096","sm0476"
1,"smsu097","sm0477"
1,"smsu097","sm0478"
1,"smsu097","sm0479"
1,"smsu097","sm0480"
1,"smsu097","sm0481"
1,"smsu097","sm0482"
1,"smsu098","sm0483"
1,"smsu098","sm0484"
1,"smsu098","sm0485"
1,"smsu098","sm0486"
1,"smsu098","sm0487"
1,"smsu099","sm0488"
1,"smsu099","sm0489"
1,"smsu099","sm0490"
1,"smsu099","sm0491"
1,"smsu099","sm0492"
1,"smsu099","sm0493"
1,"smsu100","sm0494"
1,"smsu100","sm0495"
1,"smsu100","sm0496"
1,"smsu100","sm0497"
1,"smsu100","sm0498"
