"waveid","personid","su_id","birth_year","age","gender","status","group_id","external_wealth","relationshiptohh","head","marital_status","years_education","other_noetic","occupation","work_ability","location","is_resident","is_alive"
1,"ex0055","exsu011",2014,9,"male",0,"groupA",NA,"mother",0,"unmarried",10,NA,NA,"full","community",1,1
1,"ex0056","exsu012",1968,55,"male",1,"groupB",NA,"focal",1,"unmarried",7,NA,"trader","full","community",1,1
1,"ex0057","exsu012",1975,48,"female",0,"groupB",NA,"wife",1,"unmarried",10,NA,"labourer","moderate","community",1,1
1,"ex0058","exsu012",2004,19,"male",0,"groupB",NA,"father",0,"widowed",12,NA,NA,"full","community",1,1
1,"ex0059","exsu012",2015,8,"male",0,"groupA",NA,"grandchild",0,"unmarried",9,NA,NA,"full","community",1,1
1,"ex0060","exsu013",1978,45,"male",1,"groupA",NA,"focal",1,"unmarried",11,NA,"teacher","full","community",1,1
1,"ex0061","exsu013",1980,43,"female",1,"groupA",NA,"wife",1,"married",4,NA,"herder","moderate","community",1,1
1,"ex0062","exsu013",2020,3,"female",0,"groupA",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0063","exsu013",2010,13,"female",0,"groupC",NA,"mother",0,"unmarried",4,NA,NA,"none","community",1,1
1,"ex0064","exsu013",2010,13,"male",0,"groupC",NA,"son",0,"unmarried",10,NA,NA,"full","community",1,1
1,"ex0065","exsu013",2016,7,"female",0,"groupB",NA,"son",0,"unmarried",11,NA,NA,"full","community",1,1
1,"ex0066","exsu013",2004,19,"female",0,"groupC",NA,"daughter",0,"widowed",8,NA,NA,"full","community",1,1
1,"ex0067","exsu014",1977,46,"male",0,"groupB",NA,"focal",1,"unmarried",5,NA,"trader","full","community",1,1
1,"ex0068","exsu014",1981,42,"female",0,"groupB",NA,"wife",1,"unmarried",3,NA,"herder","full","community",1,1
1,"ex0069","exsu014",2018,5,"male",0,"groupB",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0070","exsu014",2010,13,"male",0,"groupB",NA,"mother",0,"unmarried",6,NA,NA,"full","community",1,1
1,"ex0071","exsu014",2020,3,"female",1,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0072","exsu014",2003,20,"female",1,"groupC",NA,"daughter",0,"widowed",11,NA,"labourer","none","community",1,1
1,"ex0073","exsu014",2021,2,"male",0,"groupB",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0074","exsu015",1968,55,"male",0,"groupC",NA,"focal",1,"married",1,NA,"student","moderate","community",1,1
1,"ex0075","exsu015",1990,33,"female",1,"groupA",NA,"wife",1,"unmarried",8,NA,"student","moderate","community",1,1
1,"ex0076","exsu015",2021,2,"female",0,"groupC",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0077","exsu015",1999,24,"female",0,"groupA",NA,"father",0,"widowed",4,NA,NA,"full","community",1,1
1,"ex0078","exsu016",1981,42,"male",0,"groupB",NA,"focal",1,"widowed",12,NA,"trader","moderate","community",1,1
1,"ex0079","exsu016",1984,39,"female",0,"groupA",NA,"wife",1,"married",12,NA,"teacher","full","community",1,1
1,"ex0080","exsu016",2018,5,"female",0,"groupC",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0081","exsu016",2021,2,"female",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0082","exsu016",2003,20,"male",0,"groupB",NA,"mother",0,"unmarried",10,NA,"trader","full","community",1,1
1,"ex0083","exsu016",2000,23,"female",0,"groupB",NA,"father",0,"widowed",10,NA,"homemaker","full","community",1,1
1,"ex0084","exsu017",1979,44,"male",0,"groupC",NA,"focal",1,"widowed",10,NA,"herder","full","community",1,1
1,"ex0085","exsu017",1989,34,"female",0,"groupB",NA,"wife",1,"unmarried",9,NA,"student","full","community",1,1
1,"ex0086","exsu017",2006,17,"male",0,"groupA",NA,"grandchild",0,"unmarried",11,NA,"teacher","full","community",1,1
1,"ex0087","exsu017",2020,3,"female",0,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0088","exsu018",1964,59,"male",0,"groupC",NA,"focal",1,"married",5,NA,"trader","none","community",1,1
1,"ex0089","exsu018",1988,35,"female",1,"groupA",NA,"wife",1,"widowed",0,NA,"trader","none","community",1,1
1,"ex0090","exsu018",2002,21,"female",0,"groupC",NA,"mother",0,"widowed",10,NA,"herder","full","community",1,1
1,"ex0091","exsu019",1976,47,"male",0,"groupC",NA,"focal",1,"widowed",8,NA,"farmer","full","community",1,1
1,"ex0092","exsu019",1972,51,"female",0,"groupA",NA,"wife",1,"widowed",0,NA,"teacher","full","community",1,1
1,"ex0093","exsu019",1999,24,"male",0,"groupA",NA,"grandchild",0,"unmarried",6,NA,"farmer","moderate","community",1,1
1,"ex0094","exsu019",2020,3,"male",0,"groupB",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0095","exsu019",2001,22,"male",0,"groupB",NA,"daughter",0,"married",10,NA,"teacher","full","community",1,1
1,"ex0096","exsu019",1998,25,"male",1,"groupB",NA,"grandchild",0,"unmarried",0,NA,"herder","full","community",1,1
1,"ex0097","exsu019",2011,12,"male",0,"groupC",NA,"daughter",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"ex0098","exsu020",1965,58,"male",0,"groupB",NA,"focal",1,"married",3,NA,"student","full","community",1,1
1,"ex0099","exsu020",1975,48,"female",1,"groupC",NA,"wife",1,"unmarried",10,NA,NA,"moderate","community",1,1
1,"ex0100","exsu020",2015,8,"male",0,"groupC",NA,"son",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"ex0101","exsu020",1999,24,"female",0,"groupC",NA,"son",0,"married",6,NA,NA,"full","community",1,1
1,"ex0102","exsu020",2021,2,"male",0,"groupA",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0103","exsu021",1974,49,"male",0,"groupC",NA,"focal",1,"widowed",7,NA,"farmer","moderate","community",1,1
1,"ex0104","exsu021",1993,30,"female",0,"groupC",NA,"wife",1,"widowed",1,NA,"homemaker","none","community",1,1
1,"ex0105","exsu021",2015,8,"male",0,"groupB",NA,"grandchild",0,"unmarried",8,NA,NA,"full","community",1,1
1,"ex0106","exsu021",2004,19,"female",0,"groupA",NA,"mother",0,"unmarried",10,NA,"teacher","full","community",1,1
1,"ex0107","exsu021",2014,9,"male",0,"groupB",NA,"daughter",0,"unmarried",11,NA,NA,"full","community",1,1
1,"ex0108","exsu022",1981,42,"male",0,"groupB",NA,"focal",1,"unmarried",4,NA,"herder","full","community",1,1
1,"ex0109","exsu022",1987,36,"female",0,"groupA",NA,"wife",1,"unmarried",8,NA,NA,"none","community",1,1
1,"ex0110","exsu022",2009,14,"male",0,"groupA",NA,"mother",0,"unmarried",8,NA,NA,"full","community",1,1
1,"ex0111","exsu022",2013,10,"female",1,"groupB",NA,"grandchild",0,"unmarried",2,NA,NA,"moderate","community",1,1
1,"ex0112","exsu022",2016,7,"male",0,"groupA",NA,"father",0,"unmarried",10,NA,NA,"full","community",1,1
1,"ex0113","exsu022",2013,10,"male",0,"groupA",NA,"father",0,"unmarried",8,NA,NA,"full","community",1,1
1,"ex0114","exsu022",2006,17,"female",0,"groupB",NA,"mother",0,"unmarried",0,NA,"farmer","full","community",1,1
1,"ex0115","exsu023",1978,45,"male",0,"groupB",NA,"focal",1,"married",3,NA,"herder","full","community",1,1
1,"ex0116","exsu023",1989,34,"female",0,"groupA",NA,"wife",1,"married",9,NA,NA,"moderate","community",1,1
1,"ex0117","exsu023",2004,19,"female",0,"groupC",NA,"mother",0,"married",6,NA,"homemaker","moderate","community",1,1
1,"ex0118","exsu023",2012,11,"female",0,"groupA",NA,"son",0,"unmarried",2,NA,NA,"none","community",1,1
1,"ex0119","exsu023",2012,11,"female",1,"groupC",NA,"daughter",0,"unmarried",5,NA,NA,"moderate","community",1,1
1,"ex0120","exsu023",2017,6,"female",0,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0121","exsu024",1978,45,"male",0,"groupC",NA,"focal",1,"widowed",11,NA,"homemaker","full","community",1,1
1,"ex0122","exsu024",1987,36,"female",0,"groupC",NA,"wife",1,"unmarried",8,NA,"labourer","moderate","community",1,1
1,"ex0123","exsu024",2002,21,"female",0,"groupB",NA,"grandchild",0,"unmarried",7,NA,"trader","full","community",1,1
1,"ex0124","exsu024",2010,13,"female",1,"groupB",NA,"mother",0,"unmarried",3,NA,NA,"full","community",1,1
1,"ex0125","exsu024",2002,21,"female",0,"groupC",NA,"daughter",0,"unmarried",9,NA,NA,"full","community",1,1
1,"ex0126","exsu024",2014,9,"female",0,"groupB",NA,"mother",0,"unmarried",6,NA,NA,"none","community",1,1
1,"ex0127","exsu025",1981,42,"male",1,"groupC",NA,"focal",1,"widowed",12,NA,"student","moderate","community",1,1
1,"ex0128","exsu025",1973,50,"female",0,"groupA",NA,"wife",1,"unmarried",11,NA,"trader","full","community",1,1
1,"ex0129","exsu025",2018,5,"male",0,"groupA",NA,"father",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0130","exsu025",2002,21,"male",0,"groupB",NA,"mother",0,"unmarried",2,NA,"trader","moderate","community",1,1
1,"ex0131","exsu025",2002,21,"male",0,"groupA",NA,"grandchild",0,"widowed",4,NA,"homemaker","full","community",1,1
1,"ex0132","exsu025",2013,10,"male",0,"groupA",NA,"son",0,"unmarried",10,NA,NA,"full","community",1,1
1,"ex0133","exsu026",1967,56,"male",1,"groupC",NA,"focal",1,"widowed",11,NA,"labourer","full","community",1,1
1,"ex0134","exsu026",1985,38,"female",0,"groupC",NA,"wife",1,"married",1,NA,"student","full","community",1,1
1,"ex0135","exsu026",2004,19,"male",0,"groupA",NA,"daughter",0,"married",2,NA,"herder","full","community",1,1
1,"ex0136","exsu026",1999,24,"female",0,"groupC",NA,"mother",0,"married",11,NA,"homemaker","full","community",1,1
1,"ex0137","exsu026",2015,8,"female",0,"groupA",NA,"daughter",0,"unmarried",7,NA,NA,"full","community",1,1
1,"ex0138","exsu026",2002,21,"female",0,"groupC",NA,"grandchild",0,"unmarried",2,NA,"herder","full","community",1,1
1,"ex0139","exsu027",1970,53,"male",0,"groupC",NA,"focal",1,"widowed",11,NA,"farmer","full","community",1,1
1,"ex0140","exsu027",1977,46,"female",0,"groupC",NA,"wife",1,"unmarried",2,NA,"trader","full","community",1,1
1,"ex0141","exsu027",2006,17,"male",0,"groupB",NA,"father",0,"unmarried",5,NA,"homemaker","full","community",1,1
1,"ex0142","exsu027",2007,16,"female",0,"groupC",NA,"daughter",0,"unmarried",3,NA,"farmer","none","community",1,1
1,"ex0143","exsu027",2001,22,"male",0,"groupB",NA,"daughter",0,"married",5,NA,"homemaker","full","community",1,1
1,"ex0144","exsu027",1999,24,"female",0,"groupB",NA,"daughter",0,"unmarried",9,NA,NA,"full","community",1,1
1,"ex0145","exsu027",2016,7,"male",0,"groupA",NA,"mother",0,"unmarried",2,NA,NA,"full","community",1,1
1,"ex0146","exsu028",1979,44,"male",0,"groupC",NA,"focal",1,"unmarried",7,NA,"student","moderate","community",1,1
1,"ex0147","exsu028",1991,32,"female",0,"groupC",NA,"wife",1,"unmarried",5,NA,NA,"none","community",1,1
1,"ex0148","exsu028",2006,17,"female",1,"groupA",NA,"son",0,"unmarried",10,NA,"herder","moderate","community",1,1
1,"ex0149","exsu029",1982,41,"male",0,"groupB",NA,"focal",1,"unmarried",1,NA,"student","full","community",1,1
1,"ex0150","exsu029",1985,38,"female",0,"groupB",NA,"wife",1,"widowed",1,NA,"herder","full","community",1,1
1,"ex0151","exsu029",2001,22,"male",0,"groupB",NA,"father",0,"unmarried",11,NA,"herder","moderate","community",1,1
1,"ex0152","exsu029",2021,2,"female",0,"groupB",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0153","exsu029",2021,2,"male",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0154","exsu030",1983,40,"male",1,"groupC",NA,"focal",1,"married",6,NA,"homemaker","full","community",1,1
1,"ex0155","exsu030",1976,47,"female",0,"groupB",NA,"wife",1,"unmarried",10,NA,"teacher","full","community",1,1
1,"ex0156","exsu030",2011,12,"female",0,"groupC",NA,"father",0,"unmarried",7,NA,NA,"full","community",1,1
1,"ex0157","exsu030",2006,17,"female",0,"groupA",NA,"son",0,"unmarried",0,NA,"trader","full","community",1,1
1,"ex0158","exsu030",2020,3,"male",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0159","exsu030",2018,5,"female",0,"groupB",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0160","exsu031",1977,46,"male",1,"groupB",NA,"focal",1,"widowed",4,NA,"farmer","full","community",1,1
1,"ex0161","exsu031",1972,51,"female",0,"groupC",NA,"wife",1,"widowed",3,NA,"labourer","full","community",1,1
1,"ex0162","exsu031",2009,14,"male",0,"groupB",NA,"son",0,"unmarried",11,NA,NA,"none","community",1,1
1,"ex0163","exsu031",2021,2,"female",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0164","exsu031",2018,5,"female",0,"groupB",NA,"son",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0165","exsu031",2002,21,"female",0,"groupC",NA,"daughter",0,"widowed",5,NA,"farmer","full","community",1,1
1,"ex0166","exsu031",2021,2,"male",0,"groupB",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0167","exsu032",1967,56,"male",0,"groupB",NA,"focal",1,"unmarried",5,NA,"teacher","full","community",1,1
1,"ex0168","exsu032",1988,35,"female",1,"groupB",NA,"wife",1,"unmarried",3,NA,"student","full","community",1,1
1,"ex0169","exsu032",2010,13,"male",0,"groupB",NA,"son",0,"unmarried",11,NA,NA,"moderate","community",1,1
1,"ex0170","exsu033",1979,44,"male",1,"groupA",NA,"focal",1,"married",6,NA,"homemaker","full","community",1,1
1,"ex0171","exsu033",1979,44,"female",1,"groupA",NA,"wife",1,"married",6,NA,"herder","full","community",1,1
1,"ex0172","exsu033",2009,14,"female",0,"groupC",NA,"mother",0,"unmarried",1,NA,NA,"full","community",1,1
1,"ex0173","exsu033",2011,12,"male",1,"groupA",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0174","exsu033",2001,22,"male",0,"groupB",NA,"daughter",0,"widowed",9,NA,"teacher","full","community",1,1
1,"ex0175","exsu033",2014,9,"female",0,"groupB",NA,"father",0,"unmarried",2,NA,NA,"moderate","community",1,1
1,"ex0176","exsu034",1965,58,"male",0,"groupA",NA,"focal",1,"widowed",2,NA,"teacher","full","community",1,1
1,"ex0177","exsu034",1970,53,"female",1,"groupC",NA,"wife",1,"widowed",8,NA,"herder","full","community",1,1
1,"ex0178","exsu034",2015,8,"male",0,"groupC",NA,"daughter",0,"unmarried",8,NA,NA,"full","community",1,1
1,"ex0179","exsu034",2020,3,"male",0,"groupC",NA,"father",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0180","exsu035",1980,43,"male",0,"groupA",NA,"focal",1,"unmarried",11,NA,"farmer","none","community",1,1
1,"ex0181","exsu035",1973,50,"female",0,"groupB",NA,"wife",1,"unmarried",12,NA,"herder","full","community",1,1
1,"ex0182","exsu035",2003,20,"male",1,"groupA",NA,"father",0,"widowed",11,NA,"teacher","full","community",1,1
1,"ex0183","exsu035",2000,23,"male",0,"groupA",NA,"mother",0,"unmarried",5,NA,"homemaker","full","community",1,1
1,"ex0184","exsu035",2013,10,"male",0,"groupC",NA,"mother",0,"unmarried",8,NA,NA,"full","community",1,1
1,"ex0185","exsu035",2006,17,"female",1,"groupB",NA,"father",0,"unmarried",3,NA,"trader","full","community",1,1
1,"ex0186","exsu035",2019,4,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"none","community",1,1
1,"ex0187","exsu036",1971,52,"male",0,"groupA",NA,"focal",1,"unmarried",2,NA,"herder","moderate","community",1,1
1,"ex0188","exsu036",1985,38,"female",0,"groupA",NA,"wife",1,"married",11,NA,"teacher","full","community",1,1
1,"ex0189","exsu036",1999,24,"female",0,"groupA",NA,"grandchild",0,"unmarried",8,NA,"teacher","full","community",1,1
1,"ex0190","exsu036",2010,13,"female",0,"groupA",NA,"father",0,"unmarried",5,NA,NA,"full","community",1,1
1,"ex0191","exsu036",1998,25,"male",0,"groupC",NA,"grandchild",0,"married",6,NA,"farmer","full","community",1,1
1,"ex0192","exsu036",2004,19,"female",0,"groupB",NA,"mother",0,"unmarried",12,NA,"herder","full","community",1,1
1,"ex0193","exsu037",1964,59,"male",0,"groupB",NA,"focal",1,"unmarried",4,NA,"teacher","full","community",1,1
1,"ex0194","exsu037",1985,38,"female",0,"groupA",NA,"wife",1,"married",1,NA,"farmer","full","community",1,1
1,"ex0195","exsu037",2010,13,"female",0,"groupC",NA,"grandchild",0,"unmarried",5,NA,NA,"full","community",1,1
1,"ex0196","exsu037",2005,18,"female",0,"groupA",NA,"grandchild",0,"widowed",11,NA,"farmer","none","community",1,1
1,"ex0197","exsu037",2014,9,"female",0,"groupC",NA,"grandchild",0,"unmarried",3,NA,NA,"full","community",1,1
1,"ex0198","exsu038",1976,47,"male",0,"groupA",NA,"focal",1,"unmarried",12,NA,NA,"full","community",1,1
1,"ex0199","exsu038",1977,46,"female",0,"groupC",NA,"wife",1,"widowed",5,NA,"labourer","full","community",1,1
1,"ex0200","exsu038",2001,22,"male",0,"groupB",NA,"son",0,"unmarried",10,NA,"teacher","moderate","community",1,1
1,"ex0201","exsu038",2008,15,"female",0,"groupA",NA,"father",0,"unmarried",5,NA,"trader","full","community",1,1
1,"ex0202","exsu038",2022,1,"female",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0203","exsu038",2000,23,"male",0,"groupC",NA,"mother",0,"married",5,NA,"trader","full","community",1,1
1,"ex0204","exsu039",1979,44,"male",0,"groupA",NA,"focal",1,"married",0,NA,"herder","full","community",1,1
1,"ex0205","exsu039",1973,50,"female",0,"groupB",NA,"wife",1,"widowed",5,NA,"teacher","full","community",1,1
1,"ex0206","exsu039",2019,4,"male",1,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0207","exsu039",2003,20,"female",0,"groupB",NA,"daughter",0,"widowed",2,NA,"homemaker","moderate","community",1,1
1,"ex0208","exsu039",2012,11,"male",0,"groupC",NA,"son",0,"unmarried",3,NA,NA,"full","community",1,1
1,"ex0209","exsu040",1971,52,"male",0,"groupB",NA,"focal",1,"widowed",12,NA,NA,"moderate","community",1,1
1,"ex0210","exsu040",1983,40,"female",0,"groupB",NA,"wife",1,"unmarried",7,NA,"trader","full","community",1,1
1,"ex0211","exsu040",2010,13,"male",0,"groupA",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"ex0212","exsu040",2009,14,"male",1,"groupC",NA,"father",0,"unmarried",6,NA,NA,"none","community",1,1
1,"ex0213","exsu040",1999,24,"female",0,"groupA",NA,"grandchild",0,"widowed",0,NA,"farmer","moderate","community",1,1
1,"ex0214","exsu040",2014,9,"male",0,"groupA",NA,"daughter",0,"unmarried",6,NA,NA,"full","community",1,1
1,"ex0215","exsu040",2018,5,"female",0,"groupB",NA,"father",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"ex0216","exsu041",1983,40,"male",0,"groupC",NA,"focal",1,"widowed",8,NA,"herder","full","community",1,1
1,"ex0217","exsu041",1983,40,"female",1,"groupA",NA,"wife",1,"unmarried",4,NA,"labourer","full","community",1,1
1,"ex0218","exsu041",2008,15,"female",1,"groupA",NA,"mother",0,"unmarried",5,NA,"farmer","full","community",1,1
1,"ex0219","exsu041",2005,18,"male",0,"groupB",NA,"mother",0,"married",8,NA,"trader","full","community",1,1
1,"ex0220","exsu041",2007,16,"male",0,"groupA",NA,"grandchild",0,"unmarried",6,NA,"homemaker","moderate","community",1,1
1,"ex0221","exsu042",1981,42,"male",0,"groupA",NA,"focal",1,"unmarried",1,NA,"student","full","community",1,1
1,"ex0222","exsu042",1983,40,"female",0,"groupC",NA,"wife",1,"married",9,NA,"teacher","full","community",1,1
1,"ex0223","exsu042",2000,23,"male",0,"groupB",NA,"father",0,"unmarried",12,NA,"student","full","community",1,1
1,"ex0224","exsu042",2010,13,"male",0,"groupB",NA,"son",0,"unmarried",5,NA,NA,"full","community",1,1
1,"ex0225","exsu042",2016,7,"male",0,"groupB",NA,"mother",0,"unmarried",1,NA,NA,"none","community",1,1
1,"ex0226","exsu042",2016,7,"female",0,"groupB",NA,"daughter",0,"unmarried",9,NA,NA,"moderate","community",1,1
1,"ex0227","exsu043",1981,42,"male",0,"groupC",NA,"focal",1,"unmarried",0,NA,"herder","full","community",1,1
1,"ex0228","exsu043",1974,49,"female",0,"groupA",NA,"wife",1,"married",7,NA,"student","full","community",1,1
1,"ex0229","exsu043",2004,19,"female",0,"groupB",NA,"son",0,"widowed",0,NA,"herder","moderate","community",1,1
