"waveid","personid","su_id","birth_year","age","gender","status","group_id","external_wealth","relationshiptohh","head","marital_status","years_education","other_noetic","occupation","work_ability","location","is_resident","is_alive"
1,"sm0083","smsu017",2021,2,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0084","smsu017",2003,20,"male",0,"groupB",NA,"father",0,"unmarried",0,NA,"farmer","full","community",1,1
1,"sm0085","smsu017",2017,6,"male",0,"groupC",NA,"daughter",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"sm0086","smsu018",1984,39,"male",0,"groupA",NA,"focal",1,"married",10,NA,"homemaker","full","community",1,1
1,"sm0087","smsu018",1986,37,"female",0,"groupB",NA,"wife",1,"unmarried",3,NA,"trader","full","community",1,1
1,"sm0088","smsu018",2003,20,"male",0,"groupA",NA,"grandchild",0,"married",12,NA,"trader","full","community",1,1
1,"sm0089","smsu018",2004,19,"female",0,"groupC",NA,"father",0,"married",5,NA,"trader","full","community",1,1
1,"sm0090","smsu018",2014,9,"male",0,"groupB",NA,"father",0,"unmarried",6,NA,NA,"none","community",1,1
1,"sm0091","smsu018",2006,17,"female",0,"groupA",NA,"daughter",0,"unmarried",1,NA,"student","full","community",1,1
1,"sm0092","smsu018",2007,16,"female",1,"groupA",NA,"father",0,"unmarried",8,NA,"farmer","full","community",1,1
1,"sm0093","smsu019",1964,59,"male",0,"groupB",NA,"focal",1,"married",3,NA,"teacher","full","community",1,1
1,"sm0094","smsu019",1981,42,"female",0,"groupA",NA,"wife",1,"married",0,NA,"student","full","community",1,1
1,"sm0095","smsu019",2018,5,"female",0,"groupB",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0096","smsu019",2003,20,"male",1,"groupA",NA,"grandchild",0,"married",0,NA,"teacher","full","community",1,1
1,"sm0097","smsu019",2003,20,"female",0,"groupC",NA,"father",0,"unmarried",0,NA,"farmer","full","community",1,1
1,"sm0098","smsu019",2010,13,"male",0,"groupA",NA,"father",0,"unmarried",2,NA,NA,"full","community",1,1
1,"sm0099","smsu019",2017,6,"female",1,"groupB",NA,"mother",0,"unmarried",9,NA,NA,"full","community",1,1
1,"sm0100","smsu020",1987,36,"male",0,"groupC",NA,"focal",1,"married",2,NA,NA,"full","community",1,1
1,"sm0101","smsu020",1992,31,"female",0,"groupA",NA,"wife",1,"widowed",3,NA,"farmer","full","community",1,1
1,"sm0102","smsu020",2009,14,"female",1,"groupB",NA,"son",0,"unmarried",10,NA,NA,"full","community",1,1
1,"sm0103","smsu020",2012,11,"male",0,"groupA",NA,"grandchild",0,"unmarried",2,NA,NA,"full","community",1,1
1,"sm0104","smsu020",2002,21,"female",1,"groupA",NA,"father",0,"married",6,NA,"homemaker","full","community",1,1
1,"sm0105","smsu021",1969,54,"male",0,"groupC",NA,"focal",1,"married",1,NA,"trader","moderate","community",1,1
1,"sm0106","smsu021",1970,53,"female",0,"groupB",NA,"wife",1,"unmarried",1,NA,"teacher","full","community",1,1
1,"sm0107","smsu021",2017,6,"male",0,"groupB",NA,"daughter",0,"unmarried",9,NA,NA,"none","community",1,1
1,"sm0108","smsu021",2008,15,"male",0,"groupB",NA,"daughter",0,"unmarried",1,NA,"trader","full","community",1,1
1,"sm0109","smsu021",2008,15,"male",0,"groupC",NA,"grandchild",0,"unmarried",7,NA,"labourer","full","community",1,1
1,"sm0110","smsu021",1998,25,"female",0,"groupB",NA,"son",0,"unmarried",2,NA,"teacher","none","community",1,1
1,"sm0111","smsu021",2009,14,"female",0,"groupC",NA,"daughter",0,"unmarried",2,NA,NA,"full","community",1,1
1,"sm0112","smsu022",1970,53,"male",0,"groupB",NA,"focal",1,"widowed",7,NA,"herder","full","community",1,1
1,"sm0113","smsu022",1978,45,"female",0,"groupB",NA,"wife",1,"unmarried",5,NA,"herder","moderate","community",1,1
1,"sm0114","smsu022",2012,11,"male",0,"groupC",NA,"son",0,"unmarried",3,NA,NA,"full","community",1,1
1,"sm0115","smsu022",2022,1,"female",0,"groupA",NA,"father",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0116","smsu023",1979,44,"male",0,"groupA",NA,"focal",1,"unmarried",7,NA,"herder","full","community",1,1
1,"sm0117","smsu023",1988,35,"female",0,"groupB",NA,"wife",1,"married",0,NA,"teacher","full","community",1,1
1,"sm0118","smsu023",1998,25,"male",1,"groupA",NA,"daughter",0,"widowed",6,NA,NA,"full","community",1,1
1,"sm0119","smsu023",2008,15,"female",0,"groupC",NA,"grandchild",0,"unmarried",4,NA,"teacher","full","community",1,1
1,"sm0120","smsu024",1971,52,"male",0,"groupB",NA,"focal",1,"married",4,NA,"trader","full","community",1,1
1,"sm0121","smsu024",1983,40,"female",0,"groupB",NA,"wife",1,"widowed",11,NA,"homemaker","full","community",1,1
1,"sm0122","smsu024",2003,20,"female",1,"groupB",NA,"mother",0,"married",7,NA,NA,"moderate","community",1,1
1,"sm0123","smsu025",1971,52,"male",0,"groupA",NA,"focal",1,"married",6,NA,NA,"full","community",1,1
1,"sm0124","smsu025",1968,55,"female",0,"groupC",NA,"wife",1,"married",0,NA,"trader","full","community",1,1
1,"sm0125","smsu025",2006,17,"female",0,"groupA",NA,"son",0,"unmarried",6,NA,NA,"full","community",1,1
1,"sm0126","smsu025",1998,25,"female",0,"groupA",NA,"mother",0,"married",11,NA,"trader","full","community",1,1
1,"sm0127","smsu026",1982,41,"male",0,"groupC",NA,"focal",1,"married",8,NA,"labourer","moderate","community",1,1
1,"sm0128","smsu026",1972,51,"female",0,"groupB",NA,"wife",1,"married",1,NA,"herder","none","community",1,1
1,"sm0129","smsu026",2016,7,"male",0,"groupB",NA,"mother",0,"unmarried",2,NA,NA,"full","community",1,1
1,"sm0130","smsu026",2022,1,"female",0,"groupB",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0131","smsu026",1998,25,"male",0,"groupC",NA,"grandchild",0,"unmarried",10,NA,"teacher","full","community",1,1
1,"sm0132","smsu027",1986,37,"male",0,"groupC",NA,"focal",1,"married",7,NA,"herder","moderate","community",1,1
1,"sm0133","smsu027",1975,48,"female",0,"groupC",NA,"wife",1,"married",12,NA,"herder","full","community",1,1
1,"sm0134","smsu027",1999,24,"male",0,"groupA",NA,"son",0,"widowed",12,NA,"labourer","full","community",1,1
1,"sm0135","smsu027",2019,4,"female",0,"groupB",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0136","smsu027",2012,11,"female",0,"groupC",NA,"daughter",0,"unmarried",5,NA,NA,"moderate","community",1,1
1,"sm0137","smsu027",2020,3,"female",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0138","smsu028",1974,49,"male",0,"groupC",NA,"focal",1,"unmarried",0,NA,"labourer","moderate","community",1,1
1,"sm0139","smsu028",1984,39,"female",0,"groupA",NA,"wife",1,"widowed",11,NA,NA,"full","community",1,1
1,"sm0140","smsu028",2005,18,"female",0,"groupC",NA,"grandchild",0,"unmarried",7,NA,"teacher","none","community",1,1
1,"sm0141","smsu028",2008,15,"male",0,"groupB",NA,"father",0,"unmarried",1,NA,"herder","full","community",1,1
1,"sm0142","smsu028",2014,9,"male",0,"groupA",NA,"father",0,"unmarried",5,NA,NA,"full","community",1,1
1,"sm0143","smsu029",1965,58,"male",0,"groupC",NA,"focal",1,"married",1,NA,"homemaker","full","community",1,1
1,"sm0144","smsu029",1978,45,"female",0,"groupB",NA,"wife",1,"widowed",1,NA,"student","full","community",1,1
1,"sm0145","smsu029",2020,3,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"sm0146","smsu029",2013,10,"female",0,"groupC",NA,"father",0,"unmarried",7,NA,NA,"full","community",1,1
1,"sm0147","smsu030",1966,57,"male",1,"groupA",NA,"focal",1,"unmarried",3,NA,NA,"full","community",1,1
1,"sm0148","smsu030",1978,45,"female",0,"groupC",NA,"wife",1,"married",9,NA,"trader","moderate","community",1,1
1,"sm0149","smsu030",2011,12,"female",0,"groupA",NA,"grandchild",0,"unmarried",12,NA,NA,"full","community",1,1
1,"sm0150","smsu030",2002,21,"female",0,"groupC",NA,"father",0,"married",8,NA,"teacher","full","community",1,1
1,"sm0151","smsu030",2019,4,"female",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0152","smsu031",1979,44,"male",0,"groupA",NA,"focal",1,"married",7,NA,"herder","moderate","community",1,1
1,"sm0153","smsu031",1989,34,"female",0,"groupA",NA,"wife",1,"widowed",5,NA,"trader","moderate","community",1,1
1,"sm0154","smsu031",2004,19,"male",0,"groupB",NA,"grandchild",0,"unmarried",7,NA,"herder","full","community",1,1
1,"sm0155","smsu031",2009,14,"female",0,"groupC",NA,"father",0,"unmarried",2,NA,NA,"none","community",1,1
1,"sm0156","smsu031",2001,22,"male",1,"groupC",NA,"mother",0,"married",11,NA,"labourer","full","community",1,1
1,"sm0157","smsu031",1999,24,"female",1,"groupA",NA,"daughter",0,"married",1,NA,"herder","full","community",1,1
1,"sm0158","smsu031",2003,20,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,"homemaker","full","community",1,1
1,"sm0159","smsu032",1965,58,"male",0,"groupC",NA,"focal",1,"unmarried",1,NA,"herder","full","community",1,1
1,"sm0160","smsu032",1982,41,"female",1,"groupB",NA,"wife",1,"widowed",5,NA,"herder","full","community",1,1
1,"sm0161","smsu032",2009,14,"female",0,"groupC",NA,"grandchild",0,"unmarried",6,NA,NA,"full","community",1,1
1,"sm0162","smsu032",2022,1,"female",0,"groupC",NA,"son",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"sm0163","smsu033",1973,50,"male",0,"groupB",NA,"focal",1,"widowed",7,NA,"trader","full","community",1,1
1,"sm0164","smsu033",1975,48,"female",0,"groupC",NA,"wife",1,"unmarried",11,NA,NA,"full","community",1,1
1,"sm0165","smsu033",2003,20,"male",0,"groupB",NA,"grandchild",0,"widowed",0,NA,"herder","full","community",1,1
1,"sm0166","smsu033",2010,13,"male",0,"groupA",NA,"grandchild",0,"unmarried",5,NA,NA,"full","community",1,1
1,"sm0167","smsu033",2007,16,"female",0,"groupA",NA,"daughter",0,"unmarried",3,NA,"labourer","full","community",1,1
1,"sm0168","smsu033",2012,11,"male",0,"groupC",NA,"mother",0,"unmarried",2,NA,NA,"full","community",1,1
1,"sm0169","smsu034",1964,59,"male",0,"groupA",NA,"focal",1,"unmarried",10,NA,"teacher","full","community",1,1
1,"sm0170","smsu034",1984,39,"female",0,"groupA",NA,"wife",1,"married",4,NA,"student","full","community",1,1
1,"sm0171","smsu034",2009,14,"male",0,"groupB",NA,"grandchild",0,"unmarried",8,NA,NA,"full","community",1,1
1,"sm0172","smsu034",2018,5,"male",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0173","smsu034",2010,13,"female",0,"groupC",NA,"mother",0,"unmarried",8,NA,NA,"none","community",1,1
1,"sm0174","smsu034",2002,21,"male",0,"groupB",NA,"son",0,"widowed",8,NA,"teacher","full","community",1,1
1,"sm0175","smsu035",1978,45,"male",0,"groupC",NA,"focal",1,"married",5,NA,"farmer","moderate","community",1,1
1,"sm0176","smsu035",1983,40,"female",0,"groupB",NA,"wife",1,"unmarried",12,NA,"labourer","full","community",1,1
1,"sm0177","smsu035",2015,8,"male",0,"groupA",NA,"mother",0,"unmarried",1,NA,NA,"full","community",1,1
1,"sm0178","smsu035",2006,17,"female",0,"groupB",NA,"mother",0,"unmarried",10,NA,"trader","full","community",1,1
1,"sm0179","smsu035",2013,10,"male",1,"groupA",NA,"son",0,"unmarried",11,NA,NA,"moderate","community",1,1
1,"sm0180","smsu036",1982,41,"male",0,"groupA",NA,"focal",1,"married",3,NA,"farmer","full","community",1,1
1,"sm0181","smsu036",1988,35,"female",0,"groupA",NA,"wife",1,"unmarried",10,NA,"labourer","none","community",1,1
1,"sm0182","smsu036",2018,5,"female",0,"groupA",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0183","smsu036",2008,15,"male",0,"groupC",NA,"daughter",0,"unmarried",6,NA,"homemaker","full","community",1,1
1,"sm0184","smsu036",1999,24,"female",0,"groupB",NA,"mother",0,"unmarried",2,NA,"student","full","community",1,1
1,"sm0185","smsu036",2000,23,"male",0,"groupA",NA,"mother",0,"married",1,NA,"herder","moderate","community",1,1
1,"sm0186","smsu037",1978,45,"male",1,"groupA",NA,"focal",1,"married",11,NA,"homemaker","moderate","community",1,1
1,"sm0187","smsu037",1976,47,"female",0,"groupA",NA,"wife",1,"married",9,NA,"teacher","full","community",1,1
1,"sm0188","smsu037",2008,15,"male",1,"groupB",NA,"grandchild",0,"unmarried",10,NA,"farmer","full","community",1,1
1,"sm0189","smsu037",2017,6,"male",0,"groupB",NA,"son",0,"unmarried",12,NA,NA,"full","community",1,1
1,"sm0190","smsu037",2010,13,"male",0,"groupC",NA,"grandchild",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"sm0191","smsu038",1988,35,"male",0,"groupA",NA,"focal",1,"unmarried",5,NA,"homemaker","full","community",1,1
1,"sm0192","smsu038",1974,49,"female",0,"groupC",NA,"wife",1,"married",3,NA,NA,"none","community",1,1
1,"sm0193","smsu038",2021,2,"male",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0194","smsu038",2011,12,"female",0,"groupC",NA,"grandchild",0,"unmarried",8,NA,NA,"full","community",1,1
1,"sm0195","smsu038",2014,9,"male",0,"groupA",NA,"father",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"sm0196","smsu038",2007,16,"female",0,"groupC",NA,"grandchild",0,"unmarried",11,NA,"labourer","full","community",1,1
1,"sm0197","smsu039",1985,38,"male",0,"groupB",NA,"focal",1,"married",3,NA,"teacher","full","community",1,1
1,"sm0198","smsu039",1983,40,"female",0,"groupB",NA,"wife",1,"married",4,NA,"teacher","full","community",1,1
1,"sm0199","smsu039",2002,21,"female",0,"groupC",NA,"mother",0,"married",10,NA,NA,"moderate","community",1,1
1,"sm0200","smsu039",2003,20,"male",0,"groupA",NA,"daughter",0,"married",12,NA,"trader","none","community",1,1
1,"sm0201","smsu039",2011,12,"male",0,"groupA",NA,"father",0,"unmarried",3,NA,NA,"moderate","community",1,1
1,"sm0202","smsu039",2000,23,"male",0,"groupC",NA,"daughter",0,"married",7,NA,NA,"none","community",1,1
1,"sm0203","smsu040",1981,42,"male",0,"groupB",NA,"focal",1,"widowed",5,NA,"homemaker","full","community",1,1
1,"sm0204","smsu040",1977,46,"female",1,"groupA",NA,"wife",1,"widowed",8,NA,"homemaker","full","community",1,1
1,"sm0205","smsu040",2018,5,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0206","smsu040",2017,6,"male",0,"groupC",NA,"father",0,"unmarried",3,NA,NA,"full","community",1,1
1,"sm0207","smsu040",2011,12,"female",0,"groupC",NA,"grandchild",0,"unmarried",1,NA,NA,"full","community",1,1
1,"sm0208","smsu040",2006,17,"female",1,"groupB",NA,"grandchild",0,"unmarried",2,NA,"homemaker","full","community",1,1
1,"sm0209","smsu041",1986,37,"male",1,"groupB",NA,"focal",1,"married",10,NA,"labourer","full","community",1,1
1,"sm0210","smsu041",1988,35,"female",0,"groupA",NA,"wife",1,"unmarried",5,NA,"homemaker","full","community",1,1
1,"sm0211","smsu041",2018,5,"female",0,"groupB",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0212","smsu042",1967,56,"male",0,"groupC",NA,"focal",1,"married",4,NA,NA,"full","community",1,1
1,"sm0213","smsu042",1968,55,"female",0,"groupB",NA,"wife",1,"widowed",6,NA,"farmer","full","community",1,1
1,"sm0214","smsu042",2020,3,"female",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"sm0215","smsu042",2017,6,"male",0,"groupC",NA,"father",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"sm0216","smsu042",2007,16,"male",0,"groupA",NA,"mother",0,"unmarried",6,NA,"labourer","none","community",1,1
1,"sm0217","smsu043",1972,51,"male",1,"groupA",NA,"focal",1,"married",0,NA,"teacher","full","community",1,1
1,"sm0218","smsu043",1973,50,"female",0,"groupC",NA,"wife",1,"widowed",11,NA,"trader","full","community",1,1
1,"sm0219","smsu043",1998,25,"female",0,"groupA",NA,"daughter",0,"widowed",8,NA,"farmer","none","community",1,1
1,"sm0220","smsu043",1998,25,"female",0,"groupC",NA,"daughter",0,"married",7,NA,"labourer","full","community",1,1
1,"sm0221","smsu043",2016,7,"female",0,"groupC",NA,"father",0,"unmarried",10,NA,NA,"moderate","community",1,1
1,"sm0222","smsu044",1969,54,"male",0,"groupC",NA,"focal",1,"widowed",3,NA,"herder","moderate","community",1,1
1,"sm0223","smsu044",1974,49,"female",0,"groupA",NA,"wife",1,"widowed",5,NA,NA,"full","community",1,1
1,"sm0224","smsu044",2008,15,"male",0,"groupB",NA,"son",0,"unmarried",4,NA,"homemaker","full","community",1,1
1,"sm0225","smsu044",2000,23,"male",0,"groupC",NA,"mother",0,"widowed",11,NA,"teacher","moderate","community",1,1
1,"sm0226","smsu044",2010,13,"male",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"sm0227","smsu044",2006,17,"male",0,"groupC",NA,"grandchild",0,"unmarried",5,NA,"herder","full","community",1,1
1,"sm0228","smsu045",1967,56,"male",0,"groupC",NA,"focal",1,"unmarried",5,NA,"farmer","full","community",1,1
1,"sm0229","smsu045",1989,34,"female",0,"groupC",NA,"wife",1,"married",10,NA,"herder","moderate","community",1,1
1,"sm0230","smsu045",2002,21,"female",0,"groupB",NA,"mother",0,"unmarried",9,NA,"trader","full","community",1,1
1,"sm0231","smsu045",2004,19,"male",0,"groupB",NA,"mother",0,"married",8,NA,"teacher","none","community",1,1
