"waveid","personid","su_id","birth_year","age","gender","status","group_id","external_wealth","relationshiptohh","head","marital_status","years_education","other_noetic","occupation","work_ability","location","is_resident","is_alive"
1,"si0032","sisu008",2018,5,"female",0,"groupA",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0033","sisu008",2017,6,"female",0,"groupB",NA,"grandchild",0,"unmarried",4,NA,NA,"none","community",1,1
1,"si0034","sisu009",1965,58,"male",0,"groupC",NA,"focal",1,"unmarried",7,NA,"labourer","full","community",1,1
1,"si0035","sisu009",1975,48,"female",0,"groupA",NA,"wife",1,"married",11,NA,"trader","full","community",1,1
1,"si0036","sisu009",2015,8,"female",0,"groupB",NA,"father",0,"unmarried",6,NA,NA,"moderate","community",1,1
1,"si0037","sisu009",2006,17,"female",0,"groupA",NA,"grandchild",0,"unmarried",12,NA,"student","none","community",1,1
1,"si0038","sisu010",1968,55,"male",0,"groupB",NA,"focal",1,"unmarried",9,NA,"labourer","full","community",1,1
1,"si0039","sisu010",1977,46,"female",0,"groupB",NA,"wife",1,"widowed",3,NA,"teacher","full","community",1,1
1,"si0040","sisu010",1999,24,"male",0,"groupC",NA,"mother",0,"widowed",3,NA,"herder","full","community",1,1
1,"si0041","sisu010",2011,12,"female",0,"groupC",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0042","sisu011",1988,35,"male",0,"groupC",NA,"focal",1,"unmarried",1,NA,NA,"full","community",1,1
1,"si0043","sisu011",1969,54,"female",0,"groupA",NA,"wife",1,"widowed",12,NA,"trader","full","community",1,1
1,"si0044","sisu011",1998,25,"female",0,"groupC",NA,"father",0,"unmarried",4,NA,"homemaker","none","community",1,1
1,"si0045","sisu012",1977,46,"male",1,"groupA",NA,"focal",1,"married",1,NA,"teacher","moderate","community",1,1
1,"si0046","sisu012",1968,55,"female",0,"groupC",NA,"wife",1,"widowed",4,NA,"trader","full","community",1,1
1,"si0047","sisu012",2010,13,"female",0,"groupC",NA,"daughter",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"si0048","sisu013",1975,48,"male",0,"groupC",NA,"focal",1,"widowed",2,NA,"trader","full","community",1,1
1,"si0049","sisu013",1972,51,"female",0,"groupC",NA,"wife",1,"widowed",5,NA,"farmer","full","community",1,1
1,"si0050","sisu013",2007,16,"male",0,"groupC",NA,"son",0,"unmarried",10,NA,"teacher","full","community",1,1
1,"si0051","sisu014",1988,35,"male",0,"groupB",NA,"focal",1,"widowed",12,NA,"student","full","community",1,1
1,"si0052","sisu014",1981,42,"female",0,"groupB",NA,"wife",1,"widowed",9,NA,"farmer","none","community",1,1
1,"si0053","sisu014",2019,4,"male",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0054","sisu014",2016,7,"male",0,"groupC",NA,"daughter",0,"unmarried",8,NA,NA,"full","community",1,1
1,"si0055","sisu014",1999,24,"male",0,"groupA",NA,"mother",0,"married",4,NA,"trader","full","community",1,1
1,"si0056","sisu015",1964,59,"male",0,"groupC",NA,"focal",1,"widowed",8,NA,NA,"moderate","community",1,1
1,"si0057","sisu015",1981,42,"female",0,"groupA",NA,"wife",1,"widowed",11,NA,NA,"full","community",1,1
1,"si0058","sisu015",2001,22,"female",0,"groupA",NA,"grandchild",0,"married",4,NA,"trader","full","community",1,1
1,"si0059","sisu015",2009,14,"female",1,"groupA",NA,"son",0,"unmarried",12,NA,NA,"full","community",1,1
1,"si0060","sisu015",2006,17,"female",1,"groupB",NA,"mother",0,"unmarried",1,NA,"farmer","moderate","community",1,1
1,"si0061","sisu015",2001,22,"female",0,"groupC",NA,"daughter",0,"unmarried",3,NA,"herder","moderate","community",1,1
1,"si0062","sisu015",2008,15,"male",0,"groupA",NA,"son",0,"unmarried",10,NA,"farmer","full","community",1,1
1,"si0063","sisu016",1969,54,"male",0,"groupB",NA,"focal",1,"married",7,NA,"teacher","moderate","community",1,1
1,"si0064","sisu016",1988,35,"female",0,"groupA",NA,"wife",1,"widowed",6,NA,"homemaker","none","community",1,1
1,"si0065","sisu016",2012,11,"male",0,"groupC",NA,"father",0,"unmarried",6,NA,NA,"full","community",1,1
1,"si0066","sisu016",2015,8,"male",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0067","sisu016",2014,9,"female",1,"groupB",NA,"mother",0,"unmarried",8,NA,NA,"moderate","community",1,1
1,"si0068","sisu016",2018,5,"male",1,"groupA",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0069","sisu017",1963,60,"male",0,"groupA",NA,"focal",1,"widowed",8,NA,"homemaker","full","community",1,1
1,"si0070","sisu017",1973,50,"female",0,"groupB",NA,"wife",1,"unmarried",9,NA,"labourer","full","community",1,1
1,"si0071","sisu017",2015,8,"female",1,"groupA",NA,"son",0,"unmarried",10,NA,NA,"moderate","community",1,1
1,"si0072","sisu017",2007,16,"male",0,"groupB",NA,"son",0,"unmarried",0,NA,"teacher","none","community",1,1
1,"si0073","sisu017",2014,9,"male",1,"groupA",NA,"mother",0,"unmarried",7,NA,NA,"full","community",1,1
1,"si0074","sisu017",2007,16,"male",0,"groupB",NA,"grandchild",0,"unmarried",8,NA,"homemaker","full","community",1,1
1,"si0075","sisu017",1999,24,"male",0,"groupA",NA,"daughter",0,"unmarried",6,NA,"teacher","full","community",1,1
1,"si0076","sisu018",1971,52,"male",0,"groupA",NA,"focal",1,"unmarried",1,NA,"labourer","moderate","community",1,1
1,"si0077","sisu018",1987,36,"female",0,"groupC",NA,"wife",1,"unmarried",10,NA,"student","full","community",1,1
1,"si0078","sisu018",2004,19,"male",0,"groupB",NA,"grandchild",0,"married",2,NA,"teacher","full","community",1,1
1,"si0079","sisu019",1972,51,"male",0,"groupC",NA,"focal",1,"married",7,NA,"teacher","full","community",1,1
1,"si0080","sisu019",1982,41,"female",1,"groupA",NA,"wife",1,"unmarried",10,NA,"student","moderate","community",1,1
1,"si0081","sisu019",2017,6,"male",0,"groupA",NA,"mother",0,"unmarried",5,NA,NA,"full","community",1,1
1,"si0082","sisu020",1974,49,"male",0,"groupA",NA,"focal",1,"married",0,NA,NA,"none","community",1,1
1,"si0083","sisu020",1992,31,"female",0,"groupC",NA,"wife",1,"married",0,NA,"herder","moderate","community",1,1
1,"si0084","sisu020",2014,9,"male",1,"groupB",NA,"son",0,"unmarried",4,NA,NA,"none","community",1,1
1,"si0085","sisu020",2015,8,"female",0,"groupB",NA,"father",0,"unmarried",6,NA,NA,"full","community",1,1
1,"si0086","sisu021",1982,41,"male",0,"groupB",NA,"focal",1,"married",10,NA,"student","full","community",1,1
1,"si0087","sisu021",1978,45,"female",0,"groupA",NA,"wife",1,"unmarried",0,NA,"student","full","community",1,1
1,"si0088","sisu021",2013,10,"female",0,"groupB",NA,"father",0,"unmarried",2,NA,NA,"full","community",1,1
1,"si0089","sisu021",2008,15,"female",0,"groupB",NA,"mother",0,"unmarried",1,NA,"herder","full","community",1,1
1,"si0090","sisu021",2003,20,"female",0,"groupB",NA,"grandchild",0,"widowed",5,NA,"labourer","full","community",1,1
1,"si0091","sisu021",2017,6,"male",0,"groupA",NA,"son",0,"unmarried",5,NA,NA,"full","community",1,1
1,"si0092","sisu021",2001,22,"male",0,"groupB",NA,"daughter",0,"married",4,NA,"herder","moderate","community",1,1
1,"si0093","sisu022",1969,54,"male",0,"groupC",NA,"focal",1,"widowed",6,NA,"teacher","full","community",1,1
1,"si0094","sisu022",1974,49,"female",0,"groupA",NA,"wife",1,"married",2,NA,"trader","full","community",1,1
1,"si0095","sisu022",2012,11,"female",0,"groupA",NA,"daughter",0,"unmarried",1,NA,NA,"full","community",1,1
1,"si0096","sisu022",2003,20,"female",0,"groupA",NA,"son",0,"married",8,NA,"herder","full","community",1,1
1,"si0097","sisu023",1977,46,"male",0,"groupC",NA,"focal",1,"widowed",10,NA,"trader","moderate","community",1,1
1,"si0098","sisu023",1990,33,"female",0,"groupA",NA,"wife",1,"unmarried",0,NA,"trader","full","community",1,1
1,"si0099","sisu023",2001,22,"female",0,"groupB",NA,"daughter",0,"widowed",10,NA,"labourer","full","community",1,1
1,"si0100","sisu023",2001,22,"female",0,"groupA",NA,"father",0,"married",8,NA,"teacher","full","community",1,1
1,"si0101","sisu023",2019,4,"male",0,"groupA",NA,"father",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"si0102","sisu024",1974,49,"male",0,"groupC",NA,"focal",1,"married",9,NA,"homemaker","moderate","community",1,1
1,"si0103","sisu024",1972,51,"female",0,"groupB",NA,"wife",1,"widowed",12,NA,"teacher","full","community",1,1
1,"si0104","sisu024",2016,7,"female",0,"groupC",NA,"father",0,"unmarried",2,NA,NA,"full","community",1,1
1,"si0105","sisu025",1972,51,"male",0,"groupC",NA,"focal",1,"unmarried",3,NA,"farmer","full","community",1,1
1,"si0106","sisu025",1988,35,"female",0,"groupB",NA,"wife",1,"unmarried",7,NA,NA,"none","community",1,1
1,"si0107","sisu025",2001,22,"male",1,"groupB",NA,"father",0,"unmarried",7,NA,NA,"full","community",1,1
1,"si0108","sisu026",1969,54,"male",0,"groupA",NA,"focal",1,"widowed",1,NA,"farmer","full","community",1,1
1,"si0109","sisu026",1974,49,"female",1,"groupA",NA,"wife",1,"unmarried",10,NA,"student","none","community",1,1
1,"si0110","sisu026",2018,5,"female",0,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0111","sisu027",1983,40,"male",0,"groupB",NA,"focal",1,"unmarried",12,NA,"labourer","full","community",1,1
1,"si0112","sisu027",1969,54,"female",0,"groupA",NA,"wife",1,"unmarried",1,NA,"student","full","community",1,1
1,"si0113","sisu027",2007,16,"female",0,"groupC",NA,"mother",0,"unmarried",2,NA,NA,"full","community",1,1
1,"si0114","sisu027",2001,22,"male",1,"groupB",NA,"son",0,"widowed",7,NA,"labourer","full","community",1,1
1,"si0115","sisu028",1973,50,"male",0,"groupB",NA,"focal",1,"widowed",2,NA,"farmer","full","community",1,1
1,"si0116","sisu028",1989,34,"female",0,"groupB",NA,"wife",1,"unmarried",2,NA,"farmer","moderate","community",1,1
1,"si0117","sisu028",2007,16,"male",0,"groupA",NA,"son",0,"unmarried",5,NA,"farmer","full","community",1,1
1,"si0118","sisu028",2006,17,"female",0,"groupC",NA,"grandchild",0,"unmarried",10,NA,"farmer","moderate","community",1,1
1,"si0119","sisu028",2007,16,"male",0,"groupC",NA,"grandchild",0,"unmarried",4,NA,"trader","none","community",1,1
1,"si0120","sisu028",2017,6,"female",0,"groupB",NA,"father",0,"unmarried",2,NA,NA,"full","community",1,1
1,"si0121","sisu029",1971,52,"male",0,"groupA",NA,"focal",1,"married",8,NA,"student","full","community",1,1
1,"si0122","sisu029",1970,53,"female",0,"groupC",NA,"wife",1,"widowed",5,NA,NA,"full","community",1,1
1,"si0123","sisu029",2008,15,"male",0,"groupA",NA,"daughter",0,"unmarried",7,NA,"labourer","full","community",1,1
1,"si0124","sisu029",2002,21,"male",0,"groupB",NA,"father",0,"unmarried",3,NA,NA,"moderate","community",1,1
1,"si0125","sisu029",2020,3,"male",0,"groupA",NA,"grandchild",0,"unmarried",0,NA,NA,"none","community",1,1
1,"si0126","sisu030",1972,51,"male",0,"groupA",NA,"focal",1,"widowed",1,NA,NA,"full","community",1,1
1,"si0127","sisu030",1972,51,"female",0,"groupA",NA,"wife",1,"widowed",10,NA,"teacher","full","community",1,1
1,"si0128","sisu030",2011,12,"male",1,"groupA",NA,"daughter",0,"unmarried",5,NA,NA,"full","community",1,1
1,"si0129","sisu030",2014,9,"female",0,"groupC",NA,"grandchild",0,"unmarried",8,NA,NA,"full","community",1,1
1,"si0130","sisu030",2007,16,"female",0,"groupA",NA,"grandchild",0,"unmarried",7,NA,"teacher","moderate","community",1,1
1,"si0131","sisu030",2022,1,"female",0,"groupC",NA,"daughter",0,"unmarried",0,NA,NA,"none","community",1,1
1,"si0132","sisu030",2020,3,"female",0,"groupC",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"si0133","sisu031",1966,57,"male",1,"groupC",NA,"focal",1,"married",11,NA,"herder","moderate","community",1,1
1,"si0134","sisu031",1993,30,"female",0,"groupC",NA,"wife",1,"married",8,NA,"student","none","community",1,1
1,"si0135","sisu031",2017,6,"female",0,"groupC",NA,"grandchild",0,"unmarried",3,NA,NA,"full","community",1,1
1,"si0136","sisu031",2001,22,"female",0,"groupB",NA,"son",0,"widowed",7,NA,"farmer","full","community",1,1
1,"si0137","sisu031",2000,23,"female",0,"groupC",NA,"son",0,"unmarried",5,NA,"farmer","full","community",1,1
1,"si0138","sisu032",1968,55,"male",0,"groupB",NA,"focal",1,"widowed",7,NA,NA,"moderate","community",1,1
1,"si0139","sisu032",1972,51,"female",0,"groupB",NA,"wife",1,"married",3,NA,"trader","full","community",1,1
1,"si0140","sisu032",2022,1,"male",0,"groupA",NA,"son",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0141","sisu032",1999,24,"female",0,"groupA",NA,"son",0,"married",5,NA,"herder","full","community",1,1
1,"si0142","sisu032",2000,23,"female",0,"groupB",NA,"father",0,"unmarried",1,NA,"farmer","full","community",1,1
1,"si0143","sisu033",1979,44,"male",0,"groupC",NA,"focal",1,"unmarried",3,NA,NA,"full","community",1,1
1,"si0144","sisu033",1977,46,"female",0,"groupB",NA,"wife",1,"widowed",3,NA,NA,"full","community",1,1
1,"si0145","sisu033",2016,7,"female",0,"groupA",NA,"daughter",0,"unmarried",9,NA,NA,"full","community",1,1
1,"si0146","sisu033",2001,22,"male",1,"groupC",NA,"father",0,"unmarried",11,NA,"homemaker","full","community",1,1
1,"si0147","sisu033",2020,3,"male",0,"groupA",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0148","sisu034",1980,43,"male",0,"groupB",NA,"focal",1,"widowed",4,NA,"trader","full","community",1,1
1,"si0149","sisu034",1987,36,"female",0,"groupC",NA,"wife",1,"unmarried",7,NA,"trader","full","community",1,1
1,"si0150","sisu034",2008,15,"female",0,"groupC",NA,"daughter",0,"unmarried",1,NA,"farmer","moderate","community",1,1
1,"si0151","sisu034",2020,3,"female",0,"groupC",NA,"father",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0152","sisu034",2004,19,"male",0,"groupC",NA,"son",0,"widowed",0,NA,"herder","full","community",1,1
1,"si0153","sisu034",2018,5,"female",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0154","sisu035",1975,48,"male",0,"groupC",NA,"focal",1,"married",0,NA,"labourer","moderate","community",1,1
1,"si0155","sisu035",1992,31,"female",0,"groupB",NA,"wife",1,"married",3,NA,"student","full","community",1,1
1,"si0156","sisu035",2022,1,"female",1,"groupA",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0157","sisu035",2022,1,"female",0,"groupC",NA,"son",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"si0158","sisu035",2010,13,"female",0,"groupB",NA,"son",0,"unmarried",9,NA,NA,"full","community",1,1
1,"si0159","sisu035",2007,16,"female",0,"groupC",NA,"son",0,"unmarried",12,NA,"herder","full","community",1,1
1,"si0160","sisu035",2016,7,"female",0,"groupC",NA,"grandchild",0,"unmarried",11,NA,NA,"full","community",1,1
1,"si0161","sisu036",1970,53,"male",0,"groupA",NA,"focal",1,"widowed",9,NA,"farmer","full","community",1,1
1,"si0162","sisu036",1985,38,"female",0,"groupC",NA,"wife",1,"married",11,NA,"trader","full","community",1,1
1,"si0163","sisu036",2007,16,"male",0,"groupB",NA,"daughter",0,"unmarried",12,NA,NA,"full","community",1,1
1,"si0164","sisu036",2004,19,"male",1,"groupB",NA,"mother",0,"married",7,NA,"student","none","community",1,1
1,"si0165","sisu037",1988,35,"male",1,"groupA",NA,"focal",1,"unmarried",10,NA,"student","full","community",1,1
1,"si0166","sisu037",1989,34,"female",0,"groupB",NA,"wife",1,"unmarried",9,NA,"homemaker","full","community",1,1
1,"si0167","sisu037",2001,22,"male",0,"groupA",NA,"daughter",0,"widowed",4,NA,NA,"moderate","community",1,1
1,"si0168","sisu037",2019,4,"male",0,"groupB",NA,"mother",0,"unmarried",0,NA,NA,"moderate","community",1,1
1,"si0169","sisu037",2008,15,"female",0,"groupC",NA,"son",0,"unmarried",3,NA,"homemaker","none","community",1,1
1,"si0170","sisu037",2016,7,"male",0,"groupA",NA,"father",0,"unmarried",8,NA,NA,"full","community",1,1
1,"si0171","sisu038",1976,47,"male",0,"groupA",NA,"focal",1,"widowed",2,NA,"student","full","community",1,1
1,"si0172","sisu038",1975,48,"female",0,"groupB",NA,"wife",1,"widowed",11,NA,"labourer","full","community",1,1
1,"si0173","sisu038",2015,8,"female",0,"groupA",NA,"mother",0,"unmarried",4,NA,NA,"full","community",1,1
1,"si0174","sisu038",2003,20,"male",0,"groupB",NA,"father",0,"unmarried",11,NA,"student","full","community",1,1
1,"si0175","sisu038",2005,18,"male",0,"groupA",NA,"daughter",0,"married",12,NA,"farmer","full","community",1,1
1,"si0176","sisu039",1981,42,"male",0,"groupB",NA,"focal",1,"unmarried",0,NA,"trader","full","community",1,1
1,"si0177","sisu039",1984,39,"female",0,"groupA",NA,"wife",1,"unmarried",5,NA,"herder","full","community",1,1
1,"si0178","sisu039",2006,17,"female",0,"groupC",NA,"son",0,"unmarried",1,NA,"trader","moderate","community",1,1
1,"si0179","sisu039",1998,25,"male",0,"groupA",NA,"son",0,"married",0,NA,"student","full","community",1,1
1,"si0180","sisu040",1987,36,"male",0,"groupA",NA,"focal",1,"married",4,NA,"homemaker","none","community",1,1
1,"si0181","sisu040",1977,46,"female",0,"groupA",NA,"wife",1,"widowed",1,NA,"herder","none","community",1,1
1,"si0182","sisu040",2017,6,"male",0,"groupC",NA,"grandchild",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0183","sisu040",1998,25,"female",1,"groupA",NA,"mother",0,"married",1,NA,"labourer","full","community",1,1
1,"si0184","sisu040",2018,5,"female",0,"groupB",NA,"daughter",0,"unmarried",0,NA,NA,"full","community",1,1
1,"si0185","sisu040",2016,7,"female",0,"groupA",NA,"daughter",0,"unmarried",5,NA,NA,"full","community",1,1
1,"si0186","sisu040",2002,21,"female",1,"groupB",NA,"father",0,"widowed",2,NA,"teacher","full","community",1,1
1,"si8001",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8002",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8003",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8004",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8005",NA,NA,NA,"female",1,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8006",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8007",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8008",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8009",NA,NA,NA,"male",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8010",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8011",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8012",NA,NA,NA,"male",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8013",NA,NA,NA,"female",1,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8014",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8015",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8016",NA,NA,NA,"male",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8017",NA,NA,NA,"female",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8018",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8019",NA,NA,NA,"male",1,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8020",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8021",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8022",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8023",NA,NA,NA,"male",1,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8024",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8025",NA,NA,NA,"male",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8026",NA,NA,NA,"female",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8027",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8028",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8029",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8030",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8031",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8032",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8033",NA,NA,NA,"female",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
1,"si8034",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8035",NA,NA,NA,"female",1,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8036",NA,NA,NA,"female",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8037",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8038",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8039",NA,NA,NA,"male",1,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8040",NA,NA,NA,"male",0,"groupC",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8041",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8042",NA,NA,NA,"male",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"none","external",0,1
1,"si8043",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8044",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8045",NA,NA,NA,"male",0,"groupA",NA,"ancestor",0,"unmarried",NA,NA,NA,"full","external",0,1
1,"si8046",NA,NA,NA,"female",0,"groupB",NA,"ancestor",0,"unmarried",NA,NA,NA,"moderate","external",0,1
