"waveid","su_id","smaller_meals","fewer_meals","no_food","sleep_hungry","without_eating","malehead","femalehead","cow","bull","goat","chicken","motorcycle","bicycle","tv","smartphone","refrigerator","sofa","cot","mattress","sewingmachine","tractor","plow","ownedland","washingmachine","radio","laptop","car","smaller_meals_ord","fewer_meals_ord","no_food_ord","sleep_hungry_ord","without_eating_ord","su_wealth","num_surv","num_surv_male_q","num_surv_female_q","su_sampled","hofh","su_size","age_av","age_av_hh","age_max","adult_count","able_count","able_count_hh","status_any","status_any_hh","status_count","status_count_hh","edu_max","edu_max_hh","other_noetic_any","other_noetic_any_hh","other_noetic_count","other_noetic_count_hh","primary_kin","secondary_kin"
1,"smsu015","rarely","often","never","sometimes","sometimes","sm0071","sm0072",0,2,1,0,0,3,0,0,2,1,1,0,2,0,1,0,2,0,2,1,NA,NA,NA,NA,NA,1835,3,3,3,TRUE,"both",5,26.2,47,48,3,1,0,1,0,1,0,5,4,NA,NA,NA,NA,3,4
1,"smsu016","sometimes","sometimes","never","often","never","sm0076","sm0077",0,1,3,0,1,1,1,0,0,2,3,0,0,0,1,0,1,2,0,0,NA,NA,NA,NA,NA,615,2,2,2,TRUE,"both",3,32,45,49,2,1,0,0,0,0,0,10,8,NA,NA,NA,NA,1,2
1,"smsu017","sometimes","never","rarely","sometimes","never","sm0079","sm0080",3,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,2,0,1,1,NA,NA,NA,NA,NA,2885,5,5,5,TRUE,"both",7,23.1428571428571,46.5,60,4,6,2,0,0,0,0,11,11,NA,NA,NA,NA,0,0
1,"smsu018","sometimes","never","sometimes","never","never","sm0086","sm0087",0,2,2,3,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,1,NA,NA,NA,NA,NA,1607.8,6,6,6,TRUE,"both",7,22.4285714285714,38,39,4,6,2,1,0,1,0,12,10,NA,NA,NA,NA,1,3
1,"smsu019","never","sometimes","never","often","never","sm0093","sm0094",0,0,1,0,1,3,2,1,0,2,2,1,1,3,3,1,1,2,0,2,NA,NA,NA,NA,NA,6534,4,4,4,TRUE,"both",7,23.5714285714286,50.5,59,4,7,2,1,0,2,0,9,3,NA,NA,NA,NA,3,6
1,"smsu020","never","rarely","rarely","often","rarely","sm0100","sm0101",3,0,1,0,0,1,2,0,1,0,2,0,1,0,0,0,1,1,2,0,NA,NA,NA,NA,NA,749,3,3,3,TRUE,"both",5,22.6,33.5,36,3,5,2,1,0,2,0,10,3,NA,NA,NA,NA,4,9
1,"smsu021","never","sometimes","sometimes","rarely","often","sm0105","sm0106",1,2,1,0,0,1,0,2,1,0,0,1,0,0,3,1,0,0,2,0,NA,NA,NA,NA,NA,994,5,5,5,TRUE,"both",7,26,53.5,54,3,4,1,0,0,0,0,9,1,NA,NA,NA,NA,1,2
1,"smsu022","sometimes","often","often","often","rarely","sm0112","sm0113",0,0,1,1,0,0,0,1,0,0,1,0,2,0,1,1,2,0,1,2,NA,NA,NA,NA,NA,2656.6,2,2,2,TRUE,"both",4,27.5,49,53,2,3,1,0,0,0,0,7,7,NA,NA,NA,NA,7,11
1,"smsu023","often","sometimes","sometimes","never","often","sm0116","sm0117",2,2,1,0,0,1,2,0,0,0,1,1,1,1,0,0,0,1,1,3,NA,NA,NA,NA,NA,4842,4,4,4,TRUE,"both",4,29.75,39.5,44,3,4,2,1,0,1,0,7,7,NA,NA,NA,NA,1,2
1,"smsu024","often","often","rarely","often","never","sm0120","sm0121",0,0,0,1,2,3,0,0,0,0,0,1,1,0,2,3,0,0,0,2,NA,NA,NA,NA,NA,3327.6,3,3,3,TRUE,"both",3,37.3333333333333,46,52,3,2,2,1,0,1,0,11,11,NA,NA,NA,NA,1,1
1,"smsu025","never","often","often","often","never","sm0123","sm0124",0,0,0,0,0,1,2,0,3,0,0,0,2,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,1977,4,4,4,TRUE,"both",4,37.25,53.5,55,3,4,2,0,0,0,0,11,6,NA,NA,NA,NA,1,1
1,"smsu026","rarely","often","sometimes","rarely","sometimes","sm0127","sm0128",0,0,1,2,0,0,0,2,1,0,0,1,1,0,0,2,1,1,1,0,NA,NA,NA,NA,NA,894.2,3,3,3,TRUE,"both",5,25,46,51,3,3,0,0,0,0,0,10,8,NA,NA,NA,NA,2,2
1,"smsu027","rarely","sometimes","sometimes","never","rarely","sm0132","sm0133",0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,550,3,3,3,TRUE,"both",6,21.1666666666667,42.5,48,3,4,1,0,0,0,0,12,12,NA,NA,NA,NA,1,2
1,"smsu028","sometimes","often","rarely","often","often","sm0138","sm0139",2,1,0,1,3,2,2,1,1,0,2,2,1,0,0,2,0,2,1,2,NA,NA,NA,NA,NA,3705.6,4,4,4,TRUE,"both",5,26,44,49,3,3,1,0,0,0,0,11,11,NA,NA,NA,NA,3,5
1,"smsu029","rarely","often","often","sometimes","sometimes","sm0143","sm0144",0,1,2,1,3,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,2180.6,2,2,2,TRUE,"both",4,29,51.5,58,2,3,2,0,0,0,0,7,1,NA,NA,NA,NA,2,5
1,"smsu030","sometimes","sometimes","never","often","never","sm0147","sm0148",0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,1405.2,3,3,3,TRUE,"both",5,27.8,51,57,3,4,1,1,1,1,1,12,9,NA,NA,NA,NA,2,3
1,"smsu031","sometimes","often","never","never","sometimes","sm0152","sm0153",1,0,2,2,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,618.2,6,6,6,TRUE,"both",7,25.2857142857143,39,44,6,4,0,1,0,2,0,11,7,NA,NA,NA,NA,2,4
1,"smsu032","never","sometimes","sometimes","never","never","sm0159","sm0160",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,NA,NA,NA,NA,NA,967,2,2,2,TRUE,"both",4,28.5,49.5,58,2,3,2,1,1,1,1,6,5,NA,NA,NA,NA,1,1
1,"smsu033","rarely","never","sometimes","sometimes","sometimes","sm0163","sm0164",1,1,0,0,0,1,0,1,1,1,1,2,0,0,2,1,1,0,3,0,NA,NA,NA,NA,NA,1035,4,4,4,TRUE,"both",6,26.3333333333333,49,50,3,6,2,0,0,0,0,11,11,NA,NA,NA,NA,2,4
1,"smsu034","rarely","never","sometimes","sometimes","sometimes","sm0169","sm0170",0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,1,2,3,0,1,NA,NA,NA,NA,NA,3962.2,3,3,3,TRUE,"both",6,25.1666666666667,49,59,3,5,2,0,0,0,0,10,10,NA,NA,NA,NA,3,6
1,"smsu035","sometimes","sometimes","sometimes","often","rarely","sm0175","sm0176",0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,NA,NA,NA,NA,NA,1059,3,3,3,TRUE,"both",5,24,42.5,45,2,3,1,1,0,1,0,12,12,NA,NA,NA,NA,1,3
1,"smsu036","rarely","sometimes","never","rarely","often","sm0180","sm0181",0,0,0,0,0,1,2,0,0,1,2,0,2,1,1,0,0,3,2,0,NA,NA,NA,NA,NA,1699,5,5,5,TRUE,"both",6,23.8333333333333,38,41,4,4,1,0,0,0,0,10,10,NA,NA,NA,NA,4,7
1,"smsu037","often","sometimes","sometimes","often","rarely","sm0186","sm0187",2,1,2,0,0,1,2,0,0,1,2,3,2,1,0,2,1,1,1,2,NA,NA,NA,NA,NA,4389,3,3,3,TRUE,"both",5,25.2,46,47,2,3,1,1,1,2,1,12,11,NA,NA,NA,NA,2,3
1,"smsu038","rarely","sometimes","never","never","sometimes","sm0191","sm0192",0,2,1,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,1868,3,3,3,TRUE,"both",6,20.5,42,49,2,4,1,0,0,0,0,11,5,NA,NA,NA,NA,1,1
1,"smsu039","often","rarely","rarely","rarely","often","sm0197","sm0198",0,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,374,5,5,5,TRUE,"both",6,25.6666666666667,39,40,5,2,2,0,0,0,0,12,4,NA,NA,NA,NA,4,7
1,"smsu040","often","rarely","rarely","sometimes","rarely","sm0203","sm0204",0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,NA,NA,NA,NA,NA,3031,3,3,3,TRUE,"both",6,21.3333333333333,44,46,2,6,2,1,1,2,1,8,8,NA,NA,NA,NA,2,3
1,"smsu041","sometimes","often","rarely","never","never","sm0209","sm0210",1,1,1,1,0,1,0,3,1,1,3,1,0,1,0,1,0,0,3,0,NA,NA,NA,NA,NA,2200.6,2,2,2,TRUE,"both",3,25.6666666666667,36,37,2,3,2,1,1,1,1,10,10,NA,NA,NA,NA,4,9
1,"smsu042","rarely","rarely","never","never","rarely","sm0212","sm0213",0,0,0,0,2,0,1,1,2,0,0,1,0,1,2,1,2,0,1,0,NA,NA,NA,NA,NA,2348,3,3,3,TRUE,"both",5,27.2,55.5,56,2,2,2,0,0,0,0,6,6,NA,NA,NA,NA,3,5
1,"smsu043","never","often","often","never","sometimes","sm0217","sm0218",1,0,1,3,1,0,0,1,2,0,0,0,1,1,0,1,0,2,0,0,NA,NA,NA,NA,NA,1986.8,4,4,4,TRUE,"both",5,31.6,50.5,51,4,3,2,1,1,1,1,11,11,NA,NA,NA,NA,4,6
1,"smsu044","rarely","sometimes","sometimes","never","rarely","sm0222","sm0223",1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,804,5,5,5,TRUE,"both",6,28.5,51.5,54,3,4,1,0,0,0,0,11,5,NA,NA,NA,NA,1,1
1,"smsu045","often","rarely","sometimes","never","never","sm0228","sm0229",0,2,0,1,0,0,1,0,2,0,0,3,1,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,496.6,4,4,4,TRUE,"both",4,32.5,45,56,4,2,1,0,0,0,0,10,10,NA,NA,NA,NA,1,3
1,"smsu046","rarely","sometimes","rarely","often","rarely","sm0232","sm0233",0,1,2,2,2,1,0,2,2,0,0,0,1,0,1,0,0,2,0,1,NA,NA,NA,NA,NA,1821.2,2,2,2,TRUE,"both",5,23.4,44.5,54,2,2,1,1,0,1,0,7,7,NA,NA,NA,NA,2,6
1,"smsu047","never","rarely","often","never","never","sm0237","sm0238",0,0,0,2,0,0,1,0,2,0,2,0,1,3,3,1,1,1,0,0,NA,NA,NA,NA,NA,4280.2,3,3,3,TRUE,"both",5,28.8,51,52,3,4,2,1,0,1,0,11,11,NA,NA,NA,NA,2,2
1,"smsu048","never","sometimes","rarely","never","sometimes","sm0242","sm0243",0,1,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,2620.2,2,2,2,TRUE,"both",5,23.4,48,48,2,3,1,1,1,1,1,10,10,NA,NA,NA,NA,2,3
1,"smsu049","sometimes","rarely","sometimes","sometimes","never","sm0247","sm0248",1,0,0,1,3,0,0,1,1,0,1,0,0,0,3,1,1,1,0,0,NA,NA,NA,NA,NA,1189.6,3,3,3,TRUE,"both",3,40.3333333333333,50,54,3,3,2,1,1,1,1,7,4,NA,NA,NA,NA,2,5
1,"smsu050","often","never","rarely","never","often","sm0250","sm0251",0,1,0,2,2,1,0,0,0,0,1,0,2,1,2,0,2,1,0,0,NA,NA,NA,NA,NA,1979.2,3,3,3,TRUE,"both",3,35,44.5,52,2,3,2,0,0,0,0,11,11,NA,NA,NA,NA,1,1
1,"smsu051","rarely","never","never","rarely","never","sm0253","sm0254",1,0,3,0,0,0,2,1,0,1,1,1,1,1,0,3,0,0,1,0,NA,NA,NA,NA,NA,2385,4,4,4,TRUE,"both",5,30.8,52,54,4,4,1,1,0,1,0,11,11,NA,NA,NA,NA,2,4
1,"smsu052","never","never","sometimes","rarely","often","sm0258","sm0259",0,1,0,0,0,1,1,0,0,0,2,0,2,0,1,2,1,2,1,0,NA,NA,NA,NA,NA,956,4,4,4,TRUE,"both",5,25,38.5,39,3,4,2,1,0,1,0,11,11,NA,NA,NA,NA,2,2
1,"smsu053","sometimes","sometimes","never","never","never","sm0263","sm0264",1,1,0,0,2,0,3,0,0,0,1,0,0,1,1,0,0,2,0,2,NA,NA,NA,NA,NA,3965,3,3,3,TRUE,"both",6,22.8333333333333,46.5,53,3,3,1,0,0,0,0,12,10,NA,NA,NA,NA,6,7
1,"smsu054","rarely","sometimes","rarely","never","often","sm0269","sm0270",0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,2622,3,3,3,TRUE,"both",6,18.3333333333333,37,39,2,6,2,0,0,0,0,7,3,NA,NA,NA,NA,2,4
1,"smsu055","never","rarely","rarely","often","sometimes","sm0275","sm0276",1,0,2,2,0,0,0,0,0,0,0,1,3,2,0,0,0,1,3,0,NA,NA,NA,NA,NA,2952.2,4,4,4,TRUE,"both",6,25.1666666666667,47.5,55,4,6,2,1,0,1,0,12,12,NA,NA,NA,NA,0,0
1,"smsu056","often","sometimes","never","rarely","rarely","sm0281","sm0282",0,0,0,2,1,1,1,2,1,2,0,1,0,0,1,1,0,1,2,0,NA,NA,NA,NA,NA,968.2,3,3,3,TRUE,"both",7,22.1428571428571,44,47,3,6,2,1,1,3,2,11,11,NA,NA,NA,NA,3,6
1,"smsu057","often","rarely","rarely","never","never","sm0288","sm0289",0,2,0,0,1,1,1,0,2,1,1,1,0,0,0,2,0,0,1,2,NA,NA,NA,NA,NA,3231,3,3,3,TRUE,"both",5,25,46.5,53,2,3,2,1,1,1,1,7,7,NA,NA,NA,NA,3,5
1,"smsu058","rarely","often","never","never","often","sm0293","sm0294",0,1,0,1,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,3001.6,2,2,2,TRUE,"both",5,26.6,54.5,59,2,4,2,1,1,1,1,12,12,NA,NA,NA,NA,2,2
1,"smsu059","rarely","never","rarely","often","never","sm0298","sm0299",1,0,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,1,2,0,NA,NA,NA,NA,NA,1883,3,3,3,TRUE,"both",3,31.6666666666667,38,41,3,3,2,0,0,0,0,7,7,NA,NA,NA,NA,2,4
1,"smsu060","rarely","sometimes","sometimes","often","rarely","sm0301","sm0302",0,0,1,0,2,0,2,0,0,0,0,2,1,2,0,2,2,1,1,0,NA,NA,NA,NA,NA,3673,4,4,4,TRUE,"both",7,23.8571428571429,52,54,3,5,1,1,0,1,0,11,11,NA,NA,NA,NA,4,7
1,"smsu061","sometimes","rarely","sometimes","often","rarely","sm0308","sm0309",0,0,1,1,0,0,1,1,0,0,1,0,1,1,2,1,1,0,1,1,NA,NA,NA,NA,NA,2846.6,2,2,2,TRUE,"both",4,26.25,42,48,2,3,2,1,1,1,1,9,9,NA,NA,NA,NA,2,3
1,"smsu062","rarely","often","sometimes","rarely","often","sm0312","sm0313",2,0,0,1,1,0,0,0,0,1,0,1,2,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,1748.6,3,3,3,TRUE,"both",4,28.5,43.5,45,3,4,2,1,1,2,1,9,5,NA,NA,NA,NA,2,5
1,"smsu063","rarely","sometimes","often","sometimes","never","sm0316","sm0317",1,3,0,1,0,1,0,1,2,1,0,3,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1671.6,3,3,3,TRUE,"both",5,26,48,53,3,4,1,1,1,2,1,6,5,NA,NA,NA,NA,1,3
1,"smsu064","never","rarely","rarely","rarely","sometimes","sm0321","sm0322",3,0,1,0,2,2,0,2,1,0,0,1,2,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,2160,2,2,2,TRUE,"both",3,38.3333333333333,55,60,2,1,1,1,1,2,1,11,11,NA,NA,NA,NA,1,2
1,"smsu065","rarely","sometimes","never","often","never","sm0324","sm0325",1,3,2,0,0,0,1,0,1,1,0,0,2,0,1,0,2,0,2,0,NA,NA,NA,NA,NA,910,5,5,5,TRUE,"both",5,26.6,33,36,5,5,2,0,0,0,0,12,4,NA,NA,NA,NA,3,4
1,"smsu066","often","rarely","rarely","rarely","never","sm0329","sm0330",0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,2,2,NA,NA,NA,NA,NA,2907,2,2,2,TRUE,"both",3,36.3333333333333,52.5,56,2,3,2,1,1,2,1,12,12,NA,NA,NA,NA,3,7
1,"smsu067","never","sometimes","never","rarely","often","sm0332","sm0333",1,0,1,1,0,1,2,0,1,1,0,1,0,0,0,1,2,1,1,1,NA,NA,NA,NA,NA,1810.6,3,3,3,TRUE,"both",7,20.2857142857143,41,45,3,2,1,1,0,1,0,11,9,NA,NA,NA,NA,2,3
1,"smsu068","sometimes","often","often","rarely","sometimes","sm0339","sm0340",0,0,0,0,3,3,1,2,0,2,2,2,1,1,0,2,1,0,0,2,NA,NA,NA,NA,NA,4634,2,2,2,TRUE,"both",3,27,40,42,2,3,2,0,0,0,0,2,2,NA,NA,NA,NA,4,5
1,"smsu069","sometimes","sometimes","never","often","often","sm0342","sm0343",0,2,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,395.6,4,4,4,TRUE,"both",6,25.8333333333333,52,57,3,5,2,1,0,1,0,12,11,NA,NA,NA,NA,1,1
1,"smsu070","often","rarely","never","never","often","sm0348","sm0349",0,0,0,1,2,0,0,0,0,0,3,2,1,2,1,0,2,0,1,3,NA,NA,NA,NA,NA,6160.6,4,4,4,TRUE,"both",6,23.5,47.5,53,3,4,1,0,0,0,0,12,8,NA,NA,NA,NA,2,7
1,"smsu071","never","never","often","rarely","never","sm0354","sm0355",0,1,1,0,0,0,0,3,0,2,0,1,0,0,1,0,0,2,0,1,NA,NA,NA,NA,NA,1376,3,3,3,TRUE,"both",5,21.4,39.5,47,2,4,2,1,0,2,0,11,11,NA,NA,NA,NA,4,8
1,"smsu072","never","never","never","rarely","never","sm0359","sm0360",1,1,0,2,1,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,2077.2,2,2,2,TRUE,"both",4,25,39.5,40,2,3,1,1,1,1,1,9,9,NA,NA,NA,NA,2,2
1,"smsu073","often","often","rarely","sometimes","rarely","sm0363","sm0364",0,1,2,3,0,1,1,2,0,2,0,1,1,2,2,2,1,3,0,1,NA,NA,NA,NA,NA,4405.8,2,2,2,TRUE,"both",3,34.3333333333333,51,53,2,3,2,0,0,0,0,6,6,NA,NA,NA,NA,2,2
1,"smsu074","often","often","rarely","sometimes","never","sm0366","sm0367",2,1,0,2,2,1,3,1,3,3,0,2,0,0,2,1,0,1,1,1,NA,NA,NA,NA,NA,2508.2,3,3,3,TRUE,"both",4,25,38,41,3,3,1,0,0,0,0,10,9,NA,NA,NA,NA,1,1
1,"smsu075","often","rarely","sometimes","rarely","often","sm0370","sm0371",0,2,0,3,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,2,NA,NA,NA,NA,NA,2496.8,5,5,5,TRUE,"both",7,24,42.5,48,5,6,2,1,0,1,0,11,6,NA,NA,NA,NA,3,5
1,"smsu076","never","rarely","often","often","rarely","sm0377","sm0378",0,0,0,0,1,1,2,1,1,0,1,0,0,0,2,0,1,1,1,0,NA,NA,NA,NA,NA,670,6,6,6,TRUE,"both",7,23,39.5,44,6,5,2,1,0,2,0,12,11,NA,NA,NA,NA,3,8
1,"smsu077","often","sometimes","rarely","often","never","sm0384","sm0385",1,1,0,0,0,1,1,0,0,0,0,1,1,3,0,0,1,2,1,2,NA,NA,NA,NA,NA,6092,2,2,2,TRUE,"both",5,20.6,42,48,2,2,0,0,0,0,0,11,11,NA,NA,NA,NA,5,7
1,"smsu078","rarely","rarely","never","sometimes","sometimes","sm0389","sm0390",1,0,3,2,0,0,2,2,2,0,2,2,1,1,1,1,3,1,0,1,NA,NA,NA,NA,NA,3154.2,2,2,2,TRUE,"both",4,32.25,51.5,52,2,4,2,0,0,0,0,12,12,NA,NA,NA,NA,1,2
1,"smsu079","sometimes","never","often","sometimes","sometimes","sm0393","sm0394",1,1,1,0,0,1,2,1,1,1,2,1,0,2,1,1,0,0,0,1,NA,NA,NA,NA,NA,4164,3,3,3,TRUE,"both",7,23.4285714285714,51,54,3,4,1,1,1,2,2,12,12,NA,NA,NA,NA,3,9
1,"smsu080","often","rarely","never","often","never","sm0400","sm0401",0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,NA,1439,2,2,2,TRUE,"both",4,28.25,46,55,2,3,2,0,0,0,0,6,6,NA,NA,NA,NA,1,2
1,"smsu081","rarely","never","never","rarely","rarely","sm0404","sm0405",3,2,1,1,3,0,2,1,1,0,1,0,0,0,2,0,0,1,0,1,NA,NA,NA,NA,NA,2253.6,3,3,3,TRUE,"both",6,26,50.5,55,3,4,2,1,0,1,0,8,5,NA,NA,NA,NA,2,6
1,"smsu082","sometimes","sometimes","rarely","often","often","sm0410","sm0411",1,0,1,3,0,1,1,0,2,1,2,2,0,0,3,1,0,1,1,0,NA,NA,NA,NA,NA,849.8,2,2,2,TRUE,"both",3,35.6666666666667,47.5,59,2,3,2,0,0,0,0,12,12,NA,NA,NA,NA,4,10
1,"smsu083","never","often","often","rarely","sometimes","sm0413","sm0414",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,3770,3,3,3,TRUE,"both",3,42.3333333333333,51.5,57,3,2,1,0,0,0,0,9,9,NA,NA,NA,NA,1,2
1,"smsu084","often","never","sometimes","often","often","sm0416","sm0417",0,2,0,0,0,0,3,0,0,1,1,0,0,3,1,1,0,0,2,1,NA,NA,NA,NA,NA,5449,3,3,3,TRUE,"both",4,28.5,45,60,3,2,1,1,1,2,1,9,3,NA,NA,NA,NA,4,4
1,"smsu085","often","sometimes","never","sometimes","sometimes","sm0420","sm0421",0,1,1,2,0,1,0,1,2,1,0,0,2,2,0,0,1,1,0,0,NA,NA,NA,NA,NA,2886.2,4,4,4,TRUE,"both",5,32.2,49.5,50,4,4,2,1,0,2,0,10,10,NA,NA,NA,NA,3,3
1,"smsu086","rarely","rarely","sometimes","often","sometimes","sm0425","sm0426",0,0,1,1,0,0,3,1,1,3,0,0,1,0,0,0,1,3,2,2,NA,NA,NA,NA,NA,2650.6,6,6,6,TRUE,"both",6,26.3333333333333,43,50,4,5,1,0,0,0,0,10,6,NA,NA,NA,NA,2,4
1,"smsu087","often","rarely","never","often","rarely","sm0431","sm0432",1,1,0,0,0,1,1,3,0,0,0,1,2,2,2,1,0,0,1,0,NA,NA,NA,NA,NA,3232,2,2,2,TRUE,"both",3,28.6666666666667,42,45,2,3,2,0,0,0,0,4,4,NA,NA,NA,NA,1,2
