"","sisu001","sisu002","sisu003","sisu004","sisu005","sisu006","sisu007","sisu008","sisu009","sisu010","sisu011","sisu012","sisu013","sisu014","sisu015","sisu016","sisu017","sisu018","sisu019","sisu020","sisu021","sisu022","sisu023","sisu024","sisu025","sisu026","sisu027","sisu028","sisu029","sisu030","sisu031","sisu032","sisu033","sisu034","sisu035","sisu036","sisu037","sisu038","sisu039","sisu040"
"sisu013",0,0,0,0.015625,0,0,0.09375,0,0.046875,0,0,0.125,0.333333333333333,0,0,0.0416666666666667,0,0.0078125,0.0208333333333333,0.005859375,0,0,0,0.0416666666666667,0.0416666666666667,0,0.029296875,0,0,0,0,0.003125,0,0.0260416666666667,0,0,0.0416666666666667,0,0,0
"sisu014",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sisu015",0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0,0.0446428571428571,0.0642857142857143,0,0,0,0,0,0,0,0.0714285714285715,0,0,0
"sisu016",0,0,0,0.0104166666666667,0.0555555555555555,0,0.0625,0,0,0,0,0,0.0416666666666667,0,0,0.166666666666667,0,0.00520833333333333,0.0138888888888889,0.00390625,0,0,0,0,0.0277777777777778,0,0.01953125,0,0,0,0,0.00208333333333333,0,0.0694444444444444,0,0,0.0277777777777778,0,0,0
"sisu017",0,0,0.107142857142857,0.0133928571428571,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0321428571428571,0,0,0.0535714285714286,0,0,0,0,0,0,0.0428571428571429,0,0,0.0200892857142857,0,0,0,0.0191326530612245
"sisu018",0,0,0,0.125,0,0,0.01171875,0,0.09375,0,0,0,0.0078125,0,0,0.00520833333333333,0,0.333333333333333,0.0416666666666667,0.046875,0,0,0,0,0.0208333333333333,0,0.05859375,0,0,0,0,0.025,0.05,0.00325520833333333,0,0,0,0,0,0
"sisu019",0,0,0,0.0833333333333333,0,0,0.03125,0,0.0625,0,0,0,0.0208333333333333,0,0,0.0138888888888889,0,0.0416666666666667,0,0.03125,0,0,0,0,0.0555555555555555,0,0.0625,0,0,0,0,0.0166666666666667,0,0.00868055555555556,0,0,0,0,0,0
"sisu020",0,0,0,0.09375,0,0,0.0087890625,0,0,0,0,0,0.005859375,0,0,0.00390625,0,0.046875,0.03125,0.166666666666667,0,0,0,0,0.078125,0,0.0439453125,0,0,0,0,0.075,0,0.00244140625,0,0,0,0,0,0
"sisu021",0,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sisu022",0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0.140625,0,0,0,0
"sisu023",0,0,0.075,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0.0321428571428571,0,0,0,0,0,0.1,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535714285714286
"sisu024",0,0,0,0.09375,0,0,0,0.125,0.046875,0,0,0.125,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sisu025",0,0,0,0.0416666666666667,0,0,0.0625,0,0,0,0,0,0.0416666666666667,0,0,0.0277777777777778,0,0.0208333333333333,0.0555555555555555,0.078125,0,0,0,0,0,0,0.078125,0,0,0,0,0.00833333333333333,0,0.0173611111111111,0,0,0,0,0,0
"sisu026",0.0625,0,0.125,0.015625,0.00520833333333333,0.0104166666666667,0.046875,0.0078125,0,0,0,0,0,0,0.107142857142857,0,0.0535714285714286,0,0,0,0,0,0.0375,0,0,0.333333333333333,0,0.104166666666667,0.15,0.107142857142857,0.03125,0,0.05,0,0.0625,0.0234375,0.0416666666666667,0,0.015625,0.0223214285714286
"sisu027",0,0,0,0.1171875,0,0.03125,0.0439453125,0,0,0,0,0,0.029296875,0,0,0.01953125,0,0.05859375,0.0625,0.0439453125,0,0,0,0,0.078125,0,0.177083333333333,0,0,0,0,0.0234375,0,0.01220703125,0,0,0,0,0,0.0669642857142857
"sisu028",0.0260416666666667,0.0694444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0.0446428571428571,0,0,0,0,0,0,0,0,0,0,0.104166666666667,0,0.3,0.125,0,0,0,0,0,0,0,0.0173611111111111,0,0,0
"sisu029",0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642857142857143,0,0,0,0,0,0,0,0,0,0,0.15,0,0.125,0.29375,0,0,0,0,0,0,0,0.025,0,0,0
"sisu030",0,0,0,0,0.00892857142857143,0,0.0803571428571428,0.0133928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0,0,0,0.107142857142857,0,0,0,0.333333333333333,0.0535714285714286,0,0,0,0.107142857142857,0,0,0,0.0267857142857143,0
"sisu031",0,0,0,0,0.0416666666666667,0,0.0234375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.0535714285714286,0.45,0,0,0,0.125,0,0,0,0.125,0
"sisu032",0,0,0,0.05,0,0,0.0046875,0,0,0,0,0,0.003125,0,0,0.00208333333333333,0,0.025,0.0166666666666667,0.075,0,0,0,0,0.00833333333333333,0,0.0234375,0,0,0,0,0.25,0,0.00130208333333333,0,0,0,0,0,0
"sisu033",0,0,0.1,0.05,0,0,0,0,0.075,0,0,0,0,0,0,0,0.0428571428571429,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.25,0,0,0.075,0,0,0,0
"sisu034",0,0,0,0.00651041666666667,0,0,0.0390625,0,0,0,0,0,0.0260416666666667,0,0,0.0694444444444445,0,0.00325520833333333,0.00868055555555556,0.00244140625,0,0,0,0,0.0173611111111111,0,0.01220703125,0,0,0,0,0.00130208333333333,0,0.3,0,0,0.0173611111111111,0,0,0
"sisu035",0,0,0,0,0.0208333333333333,0,0.046875,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.107142857142857,0.125,0,0,0,0.476190476190476,0,0,0,0.0625,0
"sisu036",0,0,0.046875,0.140625,0,0,0,0,0,0,0,0,0,0,0,0,0.0200892857142857,0,0,0,0,0.140625,0,0,0,0.0234375,0,0,0,0,0,0,0.075,0,0,0.333333333333333,0,0,0,0
"sisu037",0.0416666666666667,0,0,0,0,0,0.0625,0,0,0,0,0,0.0416666666666667,0,0.0714285714285714,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0.0173611111111111,0.025,0,0,0,0,0.0173611111111111,0,0,0.166666666666667,0,0,0
"sisu038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"sisu039",0,0,0,0,0.0833333333333333,0,0.01171875,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.0267857142857143,0.125,0,0,0,0.0625,0,0,0,0.416666666666667,0
"sisu040",0,0,0.0446428571428571,0,0,0.0595238095238095,0,0,0,0,0,0,0,0,0,0,0.0191326530612245,0,0,0,0,0,0.0535714285714286,0,0,0.0223214285714286,0.0669642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714285714
