"waveid","su_id","smaller_meals","fewer_meals","no_food","sleep_hungry","without_eating","malehead","femalehead","cow","bull","goat","chicken","motorcycle","bicycle","tv","smartphone","refrigerator","sofa","cot","mattress","sewingmachine","tractor","plow","ownedland","washingmachine","radio","laptop","car","smaller_meals_ord","fewer_meals_ord","no_food_ord","sleep_hungry_ord","without_eating_ord","su_wealth","num_surv","num_surv_male_q","num_surv_female_q","su_sampled","hofh","su_size","age_av","age_av_hh","age_max","adult_count","able_count","able_count_hh","status_any","status_any_hh","status_count","status_count_hh","edu_max","edu_max_hh","other_noetic_any","other_noetic_any_hh","other_noetic_count","other_noetic_count_hh","primary_kin","secondary_kin"
1,"sisu031","rarely","never","sometimes","sometimes","often","si0133","si0134",1,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,2474,4,4,4,TRUE,"both",5,27.6,43.5,57,4,3,0,1,1,1,1,11,11,NA,NA,NA,NA,2,5
1,"sisu032","rarely","often","sometimes","often","often","si0138","si0139",0,0,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,359,4,4,4,TRUE,"both",5,30.8,53,55,4,4,1,0,0,0,0,7,7,NA,NA,NA,NA,1,2
1,"sisu033","rarely","rarely","never","often","sometimes","si0143","si0144",0,0,0,0,1,3,0,0,0,0,0,1,3,3,0,1,1,0,1,0,NA,NA,NA,NA,NA,4396,3,3,3,TRUE,"both",5,24.4,45,46,3,5,2,1,0,1,0,11,3,NA,NA,NA,NA,3,7
1,"sisu034","rarely","never","rarely","rarely","never","si0148","si0149",0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,NA,NA,NA,NA,NA,2779,4,4,4,TRUE,"both",6,20.1666666666667,39.5,43,3,5,2,0,0,0,0,7,7,NA,NA,NA,NA,1,2
1,"sisu035","sometimes","rarely","never","sometimes","never","si0154","si0155",0,0,1,0,3,1,0,0,0,1,2,2,0,3,1,0,1,1,0,0,NA,NA,NA,NA,NA,4425,3,3,3,TRUE,"both",7,16.7142857142857,39.5,48,2,5,1,1,0,1,0,12,3,NA,NA,NA,NA,2,5
1,"sisu036","never","rarely","often","sometimes","often","si0161","si0162",1,0,0,1,1,0,2,1,0,3,1,1,0,0,0,1,1,1,3,1,NA,NA,NA,NA,NA,2113.6,4,4,4,TRUE,"both",4,31.5,45.5,53,3,3,2,1,0,1,0,12,11,NA,NA,NA,NA,3,4
1,"sisu037","sometimes","sometimes","never","never","never","si0165","si0166",0,0,0,1,0,1,1,1,1,0,0,1,2,0,0,1,3,3,0,0,NA,NA,NA,NA,NA,712.6,4,4,4,TRUE,"both",6,19.5,34.5,35,3,3,2,1,1,1,1,10,10,NA,NA,NA,NA,2,6
1,"sisu038","never","never","never","sometimes","sometimes","si0171","si0172",0,0,0,0,1,0,1,0,1,1,0,2,2,2,0,0,1,0,2,1,NA,NA,NA,NA,NA,4104,4,4,4,TRUE,"both",5,28.2,47.5,48,4,5,2,0,0,0,0,12,11,NA,NA,NA,NA,0,0
1,"sisu039","sometimes","never","sometimes","never","sometimes","si0176","si0177",1,0,0,1,3,1,1,0,3,0,0,2,0,2,0,0,2,3,1,0,NA,NA,NA,NA,NA,3582.6,4,4,4,TRUE,"both",4,30.75,40.5,42,3,3,2,0,0,0,0,5,5,NA,NA,NA,NA,3,4
1,"sisu040","often","rarely","sometimes","rarely","often","si0180","si0181",1,2,2,0,2,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1867,4,4,4,TRUE,"both",7,20.8571428571429,41,46,4,5,0,1,0,2,0,5,4,NA,NA,NA,NA,3,4
