"su_id","site","kin_links","kins","nonkin_degree","total_nonkin","connection_network_degree","total","N","su_size","su_wealth","su_wpc","kin_pc","kin_links_pc","prob_kin","prob_nonkin","prop_kin","prop_kin_pc","prop_connected_kin","prop_connected_kin_pc","ratio","network","kinship",".after"
"egsu042","EG",1,3,27,56,28,59,60,6,634.6,105.766666666667,0.5,0.166666666666667,0.333333333333333,0.482142857142857,0.0508474576271186,0.00847457627118644,0.0357142857142857,0.00595238095238095,0.691358024691358,"collapse_sum","primary_kin","EG"
"egsu043","EG",4,7,21,52,25,59,60,4,1585.2,396.3,1.75,1,0.571428571428571,0.403846153846154,0.11864406779661,0.0296610169491525,0.16,0.04,1.41496598639456,"collapse_sum","primary_kin","EG"
"egsu044","EG",1,2,31,57,32,59,60,4,2238.8,559.7,0.5,0.25,0.5,0.543859649122807,0.0338983050847458,0.00847457627118644,0.03125,0.0078125,0.919354838709677,"collapse_sum","primary_kin","EG"
"egsu045","EG",1,3,37,56,38,59,60,5,2421,484.2,0.6,0.2,0.333333333333333,0.660714285714286,0.0508474576271186,0.0101694915254237,0.0263157894736842,0.00526315789473684,0.504504504504504,"collapse_sum","primary_kin","EG"
"egsu046","EG",0,1,26,58,26,59,60,3,1830,610,0.333333333333333,0,0,0.448275862068966,0.0169491525423729,0.00564971751412429,0,0,0,"collapse_sum","primary_kin","EG"
"egsu047","EG",4,5,35,54,39,59,60,3,2739.6,913.2,1.66666666666667,1.33333333333333,0.8,0.648148148148148,0.0847457627118644,0.0282485875706215,0.102564102564103,0.0341880341880342,1.23428571428571,"collapse_sum","primary_kin","EG"
"egsu048","EG",3,3,25,56,28,59,60,4,4753.2,1188.3,0.75,0.75,1,0.446428571428571,0.0508474576271186,0.0127118644067797,0.107142857142857,0.0267857142857143,2.24,"collapse_sum","primary_kin","EG"
"egsu049","EG",1,2,37,57,38,59,60,6,538.6,89.7666666666667,0.333333333333333,0.166666666666667,0.5,0.649122807017544,0.0338983050847458,0.00564971751412429,0.0263157894736842,0.0043859649122807,0.77027027027027,"collapse_sum","primary_kin","EG"
"egsu050","EG",1,1,19,58,20,59,60,5,3703,740.6,0.2,0.2,1,0.327586206896552,0.0169491525423729,0.00338983050847458,0.05,0.01,3.05263157894737,"collapse_sum","primary_kin","EG"
"egsu051","EG",2,4,20,55,22,59,60,7,1771.6,253.085714285714,0.571428571428571,0.285714285714286,0.5,0.363636363636364,0.0677966101694915,0.00968523002421307,0.0909090909090909,0.012987012987013,1.375,"collapse_sum","primary_kin","EG"
"egsu052","EG",1,3,26,56,27,59,60,7,801.6,114.514285714286,0.428571428571429,0.142857142857143,0.333333333333333,0.464285714285714,0.0508474576271186,0.00726392251815981,0.037037037037037,0.00529100529100529,0.717948717948718,"collapse_sum","primary_kin","EG"
"egsu053","EG",0,2,19,57,19,59,60,6,3997.2,666.2,0.333333333333333,0,0,0.333333333333333,0.0338983050847458,0.00564971751412429,0,0,0,"collapse_sum","primary_kin","EG"
"egsu054","EG",0,1,32,58,32,59,60,7,3863,551.857142857143,0.142857142857143,0,0,0.551724137931034,0.0169491525423729,0.00242130750605327,0,0,0,"collapse_sum","primary_kin","EG"
"egsu055","EG",1,2,28,57,29,59,60,5,2177.6,435.52,0.4,0.2,0.5,0.491228070175439,0.0338983050847458,0.00677966101694915,0.0344827586206897,0.00689655172413793,1.01785714285714,"collapse_sum","primary_kin","EG"
"egsu056","EG",2,4,25,55,27,59,60,5,5283,1056.6,0.8,0.4,0.5,0.454545454545455,0.0677966101694915,0.0135593220338983,0.0740740740740741,0.0148148148148148,1.1,"collapse_sum","primary_kin","EG"
"egsu057","EG",0,2,20,57,20,59,60,3,2256.6,752.2,0.666666666666667,0,0,0.350877192982456,0.0338983050847458,0.0112994350282486,0,0,0,"collapse_sum","primary_kin","EG"
"egsu058","EG",1,1,46,58,47,59,60,7,4654.6,664.942857142857,0.142857142857143,0.142857142857143,1,0.793103448275862,0.0169491525423729,0.00242130750605327,0.0212765957446809,0.00303951367781155,1.26086956521739,"collapse_sum","primary_kin","EG"
"egsu059","EG",1,1,31,58,32,59,60,5,3104.2,620.84,0.2,0.2,1,0.53448275862069,0.0169491525423729,0.00338983050847458,0.03125,0.00625,1.87096774193548,"collapse_sum","primary_kin","EG"
"egsu060","EG",2,3,25,56,27,59,60,5,2399.8,479.96,0.6,0.4,0.666666666666667,0.446428571428571,0.0508474576271186,0.0101694915254237,0.0740740740740741,0.0148148148148148,1.49333333333333,"collapse_sum","primary_kin","EG"
"exsu001","EX",1,5,27,64,28,69,70,7,3039.6,434.228571428571,0.714285714285714,0.142857142857143,0.2,0.421875,0.072463768115942,0.010351966873706,0.0357142857142857,0.00510204081632653,0.474074074074074,"collapse_sum","primary_kin","EX"
"exsu002","EX",2,5,26,64,28,69,70,3,2089,696.333333333333,1.66666666666667,0.666666666666667,0.4,0.40625,0.072463768115942,0.0241545893719807,0.0714285714285714,0.0238095238095238,0.984615384615385,"collapse_sum","primary_kin","EX"
"exsu003","EX",2,3,28,66,30,69,70,5,990,198,0.6,0.4,0.666666666666667,0.424242424242424,0.0434782608695652,0.00869565217391304,0.0666666666666667,0.0133333333333333,1.57142857142857,"collapse_sum","primary_kin","EX"
"exsu004","EX",2,4,25,65,27,69,70,3,5493.6,1831.2,1.33333333333333,0.666666666666667,0.5,0.384615384615385,0.0579710144927536,0.0193236714975845,0.0740740740740741,0.0246913580246914,1.3,"collapse_sum","primary_kin","EX"
"exsu005","EX",0,1,24,68,24,69,70,3,3065.2,1021.73333333333,0.333333333333333,0,0,0.352941176470588,0.0144927536231884,0.00483091787439614,0,0,0,"collapse_sum","primary_kin","EX"
"exsu006","EX",2,3,42,66,44,69,70,7,6047.6,863.942857142857,0.428571428571429,0.285714285714286,0.666666666666667,0.636363636363636,0.0434782608695652,0.0062111801242236,0.0454545454545455,0.00649350649350649,1.04761904761905,"collapse_sum","primary_kin","EX"
"exsu007","EX",2,3,39,66,41,69,70,7,1989,284.142857142857,0.428571428571429,0.285714285714286,0.666666666666667,0.590909090909091,0.0434782608695652,0.0062111801242236,0.048780487804878,0.00696864111498258,1.12820512820513,"collapse_sum","primary_kin","EX"
"exsu008","EX",0,2,25,67,25,69,70,5,3437,687.4,0.4,0,0,0.373134328358209,0.0289855072463768,0.00579710144927536,0,0,0,"collapse_sum","primary_kin","EX"
"exsu009","EX",3,3,35,66,38,69,70,5,1999.6,399.92,0.6,0.6,1,0.53030303030303,0.0434782608695652,0.00869565217391304,0.0789473684210526,0.0157894736842105,1.88571428571429,"collapse_sum","primary_kin","EX"
"exsu010","EX",1,3,24,66,25,69,70,4,1860,465,0.75,0.25,0.333333333333333,0.363636363636364,0.0434782608695652,0.0108695652173913,0.04,0.01,0.916666666666667,"collapse_sum","primary_kin","EX"
"exsu011","EX",0,2,31,67,31,69,70,6,1969.2,328.2,0.333333333333333,0,0,0.462686567164179,0.0289855072463768,0.00483091787439614,0,0,0,"collapse_sum","primary_kin","EX"
"exsu012","EX",0,1,31,68,31,69,70,4,1686.6,421.65,0.25,0,0,0.455882352941176,0.0144927536231884,0.0036231884057971,0,0,0,"collapse_sum","primary_kin","EX"
"exsu013","EX",1,2,23,67,24,69,70,7,4188,598.285714285714,0.285714285714286,0.142857142857143,0.5,0.343283582089552,0.0289855072463768,0.0041407867494824,0.0416666666666667,0.00595238095238095,1.45652173913043,"collapse_sum","primary_kin","EX"
"exsu014","EX",2,4,28,65,30,69,70,7,2161,308.714285714286,0.571428571428571,0.285714285714286,0.5,0.430769230769231,0.0579710144927536,0.0082815734989648,0.0666666666666667,0.00952380952380952,1.16071428571429,"collapse_sum","primary_kin","EX"
"exsu015","EX",0,1,27,68,27,69,70,4,407,101.75,0.25,0,0,0.397058823529412,0.0144927536231884,0.0036231884057971,0,0,0,"collapse_sum","primary_kin","EX"
"exsu016","EX",1,3,31,66,32,69,70,6,1607,267.833333333333,0.5,0.166666666666667,0.333333333333333,0.46969696969697,0.0434782608695652,0.0072463768115942,0.03125,0.00520833333333333,0.709677419354839,"collapse_sum","primary_kin","EX"
"exsu017","EX",2,2,26,67,28,69,70,4,4368.2,1092.05,0.5,0.5,1,0.388059701492537,0.0289855072463768,0.0072463768115942,0.0714285714285714,0.0178571428571429,2.57692307692308,"collapse_sum","primary_kin","EX"
"exsu018","EX",2,3,21,66,23,69,70,3,3123,1041,1,0.666666666666667,0.666666666666667,0.318181818181818,0.0434782608695652,0.0144927536231884,0.0869565217391304,0.0289855072463768,2.0952380952381,"collapse_sum","primary_kin","EX"
"exsu019","EX",1,2,38,67,39,69,70,7,1626.6,232.371428571429,0.285714285714286,0.142857142857143,0.5,0.567164179104478,0.0289855072463768,0.0041407867494824,0.0256410256410256,0.00366300366300366,0.881578947368421,"collapse_sum","primary_kin","EX"
"exsu020","EX",0,3,31,66,31,69,70,5,3081,616.2,0.6,0,0,0.46969696969697,0.0434782608695652,0.00869565217391304,0,0,0,"collapse_sum","primary_kin","EX"
"exsu021","EX",1,3,26,66,27,69,70,5,2349.6,469.92,0.6,0.2,0.333333333333333,0.393939393939394,0.0434782608695652,0.00869565217391304,0.037037037037037,0.00740740740740741,0.846153846153846,"collapse_sum","primary_kin","EX"
"exsu022","EX",0,2,22,67,22,69,70,7,759,108.428571428571,0.285714285714286,0,0,0.328358208955224,0.0289855072463768,0.0041407867494824,0,0,0,"collapse_sum","primary_kin","EX"
"exsu023","EX",0,1,26,68,26,69,70,6,1118,186.333333333333,0.166666666666667,0,0,0.382352941176471,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu024","EX",0,1,36,68,36,69,70,6,1522,253.666666666667,0.166666666666667,0,0,0.529411764705882,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu025","EX",2,6,29,63,31,69,70,6,4654.6,775.766666666667,1,0.333333333333333,0.333333333333333,0.46031746031746,0.0869565217391304,0.0144927536231884,0.0645161290322581,0.010752688172043,0.724137931034483,"collapse_sum","primary_kin","EX"
"exsu026","EX",0,1,44,68,44,69,70,6,1421.6,236.933333333333,0.166666666666667,0,0,0.647058823529412,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu027","EX",1,2,44,67,45,69,70,7,3225.6,460.8,0.285714285714286,0.142857142857143,0.5,0.656716417910448,0.0289855072463768,0.0041407867494824,0.0222222222222222,0.00317460317460317,0.761363636363636,"collapse_sum","primary_kin","EX"
"exsu028","EX",1,4,19,65,20,69,70,3,1498,499.333333333333,1.33333333333333,0.333333333333333,0.25,0.292307692307692,0.0579710144927536,0.0193236714975845,0.05,0.0166666666666667,0.855263157894737,"collapse_sum","primary_kin","EX"
"exsu029","EX",0,1,19,68,19,69,70,5,1826.8,365.36,0.2,0,0,0.279411764705882,0.0144927536231884,0.00289855072463768,0,0,0,"collapse_sum","primary_kin","EX"
"exsu030","EX",0,1,28,68,28,69,70,6,3297,549.5,0.166666666666667,0,0,0.411764705882353,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu031","EX",0,5,20,64,20,69,70,7,945.2,135.028571428571,0.714285714285714,0,0,0.3125,0.072463768115942,0.010351966873706,0,0,0,"collapse_sum","primary_kin","EX"
"exsu032","EX",0,1,11,68,11,69,70,3,1461,487,0.333333333333333,0,0,0.161764705882353,0.0144927536231884,0.00483091787439614,0,0,0,"collapse_sum","primary_kin","EX"
"exsu033","EX",0,2,19,67,19,69,70,6,1781.2,296.866666666667,0.333333333333333,0,0,0.283582089552239,0.0289855072463768,0.00483091787439614,0,0,0,"collapse_sum","primary_kin","EX"
"exsu034","EX",1,3,24,66,25,69,70,4,2898.6,724.65,0.75,0.25,0.333333333333333,0.363636363636364,0.0434782608695652,0.0108695652173913,0.04,0.01,0.916666666666667,"collapse_sum","primary_kin","EX"
"exsu035","EX",1,2,40,67,41,69,70,7,1402.6,200.371428571429,0.285714285714286,0.142857142857143,0.5,0.597014925373134,0.0289855072463768,0.0041407867494824,0.024390243902439,0.00348432055749129,0.8375,"collapse_sum","primary_kin","EX"
"exsu036","EX",3,3,36,66,39,69,70,6,4938,823,0.5,0.5,1,0.545454545454545,0.0434782608695652,0.0072463768115942,0.0769230769230769,0.0128205128205128,1.83333333333333,"collapse_sum","primary_kin","EX"
"exsu037","EX",1,1,34,68,35,69,70,5,2089,417.8,0.2,0.2,1,0.5,0.0144927536231884,0.00289855072463768,0.0285714285714286,0.00571428571428571,2,"collapse_sum","primary_kin","EX"
"exsu038","EX",4,4,41,65,45,69,70,6,2700.6,450.1,0.666666666666667,0.666666666666667,1,0.630769230769231,0.0579710144927536,0.00966183574879227,0.0888888888888889,0.0148148148148148,1.58536585365854,"collapse_sum","primary_kin","EX"
"exsu039","EX",1,2,26,67,27,69,70,5,829.8,165.96,0.4,0.2,0.5,0.388059701492537,0.0289855072463768,0.00579710144927536,0.037037037037037,0.00740740740740741,1.28846153846154,"collapse_sum","primary_kin","EX"
"exsu040","EX",0,1,37,68,37,69,70,7,4904,700.571428571429,0.142857142857143,0,0,0.544117647058823,0.0144927536231884,0.0020703933747412,0,0,0,"collapse_sum","primary_kin","EX"
"exsu041","EX",0,2,35,67,35,69,70,5,6487.8,1297.56,0.4,0,0,0.522388059701492,0.0289855072463768,0.00579710144927536,0,0,0,"collapse_sum","primary_kin","EX"
"exsu042","EX",1,2,24,67,25,69,70,6,3818.6,636.433333333333,0.333333333333333,0.166666666666667,0.5,0.358208955223881,0.0289855072463768,0.00483091787439614,0.04,0.00666666666666667,1.39583333333333,"collapse_sum","primary_kin","EX"
"exsu043","EX",2,2,25,67,27,69,70,3,2621,873.666666666667,0.666666666666667,0.666666666666667,1,0.373134328358209,0.0289855072463768,0.00966183574879227,0.0740740740740741,0.0246913580246914,2.68,"collapse_sum","primary_kin","EX"
"exsu044","EX",2,4,21,65,23,69,70,6,1032,172,0.666666666666667,0.333333333333333,0.5,0.323076923076923,0.0579710144927536,0.00966183574879227,0.0869565217391304,0.0144927536231884,1.54761904761905,"collapse_sum","primary_kin","EX"
"exsu045","EX",0,1,21,68,21,69,70,6,1933,322.166666666667,0.166666666666667,0,0,0.308823529411765,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu046","EX",1,2,29,67,30,69,70,7,494,70.5714285714286,0.285714285714286,0.142857142857143,0.5,0.432835820895522,0.0289855072463768,0.0041407867494824,0.0333333333333333,0.00476190476190476,1.1551724137931,"collapse_sum","primary_kin","EX"
"exsu047","EX",1,3,24,66,25,69,70,3,943.2,314.4,1,0.333333333333333,0.333333333333333,0.363636363636364,0.0434782608695652,0.0144927536231884,0.04,0.0133333333333333,0.916666666666667,"collapse_sum","primary_kin","EX"
"exsu048","EX",0,1,28,68,28,69,70,6,2850,475,0.166666666666667,0,0,0.411764705882353,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu049","EX",1,2,26,67,27,69,70,4,1072,268,0.5,0.25,0.5,0.388059701492537,0.0289855072463768,0.0072463768115942,0.037037037037037,0.00925925925925926,1.28846153846154,"collapse_sum","primary_kin","EX"
"exsu050","EX",1,2,26,67,27,69,70,4,572,143,0.5,0.25,0.5,0.388059701492537,0.0289855072463768,0.0072463768115942,0.037037037037037,0.00925925925925926,1.28846153846154,"collapse_sum","primary_kin","EX"
"exsu051","EX",0,1,23,68,23,69,70,7,2877.6,411.085714285714,0.142857142857143,0,0,0.338235294117647,0.0144927536231884,0.0020703933747412,0,0,0,"collapse_sum","primary_kin","EX"
"exsu052","EX",0,1,33,68,33,69,70,7,2012,287.428571428571,0.142857142857143,0,0,0.485294117647059,0.0144927536231884,0.0020703933747412,0,0,0,"collapse_sum","primary_kin","EX"
"exsu053","EX",0,1,42,68,42,69,70,6,6528.6,1088.1,0.166666666666667,0,0,0.61764705882353,0.0144927536231884,0.00241545893719807,0,0,0,"collapse_sum","primary_kin","EX"
"exsu054","EX",1,2,38,67,39,69,70,6,1739.8,289.966666666667,0.333333333333333,0.166666666666667,0.5,0.567164179104478,0.0289855072463768,0.00483091787439614,0.0256410256410256,0.00427350427350427,0.881578947368421,"collapse_sum","primary_kin","EX"
"exsu055","EX",0,0,20,69,20,69,70,3,3019.6,1006.53333333333,0,0,NA,0.289855072463768,0,0,0,0,NA,"collapse_sum","primary_kin","EX"
"exsu056","EX",0,3,36,66,36,69,70,5,2649,529.8,0.6,0,0,0.545454545454545,0.0434782608695652,0.00869565217391304,0,0,0,"collapse_sum","primary_kin","EX"
"exsu057","EX",4,6,34,63,38,69,70,7,3864.6,552.085714285714,0.857142857142857,0.571428571428571,0.666666666666667,0.53968253968254,0.0869565217391304,0.0124223602484472,0.105263157894737,0.0150375939849624,1.23529411764706,"collapse_sum","primary_kin","EX"
"exsu058","EX",1,1,23,68,24,69,70,5,938,187.6,0.2,0.2,1,0.338235294117647,0.0144927536231884,0.00289855072463768,0.0416666666666667,0.00833333333333333,2.95652173913043,"collapse_sum","primary_kin","EX"
"exsu059","EX",1,2,18,67,19,69,70,3,4723.6,1574.53333333333,0.666666666666667,0.333333333333333,0.5,0.26865671641791,0.0289855072463768,0.00966183574879227,0.0526315789473684,0.0175438596491228,1.86111111111111,"collapse_sum","primary_kin","EX"
"exsu060","EX",1,2,41,67,42,69,70,5,3658.2,731.64,0.4,0.2,0.5,0.611940298507463,0.0289855072463768,0.00579710144927536,0.0238095238095238,0.00476190476190476,0.817073170731707,"collapse_sum","primary_kin","EX"
"exsu061","EX",0,1,19,68,19,69,70,7,1931.6,275.942857142857,0.142857142857143,0,0,0.279411764705882,0.0144927536231884,0.0020703933747412,0,0,0,"collapse_sum","primary_kin","EX"
"exsu062","EX",1,2,30,67,31,69,70,7,5784,826.285714285714,0.285714285714286,0.142857142857143,0.5,0.447761194029851,0.0289855072463768,0.0041407867494824,0.032258064516129,0.00460829493087558,1.11666666666667,"collapse_sum","primary_kin","EX"
"exsu063","EX",0,1,30,68,30,69,70,4,4085.6,1021.4,0.25,0,0,0.441176470588235,0.0144927536231884,0.0036231884057971,0,0,0,"collapse_sum","primary_kin","EX"
"exsu064","EX",2,2,32,67,34,69,70,6,2867.6,477.933333333333,0.333333333333333,0.333333333333333,1,0.477611940298507,0.0289855072463768,0.00483091787439614,0.0588235294117647,0.00980392156862745,2.09375,"collapse_sum","primary_kin","EX"
"exsu065","EX",0,3,23,66,23,69,70,5,2715.6,543.12,0.6,0,0,0.348484848484849,0.0434782608695652,0.00869565217391304,0,0,0,"collapse_sum","primary_kin","EX"
