"waveid","su_id","smaller_meals","fewer_meals","no_food","sleep_hungry","without_eating","malehead","femalehead","cow","bull","goat","chicken","motorcycle","bicycle","tv","smartphone","refrigerator","sofa","cot","mattress","sewingmachine","tractor","plow","ownedland","washingmachine","radio","laptop","car","smaller_meals_ord","fewer_meals_ord","no_food_ord","sleep_hungry_ord","without_eating_ord","su_wealth","num_surv","num_surv_male_q","num_surv_female_q","su_sampled","hofh","su_size","age_av","age_av_hh","age_max","adult_count","able_count","able_count_hh","status_any","status_any_hh","status_count","status_count_hh","edu_max","edu_max_hh","other_noetic_any","other_noetic_any_hh","other_noetic_count","other_noetic_count_hh","primary_kin","secondary_kin"
1,"egsu028","sometimes","often","often","sometimes","often","eg0132","eg0133",0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,264.2,4,4,4,TRUE,"both",6,23.5,42.5,49,2,2,1,0,0,0,0,12,8,NA,NA,NA,NA,1,3
1,"egsu029","often","never","often","sometimes","sometimes","eg0138","eg0139",2,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,609.2,4,4,4,TRUE,"both",7,21,43,46,3,5,1,1,0,1,0,8,6,NA,NA,NA,NA,1,1
1,"egsu030","often","never","never","sometimes","often","eg0145","eg0146",1,0,1,0,1,0,0,1,0,2,1,2,0,1,0,1,1,2,0,1,NA,NA,NA,NA,NA,2977,2,2,2,TRUE,"both",3,33.6666666666667,43.5,54,2,1,0,0,0,0,0,11,11,NA,NA,NA,NA,1,3
1,"egsu031","rarely","sometimes","never","never","rarely","eg0148","eg0149",2,2,2,2,0,0,1,0,1,0,2,0,2,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,2813.2,4,4,4,TRUE,"both",5,26.2,44,48,3,3,1,0,0,0,0,8,4,NA,NA,NA,NA,3,8
1,"egsu032","rarely","sometimes","never","often","rarely","eg0153","eg0154",0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,2,NA,NA,NA,NA,NA,3550,5,5,5,TRUE,"both",6,24.8333333333333,45.5,48,4,5,2,1,0,1,0,9,6,NA,NA,NA,NA,3,9
1,"egsu033","rarely","often","often","never","often","eg0159","eg0160",0,0,0,1,0,1,1,0,0,1,2,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,2542.6,5,5,5,TRUE,"both",5,28.6,41,44,4,3,2,1,1,1,1,11,11,NA,NA,NA,NA,1,1
1,"egsu034","rarely","rarely","sometimes","often","never","eg0164","eg0165",0,1,0,3,3,0,0,1,3,2,1,0,3,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,1328.8,3,3,3,TRUE,"both",3,39.6666666666667,49,51,3,3,2,1,1,1,1,12,12,NA,NA,NA,NA,4,5
1,"egsu035","never","often","sometimes","never","often","eg0167","eg0168",1,0,0,0,0,2,3,0,0,0,1,3,0,2,3,0,0,2,0,2,NA,NA,NA,NA,NA,4859,5,5,5,TRUE,"both",5,31.2,47,53,5,2,0,0,0,0,0,12,10,NA,NA,NA,NA,1,2
1,"egsu036","sometimes","rarely","sometimes","never","never","eg0172","eg0173",0,1,0,1,1,0,0,1,0,1,0,3,1,1,0,0,0,2,2,1,NA,NA,NA,NA,NA,2867.6,3,3,3,TRUE,"both",3,37.6666666666667,45,57,3,1,1,1,1,1,1,11,4,NA,NA,NA,NA,1,4
1,"egsu037","rarely","often","often","sometimes","sometimes","eg0175","eg0176",1,0,1,3,2,0,2,1,1,3,0,0,0,2,0,2,2,0,1,0,NA,NA,NA,NA,NA,3852.8,2,2,2,TRUE,"both",3,31.3333333333333,44,51,2,3,2,1,0,1,0,10,8,NA,NA,NA,NA,3,6
1,"egsu038","often","rarely","sometimes","often","often","eg0178","eg0179",1,1,0,1,2,0,2,2,1,1,3,0,0,0,0,2,1,2,0,0,NA,NA,NA,NA,NA,1392.6,5,5,5,TRUE,"both",7,22,38,43,3,3,1,0,0,0,0,12,11,NA,NA,NA,NA,1,1
1,"egsu039","often","rarely","sometimes","sometimes","often","eg0185","eg0186",1,2,0,0,1,2,0,0,1,1,0,2,1,0,1,1,2,0,1,1,NA,NA,NA,NA,NA,2142,3,3,3,TRUE,"both",3,43,52,55,3,2,2,1,0,1,0,6,6,NA,NA,NA,NA,4,7
1,"egsu040","rarely","rarely","rarely","sometimes","rarely","eg0188","eg0189",0,1,0,3,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1878.8,4,4,4,TRUE,"both",6,25,42.5,49,4,5,2,0,0,0,0,11,11,NA,NA,NA,NA,3,5
1,"egsu041","rarely","rarely","rarely","never","never","eg0194","eg0195",0,2,0,1,0,2,0,0,1,0,0,0,1,0,1,3,0,0,0,1,NA,NA,NA,NA,NA,2127.6,3,3,3,TRUE,"both",3,34,41,50,3,2,2,0,0,0,0,7,7,NA,NA,NA,NA,0,0
1,"egsu042","sometimes","sometimes","rarely","never","never","eg0197","eg0198",0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,NA,NA,NA,NA,NA,634.6,3,3,3,TRUE,"both",6,21,42,45,3,5,1,0,0,0,0,11,11,NA,NA,NA,NA,3,3
1,"egsu043","often","often","often","rarely","sometimes","eg0203","eg0204",0,0,0,2,0,2,0,2,0,2,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,1585.2,3,3,3,TRUE,"both",4,28.5,40,41,3,2,0,0,0,0,0,7,7,NA,NA,NA,NA,7,10
1,"egsu044","often","often","rarely","often","sometimes","eg0207","eg0208",0,2,1,3,2,1,1,0,0,0,0,3,3,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,2238.8,4,4,4,TRUE,"both",4,30.25,42,42,3,2,1,0,0,0,0,9,4,NA,NA,NA,NA,2,5
1,"egsu045","rarely","never","rarely","never","often","eg0211","eg0212",1,0,2,0,2,1,0,0,2,0,1,0,2,1,2,1,0,0,2,0,NA,NA,NA,NA,NA,2421,5,5,5,TRUE,"both",5,32,48.5,55,5,3,0,1,0,1,0,12,9,NA,NA,NA,NA,3,7
1,"egsu046","never","sometimes","never","never","never","eg0216","eg0217",0,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,1830,3,3,3,TRUE,"both",3,35.6666666666667,43,50,3,1,1,0,0,0,0,7,7,NA,NA,NA,NA,1,2
1,"egsu047","never","never","sometimes","never","never","eg0219","eg0220",0,1,0,1,0,1,1,0,0,1,0,1,2,1,1,0,2,0,1,1,NA,NA,NA,NA,NA,2739.6,3,3,3,TRUE,"both",3,33.3333333333333,40,42,3,0,0,1,1,1,1,11,11,NA,NA,NA,NA,5,10
1,"egsu048","sometimes","often","sometimes","rarely","often","eg0222","eg0223",1,0,1,2,0,1,1,1,0,2,2,2,1,1,2,0,2,2,0,3,NA,NA,NA,NA,NA,4753.2,3,3,3,TRUE,"both",4,36.75,55.5,60,3,2,0,1,1,1,1,10,7,NA,NA,NA,NA,3,6
1,"egsu049","sometimes","sometimes","sometimes","often","often","eg0226","eg0227",1,1,3,1,0,1,0,0,1,0,0,1,1,0,1,0,2,1,0,0,NA,NA,NA,NA,NA,538.6,4,4,4,TRUE,"both",6,26.5,52.5,54,3,4,0,1,1,1,1,12,8,NA,NA,NA,NA,2,2
1,"egsu050","rarely","often","sometimes","never","rarely","eg0232","eg0233",0,0,1,0,1,0,2,2,2,1,1,0,1,0,2,0,1,0,0,3,NA,NA,NA,NA,NA,3703,3,3,3,TRUE,"both",5,20.6,34,37,3,4,2,0,0,0,0,11,11,NA,NA,NA,NA,1,2
1,"egsu051","rarely","rarely","often","never","sometimes","eg0237","eg0238",2,2,0,1,0,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1771.6,3,3,3,TRUE,"both",7,19.2857142857143,39.5,49,2,6,2,1,1,2,1,11,11,NA,NA,NA,NA,4,11
1,"egsu052","never","often","often","sometimes","rarely","eg0244","eg0245",0,0,0,1,3,0,0,0,0,0,2,3,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,801.6,3,3,3,TRUE,"both",7,22.7142857142857,50.5,52,3,6,1,1,0,2,0,12,9,NA,NA,NA,NA,3,5
1,"egsu053","never","rarely","often","never","never","eg0251","eg0252",1,2,0,2,1,0,1,2,0,1,2,0,1,1,1,0,0,2,1,2,NA,NA,NA,NA,NA,3997.2,2,2,2,TRUE,"both",6,20.3333333333333,42.5,46,2,3,1,1,0,1,0,11,9,NA,NA,NA,NA,2,3
1,"egsu054","sometimes","sometimes","sometimes","often","never","eg0257","eg0258",0,2,0,0,0,0,1,0,1,2,1,0,1,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,3863,3,3,3,TRUE,"both",7,22.2857142857143,52.5,54,3,5,2,0,0,0,0,11,11,NA,NA,NA,NA,1,2
1,"egsu055","rarely","often","sometimes","never","sometimes","eg0264","eg0265",0,2,1,1,1,2,0,2,1,0,0,1,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,2177.6,4,4,4,TRUE,"both",5,28.2,48,52,4,4,1,1,1,1,1,11,11,NA,NA,NA,NA,2,3
1,"egsu056","rarely","never","often","never","often","eg0269","eg0270",2,0,3,0,2,0,1,0,1,2,2,3,0,2,1,0,0,3,0,2,NA,NA,NA,NA,NA,5283,3,3,3,TRUE,"both",5,26.4,51,52,3,5,2,0,0,0,0,3,1,NA,NA,NA,NA,4,8
1,"egsu057","often","never","rarely","never","sometimes","eg0274","eg0275",0,0,0,1,2,0,0,2,3,0,1,1,0,0,2,2,0,0,0,1,NA,NA,NA,NA,NA,2256.6,2,2,2,TRUE,"both",3,39,51.5,54,2,3,2,0,0,0,0,12,12,NA,NA,NA,NA,2,4
1,"egsu058","never","often","sometimes","often","sometimes","eg0277","eg0278",1,0,0,1,0,0,2,1,0,2,1,0,1,1,0,0,2,0,0,3,NA,NA,NA,NA,NA,4654.6,7,7,7,TRUE,"both",7,25.5714285714286,45,57,4,4,1,0,0,0,0,10,7,NA,NA,NA,NA,1,2
1,"egsu059","rarely","never","rarely","never","sometimes","eg0284","eg0285",0,1,0,2,1,0,0,2,0,1,1,1,2,2,0,0,2,0,1,0,NA,NA,NA,NA,NA,3104.2,4,4,4,TRUE,"both",5,27,41.5,48,3,5,2,1,0,2,0,11,11,NA,NA,NA,NA,1,3
1,"egsu060","rarely","rarely","never","never","sometimes","eg0289","eg0290",0,0,0,3,0,1,0,1,0,1,2,0,1,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,2399.8,2,2,2,TRUE,"both",5,22.4,46.5,60,2,4,1,0,0,0,0,9,9,NA,NA,NA,NA,3,3
