"waveid","su_id","smaller_meals","fewer_meals","no_food","sleep_hungry","without_eating","malehead","femalehead","cow","bull","goat","chicken","motorcycle","bicycle","tv","smartphone","refrigerator","sofa","cot","mattress","sewingmachine","tractor","plow","ownedland","washingmachine","radio","laptop","car","smaller_meals_ord","fewer_meals_ord","no_food_ord","sleep_hungry_ord","without_eating_ord","su_wealth","num_surv","num_surv_male_q","num_surv_female_q","su_sampled","hofh","su_size","age_av","age_av_hh","age_max","adult_count","able_count","able_count_hh","status_any","status_any_hh","status_count","status_count_hh","edu_max","edu_max_hh","other_noetic_any","other_noetic_any_hh","other_noetic_count","other_noetic_count_hh","primary_kin","secondary_kin"
1,"exsu011","rarely","sometimes","rarely","sometimes","sometimes","ex0050","ex0051",0,0,0,2,0,1,2,1,2,1,0,0,3,0,1,1,0,0,3,1,NA,NA,NA,NA,NA,1969.2,3,3,3,TRUE,"both",6,22.1666666666667,42.5,44,3,4,1,1,0,1,0,11,11,NA,NA,NA,NA,2,4
1,"exsu012","often","often","sometimes","never","rarely","ex0056","ex0057",1,0,2,1,1,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,1686.6,3,3,3,TRUE,"both",4,32.5,51.5,55,3,3,1,1,1,1,1,12,10,NA,NA,NA,NA,1,1
1,"exsu013","rarely","rarely","sometimes","often","never","ex0060","ex0061",1,2,0,0,0,2,0,0,0,1,0,0,2,2,0,1,2,2,0,1,NA,NA,NA,NA,NA,4188,3,3,3,TRUE,"both",7,20.4285714285714,44,45,3,5,1,1,1,2,2,11,11,NA,NA,NA,NA,2,3
1,"exsu014","sometimes","often","rarely","often","never","ex0067","ex0068",1,2,1,0,2,3,0,0,0,2,1,0,2,1,0,0,2,0,0,0,NA,NA,NA,NA,NA,2161,3,3,3,TRUE,"both",7,18.7142857142857,44,46,3,6,2,1,0,2,0,11,5,NA,NA,NA,NA,4,7
1,"exsu015","sometimes","rarely","never","sometimes","never","ex0074","ex0075",0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,2,1,0,0,NA,NA,NA,NA,NA,407,3,3,3,TRUE,"both",4,28.5,44,55,3,2,0,1,1,1,1,8,8,NA,NA,NA,NA,1,2
1,"exsu016","often","sometimes","rarely","often","never","ex0078","ex0079",0,0,1,0,1,0,1,1,0,0,3,0,2,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,1607,4,4,4,TRUE,"both",6,21.8333333333333,40.5,42,4,4,1,0,0,0,0,12,12,NA,NA,NA,NA,3,3
1,"exsu017","sometimes","often","rarely","often","never","ex0084","ex0085",1,0,0,2,0,0,2,1,1,1,1,0,1,2,0,2,0,2,1,1,NA,NA,NA,NA,NA,4368.2,3,3,3,TRUE,"both",4,24.5,39,44,2,4,2,0,0,0,0,11,10,NA,NA,NA,NA,2,7
1,"exsu018","sometimes","never","often","rarely","often","ex0088","ex0089",1,2,2,0,1,0,2,0,0,0,0,1,1,0,2,1,0,1,2,2,NA,NA,NA,NA,NA,3123,3,3,3,TRUE,"both",3,38.3333333333333,47,59,3,1,0,1,1,1,1,10,5,NA,NA,NA,NA,3,8
1,"exsu019","never","rarely","never","often","rarely","ex0091","ex0092",0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,NA,NA,NA,NA,NA,1626.6,5,5,5,TRUE,"both",7,26.2857142857143,49,51,5,5,2,1,0,1,0,10,8,NA,NA,NA,NA,2,2
1,"exsu020","never","never","often","often","rarely","ex0098","ex0099",3,1,2,0,0,1,0,3,0,0,0,2,0,0,0,2,1,1,0,2,NA,NA,NA,NA,NA,3081,3,3,3,TRUE,"both",5,28,53,58,3,2,1,1,1,1,1,10,10,NA,NA,NA,NA,3,7
1,"exsu021","sometimes","never","rarely","never","sometimes","ex0103","ex0104",0,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,2349.6,3,3,3,TRUE,"both",5,23,39.5,49,3,3,0,0,0,0,0,11,7,NA,NA,NA,NA,3,3
1,"exsu022","often","rarely","sometimes","rarely","never","ex0108","ex0109",0,0,1,0,1,0,0,2,1,1,2,1,1,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,759,3,3,3,TRUE,"both",7,19.4285714285714,39,42,2,5,1,1,0,1,0,10,8,NA,NA,NA,NA,2,2
1,"exsu023","never","sometimes","never","often","sometimes","ex0115","ex0116",3,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,1,0,3,0,NA,NA,NA,NA,NA,1118,3,3,3,TRUE,"both",6,21,39.5,45,3,2,1,1,0,1,0,9,9,NA,NA,NA,NA,1,2
1,"exsu024","often","rarely","often","sometimes","never","ex0121","ex0122",0,2,0,0,0,0,1,2,0,3,0,1,0,0,3,0,0,0,0,1,NA,NA,NA,NA,NA,1522,4,4,4,TRUE,"both",6,24.1666666666667,40.5,45,4,4,1,1,0,1,0,11,11,NA,NA,NA,NA,1,1
1,"exsu025","often","sometimes","never","never","never","ex0127","ex0128",1,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,3,0,2,NA,NA,NA,NA,NA,4654.6,4,4,4,TRUE,"both",6,24.8333333333333,46,50,4,4,1,1,1,1,1,12,12,NA,NA,NA,NA,6,9
1,"exsu026","never","sometimes","sometimes","sometimes","often","ex0133","ex0134",1,3,1,1,1,0,1,1,0,0,1,0,0,0,1,2,1,1,2,0,NA,NA,NA,NA,NA,1421.6,5,5,5,TRUE,"both",6,27.6666666666667,47,56,5,6,2,1,1,1,1,11,11,NA,NA,NA,NA,1,2
1,"exsu027","never","never","never","often","often","ex0139","ex0140",2,0,1,1,2,0,2,1,0,1,1,0,0,1,1,0,3,1,1,1,NA,NA,NA,NA,NA,3225.6,6,6,6,TRUE,"both",7,26.4285714285714,49.5,53,4,6,2,0,0,0,0,11,11,NA,NA,NA,NA,2,5
1,"exsu028","never","often","rarely","rarely","rarely","ex0146","ex0147",0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,2,0,0,0,NA,NA,NA,NA,NA,1498,3,3,3,TRUE,"both",3,31,38,44,2,0,0,1,0,1,0,10,7,NA,NA,NA,NA,4,8
1,"exsu029","sometimes","sometimes","often","rarely","sometimes","ex0149","ex0150",0,0,2,3,0,0,2,0,0,1,1,1,0,1,0,0,2,1,3,0,NA,NA,NA,NA,NA,1826.8,3,3,3,TRUE,"both",5,21,39.5,41,3,3,2,0,0,0,0,11,1,NA,NA,NA,NA,1,2
1,"exsu030","never","often","often","sometimes","often","ex0154","ex0155",1,1,0,0,2,2,0,0,0,1,1,0,1,1,0,1,3,0,0,1,NA,NA,NA,NA,NA,3297,3,3,3,TRUE,"both",6,20.6666666666667,43.5,47,2,6,2,1,1,1,1,10,10,NA,NA,NA,NA,1,4
1,"exsu031","often","often","rarely","often","often","ex0160","ex0161",1,1,0,2,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,945.2,3,3,3,TRUE,"both",7,20.1428571428571,48.5,51,3,4,2,1,1,1,1,11,4,NA,NA,NA,NA,5,9
1,"exsu032","often","never","rarely","rarely","never","ex0167","ex0168",1,3,3,0,1,0,1,2,2,0,1,0,2,0,0,2,0,0,1,0,NA,NA,NA,NA,NA,1461,2,2,2,TRUE,"both",3,34.6666666666667,45.5,56,2,2,2,1,1,1,1,11,5,NA,NA,NA,NA,1,1
1,"exsu033","often","never","never","never","often","ex0170","ex0171",0,3,2,2,1,2,0,2,0,1,0,0,0,0,2,0,1,2,0,1,NA,NA,NA,NA,NA,1781.2,3,3,3,TRUE,"both",6,24.1666666666667,44,44,3,5,2,1,1,3,2,9,6,NA,NA,NA,NA,2,2
1,"exsu034","never","never","rarely","rarely","sometimes","ex0176","ex0177",1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,2,1,0,2,NA,NA,NA,NA,NA,2898.6,2,2,2,TRUE,"both",4,30.5,55.5,58,2,4,2,1,1,1,1,8,8,NA,NA,NA,NA,3,7
1,"exsu035","never","sometimes","sometimes","never","rarely","ex0180","ex0181",0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,1402.6,5,5,5,TRUE,"both",7,23.8571428571429,46.5,50,4,5,1,1,0,2,0,12,12,NA,NA,NA,NA,2,4
1,"exsu036","rarely","rarely","rarely","sometimes","sometimes","ex0187","ex0188",0,0,0,0,1,1,2,1,1,0,0,2,0,2,0,0,1,0,0,2,NA,NA,NA,NA,NA,4938,5,5,5,TRUE,"both",6,28.5,45,52,5,5,1,0,0,0,0,12,11,NA,NA,NA,NA,3,4
1,"exsu037","rarely","rarely","often","sometimes","never","ex0193","ex0194",2,0,1,0,2,0,0,0,1,1,1,1,1,0,2,1,1,0,0,1,NA,NA,NA,NA,NA,2089,3,3,3,TRUE,"both",5,27.4,48.5,59,3,4,2,0,0,0,0,11,4,NA,NA,NA,NA,1,2
1,"exsu038","sometimes","never","often","rarely","never","ex0198","ex0199",0,1,1,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,2700.6,5,5,5,TRUE,"both",6,25.6666666666667,46.5,47,4,4,2,0,0,0,0,12,12,NA,NA,NA,NA,4,5
1,"exsu039","rarely","rarely","never","sometimes","never","ex0204","ex0205",1,0,1,3,1,0,0,1,1,0,1,0,1,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,829.8,3,3,3,TRUE,"both",5,25.8,47,50,3,4,2,1,0,1,0,5,5,NA,NA,NA,NA,2,7
1,"exsu040","rarely","rarely","sometimes","never","often","ex0209","ex0210",2,0,0,0,1,0,0,1,1,1,0,2,1,3,0,2,1,2,2,0,NA,NA,NA,NA,NA,4904,3,3,3,TRUE,"both",7,22.4285714285714,46,52,3,3,1,1,0,1,0,12,12,NA,NA,NA,NA,1,1
1,"exsu041","rarely","often","sometimes","never","often","ex0216","ex0217",0,3,0,3,1,0,1,0,0,0,1,1,3,2,2,1,1,0,1,3,NA,NA,NA,NA,NA,6487.8,5,5,5,TRUE,"both",5,25.8,40,40,3,4,2,1,1,2,1,8,8,NA,NA,NA,NA,2,8
1,"exsu042","often","often","never","sometimes","sometimes","ex0221","ex0222",0,0,1,1,0,2,0,1,0,0,3,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,3818.6,3,3,3,TRUE,"both",6,22,41,42,3,4,2,0,0,0,0,12,9,NA,NA,NA,NA,2,4
1,"exsu043","never","sometimes","sometimes","rarely","often","ex0227","ex0228",2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,2,NA,NA,NA,NA,NA,2621,3,3,3,TRUE,"both",3,36.6666666666667,45.5,49,3,2,2,0,0,0,0,7,7,NA,NA,NA,NA,2,2
1,"exsu044","rarely","rarely","often","often","sometimes","ex0230","ex0231",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,NA,NA,1032,3,3,3,TRUE,"both",6,22.5,51,51,2,5,2,0,0,0,0,8,4,NA,NA,NA,NA,4,5
1,"exsu045","never","sometimes","often","often","sometimes","ex0236","ex0237",1,0,1,0,0,0,1,0,0,1,2,3,0,0,2,2,0,1,1,1,NA,NA,NA,NA,NA,1933,2,2,2,TRUE,"both",6,23.1666666666667,52,56,2,4,0,0,0,0,0,11,11,NA,NA,NA,NA,1,2
1,"exsu046","sometimes","sometimes","never","never","sometimes","ex0242","ex0243",0,2,0,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,494,3,3,3,TRUE,"both",7,17.2857142857143,38.5,47,3,4,2,0,0,0,0,11,11,NA,NA,NA,NA,2,3
1,"exsu047","sometimes","rarely","rarely","sometimes","rarely","ex0249","ex0250",0,1,3,2,2,2,1,0,0,0,2,1,0,0,2,0,2,2,1,0,NA,NA,NA,NA,NA,943.2,3,3,3,TRUE,"both",3,39,51,58,2,2,2,0,0,0,0,11,11,NA,NA,NA,NA,3,5
1,"exsu048","never","often","often","never","never","ex0252","ex0253",0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,2,2,2,NA,NA,NA,NA,NA,2850,3,3,3,TRUE,"both",6,19.1666666666667,36.5,37,2,5,1,1,1,1,1,12,9,NA,NA,NA,NA,1,3
1,"exsu049","often","rarely","often","often","often","ex0258","ex0259",1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,3,2,0,0,NA,NA,NA,NA,NA,1072,2,2,2,TRUE,"both",4,20.25,37,41,2,2,1,0,0,0,0,6,6,NA,NA,NA,NA,2,2
1,"exsu050","often","rarely","sometimes","rarely","never","ex0262","ex0263",0,0,0,0,1,0,1,1,2,0,2,0,0,0,1,0,1,2,0,0,NA,NA,NA,NA,NA,572,3,3,3,TRUE,"both",4,34.5,50.5,52,3,3,1,0,0,0,0,9,9,NA,NA,NA,NA,2,4
1,"exsu051","sometimes","never","sometimes","never","never","ex0266","ex0267",2,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,NA,NA,NA,NA,NA,2877.6,3,3,3,TRUE,"both",7,19.5714285714286,42.5,50,3,3,1,1,0,1,0,11,6,NA,NA,NA,NA,1,2
1,"exsu052","never","rarely","sometimes","rarely","often","ex0273","ex0274",2,0,1,0,2,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,NA,NA,NA,NA,NA,2012,5,5,5,TRUE,"both",7,25.7142857142857,53,56,5,5,0,1,1,1,1,7,6,NA,NA,NA,NA,1,2
1,"exsu053","often","sometimes","often","often","sometimes","ex0280","ex0281",0,0,0,1,2,0,1,0,1,0,1,0,1,3,0,1,0,2,1,2,NA,NA,NA,NA,NA,6528.6,4,4,4,TRUE,"both",6,26.1666666666667,47.5,49,4,5,2,0,0,0,0,12,12,NA,NA,NA,NA,1,4
1,"exsu054","often","often","never","sometimes","sometimes","ex0286","ex0287",2,0,2,3,1,2,2,1,0,1,1,3,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1739.8,5,5,5,TRUE,"both",6,25,44.5,50,3,3,0,1,0,2,0,11,11,NA,NA,NA,NA,2,3
1,"exsu055","sometimes","rarely","often","rarely","never","ex0292","ex0293",0,0,1,1,1,0,0,0,0,3,0,2,0,0,2,2,0,0,1,2,NA,NA,NA,NA,NA,3019.6,3,3,3,TRUE,"both",3,31.3333333333333,38,40,3,3,2,1,1,1,1,7,6,NA,NA,NA,NA,0,0
1,"exsu056","sometimes","often","never","never","never","ex0295","ex0296",0,2,1,0,0,1,0,1,0,1,2,0,2,0,0,1,0,1,0,2,NA,NA,NA,NA,NA,2649,5,5,5,TRUE,"both",5,23.6,34.5,38,2,3,1,1,1,2,1,11,11,NA,NA,NA,NA,3,6
1,"exsu057","often","often","often","never","often","ex0300","ex0301",0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,2,1,2,NA,NA,NA,NA,NA,3864.6,5,5,5,TRUE,"both",7,21.7142857142857,41,46,4,4,0,1,1,2,1,12,12,NA,NA,NA,NA,6,8
1,"exsu058","sometimes","rarely","rarely","often","sometimes","ex0307","ex0308",0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,0,2,0,3,0,NA,NA,NA,NA,NA,938,2,2,2,TRUE,"both",5,22.4,43,48,2,4,2,0,0,0,0,12,11,NA,NA,NA,NA,1,1
1,"exsu059","never","often","rarely","sometimes","never","ex0312","ex0313",2,3,1,1,2,2,1,3,0,0,0,0,2,2,0,0,0,0,3,1,NA,NA,NA,NA,NA,4723.6,3,3,3,TRUE,"both",3,36.6666666666667,42.5,54,3,3,2,0,0,0,0,12,12,NA,NA,NA,NA,2,2
1,"exsu060","never","never","never","rarely","never","ex0315","ex0316",1,0,1,2,0,1,0,0,0,0,0,2,3,2,2,3,0,1,2,0,NA,NA,NA,NA,NA,3658.2,4,4,4,TRUE,"both",5,32,53,54,4,4,2,1,1,1,1,10,2,NA,NA,NA,NA,2,2
1,"exsu061","sometimes","rarely","never","sometimes","never","ex0320","ex0321",2,1,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,3,1,NA,NA,NA,NA,NA,1931.6,2,2,2,TRUE,"both",7,20.7142857142857,52.5,53,2,3,0,1,0,1,0,12,12,NA,NA,NA,NA,1,1
1,"exsu062","sometimes","sometimes","sometimes","never","rarely","ex0327","ex0328",0,1,1,0,0,1,1,1,1,0,0,0,1,2,1,0,0,0,0,3,NA,NA,NA,NA,NA,5784,4,4,4,TRUE,"both",7,21.7142857142857,44.5,52,4,4,0,1,0,1,0,12,9,NA,NA,NA,NA,2,3
1,"exsu063","sometimes","sometimes","rarely","rarely","never","ex0334","ex0335",1,2,0,1,0,0,1,0,0,2,0,1,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,4085.6,3,3,3,TRUE,"both",4,27,40.5,41,2,2,2,1,0,1,0,12,12,NA,NA,NA,NA,1,2
1,"exsu064","often","rarely","often","sometimes","sometimes","ex0338","ex0339",0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,2867.6,5,5,5,TRUE,"both",6,26.8333333333333,49,53,4,5,2,0,0,0,0,12,10,NA,NA,NA,NA,2,3
1,"exsu065","never","sometimes","sometimes","often","never","ex0344","ex0345",2,1,0,1,1,1,0,0,1,2,0,1,1,0,0,0,1,0,0,2,NA,NA,NA,NA,NA,2715.6,3,3,3,TRUE,"both",5,26,46,52,3,3,2,1,0,3,0,8,8,NA,NA,NA,NA,3,5
1,"exsu066","sometimes","sometimes","rarely","rarely","rarely","ex0349","ex0350",1,0,3,1,0,0,0,1,2,0,3,2,0,2,2,0,0,0,2,0,NA,NA,NA,NA,NA,3046.6,2,2,2,TRUE,"both",6,18.6666666666667,39,45,2,2,0,1,0,1,0,12,12,NA,NA,NA,NA,3,5
1,"exsu067","sometimes","never","never","rarely","sometimes","ex0355","ex0356",0,1,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,2,1,1,NA,NA,NA,NA,NA,1578,4,4,4,TRUE,"both",4,27.5,35.5,37,4,3,2,0,0,0,0,9,9,NA,NA,NA,NA,3,7
1,"exsu068","rarely","sometimes","rarely","often","rarely","ex0359","ex0360",1,2,0,0,0,1,0,0,2,2,0,1,0,1,2,0,2,1,2,1,NA,NA,NA,NA,NA,3075,2,2,2,TRUE,"both",3,33.6666666666667,47.5,59,2,3,2,1,0,1,0,9,4,NA,NA,NA,NA,3,7
1,"exsu069","often","often","never","rarely","rarely","ex0362","ex0363",1,3,0,0,1,1,0,1,1,0,1,1,3,0,0,1,0,2,3,2,NA,NA,NA,NA,NA,3305,3,3,3,TRUE,"both",4,31,52,53,3,2,0,0,0,0,0,5,5,NA,NA,NA,NA,2,5
1,"exsu070","often","sometimes","never","never","rarely","ex0366","ex0367",1,0,1,3,1,2,0,3,1,0,3,0,0,1,0,1,1,0,3,0,NA,NA,NA,NA,NA,2335.8,2,2,2,TRUE,"both",3,28.3333333333333,41.5,49,2,2,2,1,1,2,1,8,8,NA,NA,NA,NA,3,3
