"su_id","site","adult_count","num_surveyed","su_size","out_degree","in_degree","degree","out_degree_weighted","in_degree_weighted","degree_weighted","sampled","rank_degree","degree_per_adult","rank_degree_peradult","degree_per_capita","rank_degree_percap","rank_degree_weighted","degree_per_adult_weighted","rank_degree_peradult_weighted","degree_percap_weighted","rank_degree_percap_weighted","rank_in_degree","in_degree_peradult","rank_in_degree_peradult","in_degree_percap","rank_in_degree_percap","rank_in_degree_weighted","in_degree_peradult_weighted","rank_in_degree_peradult_weighted","in_degree_percap_weighted","rank_in_degree_percap_weighted","rank_out_degree","out_degree_peradult","rank_out_degree_peradult","out_degree_percap","rank_out_degree_percap","rank_out_degree_weighted","out_degree_peradult_weighted","rank_out_degree_peradult_weighted","out_degree_percap_weighted","rank_out_degree_percap_weighted","log_degree","log_degree_pa","std_degree","std_degree_pa","std_log_degree","std_log_degree_pa","network","eigen","pagerank","betweenness","katz_0.9","katz_0.2","katz_0.9_weighted","katz_0.2_weighted","katz_0.2_directed","katz_0.2_directed_weighted","katz_0.9_directed","katz_0.9_directed_weighted","eigen_weighted","eigen_weighted_directed","pagerank_weighted","pagerank_weighted_directed","betweenness_weighted","betweenness_weighted_directed","rank_eigen","rank_pagerank","rank_betweenness","rank_eigen_weighted","rank_pagerank_weighted","rank_betweenness_weighted","rank_eigen_weighted_directed","rank_pagerank_weighted_directed","rank_betweenness_weighted_directed","rank_katz_0.9","rank_katz_0.2","rank_katz_0.9_weighted","rank_katz_0.2_weighted","rank_katz_0.2_directed","rank_katz_0.2_directed_weighted","rank_katz_0.9_directed","rank_katz_0.9_directed_weighted","rank_size","able_count","able_count_pa","rank_able_count_pa","rank_adult_count","primary_kin","secondary_kin","avg_age","max_edu","wealth_per_capita","wealth_per_adult","wealth","log_wealth","rank_wealth","log_wpa","rank_wpa","std_wealth","std_wpa","std_able_count_pa","std_log_able_count_pa","std_log_wealth","std_log_wpa","wealth_per_able","log_wpable","rank_wpable","rank_wpc","gini_wealth","gini_wealth_per_adult","gini_wealth_per_capita","alter_count","alter_res_count","rank_res_count","externals_count","externals_status_count","externals_wealth_count","rank_ext_count","rank_alt_count","ext_count_per_adult","rank_ext_count_peradult","ext_count_per_surv","rank_ext_count_persurv","alt_count_per_surv","res_count_per_surv","rank_alt_count_persurv","rank_res_count_persurv","prop_external","rank_prop_ext"
"egsu043","EG",3,3,4,25,30,45,11,12.2761904761905,23.2761904761905,TRUE,0.610169491525424,15,0.627118644067797,11.25,0.76271186440678,0.474576271186441,7.75873015873016,0.457627118644068,5.81904761904762,0.64406779661017,0.627118644067797,10,0.64406779661017,7.5,0.745762711864407,0.627118644067797,4.09206349206349,0.64406779661017,3.06904761904762,0.779661016949153,0.271186440677966,8.33333333333333,0.220338983050847,6.25,0.474576271186441,0.288135593220339,3.66666666666666,0.423728813559322,2.75,0.593220338983051,3.80666248977032,2.70805020110221,0.413362614864876,0.0664487766689768,0.461745722044666,0.174021711441148,"sum",0.664964516802704,0.0166010441882323,2.25,-0.319838480186455,-1.16493501651787,-0.21517971330008,0.231586478662792,-0.202320121631681,-0.962326797471697,0.92212583618278,-2.27938721281462,0.664964516802704,0.535806839351921,0.0166010441882323,0.0176084464602039,4,41.4166666666667,0.474576271186441,0.491525423728814,0.186440677966102,0.474576271186441,0.491525423728814,0.101694915254237,0.677966101694915,0.661016949152542,0.474576271186441,0.220338983050847,0.0847457627118644,0.288135593220339,0.779661016949153,0.525423728813559,0.305084745762712,0.966101694915254,0,0.254237288135593,2,0.666666666666667,0.169491525423729,0.288135593220339,7,10,28.5,7,396.3,528.4,1585.2,7.36846586131628,0.203389830508475,6.26985357264817,0.23728813559322,-0.735965225429803,-0.682458959182959,-0.841368313521884,NA,-0.481081682205453,-0.522625523328204,792.6,6.67531868075633,0.508771929824561,0.271186440677966,0.306375330025877,0.334494867485871,0.349807473786756,44,44,0.423728813559322,0,NA,NA,0,0.423728813559322,0,0,0,0,14.6666666666667,14.6666666666667,0.559322033898305,0.559322033898305,0,0
"egsu044","EG",3,4,4,32,28,45,11.5,12.1928571428571,23.6928571428571,TRUE,0.610169491525424,15,0.627118644067797,11.25,0.76271186440678,0.508474576271186,7.89761904761905,0.508474576271186,5.92321428571429,0.661016949152542,0.474576271186441,9.33333333333333,0.508474576271186,7,0.64406779661017,0.576271186440678,4.06428571428571,0.593220338983051,3.04821428571429,0.745762711864407,0.694915254237288,10.6666666666667,0.728813559322034,8,0.88135593220339,0.457627118644068,3.83333333333333,0.474576271186441,2.875,0.64406779661017,3.80666248977032,2.70805020110221,0.413362614864876,0.0664487766689768,0.461745722044666,0.174021711441148,"sum",0.679339904472626,0.016846904475264,16.1166666666667,-0.443725289034601,1.14111548985467,-0.293012181475321,-0.86405780292945,-0.325672637625101,-0.868566529757882,-0.684170914849719,2.12087782656742,0.679339904472626,0.524074281251718,0.016846904475264,0.0173802171598184,9,33.65,0.525423728813559,0.525423728813559,0.627118644067797,0.525423728813559,0.525423728813559,0.271186440677966,0.64406779661017,0.627118644067797,0.305084745762712,0.186440677966102,0.915254237288136,0.152542372881356,0.152542372881356,0.305084745762712,0.35593220338983,0.0847457627118644,0.983050847457627,0.254237288135593,2,0.666666666666667,0.169491525423729,0.288135593220339,2,5,30.25,9,559.7,746.266666666667,2238.8,7.7136952870172,0.440677966101695,6.6150829983491,0.389830508474576,-0.27669987717375,-0.318534547875244,-0.841368313521884,NA,0.0309271219852346,-0.0278940305313815,1119.4,7.02054810645726,0.754385964912281,0.542372881355932,0.306375330025877,0.334494867485871,0.349807473786756,55,55,0.677966101694915,0,NA,NA,0,0.677966101694915,0,0,0,0,13.75,13.75,0.35593220338983,0.35593220338983,0,0
"egsu045","EG",5,5,5,38,36,53,11.8,18.7142857142857,30.5142857142857,TRUE,0.966101694915254,10.6,0.0338983050847458,10.6,0.711864406779661,0.949152542372881,6.10285714285714,0.0677966101694915,6.10285714285714,0.728813559322034,0.898305084745763,7.2,0.0847457627118644,7.2,0.694915254237288,0.949152542372881,3.74285714285714,0.491525423728814,3.74285714285714,0.915254237288136,0.932203389830508,7.6,0.152542372881356,7.6,0.864406779661017,0.525423728813559,2.36,0.0508474576271186,2.36,0.491525423728814,3.97029191355212,2.36085400111802,1.62320441446939,-1.31123266631086,1.46417482329677,-1.54958295737015,"sum",0.840172210813993,0.0210886753835519,70.9166666666667,-0.269097297062229,-0.856887552969374,-0.267347985789918,-0.142824838914256,-0.294679700277771,-1.57217037080226,1.07762271557257,-1.74214713730183,0.840172210813993,0.756677284477025,0.0210886753835519,0.0248946578693535,50.5,122.116666666667,0.949152542372881,0.966101694915254,0.966101694915254,0.949152542372881,0.966101694915254,0.949152542372881,0.949152542372881,0.966101694915254,0.983050847457627,0.338983050847458,0.203389830508475,0.169491525423729,0.559322033898305,0.35593220338983,0.0677966101694915,1,0.0508474576271186,0.372881355932203,3,0.6,0.152542372881356,0.983050847457627,3,7,32,12,484.2,484.2,2421,7.79193595693806,0.525423728813559,6.18249804450396,0.220338983050847,-0.148673337314122,-0.756290625246916,-0.957086591599392,NA,0.146965642641232,-0.647810480418973,807,6.69332366826995,0.543859649122807,0.406779661016949,0.306375330025877,0.334494867485871,0.349807473786756,71,71,0.966101694915254,0,NA,NA,0,0.966101694915254,0,0,0,0,14.2,14.2,0.457627118644068,0.457627118644068,0,0
"egsu046","EG",3,3,3,26,24,43,10.3333333333333,9.04285714285714,19.3761904761905,TRUE,0.508474576271186,14.3333333333333,0.508474576271186,14.3333333333333,0.949152542372881,0.186440677966102,6.45873015873016,0.152542372881356,6.45873015873016,0.830508474576271,0.23728813559322,8,0.23728813559322,8,0.830508474576271,0.220338983050847,3.01428571428571,0.152542372881356,3.01428571428571,0.728813559322034,0.372881355932203,8.66666666666667,0.338983050847458,8.66666666666667,0.949152542372881,0.186440677966102,3.44444444444444,0.372881355932203,3.44444444444444,0.813559322033898,3.76120011569356,2.66258782702545,0.110902164963747,-0.142290835903726,0.183233424358391,-0.0516695841937497,"sum",0.542918555854766,0.0142653037136741,23.4149572649573,-0.0505783737725026,-1.07194472102805,0.152584991876244,0.421201008875962,-0.207591653776833,-0.530526125789414,-0.330253073838694,-0.534828370825878,0.542918555854766,0.397697832985389,0.0142653037136741,0.0137752806577155,1,28.8666666666667,0.11864406779661,0.186440677966102,0.711864406779661,0.11864406779661,0.186440677966102,0.0169491525423729,0.23728813559322,0.203389830508475,0.254237288135593,0.542372881355932,0.11864406779661,0.813559322033898,0.88135593220339,0.508474576271186,0.694915254237288,0.389830508474576,0.372881355932203,0,1,0.333333333333333,0.0338983050847458,0.288135593220339,1,2,35.6666666666667,7,610,610,1830,7.51207124583547,0.305084745762712,6.41345895716736,0.305084745762712,-0.563951520942224,-0.546154344911036,-1.41995970390943,NA,-0.268100934536771,-0.316831633909325,1830,7.51207124583547,0.894736842105263,0.627118644067797,0.306375330025877,0.334494867485871,0.349807473786756,40,40,0.288135593220339,0,NA,NA,0,0.288135593220339,0,0,0,0,13.3333333333333,13.3333333333333,0.271186440677966,0.271186440677966,0,0
"egsu047","EG",3,3,3,39,26,46,16.3333333333333,10.7690476190476,27.1023809523809,TRUE,0.677966101694915,15.3333333333333,0.694915254237288,15.3333333333333,0.983050847457627,0.830508474576271,9.03412698412698,0.694915254237288,9.03412698412698,1,0.305084745762712,8.66666666666667,0.338983050847458,8.66666666666667,0.898305084745763,0.440677966101695,3.58968253968254,0.406779661016949,3.58968253968254,0.88135593220339,0.966101694915254,13,0.88135593220339,13,1,1,5.44444444444445,0.76271186440678,5.44444444444445,1,3.8286413964891,2.73002910782099,0.56459283981544,0.170818582955328,0.596393239583967,0.283132773824822,"sum",0.781972731234782,0.0189044791738888,12.4595238095238,0.361402202363181,0.634133091371719,0.0960057098989799,-0.936831655889092,-0.0829140130603568,-0.73546261946857,-0.60235444700905,-0.0734370095930264,0.781972731234782,0.471470682847816,0.0189044791738888,0.0160337528374105,28,52.55,0.864406779661017,0.830508474576271,0.559322033898305,0.864406779661017,0.830508474576271,0.76271186440678,0.474576271186441,0.474576271186441,0.627118644067797,0.76271186440678,0.847457627118644,0.745762711864407,0.101694915254237,0.677966101694915,0.542372881355932,0.169491525423729,0.542372881355932,0,0,0,0,0.288135593220339,5,10,33.3333333333333,11,913.2,913.2,2739.6,7.91556720332375,0.559322033898305,6.81695491465564,0.542372881355932,0.0751974398498601,-0.0396891605085016,-1.99855109429697,NA,0.330322801417669,0.261398790627532,NA,NA,NA,0.813559322033898,0.306375330025877,0.334494867485871,0.349807473786756,57,57,0.76271186440678,0,NA,NA,0,0.76271186440678,0,0,0,0,19,19,1,1,0,0
"egsu048","EG",3,3,4,28,16,35,13.3333333333333,5.96666666666667,19.3,TRUE,0.11864406779661,11.6666666666667,0.0847457627118644,8.75,0.457627118644068,0.135593220338983,6.43333333333333,0.135593220338983,4.825,0.440677966101695,0.0508474576271186,5.33333333333333,0,4,0.169491525423729,0.0508474576271186,1.98888888888889,0,1.49166666666667,0.152542372881356,0.508474576271186,9.33333333333333,0.457627118644068,7,0.728813559322034,0.813559322033898,4.44444444444444,0.627118644067797,3.33333333333333,0.796610169491525,3.55534806148941,2.4567357728213,-1.09893963464077,-0.977249286194536,-1.07786060700563,-1.07359194891671,"sum",0.554141016099607,0.0141692612881966,5.36666666666667,-0.0673903003962897,0.392814222806294,0.0877646704331406,-0.125828668838376,0.0510881210157177,-0.25857898636144,-0.0934586339736452,1.17421850707552,0.554141016099607,0.298308951478327,0.0141692612881966,0.0107097183969226,16,62.6666666666667,0.169491525423729,0.152542372881356,0.35593220338983,0.169491525423729,0.152542372881356,0.576271186440678,0.0847457627118644,0.0847457627118644,0.677966101694915,0.491525423728814,0.779661016949153,0.728813559322034,0.593220338983051,0.796610169491525,0.864406779661017,0.457627118644068,0.88135593220339,0.254237288135593,2,0.666666666666667,0.169491525423729,0.288135593220339,3,6,36.75,10,1188.3,1584.4,4753.2,8.46657335441587,0.915254237288136,7.36796106574776,0.88135593220339,1.49009447970358,1.08148310786545,-0.841368313521884,NA,1.14751849656908,1.05101889649357,2376.6,7.77342617385593,0.929824561403509,0.932203389830508,0.306375330025877,0.334494867485871,0.349807473786756,43,43,0.372881355932203,0,NA,NA,0,0.372881355932203,0,0,0,0,14.3333333333333,14.3333333333333,0.491525423728814,0.491525423728814,0,0
"egsu049","EG",3,4,6,38,32,53,14.75,12.9095238095238,27.6595238095238,TRUE,0.966101694915254,17.6666666666667,0.847457627118644,8.83333333333333,0.491525423728814,0.847457627118644,9.21984126984127,0.728813559322034,4.60992063492063,0.389830508474576,0.745762711864407,10.6666666666667,0.728813559322034,5.33333333333333,0.35593220338983,0.728813559322034,4.3031746031746,0.745762711864407,2.1515873015873,0.372881355932203,0.932203389830508,12.6666666666667,0.864406779661017,6.33333333333333,0.508474576271186,0.983050847457627,4.91666666666667,0.711864406779661,2.45833333333333,0.542372881355932,3.97029191355212,2.87167962488401,1.62320441446939,0.901407226959787,1.46417482329677,0.986336013262601,"sum",0.773838400160084,0.0193075972202108,33.5333333333333,0.617531927194435,-0.160961321090654,0.278984338973537,-0.0916575423711281,-0.248731125412571,-1.08266038539988,-1.03659443327253,0.0677100416385856,0.773838400160085,0.560948074035362,0.0193075972202108,0.018700252878404,19,84.45,0.830508474576271,0.847457627118644,0.796610169491525,0.830508474576271,0.847457627118644,0.593220338983051,0.728813559322034,0.745762711864407,0.88135593220339,0.915254237288136,0.542372881355932,0.898305084745763,0.610169491525424,0.423728813559322,0.203389830508475,0.0338983050847458,0.593220338983051,0.694915254237288,4,1.33333333333333,0.576271186440678,0.288135593220339,2,2,26.5,12,89.7666666666667,179.533333333333,538.6,6.2889731803775,0.0338983050847458,5.19036089170939,0.0338983050847458,-1.47138002574312,-1.26520572918702,0.3158144672532,NA,-2.08207428466943,-2.06959396154803,134.65,4.90267881925761,0.087719298245614,0.0508474576271186,0.306375330025877,0.334494867485871,0.349807473786756,65,65,0.932203389830508,0,NA,NA,0,0.932203389830508,0,0,0,0,16.25,16.25,0.813559322033898,0.813559322033898,0,0
"egsu050","EG",3,3,5,20,27,36,10.3333333333333,10.8833333333333,21.2166666666667,TRUE,0.186440677966102,12,0.135593220338983,7.2,0.254237288135593,0.322033898305085,7.07222222222222,0.322033898305085,4.24333333333333,0.271186440677966,0.372881355932203,9,0.423728813559322,5.4,0.406779661016949,0.457627118644068,3.62777777777778,0.423728813559322,2.17666666666667,0.389830508474576,0.0677966101694915,6.66666666666667,0.0338983050847458,4,0.11864406779661,0.186440677966102,3.44444444444444,0.372881355932203,2.06666666666667,0.288135593220339,3.58351893845611,2.484906649788,-0.947709409690203,-0.872879479908185,-0.905279745773325,-0.933741757392385,"sum",0.592016626555886,0.0153990672671197,5.86666666666667,0.401752862180256,-2.15232161825404,-0.0933898983809194,0.974327922262047,0.053012565963455,-0.479932312079176,-0.173832025531228,-0.117703291792262,0.592016626555886,0.434548632804391,0.0153990672671197,0.014996356600126,22.5,51.6,0.271186440677966,0.322033898305085,0.372881355932203,0.271186440677966,0.322033898305085,0.64406779661017,0.305084745762712,0.322033898305085,0.610169491525424,0.796610169491525,0,0.508474576271186,0.983050847457627,0.813559322033898,0.779661016949153,0.423728813559322,0.474576271186441,0.372881355932203,4,1.33333333333333,0.576271186440678,0.288135593220339,1,2,20.6,11,740.6,1234.33333333333,3703,8.21689858091361,0.76271186440678,7.1182862922455,0.813559322033898,0.75215006608897,0.496731858239742,0.3158144672532,NA,0.777226532151724,0.693222126540686,925.75,6.83060421979372,0.614035087719298,0.76271186440678,0.306375330025877,0.334494867485871,0.349807473786756,35,35,0.152542372881356,0,NA,NA,0,0.152542372881356,0,0,0,0,11.6666666666667,11.6666666666667,0.0847457627118644,0.0847457627118644,0,0
"egsu051","EG",2,3,7,22,27,39,10.3333333333333,10.4619047619048,20.7952380952381,TRUE,0.305084745762712,19.5,0.915254237288136,5.57142857142857,0.0508474576271186,0.288135593220339,10.397619047619,0.88135593220339,2.97074829931973,0.0677966101694915,0.372881355932203,13.5,0.932203389830508,3.85714285714286,0.135593220338983,0.389830508474576,5.23095238095238,0.88135593220339,1.49455782312925,0.169491525423729,0.186440677966102,11,0.779661016949153,3.14285714285714,0.0338983050847458,0.186440677966102,5.16666666666667,0.728813559322034,1.47619047619048,0.0677966101694915,3.66356164612965,2.9704144655697,-0.49401873483851,1.47544116153472,-0.414920874730894,1.47649066469007,"sum",0.588892027036139,0.0151118338976696,3.87619047619048,-0.531816177158004,0.114153065142353,0.140732858312749,0.166401830653405,-0.0984281695332456,-0.652415123066101,-0.627338467601269,0.727403630018699,0.58889202703614,0.453652693407615,0.0151118338976696,0.0156169222171244,1,47.9,0.254237288135593,0.288135593220339,0.271186440677966,0.254237288135593,0.288135593220339,0.0169491525423729,0.372881355932203,0.423728813559322,0.559322033898305,0.11864406779661,0.64406779661017,0.796610169491525,0.711864406779661,0.661016949152542,0.610169491525424,0.135593220338983,0.779661016949153,0.830508474576271,6,3,1,0,4,11,19.2857142857143,11,253.085714285714,885.8,1771.6,7.47963837204904,0.288135593220339,6.7864911914891,0.508474576271186,-0.604987470052006,-0.0854581118694166,3.20877141919091,NA,-0.316202039736999,0.217742711173318,295.266666666667,5.68787890282099,0.12280701754386,0.186440677966102,0.306375330025877,0.334494867485871,0.349807473786756,41,41,0.322033898305085,0,NA,NA,0,0.322033898305085,0,0,0,0,13.6666666666667,13.6666666666667,0.322033898305085,0.322033898305085,0,0
"egsu052","EG",3,3,7,27,26,40,12,9.05952380952381,21.0595238095238,TRUE,0.35593220338983,13.3333333333333,0.372881355932203,5.71428571428571,0.0677966101694915,0.305084745762712,7.01984126984127,0.305084745762712,3.00850340136054,0.0847457627118644,0.305084745762712,8.66666666666667,0.338983050847458,3.71428571428571,0.0508474576271186,0.23728813559322,3.01984126984127,0.169491525423729,1.29421768707483,0.0338983050847458,0.423728813559322,9,0.372881355932203,3.85714285714286,0.101694915254237,0.593220338983051,4,0.559322033898305,1.71428571428571,0.152542372881356,3.68887945411394,2.59026716544583,-0.342788509887946,-0.455400254762779,-0.259818528729797,-0.410694913260837,"sum",0.616883394732107,0.0152119058675059,5.2468253968254,-0.0257276361459725,0.193895536922648,-0.316548265454228,-0.71142650248837,-0.245652289677184,-0.46611784980729,0.370450227611427,-0.146224901864037,0.616883394732108,0.393010193992552,0.0152119058675059,0.0131235088496583,6.83333333333333,8.86666666666667,0.35593220338983,0.305084745762712,0.338983050847458,0.35593220338983,0.305084745762712,0.186440677966102,0.203389830508475,0.186440677966102,0,0.576271186440678,0.677966101694915,0.101694915254237,0.169491525423729,0.440677966101695,0.796610169491525,0.728813559322034,0.440677966101695,0.830508474576271,6,2,0.932203389830508,0.288135593220339,3,5,22.7142857142857,12,114.514285714286,267.2,801.6,6.6866097303306,0.101694915254237,5.58799744166249,0.101694915254237,-1.28657772067681,-1.11876735682789,1.47299724802828,NA,-1.4923406197866,-1.49976036885973,133.6,4.89485026110255,0.0701754385964912,0.0847457627118644,0.306375330025877,0.334494867485871,0.349807473786756,42,42,0.35593220338983,0,NA,NA,0,0.35593220338983,0,0,0,0,14,14,0.389830508474576,0.389830508474576,0,0
"egsu053","EG",2,2,6,19,13,29,11,4.53333333333333,15.5333333333333,TRUE,0,14.5,0.542372881355932,4.83333333333333,0,0,7.76666666666667,0.491525423728814,2.58888888888889,0.0169491525423729,0,6.5,0.0169491525423729,2.16666666666667,0,0.0169491525423729,2.26666666666667,0.0338983050847458,0.755555555555556,0,0.0169491525423729,9.5,0.559322033898305,3.16666666666667,0.0508474576271186,0.305084745762712,5.5,0.779661016949153,1.83333333333333,0.203389830508475,3.36729582998647,2.67414864942653,-2.00632098434415,-0.0901059327605501,-2.22990908983424,0.00572242489707618,"sum",0.460969239864916,0.0118553363258669,1.33333333333333,0.0720219507938334,-1.50114885257844,-0.218666133481083,0.306753090566401,0.340063764131472,0.1584787396317,-0.634970304915179,-1.06125814225986,0.460969239864916,0.20614319030205,0.0118553363258669,0.00841286960959562,3,8.91666666666667,0.0169491525423729,0,0.101694915254237,0.0169491525423729,0,0.0677966101694915,0.0169491525423729,0.0169491525423729,0.0169491525423729,0.64406779661017,0.0338983050847458,0.271186440677966,0.813559322033898,0.949152542372881,0.949152542372881,0.11864406779661,0.203389830508475,0.694915254237288,3,1.5,0.661016949152542,0,2,3,20.3333333333333,11,666.2,1998.6,3997.2,8.29334939498763,0.813559322033898,7.60020221442769,0.949152542372881,0.958875686433111,1.77336265727023,0.605110162446971,NA,0.890610522563233,1.38383238694848,1332.4,7.19473710631952,0.807017543859649,0.677966101694915,0.306375330025877,0.334494867485871,0.349807473786756,33,33,0.0677966101694915,0,NA,NA,0,0.0677966101694915,0,0,0,0,16.5,16.5,0.864406779661017,0.864406779661017,0,0
"egsu054","EG",3,3,7,32,24,44,12.3333333333333,9.26904761904762,21.602380952381,TRUE,0.559322033898305,14.6666666666667,0.576271186440678,6.28571428571429,0.135593220338983,0.338983050847458,7.20079365079365,0.338983050847458,3.08605442176871,0.101694915254237,0.23728813559322,8,0.23728813559322,3.42857142857143,0.0169491525423729,0.271186440677966,3.08968253968254,0.203389830508475,1.32414965986395,0.0677966101694915,0.694915254237288,10.6666666666667,0.728813559322034,4.57142857142857,0.169491525423729,0.677966101694915,4.11111111111111,0.593220338983051,1.76190476190476,0.169491525423729,3.78418963391826,2.68557734525015,0.262132389914312,-0.0379210296173747,0.324072165701967,0.0624585109513516,"sum",0.615127802870532,0.0155795511396573,2.86666666666667,0.147470548039851,-0.16253048495446,-0.425031040126546,-0.194983203707115,0.129182769422222,-0.283310808309412,-0.0735686665020892,1.97072465863454,0.615127802870533,0.38648369774744,0.0155795511396573,0.0139211449320434,5,22.8333333333333,0.338983050847458,0.338983050847458,0.23728813559322,0.338983050847458,0.338983050847458,0.152542372881356,0.186440677966102,0.220338983050847,0.152542372881356,0.677966101694915,0.525423728813559,0,0.508474576271186,0.864406779661017,0.830508474576271,0.474576271186441,0.932203389830508,0.830508474576271,5,1.66666666666667,0.796610169491525,0.288135593220339,1,2,22.2857142857143,11,551.857142857143,1287.66666666667,3863,8.25919936266628,0.796610169491525,7.16058707399817,0.830508474576271,0.864577323923989,0.585819841424005,0.894405857640742,NA,0.839962704300265,0.75384131872131,772.6,6.64976145023218,0.491228070175439,0.491525423728814,0.306375330025877,0.334494867485871,0.349807473786756,44,44,0.423728813559322,0,NA,NA,0,0.423728813559322,0,0,0,0,14.6666666666667,14.6666666666667,0.559322033898305,0.559322033898305,0,0
"egsu055","EG",4,4,5,29,34,48,12.25,14.25,26.5,TRUE,0.745762711864407,12,0.135593220338983,9.6,0.542372881355932,0.813559322033898,6.625,0.203389830508475,5.3,0.576271186440678,0.813559322033898,8.5,0.322033898305085,6.8,0.610169491525424,0.813559322033898,3.5625,0.389830508474576,2.85,0.64406779661017,0.610169491525424,7.25,0.0847457627118644,5.8,0.423728813559322,0.661016949152542,3.0625,0.169491525423729,2.45,0.525423728813559,3.87120101090789,2.484906649788,0.867053289716569,-0.872879479908185,0.857122606255578,-0.933741757392385,"sum",0.767224413897719,0.0185122388960129,27.9974358974359,-0.0558436114148276,-0.427130084201866,0.0660435889763897,-0.511377086120326,-0.151248758866116,-1.06741154200615,0.607782647784601,-1.95296860957413,0.767224413897718,0.593594702608429,0.0185122388960129,0.019923224105834,26.8333333333333,64.8666666666667,0.796610169491525,0.779661016949153,0.728813559322034,0.796610169491525,0.779661016949153,0.728813559322034,0.779661016949153,0.813559322033898,0.711864406779661,0.508474576271186,0.338983050847458,0.711864406779661,0.254237288135593,0.593220338983051,0.220338983050847,0.864406779661017,0.0338983050847458,0.372881355932203,4,1,0.322033898305085,0.779661016949153,2,3,28.2,11,435.52,544.4,2177.6,7.6859786318972,0.406779661016949,6.29968427077731,0.271186440677966,-0.319703303295645,-0.65573256422768,-0.262776923134342,NA,-0.0101793723854166,-0.479876601255187,544.4,6.29968427077731,0.31578947368421,0.322033898305085,0.306375330025877,0.334494867485871,0.349807473786756,54,54,0.661016949152542,0,NA,NA,0,0.661016949152542,0,0,0,0,13.5,13.5,0.305084745762712,0.305084745762712,0,0
"egsu056","EG",3,3,5,27,30,42,13.6666666666667,12.6761904761905,26.3428571428571,TRUE,0.423728813559322,14,0.440677966101695,8.4,0.389830508474576,0.779661016949153,8.78095238095238,0.661016949152542,5.26857142857143,0.559322033898305,0.627118644067797,10,0.64406779661017,6,0.508474576271186,0.694915254237288,4.22539682539683,0.711864406779661,2.5352380952381,0.491525423728814,0.423728813559322,9,0.372881355932203,5.4,0.322033898305085,0.864406779661017,4.55555555555556,0.661016949152542,2.73333333333333,0.576271186440678,3.73766961828337,2.63905732961526,-0.040328059986817,-0.246660642190077,0.0390805279797451,-0.168483291249041,"sum",0.754080707631486,0.018461000767999,3.25396825396825,0.0109213943242062,1.5041518168213,-0.339467559760853,-0.650526329322554,-0.532298901882211,-0.826297396130085,-0.484494191110559,1.62081438930595,0.754080707631486,0.527491110290106,0.018461000767999,0.0177419608656482,48,67,0.779661016949153,0.76271186440678,0.254237288135593,0.779661016949153,0.76271186440678,0.932203389830508,0.661016949152542,0.677966101694915,0.76271186440678,0.610169491525424,0.949152542372881,0.0677966101694915,0.186440677966102,0.0677966101694915,0.406779661016949,0.271186440677966,0.915254237288136,0.372881355932203,5,1.66666666666667,0.796610169491525,0.288135593220339,4,8,26.4,3,1056.6,1761,5283,8.57224939716431,0.983050847457627,7.47363710849621,0.915254237288136,1.86236923720978,1.37647569218434,0.894405857640742,NA,1.30424634260764,1.20245809167704,1056.6,6.96281148473022,0.68421052631579,0.915254237288136,0.306375330025877,0.334494867485871,0.349807473786756,43,43,0.372881355932203,0,NA,NA,0,0.372881355932203,0,0,0,0,14.3333333333333,14.3333333333333,0.491525423728814,0.491525423728814,0,0
"egsu057","EG",2,2,3,20,23,36,11,8.33571428571429,19.3357142857143,TRUE,0.186440677966102,18,0.864406779661017,12,0.830508474576271,0.152542372881356,9.66785714285714,0.796610169491525,6.44523809523809,0.813559322033898,0.152542372881356,11.5,0.796610169491525,7.66666666666667,0.779661016949153,0.169491525423729,4.16785714285714,0.677966101694915,2.77857142857143,0.576271186440678,0.0677966101694915,10,0.627118644067797,6.66666666666667,0.593220338983051,0.305084745762712,5.5,0.779661016949153,3.66666666666667,0.847457627118644,3.58351893845611,2.89037175789616,-0.947709409690203,1.00577703324614,-0.905279745773325,1.07913036910882,"sum",0.566233736123278,0.0141677126349671,4.95952380952381,0.40389586116773,-0.279972095075688,0.614803460834969,-0.231403067836362,-0.161259984470345,-0.26296946560897,0.646638480158943,1.08369155483881,0.566233736123278,0.351962852677595,0.0141677126349671,0.0123860244558207,8.33333333333333,31.1666666666667,0.186440677966102,0.135593220338983,0.322033898305085,0.186440677966102,0.135593220338983,0.254237288135593,0.152542372881356,0.152542372881356,0.288135593220339,0.813559322033898,0.440677966101695,1,0.491525423728814,0.576271186440678,0.847457627118644,0.898305084745763,0.864406779661017,0,3,1.5,0.661016949152542,0,2,4,39,12,752.2,1128.3,2256.6,7.72161453470435,0.457627118644068,7.0284673541444,0.711864406779661,-0.264192344739604,0.319613811671529,0.605110162446971,NA,0.0426721362758059,0.564506976498177,752.2,6.62300224603624,0.473684210526316,0.779661016949153,0.306375330025877,0.334494867485871,0.349807473786756,29,29,0.0169491525423729,0,NA,NA,0,0.0169491525423729,0,0,0,0,14.5,14.5,0.525423728813559,0.525423728813559,0,0
