"waveid","sui","suj","distance"
1,"sisu009","sisu023",443
1,"sisu009","sisu024",913
1,"sisu009","sisu025",891
1,"sisu009","sisu026",1663
1,"sisu009","sisu027",1424
1,"sisu009","sisu028",1519
1,"sisu009","sisu029",717
1,"sisu009","sisu030",1990
1,"sisu009","sisu031",398
1,"sisu009","sisu032",926
1,"sisu009","sisu033",1414
1,"sisu009","sisu034",869
1,"sisu009","sisu035",1956
1,"sisu009","sisu036",1933
1,"sisu009","sisu037",2130
1,"sisu009","sisu038",1072
1,"sisu009","sisu039",1380
1,"sisu009","sisu040",574
1,"sisu010","sisu001",802
1,"sisu010","sisu002",701
1,"sisu010","sisu003",1248
1,"sisu010","sisu004",323
1,"sisu010","sisu005",960
1,"sisu010","sisu006",243
1,"sisu010","sisu007",550
1,"sisu010","sisu008",1245
1,"sisu010","sisu009",1465
1,"sisu010","sisu010",0
1,"sisu010","sisu011",444
1,"sisu010","sisu012",823
1,"sisu010","sisu013",1374
1,"sisu010","sisu014",764
1,"sisu010","sisu015",737
1,"sisu010","sisu016",633
1,"sisu010","sisu017",1239
1,"sisu010","sisu018",1120
1,"sisu010","sisu019",516
1,"sisu010","sisu020",1392
1,"sisu010","sisu021",1144
1,"sisu010","sisu022",1165
1,"sisu010","sisu023",1025
1,"sisu010","sisu024",779
1,"sisu010","sisu025",579
1,"sisu010","sisu026",685
1,"sisu010","sisu027",709
1,"sisu010","sisu028",112
1,"sisu010","sisu029",1196
1,"sisu010","sisu030",566
1,"sisu010","sisu031",1650
1,"sisu010","sisu032",975
1,"sisu010","sisu033",115
1,"sisu010","sisu034",920
1,"sisu010","sisu035",614
1,"sisu010","sisu036",1138
1,"sisu010","sisu037",665
1,"sisu010","sisu038",579
1,"sisu010","sisu039",974
1,"sisu010","sisu040",1483
1,"sisu011","sisu001",988
1,"sisu011","sisu002",1142
1,"sisu011","sisu003",1097
1,"sisu011","sisu004",662
1,"sisu011","sisu005",1362
1,"sisu011","sisu006",682
1,"sisu011","sisu007",921
1,"sisu011","sisu008",1311
1,"sisu011","sisu009",1462
1,"sisu011","sisu010",444
1,"sisu011","sisu011",0
1,"sisu011","sisu012",473
1,"sisu011","sisu013",1026
1,"sisu011","sisu014",720
1,"sisu011","sisu015",797
1,"sisu011","sisu016",417
1,"sisu011","sisu017",1485
1,"sisu011","sisu018",1406
1,"sisu011","sisu019",527
1,"sisu011","sisu020",1736
1,"sisu011","sisu021",1364
1,"sisu011","sisu022",1569
1,"sisu011","sisu023",1067
1,"sisu011","sisu024",1040
1,"sisu011","sisu025",633
1,"sisu011","sisu026",1128
1,"sisu011","sisu027",277
1,"sisu011","sisu028",551
1,"sisu011","sisu029",985
1,"sisu011","sisu030",611
1,"sisu011","sisu031",1737
1,"sisu011","sisu032",1254
1,"sisu011","sisu033",540
1,"sisu011","sisu034",1177
1,"sisu011","sisu035",516
1,"sisu011","sisu036",1581
1,"sisu011","sisu037",862
1,"sisu011","sisu038",885
1,"sisu011","sisu039",1366
1,"sisu011","sisu040",1643
1,"sisu012","sisu001",976
1,"sisu012","sisu002",1451
1,"sisu012","sisu003",716
1,"sisu012","sisu004",1105
1,"sisu012","sisu005",1566
1,"sisu012","sisu006",1061
1,"sisu012","sisu007",1358
1,"sisu012","sisu008",1117
1,"sisu012","sisu009",1181
1,"sisu012","sisu010",823
1,"sisu012","sisu011",473
1,"sisu012","sisu012",0
1,"sisu012","sisu013",559
1,"sisu012","sisu014",547
1,"sisu012","sisu015",1262
1,"sisu012","sisu016",257
1,"sisu012","sisu017",1468
1,"sisu012","sisu018",1444
1,"sisu012","sisu019",532
1,"sisu012","sisu020",1825
1,"sisu012","sisu021",1330
1,"sisu012","sisu022",1764
1,"sisu012","sisu023",885
1,"sisu012","sisu024",1098
1,"sisu012","sisu025",612
1,"sisu012","sisu026",1450
1,"sisu012","sisu027",275
1,"sisu012","sisu028",933
1,"sisu012","sisu029",564
1,"sisu012","sisu030",1081
1,"sisu012","sisu031",1525
1,"sisu012","sisu032",1299
1,"sisu012","sisu033",878
1,"sisu012","sisu034",1208
1,"sisu012","sisu035",963
1,"sisu012","sisu036",1890
1,"sisu012","sisu037",1335
1,"sisu012","sisu038",1022
1,"sisu012","sisu039",1550
1,"sisu012","sisu040",1514
1,"sisu013","sisu001",1317
1,"sisu013","sisu002",1960
1,"sisu013","sisu003",645
1,"sisu013","sisu004",1663
1,"sisu013","sisu005",2009
1,"sisu013","sisu006",1607
1,"sisu013","sisu007",1915
1,"sisu013","sisu008",1243
1,"sisu013","sisu009",1172
1,"sisu013","sisu010",1374
1,"sisu013","sisu011",1026
1,"sisu013","sisu012",559
1,"sisu013","sisu013",0
1,"sisu013","sisu014",868
1,"sisu013","sisu015",1795
1,"sisu013","sisu016",755
1,"sisu013","sisu017",1740
1,"sisu013","sisu018",1769
1,"sisu013","sisu019",988
1,"sisu013","sisu020",2168
1,"sisu013","sisu021",1600
1,"sisu013","sisu022",2193
1,"sisu013","sisu023",1079
1,"sisu013","sisu024",1475
1,"sisu013","sisu025",1029
1,"sisu013","sisu026",1965
1,"sisu013","sisu027",781
1,"sisu013","sisu028",1482
1,"sisu013","sisu029",470
1,"sisu013","sisu030",1621
1,"sisu013","sisu031",1568
1,"sisu013","sisu032",1644
1,"sisu013","sisu033",1418
1,"sisu013","sisu034",1551
1,"sisu013","sisu035",1484
1,"sisu013","sisu036",2388
1,"sisu013","sisu037",1887
1,"sisu013","sisu038",1462
1,"sisu013","sisu039",1981
1,"sisu013","sisu040",1663
1,"sisu014","sisu001",456
1,"sisu014","sisu002",1157
1,"sisu014","sisu003",499
1,"sisu014","sisu004",1085
1,"sisu014","sisu005",1148
1,"sisu014","sisu006",930
1,"sisu014","sisu007",1289
1,"sisu014","sisu008",601
1,"sisu014","sisu009",745
1,"sisu014","sisu010",764
1,"sisu014","sisu011",720
1,"sisu014","sisu012",547
1,"sisu014","sisu013",868
1,"sisu014","sisu014",0
1,"sisu014","sisu015",1442
1,"sisu014","sisu016",342
1,"sisu014","sisu017",927
1,"sisu014","sisu018",921
1,"sisu014","sisu019",248
1,"sisu014","sisu020",1315
1,"sisu014","sisu021",787
1,"sisu014","sisu022",1327
1,"sisu014","sisu023",358
1,"sisu014","sisu024",607
1,"sisu014","sisu025",206
1,"sisu014","sisu026",1172
1,"sisu014","sisu027",727
1,"sisu014","sisu028",841
1,"sisu014","sisu029",503
1,"sisu014","sisu030",1254
1,"sisu014","sisu031",1026
1,"sisu014","sisu032",786
1,"sisu014","sisu033",743
1,"sisu014","sisu034",693
1,"sisu014","sisu035",1212
1,"sisu014","sisu036",1561
1,"sisu014","sisu037",1420
1,"sisu014","sisu038",610
1,"sisu014","sisu039",1117
1,"sisu014","sisu040",975
1,"sisu015","sisu001",1539
1,"sisu015","sisu002",1161
1,"sisu015","sisu003",1878
1,"sisu015","sisu004",521
1,"sisu015","sisu005",1536
1,"sisu015","sisu006",755
1,"sisu015","sisu007",613
1,"sisu015","sisu008",1973
1,"sisu015","sisu009",2176
1,"sisu015","sisu010",737
1,"sisu015","sisu011",797
1,"sisu015","sisu012",1262
1,"sisu015","sisu013",1795
1,"sisu015","sisu014",1442
1,"sisu015","sisu015",0
1,"sisu015","sisu016",1198
1,"sisu015","sisu017",1956
1,"sisu015","sisu018",1822
1,"sisu015","sisu019",1203
1,"sisu015","sisu020",2033
1,"sisu015","sisu021",1871
1,"sisu015","sisu022",1718
1,"sisu015","sisu023",1744
1,"sisu015","sisu024",1504
1,"sisu015","sisu025",1287
1,"sisu015","sisu026",1122
1,"sisu015","sisu027",1014
1,"sisu015","sisu028",728
1,"sisu015","sisu029",1779
1,"sisu015","sisu030",190
1,"sisu015","sisu031",2384
1,"sisu015","sisu032",1686
1,"sisu015","sisu033",824
1,"sisu015","sisu034",1642
1,"sisu015","sisu035",317
1,"sisu015","sisu036",1490
1,"sisu015","sisu037",246
1,"sisu015","sisu038",1296
1,"sisu015","sisu039",1572
1,"sisu015","sisu040",2218
1,"sisu016","sisu001",732
1,"sisu016","sisu002",1212
1,"sisu016","sisu003",682
1,"sisu016","sisu004",942
1,"sisu016","sisu005",1310
1,"sisu016","sisu006",857
1,"sisu016","sisu007",1183
1,"sisu016","sisu008",942
1,"sisu016","sisu009",1060
1,"sisu016","sisu010",633
1,"sisu016","sisu011",417
1,"sisu016","sisu012",257
1,"sisu016","sisu013",755
1,"sisu016","sisu014",342
1,"sisu016","sisu015",1198
1,"sisu016","sisu016",0
1,"sisu016","sisu017",1232
1,"sisu016","sisu018",1197
1,"sisu016","sisu019",274
1,"sisu016","sisu020",1573
1,"sisu016","sisu021",1097
1,"sisu016","sisu022",1507
1,"sisu016","sisu023",699
1,"sisu016","sisu024",844
1,"sisu016","sisu025",359
1,"sisu016","sisu026",1214
1,"sisu016","sisu027",385
1,"sisu016","sisu028",737
1,"sisu016","sisu029",586
1,"sisu016","sisu030",1008
1,"sisu016","sisu031",1364
1,"sisu016","sisu032",1049
1,"sisu016","sisu033",665
1,"sisu016","sisu034",960
1,"sisu016","sisu035",931
1,"sisu016","sisu036",1647
1,"sisu016","sisu037",1224
1,"sisu016","sisu038",765
1,"sisu016","sisu039",1293
1,"sisu016","sisu040",1314
1,"sisu017","sisu001",504
1,"sisu017","sisu002",1027
1,"sisu017","sisu003",1155
1,"sisu017","sisu004",1451
1,"sisu017","sisu005",703
1,"sisu017","sisu006",1214
1,"sisu017","sisu007",1511
1,"sisu017","sisu008",579
1,"sisu017","sisu009",835
1,"sisu017","sisu010",1239
1,"sisu017","sisu011",1485
1,"sisu017","sisu012",1468
1,"sisu017","sisu013",1740
1,"sisu017","sisu014",927
1,"sisu017","sisu015",1956
1,"sisu017","sisu016",1232
1,"sisu017","sisu017",0
1,"sisu017","sisu018",177
1,"sisu017","sisu019",984
1,"sisu017","sisu020",478
1,"sisu017","sisu021",141
1,"sisu017","sisu022",744
1,"sisu017","sisu023",664
1,"sisu017","sisu024",460
1,"sisu017","sisu025",882
1,"sisu017","sisu026",1069
1,"sisu017","sisu027",1600
1,"sisu017","sisu028",1229
1,"sisu017","sisu029",1287
1,"sisu017","sisu030",1799
1,"sisu017","sisu031",677
1,"sisu017","sisu032",273
1,"sisu017","sisu033",1137
1,"sisu017","sisu034",319
1,"sisu017","sisu035",1847
1,"sisu017","sisu036",1199
1,"sisu017","sisu037",1821
1,"sisu017","sisu038",661
1,"sisu017","sisu039",638
1,"sisu017","sisu040",378
1,"sisu018","sisu001",469
1,"sisu018","sisu002",853
1,"sisu018","sisu003",1220
1,"sisu018","sisu004",1308
1,"sisu018","sisu005",527
1,"sisu018","sisu006",1071
1,"sisu018","sisu007",1352
1,"sisu018","sisu008",689
1,"sisu018","sisu009",963
1,"sisu018","sisu010",1120
1,"sisu018","sisu011",1406
1,"sisu018","sisu012",1444
1,"sisu018","sisu013",1769
1,"sisu018","sisu014",921
1,"sisu018","sisu015",1822
1,"sisu018","sisu016",1197
1,"sisu018","sisu017",177
1,"sisu018","sisu018",0
1,"sisu018","sisu019",934
1,"sisu018","sisu020",399
1,"sisu018","sisu021",226
1,"sisu018","sisu022",583
1,"sisu018","sisu023",718
1,"sisu018","sisu024",367
1,"sisu018","sisu025",838
1,"sisu018","sisu026",896
1,"sisu018","sisu027",1548
1,"sisu018","sisu028",1099
1,"sisu018","sisu029",1333
1,"sisu018","sisu030",1672
1,"sisu018","sisu031",846
1,"sisu018","sisu032",153
1,"sisu018","sisu033",1013
1,"sisu018","sisu034",237
1,"sisu018","sisu035",1733
1,"sisu018","sisu036",1026
1,"sisu018","sisu037",1674
1,"sisu018","sisu038",542
1,"sisu018","sisu039",462
1,"sisu018","sisu040",553
1,"sisu019","sisu001",480
1,"sisu019","sisu002",975
1,"sisu019","sisu003",736
1,"sisu019","sisu004",838
1,"sisu019","sisu005",1040
1,"sisu019","sisu006",693
1,"sisu019","sisu007",1048
1,"sisu019","sisu008",793
1,"sisu019","sisu009",974
1,"sisu019","sisu010",516
1,"sisu019","sisu011",527
1,"sisu019","sisu012",532
1,"sisu019","sisu013",988
1,"sisu019","sisu014",248
1,"sisu019","sisu015",1203
1,"sisu019","sisu016",274
1,"sisu019","sisu017",984
1,"sisu019","sisu018",934
1,"sisu019","sisu019",0
1,"sisu019","sisu020",1302
1,"sisu019","sisu021",855
1,"sisu019","sisu022",1235
1,"sisu019","sisu023",552
1,"sisu019","sisu024",575
1,"sisu019","sisu025",106
1,"sisu019","sisu026",983
1,"sisu019","sisu027",616
1,"sisu019","sisu028",597
1,"sisu019","sisu029",708
1,"sisu019","sisu030",1015
1,"sisu019","sisu031",1217
1,"sisu019","sisu032",783
1,"sisu019","sisu033",502
1,"sisu019","sisu034",697
1,"sisu019","sisu035",988
1,"sisu019","sisu036",1400
1,"sisu019","sisu037",1173
1,"sisu019","sisu038",492
1,"sisu019","sisu039",1021
1,"sisu019","sisu040",1116
1,"sisu020","sisu001",859
1,"sisu020","sisu002",923
1,"sisu020","sisu003",1615
1,"sisu020","sisu004",1512
1,"sisu020","sisu005",522
1,"sisu020","sisu006",1283
1,"sisu020","sisu007",1489
1,"sisu020","sisu008",1056
1,"sisu020","sisu009",1311
1,"sisu020","sisu010",1392
1,"sisu020","sisu011",1736
1,"sisu020","sisu012",1825
1,"sisu020","sisu013",2168
1,"sisu020","sisu014",1315
1,"sisu020","sisu015",2033
1,"sisu020","sisu016",1573
1,"sisu020","sisu017",478
1,"sisu020","sisu018",399
1,"sisu020","sisu019",1302
1,"sisu020","sisu020",0
1,"sisu020","sisu021",597
1,"sisu020","sisu022",421
1,"sisu020","sisu023",1114
1,"sisu020","sisu024",728
1,"sisu020","sisu025",1214
1,"sisu020","sisu026",969
1,"sisu020","sisu027",1906
1,"sisu020","sisu028",1344
1,"sisu020","sisu029",1732
1,"sisu020","sisu030",1907
1,"sisu020","sisu031",1105
1,"sisu020","sisu032",530
1,"sisu020","sisu033",1277
1,"sisu020","sisu034",622
1,"sisu020","sisu035",1997
1,"sisu020","sisu036",908
1,"sisu020","sisu037",1851
1,"sisu020","sisu038",851
1,"sisu020","sisu039",471
1,"sisu020","sisu040",800
1,"sisu021","sisu001",377
1,"sisu021","sisu002",1011
1,"sisu021","sisu003",1022
1,"sisu021","sisu004",1376
1,"sisu021","sisu005",730
1,"sisu021","sisu006",1142
1,"sisu021","sisu007",1457
1,"sisu021","sisu008",465
1,"sisu021","sisu009",737
1,"sisu021","sisu010",1144
1,"sisu021","sisu011",1364
1,"sisu021","sisu012",1330
1,"sisu021","sisu013",1600
1,"sisu021","sisu014",787
1,"sisu021","sisu015",1871
1,"sisu021","sisu016",1097
1,"sisu021","sisu017",141
1,"sisu021","sisu018",226
1,"sisu021","sisu019",855
1,"sisu021","sisu020",597
1,"sisu021","sisu021",0
1,"sisu021","sisu022",806
1,"sisu021","sisu023",526
1,"sisu021","sisu024",368
1,"sisu021","sisu025",751
1,"sisu021","sisu026",1051
1,"sisu021","sisu027",1468
1,"sisu021","sisu028",1144
1,"sisu021","sisu029",1150
1,"sisu021","sisu030",1708
1,"sisu021","sisu031",644
1,"sisu021","sisu032",232
1,"sisu021","sisu033",1047
1,"sisu021","sisu034",236
1,"sisu021","sisu035",1746
1,"sisu021","sisu036",1233
1,"sisu021","sisu037",1749
1,"sisu021","sisu038",577
1,"sisu021","sisu039",668
1,"sisu021","sisu040",377
1,"sisu022","sisu001",900
1,"sisu022","sisu002",561
1,"sisu022","sisu003",1725
1,"sisu022","sisu004",1208
1,"sisu022","sisu005",207
1,"sisu022","sisu006",1000
1,"sisu022","sisu007",1135
1,"sisu022","sisu008",1258
1,"sisu022","sisu009",1539
1,"sisu022","sisu010",1165
1,"sisu022","sisu011",1569
1,"sisu022","sisu012",1764
1,"sisu022","sisu013",2193
1,"sisu022","sisu014",1327
1,"sisu022","sisu015",1718
1,"sisu022","sisu016",1507
1,"sisu022","sisu017",744
1,"sisu022","sisu018",583
1,"sisu022","sisu019",1235
1,"sisu022","sisu020",421
1,"sisu022","sisu021",806
1,"sisu022","sisu022",0
1,"sisu022","sisu023",1234
1,"sisu022","sisu024",728
1,"sisu022","sisu025",1172
1,"sisu022","sisu026",604
1,"sisu022","sisu027",1784
1,"sisu022","sisu028",1091
1,"sisu022","sisu029",1804
1,"sisu022","sisu030",1616
1,"sisu022","sisu031",1420
1,"sisu022","sisu032",620
1,"sisu022","sisu033",1051
1,"sisu022","sisu034",696
1,"sisu022","sisu035",1734
1,"sisu022","sisu036",490
1,"sisu022","sisu037",1513
1,"sisu022","sisu038",743
1,"sisu022","sisu039",214
1,"sisu022","sisu040",1118
1,"sisu023","sisu001",358
1,"sisu023","sisu002",1225
1,"sisu023","sisu003",503
1,"sisu023","sisu004",1329
1,"sisu023","sisu005",1094
1,"sisu023","sisu006",1135
1,"sisu023","sisu007",1495
1,"sisu023","sisu008",245
1,"sisu023","sisu009",443
1,"sisu023","sisu010",1025
1,"sisu023","sisu011",1067
1,"sisu023","sisu012",885
1,"sisu023","sisu013",1079
1,"sisu023","sisu014",358
1,"sisu023","sisu015",1744
1,"sisu023","sisu016",699
1,"sisu023","sisu017",664
1,"sisu023","sisu018",718
1,"sisu023","sisu019",552
1,"sisu023","sisu020",1114
1,"sisu023","sisu021",526
