"waveid","sui","suj","distance"
1,"smsu003","smsu030",1884
1,"smsu003","smsu031",654
1,"smsu003","smsu032",2132
1,"smsu003","smsu033",1767
1,"smsu003","smsu034",554
1,"smsu003","smsu035",113
1,"smsu003","smsu036",2127
1,"smsu003","smsu037",1344
1,"smsu003","smsu038",750
1,"smsu003","smsu039",713
1,"smsu003","smsu040",1963
1,"smsu003","smsu041",322
1,"smsu003","smsu042",1452
1,"smsu003","smsu043",1344
1,"smsu003","smsu044",1090
1,"smsu003","smsu045",2126
1,"smsu003","smsu046",432
1,"smsu003","smsu047",904
1,"smsu003","smsu048",671
1,"smsu003","smsu049",747
1,"smsu003","smsu050",746
1,"smsu003","smsu051",625
1,"smsu003","smsu052",1792
1,"smsu003","smsu053",1893
1,"smsu003","smsu054",659
1,"smsu003","smsu055",1264
1,"smsu003","smsu056",1910
1,"smsu003","smsu057",1821
1,"smsu003","smsu058",1834
1,"smsu003","smsu059",1422
1,"smsu003","smsu060",953
1,"smsu003","smsu061",1745
1,"smsu003","smsu062",1307
1,"smsu003","smsu063",304
1,"smsu003","smsu064",1638
1,"smsu003","smsu065",120
1,"smsu003","smsu066",2033
1,"smsu003","smsu067",730
1,"smsu003","smsu068",1597
1,"smsu003","smsu069",1312
1,"smsu003","smsu070",1371
1,"smsu003","smsu071",909
1,"smsu003","smsu072",629
1,"smsu003","smsu073",1880
1,"smsu003","smsu074",1406
1,"smsu003","smsu075",474
1,"smsu003","smsu076",1145
1,"smsu003","smsu077",1438
1,"smsu003","smsu078",1459
1,"smsu003","smsu079",978
1,"smsu003","smsu080",939
1,"smsu003","smsu081",265
1,"smsu003","smsu082",1477
1,"smsu003","smsu083",408
1,"smsu003","smsu084",1401
1,"smsu003","smsu085",1035
1,"smsu003","smsu086",1613
1,"smsu003","smsu087",534
1,"smsu003","smsu088",1581
1,"smsu003","smsu089",853
1,"smsu003","smsu090",141
1,"smsu003","smsu091",1431
1,"smsu003","smsu092",1592
1,"smsu003","smsu093",322
1,"smsu003","smsu094",1063
1,"smsu003","smsu095",1897
1,"smsu003","smsu096",1056
1,"smsu003","smsu097",573
1,"smsu003","smsu098",205
1,"smsu003","smsu099",811
1,"smsu003","smsu100",831
1,"smsu004","smsu001",350
1,"smsu004","smsu002",715
1,"smsu004","smsu003",809
1,"smsu004","smsu004",0
1,"smsu004","smsu005",541
1,"smsu004","smsu006",676
1,"smsu004","smsu007",957
1,"smsu004","smsu008",956
1,"smsu004","smsu009",594
1,"smsu004","smsu010",842
1,"smsu004","smsu011",1025
1,"smsu004","smsu012",600
1,"smsu004","smsu013",307
1,"smsu004","smsu014",1229
1,"smsu004","smsu015",917
1,"smsu004","smsu016",1038
1,"smsu004","smsu017",1773
1,"smsu004","smsu018",923
1,"smsu004","smsu019",1243
1,"smsu004","smsu020",690
1,"smsu004","smsu021",1027
1,"smsu004","smsu022",946
1,"smsu004","smsu023",569
1,"smsu004","smsu024",1019
1,"smsu004","smsu025",609
1,"smsu004","smsu026",821
1,"smsu004","smsu027",243
1,"smsu004","smsu028",571
1,"smsu004","smsu029",1355
1,"smsu004","smsu030",1176
1,"smsu004","smsu031",365
1,"smsu004","smsu032",1430
1,"smsu004","smsu033",1573
1,"smsu004","smsu034",637
1,"smsu004","smsu035",898
1,"smsu004","smsu036",1416
1,"smsu004","smsu037",539
1,"smsu004","smsu038",878
1,"smsu004","smsu039",1185
1,"smsu004","smsu040",1286
1,"smsu004","smsu041",987
1,"smsu004","smsu042",1396
1,"smsu004","smsu043",1017
1,"smsu004","smsu044",659
1,"smsu004","smsu045",1412
1,"smsu004","smsu046",934
1,"smsu004","smsu047",583
1,"smsu004","smsu048",1248
1,"smsu004","smsu049",1194
1,"smsu004","smsu050",1126
1,"smsu004","smsu051",852
1,"smsu004","smsu052",1251
1,"smsu004","smsu053",1150
1,"smsu004","smsu054",1187
1,"smsu004","smsu055",525
1,"smsu004","smsu056",1210
1,"smsu004","smsu057",1727
1,"smsu004","smsu058",1122
1,"smsu004","smsu059",1352
1,"smsu004","smsu060",302
1,"smsu004","smsu061",1390
1,"smsu004","smsu062",508
1,"smsu004","smsu063",703
1,"smsu004","smsu064",982
1,"smsu004","smsu065",738
1,"smsu004","smsu066",1393
1,"smsu004","smsu067",96
1,"smsu004","smsu068",958
1,"smsu004","smsu069",575
1,"smsu004","smsu070",1427
1,"smsu004","smsu071",356
1,"smsu004","smsu072",821
1,"smsu004","smsu073",1112
1,"smsu004","smsu074",1321
1,"smsu004","smsu075",414
1,"smsu004","smsu076",477
1,"smsu004","smsu077",707
1,"smsu004","smsu078",1410
1,"smsu004","smsu079",455
1,"smsu004","smsu080",980
1,"smsu004","smsu081",1073
1,"smsu004","smsu082",671
1,"smsu004","smsu083",635
1,"smsu004","smsu084",663
1,"smsu004","smsu085",238
1,"smsu004","smsu086",826
1,"smsu004","smsu087",997
1,"smsu004","smsu088",1148
1,"smsu004","smsu089",211
1,"smsu004","smsu090",784
1,"smsu004","smsu091",1055
1,"smsu004","smsu092",857
1,"smsu004","smsu093",779
1,"smsu004","smsu094",591
1,"smsu004","smsu095",1328
1,"smsu004","smsu096",347
1,"smsu004","smsu097",1225
1,"smsu004","smsu098",882
1,"smsu004","smsu099",1167
1,"smsu004","smsu100",546
1,"smsu005","smsu001",609
1,"smsu005","smsu002",463
1,"smsu005","smsu003",1303
1,"smsu005","smsu004",541
1,"smsu005","smsu005",0
1,"smsu005","smsu006",679
1,"smsu005","smsu007",723
1,"smsu005","smsu008",1341
1,"smsu005","smsu009",187
1,"smsu005","smsu010",1379
1,"smsu005","smsu011",1557
1,"smsu005","smsu012",102
1,"smsu005","smsu013",607
1,"smsu005","smsu014",1763
1,"smsu005","smsu015",1441
1,"smsu005","smsu016",1285
1,"smsu005","smsu017",2160
1,"smsu005","smsu018",628
1,"smsu005","smsu019",1399
1,"smsu005","smsu020",1215
1,"smsu005","smsu021",1526
1,"smsu005","smsu022",1358
1,"smsu005","smsu023",534
1,"smsu005","smsu024",1029
1,"smsu005","smsu025",125
1,"smsu005","smsu026",799
1,"smsu005","smsu027",576
1,"smsu005","smsu028",864
1,"smsu005","smsu029",1869
1,"smsu005","smsu030",1098
1,"smsu005","smsu031",686
1,"smsu005","smsu032",1325
1,"smsu005","smsu033",1908
1,"smsu005","smsu034",1171
1,"smsu005","smsu035",1374
1,"smsu005","smsu036",1298
1,"smsu005","smsu037",201
1,"smsu005","smsu038",1394
1,"smsu005","smsu039",1724
1,"smsu005","smsu040",1240
1,"smsu005","smsu041",1518
1,"smsu005","smsu042",1811
1,"smsu005","smsu043",1350
1,"smsu005","smsu044",1017
1,"smsu005","smsu045",1289
1,"smsu005","smsu046",1474
1,"smsu005","smsu047",646
1,"smsu005","smsu048",1788
1,"smsu005","smsu049",1732
1,"smsu005","smsu050",1661
1,"smsu005","smsu051",1384
1,"smsu005","smsu052",1377
1,"smsu005","smsu053",1007
1,"smsu005","smsu054",1728
1,"smsu005","smsu055",68
1,"smsu005","smsu056",1139
1,"smsu005","smsu057",2100
1,"smsu005","smsu058",1045
1,"smsu005","smsu059",1766
1,"smsu005","smsu060",669
1,"smsu005","smsu061",1648
1,"smsu005","smsu062",159
1,"smsu005","smsu063",1240
1,"smsu005","smsu064",1024
1,"smsu005","smsu065",1211
1,"smsu005","smsu066",1383
1,"smsu005","smsu067",637
1,"smsu005","smsu068",1029
1,"smsu005","smsu069",76
1,"smsu005","smsu070",1880
1,"smsu005","smsu071",443
1,"smsu005","smsu072",1351
1,"smsu005","smsu073",914
1,"smsu005","smsu074",1732
1,"smsu005","smsu075",954
1,"smsu005","smsu076",233
1,"smsu005","smsu077",179
1,"smsu005","smsu078",1827
1,"smsu005","smsu079",834
1,"smsu005","smsu080",1469
1,"smsu005","smsu081",1557
1,"smsu005","smsu082",413
1,"smsu005","smsu083",1176
1,"smsu005","smsu084",671
1,"smsu005","smsu085",308
1,"smsu005","smsu086",626
1,"smsu005","smsu087",1538
1,"smsu005","smsu088",1385
1,"smsu005","smsu089",452
1,"smsu005","smsu090",1304
1,"smsu005","smsu091",1350
1,"smsu005","smsu092",799
1,"smsu005","smsu093",1317
1,"smsu005","smsu094",946
1,"smsu005","smsu095",1412
1,"smsu005","smsu096",254
1,"smsu005","smsu097",1763
1,"smsu005","smsu098",1407
1,"smsu005","smsu099",1699
1,"smsu005","smsu100",1015
1,"smsu006","smsu001",354
1,"smsu006","smsu002",1119
1,"smsu006","smsu003",1413
1,"smsu006","smsu004",676
1,"smsu006","smsu005",679
1,"smsu006","smsu006",0
1,"smsu006","smsu007",380
1,"smsu006","smsu008",829
1,"smsu006","smsu009",528
1,"smsu006","smsu010",1328
1,"smsu006","smsu011",1526
1,"smsu006","smsu012",627
1,"smsu006","smsu013",960
1,"smsu006","smsu014",1526
1,"smsu006","smsu015",1187
1,"smsu006","smsu016",651
1,"smsu006","smsu017",1585
1,"smsu006","smsu018",429
1,"smsu006","smsu019",723
1,"smsu006","smsu020",1003
1,"smsu006","smsu021",1181
1,"smsu006","smsu022",879
1,"smsu006","smsu023",147
1,"smsu006","smsu024",367
1,"smsu006","smsu025",804
1,"smsu006","smsu026",147
1,"smsu006","smsu027",452
1,"smsu006","smsu028",1241
1,"smsu006","smsu029",1532
1,"smsu006","smsu030",501
1,"smsu006","smsu031",1030
1,"smsu006","smsu032",755
1,"smsu006","smsu033",1298
1,"smsu006","smsu034",1013
1,"smsu006","smsu035",1516
1,"smsu006","smsu036",741
1,"smsu006","smsu037",485
1,"smsu006","smsu038",1120
1,"smsu006","smsu039",1534
1,"smsu006","smsu040",619
1,"smsu006","smsu041",1492
1,"smsu006","smsu042",1288
1,"smsu006","smsu043",779
1,"smsu006","smsu044",550
1,"smsu006","smsu045",737
1,"smsu006","smsu046",1376
1,"smsu006","smsu047",1171
1,"smsu006","smsu048",1649
1,"smsu006","smsu049",1525
1,"smsu006","smsu050",1434
1,"smsu006","smsu051",1175
1,"smsu006","smsu052",698
1,"smsu006","smsu053",482
1,"smsu006","smsu054",1571
1,"smsu006","smsu055",732
1,"smsu006","smsu056",536
1,"smsu006","smsu057",1515
1,"smsu006","smsu058",447
1,"smsu006","smsu059",1244
1,"smsu006","smsu060",460
1,"smsu006","smsu061",999
1,"smsu006","smsu062",520
1,"smsu006","smsu063",1207
1,"smsu006","smsu064",350
1,"smsu006","smsu065",1369
1,"smsu006","smsu066",741
1,"smsu006","smsu067",716
1,"smsu006","smsu068",350
1,"smsu006","smsu069",755
1,"smsu006","smsu070",1407
1,"smsu006","smsu071",913
1,"smsu006","smsu072",1139
1,"smsu006","smsu073",473
1,"smsu006","smsu074",1209
1,"smsu006","smsu075",943
1,"smsu006","smsu076",842
1,"smsu006","smsu077",822
1,"smsu006","smsu078",1305
1,"smsu006","smsu079",491
1,"smsu006","smsu080",1106
1,"smsu006","smsu081",1674
1,"smsu006","smsu082",335
1,"smsu006","smsu083",1101
1,"smsu006","smsu084",12
1,"smsu006","smsu085",582
1,"smsu006","smsu086",272
1,"smsu006","smsu087",1396
1,"smsu006","smsu088",738
1,"smsu006","smsu089",806
1,"smsu006","smsu090",1345
1,"smsu006","smsu091",744
1,"smsu006","smsu092",183
1,"smsu006","smsu093",1266
1,"smsu006","smsu094",506
1,"smsu006","smsu095",736
1,"smsu006","smsu096",752
1,"smsu006","smsu097",1678
1,"smsu006","smsu098",1420
1,"smsu006","smsu099",1447
1,"smsu006","smsu100",720
1,"smsu007","smsu001",698
1,"smsu007","smsu002",1184
1,"smsu007","smsu003",1745
1,"smsu007","smsu004",957
1,"smsu007","smsu005",723
1,"smsu007","smsu006",380
1,"smsu007","smsu007",0
1,"smsu007","smsu008",1182
1,"smsu007","smsu009",536
1,"smsu007","smsu010",1691
1,"smsu007","smsu011",1889
1,"smsu007","smsu012",632
1,"smsu007","smsu013",1195
1,"smsu007","smsu014",1906
1,"smsu007","smsu015",1567
1,"smsu007","smsu016",939
1,"smsu007","smsu017",1883
1,"smsu007","smsu018",125
1,"smsu007","smsu019",909
1,"smsu007","smsu020",1380
1,"smsu007","smsu021",1558
1,"smsu007","smsu022",1241
1,"smsu007","smsu023",405
1,"smsu007","smsu024",468
1,"smsu007","smsu025",829
1,"smsu007","smsu026",332
1,"smsu007","smsu027",777
1,"smsu007","smsu028",1481
1,"smsu007","smsu029",1908
1,"smsu007","smsu030",425
1,"smsu007","smsu031",1274
1,"smsu007","smsu032",616
1,"smsu007","smsu033",1574
1,"smsu007","smsu034",1385
1,"smsu007","smsu035",1843
1,"smsu007","smsu036",584
1,"smsu007","smsu037",537
1,"smsu007","smsu038",1500
1,"smsu007","smsu039",1913
1,"smsu007","smsu040",573
1,"smsu007","smsu041",1854
1,"smsu007","smsu042",1622
1,"smsu007","smsu043",1108
1,"smsu007","smsu044",926
1,"smsu007","smsu045",574
1,"smsu007","smsu046",1746
1,"smsu007","smsu047",1338
1,"smsu007","smsu048",2026
1,"smsu007","smsu049",1905
1,"smsu007","smsu050",1814
1,"smsu007","smsu051",1553
1,"smsu007","smsu052",856
1,"smsu007","smsu053",300
1,"smsu007","smsu054",1948
1,"smsu007","smsu055",790
1,"smsu007","smsu056",465
1,"smsu007","smsu057",1806
1,"smsu007","smsu058",383
1,"smsu007","smsu059",1580
1,"smsu007","smsu060",811
1,"smsu007","smsu061",1241
1,"smsu007","smsu062",587
1,"smsu007","smsu063",1565
1,"smsu007","smsu064",506
1,"smsu007","smsu065",1688
1,"smsu007","smsu066",728
1,"smsu007","smsu067",1021
1,"smsu007","smsu068",546
1,"smsu007","smsu069",789
1,"smsu007","smsu070",1757
1,"smsu007","smsu071",1095
1,"smsu007","smsu072",1517
1,"smsu007","smsu073",191
1,"smsu007","smsu074",1545
1,"smsu007","smsu075",1288
1,"smsu007","smsu076",944
1,"smsu007","smsu077",796
1,"smsu007","smsu078",1639
1,"smsu007","smsu079",868
1,"smsu007","smsu080",1483
1,"smsu007","smsu081",2010
1,"smsu007","smsu082",322
1,"smsu007","smsu083",1463
1,"smsu007","smsu084",388
1,"smsu007","smsu085",786
1,"smsu007","smsu086",132
1,"smsu007","smsu087",1771
1,"smsu007","smsu088",1000
1,"smsu007","smsu089",1025
1,"smsu007","smsu090",1691
1,"smsu007","smsu091",1052
1,"smsu007","smsu092",280
1,"smsu007","smsu093",1628
1,"smsu007","smsu094",885
1,"smsu007","smsu095",839
1,"smsu007","smsu096",902
1,"smsu007","smsu097",2050
1,"smsu007","smsu098",1774
1,"smsu007","smsu099",1827
1,"smsu007","smsu100",1098
1,"smsu008","smsu001",732
1,"smsu008","smsu002",1657
1,"smsu008","smsu003",1209
1,"smsu008","smsu004",956
1,"smsu008","smsu005",1341
1,"smsu008","smsu006",829
1,"smsu008","smsu007",1182
1,"smsu008","smsu008",0
1,"smsu008","smsu009",1262
1,"smsu008","smsu010",954
1,"smsu008","smsu011",1114
1,"smsu008","smsu012",1337
1,"smsu008","smsu013",1228
1,"smsu008","smsu014",866
1,"smsu008","smsu015",598
1,"smsu008","smsu016",361
1,"smsu008","smsu017",824
1,"smsu008","smsu018",1254
1,"smsu008","smsu019",628
1,"smsu008","smsu020",574
1,"smsu008","smsu021",470
1,"smsu008","smsu022",85
1,"smsu008","smsu023",905
1,"smsu008","smsu024",823
1,"smsu008","smsu025",1454
1,"smsu008","smsu026",851
1,"smsu008","smsu027",783
1,"smsu008","smsu028",1409
1,"smsu008","smsu029",770
1,"smsu008","smsu030",1029
1,"smsu008","smsu031",1253
1,"smsu008","smsu032",1212
1,"smsu008","smsu033",622
1,"smsu008","smsu034",654
1,"smsu008","smsu035",1320
1,"smsu008","smsu036",1227
1,"smsu008","smsu037",1202
1,"smsu008","smsu038",532
1,"smsu008","smsu039",927
1,"smsu008","smsu040",1026
1,"smsu008","smsu041",1096
1,"smsu008","smsu042",473
1,"smsu008","smsu043",152
1,"smsu008","smsu044",324
1,"smsu008","smsu045",1233
1,"smsu008","smsu046",923
1,"smsu008","smsu047",1527
1,"smsu008","smsu048",1078
1,"smsu008","smsu049",900
1,"smsu008","smsu050",805
1,"smsu008","smsu051",653
1,"smsu008","smsu052",692
1,"smsu008","smsu053",1125
1,"smsu008","smsu054",995
1,"smsu008","smsu055",1364
1,"smsu008","smsu056",1032
1,"smsu008","smsu057",773
1,"smsu008","smsu058",1004
1,"smsu008","smsu059",428
1,"smsu008","smsu060",690
1,"smsu008","smsu061",537
1,"smsu008","smsu062",1212
1,"smsu008","smsu063",908
1,"smsu008","smsu064",759
1,"smsu008","smsu065",1240
1,"smsu008","smsu066",1019
1,"smsu008","smsu067",902
1,"smsu008","smsu068",705
1,"smsu008","smsu069",1407
1,"smsu008","smsu070",578
1,"smsu008","smsu071",1312
1,"smsu008","smsu072",629
1,"smsu008","smsu073",1194
1,"smsu008","smsu074",393
1,"smsu008","smsu075",830
1,"smsu008","smsu076",1391
1,"smsu008","smsu077",1517
1,"smsu008","smsu078",489
1,"smsu008","smsu079",519
1,"smsu008","smsu080",396
1,"smsu008","smsu081",1406
1,"smsu008","smsu082",1138
1,"smsu008","smsu083",801
1,"smsu008","smsu084",826
1,"smsu008","smsu085",1080
1,"smsu008","smsu086",1096
1,"smsu008","smsu087",883
1,"smsu008","smsu088",419
1,"smsu008","smsu089",1168
1,"smsu008","smsu090",1080
1,"smsu008","smsu091",256
1,"smsu008","smsu092",907
1,"smsu008","smsu093",915
1,"smsu008","smsu094",396
1,"smsu008","smsu095",812
1,"smsu008","smsu096",1261
1,"smsu008","smsu097",1166
1,"smsu008","smsu098",1095
1,"smsu008","smsu099",786
1,"smsu008","smsu100",443
1,"smsu009","smsu001",548
1,"smsu009","smsu002",649
1,"smsu009","smsu003",1395
1,"smsu009","smsu004",594
1,"smsu009","smsu005",187
1,"smsu009","smsu006",528
1,"smsu009","smsu007",536
1,"smsu009","smsu008",1262
1,"smsu009","smsu009",0
1,"smsu009","smsu010",1432
1,"smsu009","smsu011",1618
1,"smsu009","smsu012",103
1,"smsu009","smsu013",736
1,"smsu009","smsu014",1773
1,"smsu009","smsu015",1440
1,"smsu009","smsu016",1162
1,"smsu009","smsu017",2067
1,"smsu009","smsu018",442
1,"smsu009","smsu019",1251
1,"smsu009","smsu020",1219
1,"smsu009","smsu021",1501
1,"smsu009","smsu022",1290
1,"smsu009","smsu023",392
1,"smsu009","smsu024",861
1,"smsu009","smsu025",298
1,"smsu009","smsu026",633
1,"smsu009","smsu027",549
1,"smsu009","smsu028",1011
1,"smsu009","smsu029",1852
1,"smsu009","smsu030",916
1,"smsu009","smsu031",818
1,"smsu009","smsu032",1140
1,"smsu009","smsu033",1799
1,"smsu009","smsu034",1189
1,"smsu009","smsu035",1476
1,"smsu009","smsu036",1111
1,"smsu009","smsu037",63
1,"smsu009","smsu038",1387
1,"smsu009","smsu039",1746
1,"smsu009","smsu040",1060
1,"smsu009","smsu041",1580
1,"smsu009","smsu042",1735
1,"smsu009","smsu043",1252
1,"smsu009","smsu044",942
1,"smsu009","smsu045",1103
1,"smsu009","smsu046",1516
1,"smsu009","smsu047",820
1,"smsu009","smsu048",1825
1,"smsu009","smsu049",1749
1,"smsu009","smsu050",1672
1,"smsu009","smsu051",1394
1,"smsu009","smsu052",1222
1,"smsu009","smsu053",821
1,"smsu009","smsu054",1759
1,"smsu009","smsu055",255
1,"smsu009","smsu056",957
1,"smsu009","smsu057",2003
1,"smsu009","smsu058",864
1,"smsu009","smsu059",1690
1,"smsu009","smsu060",634
1,"smsu009","smsu061",1520
1,"smsu009","smsu062",87
1,"smsu009","smsu063",1293
1,"smsu009","smsu064",862
1,"smsu009","smsu065",1313
1,"smsu009","smsu066",1206
1,"smsu009","smsu067",686
1,"smsu009","smsu068",873
1,"smsu009","smsu069",255
1,"smsu009","smsu070",1821
1,"smsu009","smsu071",596
1,"smsu009","smsu072",1359
1,"smsu009","smsu073",727
1,"smsu009","smsu074",1655
1,"smsu009","smsu075",1002
1,"smsu009","smsu076",413
1,"smsu009","smsu077",296
1,"smsu009","smsu078",1752
1,"smsu009","smsu079",781
1,"smsu009","smsu080",1438
1,"smsu009","smsu081",1656
1,"smsu009","smsu082",230
1,"smsu009","smsu083",1216
1,"smsu009","smsu084",522
1,"smsu009","smsu085",361
1,"smsu009","smsu086",441
1,"smsu009","smsu087",1570
1,"smsu009","smsu088",1257
1,"smsu009","smsu089",568
1,"smsu009","smsu090",1378
1,"smsu009","smsu091",1239
1,"smsu009","smsu092",626
1,"smsu009","smsu093",1368
1,"smsu009","smsu094",874
1,"smsu009","smsu095",1249
1,"smsu009","smsu096",397
1,"smsu009","smsu097",1814
1,"smsu009","smsu098",1477
1,"smsu009","smsu099",1703
1,"smsu009","smsu100",988
