"waveid","sui","suj","distance"
1,"exsu005","exsu010",1988
1,"exsu005","exsu011",1695
1,"exsu005","exsu012",999
1,"exsu005","exsu013",873
1,"exsu005","exsu014",1399
1,"exsu005","exsu015",1801
1,"exsu005","exsu016",1048
1,"exsu005","exsu017",1266
1,"exsu005","exsu018",1198
1,"exsu005","exsu019",1817
1,"exsu005","exsu020",1589
1,"exsu005","exsu021",1207
1,"exsu005","exsu022",369
1,"exsu005","exsu023",672
1,"exsu005","exsu024",1272
1,"exsu005","exsu025",959
1,"exsu005","exsu026",1659
1,"exsu005","exsu027",1688
1,"exsu005","exsu028",1267
1,"exsu005","exsu029",1900
1,"exsu005","exsu030",2215
1,"exsu005","exsu031",1702
1,"exsu005","exsu032",854
1,"exsu005","exsu033",1655
1,"exsu005","exsu034",773
1,"exsu005","exsu035",1382
1,"exsu005","exsu036",1893
1,"exsu005","exsu037",804
1,"exsu005","exsu038",1331
1,"exsu005","exsu039",1282
1,"exsu005","exsu040",1764
1,"exsu005","exsu041",1412
1,"exsu005","exsu042",512
1,"exsu005","exsu043",1303
1,"exsu005","exsu044",1641
1,"exsu005","exsu045",1847
1,"exsu005","exsu046",343
1,"exsu005","exsu047",1301
1,"exsu005","exsu048",192
1,"exsu005","exsu049",991
1,"exsu005","exsu050",1222
1,"exsu005","exsu051",1106
1,"exsu005","exsu052",868
1,"exsu005","exsu053",950
1,"exsu005","exsu054",261
1,"exsu005","exsu055",1013
1,"exsu005","exsu056",1090
1,"exsu005","exsu057",420
1,"exsu005","exsu058",1026
1,"exsu005","exsu059",2067
1,"exsu005","exsu060",543
1,"exsu005","exsu061",1985
1,"exsu005","exsu062",802
1,"exsu005","exsu063",1721
1,"exsu005","exsu064",1380
1,"exsu005","exsu065",1492
1,"exsu005","exsu066",1421
1,"exsu005","exsu067",419
1,"exsu005","exsu068",1197
1,"exsu005","exsu069",1499
1,"exsu005","exsu070",2230
1,"exsu006","exsu001",1738
1,"exsu006","exsu002",408
1,"exsu006","exsu003",401
1,"exsu006","exsu004",1852
1,"exsu006","exsu005",1446
1,"exsu006","exsu006",0
1,"exsu006","exsu007",1719
1,"exsu006","exsu008",339
1,"exsu006","exsu009",740
1,"exsu006","exsu010",937
1,"exsu006","exsu011",430
1,"exsu006","exsu012",950
1,"exsu006","exsu013",1332
1,"exsu006","exsu014",1771
1,"exsu006","exsu015",447
1,"exsu006","exsu016",730
1,"exsu006","exsu017",1806
1,"exsu006","exsu018",1242
1,"exsu006","exsu019",1255
1,"exsu006","exsu020",345
1,"exsu006","exsu021",1780
1,"exsu006","exsu022",1230
1,"exsu006","exsu023",1593
1,"exsu006","exsu024",433
1,"exsu006","exsu025",854
1,"exsu006","exsu026",446
1,"exsu006","exsu027",315
1,"exsu006","exsu028",752
1,"exsu006","exsu029",1099
1,"exsu006","exsu030",1195
1,"exsu006","exsu031",571
1,"exsu006","exsu032",1565
1,"exsu006","exsu033",759
1,"exsu006","exsu034",811
1,"exsu006","exsu035",728
1,"exsu006","exsu036",518
1,"exsu006","exsu037",1004
1,"exsu006","exsu038",1601
1,"exsu006","exsu039",362
1,"exsu006","exsu040",444
1,"exsu006","exsu041",770
1,"exsu006","exsu042",1278
1,"exsu006","exsu043",608
1,"exsu006","exsu044",865
1,"exsu006","exsu045",442
1,"exsu006","exsu046",1164
1,"exsu006","exsu047",398
1,"exsu006","exsu048",1313
1,"exsu006","exsu049",488
1,"exsu006","exsu050",1496
1,"exsu006","exsu051",351
1,"exsu006","exsu052",789
1,"exsu006","exsu053",504
1,"exsu006","exsu054",1430
1,"exsu006","exsu055",684
1,"exsu006","exsu056",562
1,"exsu006","exsu057",1041
1,"exsu006","exsu058",431
1,"exsu006","exsu059",1249
1,"exsu006","exsu060",997
1,"exsu006","exsu061",807
1,"exsu006","exsu062",1068
1,"exsu006","exsu063",523
1,"exsu006","exsu064",1207
1,"exsu006","exsu065",142
1,"exsu006","exsu066",1634
1,"exsu006","exsu067",1591
1,"exsu006","exsu068",1169
1,"exsu006","exsu069",330
1,"exsu006","exsu070",1206
1,"exsu007","exsu001",545
1,"exsu007","exsu002",1499
1,"exsu007","exsu003",2114
1,"exsu007","exsu004",364
1,"exsu007","exsu005",1478
1,"exsu007","exsu006",1719
1,"exsu007","exsu007",0
1,"exsu007","exsu008",1577
1,"exsu007","exsu009",1235
1,"exsu007","exsu010",1432
1,"exsu007","exsu011",2147
1,"exsu007","exsu012",809
1,"exsu007","exsu013",622
1,"exsu007","exsu014",147
1,"exsu007","exsu015",2158
1,"exsu007","exsu016",1012
1,"exsu007","exsu017",341
1,"exsu007","exsu018",482
1,"exsu007","exsu019",878
1,"exsu007","exsu020",1539
1,"exsu007","exsu021",386
1,"exsu007","exsu022",1693
1,"exsu007","exsu023",863
1,"exsu007","exsu024",1930
1,"exsu007","exsu025",922
1,"exsu007","exsu026",1517
1,"exsu007","exsu027",2029
1,"exsu007","exsu028",975
1,"exsu007","exsu029",1140
1,"exsu007","exsu030",1502
1,"exsu007","exsu031",1441
1,"exsu007","exsu032",650
1,"exsu007","exsu033",1203
1,"exsu007","exsu034",1110
1,"exsu007","exsu035",2220
1,"exsu007","exsu036",1796
1,"exsu007","exsu037",1948
1,"exsu007","exsu038",153
1,"exsu007","exsu039",1881
1,"exsu007","exsu040",2162
1,"exsu007","exsu041",1009
1,"exsu007","exsu042",980
1,"exsu007","exsu043",2084
1,"exsu007","exsu044",1084
1,"exsu007","exsu045",1824
1,"exsu007","exsu046",1590
1,"exsu007","exsu047",1324
1,"exsu007","exsu048",1312
1,"exsu007","exsu049",1365
1,"exsu007","exsu050",276
1,"exsu007","exsu051",1478
1,"exsu007","exsu052",1048
1,"exsu007","exsu053",1558
1,"exsu007","exsu054",1221
1,"exsu007","exsu055",1076
1,"exsu007","exsu056",1866
1,"exsu007","exsu057",1310
1,"exsu007","exsu058",1592
1,"exsu007","exsu059",1218
1,"exsu007","exsu060",1155
1,"exsu007","exsu061",1574
1,"exsu007","exsu062",828
1,"exsu007","exsu063",2233
1,"exsu007","exsu064",542
1,"exsu007","exsu065",1634
1,"exsu007","exsu066",85
1,"exsu007","exsu067",1138
1,"exsu007","exsu068",551
1,"exsu007","exsu069",2006
1,"exsu007","exsu070",1514
1,"exsu008","exsu001",1701
1,"exsu008","exsu002",88
1,"exsu008","exsu003",674
1,"exsu008","exsu004",1770
1,"exsu008","exsu005",1618
1,"exsu008","exsu006",339
1,"exsu008","exsu007",1577
1,"exsu008","exsu008",0
1,"exsu008","exsu009",441
1,"exsu008","exsu010",599
1,"exsu008","exsu011",688
1,"exsu008","exsu012",901
1,"exsu008","exsu013",1307
1,"exsu008","exsu014",1654
1,"exsu008","exsu015",638
1,"exsu008","exsu016",698
1,"exsu008","exsu017",1724
1,"exsu008","exsu018",1127
1,"exsu008","exsu019",979
1,"exsu008","exsu020",39
1,"exsu008","exsu021",1709
1,"exsu008","exsu022",1462
1,"exsu008","exsu023",1628
1,"exsu008","exsu024",770
1,"exsu008","exsu025",834
1,"exsu008","exsu026",110
1,"exsu008","exsu027",533
1,"exsu008","exsu028",615
1,"exsu008","exsu029",787
1,"exsu008","exsu030",856
1,"exsu008","exsu031",239
1,"exsu008","exsu032",1556
1,"exsu008","exsu033",466
1,"exsu008","exsu034",886
1,"exsu008","exsu035",1066
1,"exsu008","exsu036",282
1,"exsu008","exsu037",1302
1,"exsu008","exsu038",1481
1,"exsu008","exsu039",699
1,"exsu008","exsu040",664
1,"exsu008","exsu041",570
1,"exsu008","exsu042",1346
1,"exsu008","exsu043",947
1,"exsu008","exsu044",589
1,"exsu008","exsu045",265
1,"exsu008","exsu046",1381
1,"exsu008","exsu047",338
1,"exsu008","exsu048",1459
1,"exsu008","exsu049",630
1,"exsu008","exsu050",1391
1,"exsu008","exsu051",537
1,"exsu008","exsu052",826
1,"exsu008","exsu053",746
1,"exsu008","exsu054",1550
1,"exsu008","exsu055",684
1,"exsu008","exsu056",883
1,"exsu008","exsu057",1198
1,"exsu008","exsu058",687
1,"exsu008","exsu059",925
1,"exsu008","exsu060",1109
1,"exsu008","exsu061",472
1,"exsu008","exsu062",1073
1,"exsu008","exsu063",790
1,"exsu008","exsu064",1038
1,"exsu008","exsu065",200
1,"exsu008","exsu066",1495
1,"exsu008","exsu067",1684
1,"exsu008","exsu068",1052
1,"exsu008","exsu069",650
1,"exsu008","exsu070",867
1,"exsu009","exsu001",1474
1,"exsu009","exsu002",353
1,"exsu009","exsu003",1110
1,"exsu009","exsu004",1487
1,"exsu009","exsu005",1668
1,"exsu009","exsu006",740
1,"exsu009","exsu007",1235
1,"exsu009","exsu008",441
1,"exsu009","exsu009",0
1,"exsu009","exsu010",320
1,"exsu009","exsu011",1126
1,"exsu009","exsu012",745
1,"exsu009","exsu013",1124
1,"exsu009","exsu014",1336
1,"exsu009","exsu015",1078
1,"exsu009","exsu016",622
1,"exsu009","exsu017",1443
1,"exsu009","exsu018",846
1,"exsu009","exsu019",540
1,"exsu009","exsu020",415
1,"exsu009","exsu021",1441
1,"exsu009","exsu022",1608
1,"exsu009","exsu023",1496
1,"exsu009","exsu024",1141
1,"exsu009","exsu025",733
1,"exsu009","exsu026",341
1,"exsu009","exsu027",973
1,"exsu009","exsu028",420
1,"exsu009","exsu029",360
1,"exsu009","exsu030",558
1,"exsu009","exsu031",225
1,"exsu009","exsu032",1372
1,"exsu009","exsu033",32
1,"exsu009","exsu034",896
1,"exsu009","exsu035",1454
1,"exsu009","exsu036",578
1,"exsu009","exsu037",1560
1,"exsu009","exsu038",1167
1,"exsu009","exsu039",1070
1,"exsu009","exsu040",1105
1,"exsu009","exsu041",289
1,"exsu009","exsu042",1280
1,"exsu009","exsu043",1324
1,"exsu009","exsu044",160
1,"exsu009","exsu045",628
1,"exsu009","exsu046",1509
1,"exsu009","exsu047",459
1,"exsu009","exsu048",1485
1,"exsu009","exsu049",786
1,"exsu009","exsu050",1102
1,"exsu009","exsu051",769
1,"exsu009","exsu052",801
1,"exsu009","exsu053",980
1,"exsu009","exsu054",1534
1,"exsu009","exsu055",656
1,"exsu009","exsu056",1206
1,"exsu009","exsu057",1262
1,"exsu009","exsu058",947
1,"exsu009","exsu059",519
1,"exsu009","exsu060",1126
1,"exsu009","exsu061",367
1,"exsu009","exsu062",957
1,"exsu009","exsu063",1228
1,"exsu009","exsu064",699
1,"exsu009","exsu065",602
1,"exsu009","exsu066",1161
1,"exsu009","exsu067",1622
1,"exsu009","exsu068",776
1,"exsu009","exsu069",1069
1,"exsu009","exsu070",572
1,"exsu010","exsu001",1741
1,"exsu010","exsu002",532
1,"exsu010","exsu003",1252
1,"exsu010","exsu004",1723
1,"exsu010","exsu005",1988
1,"exsu010","exsu006",937
1,"exsu010","exsu007",1432
1,"exsu010","exsu008",599
1,"exsu010","exsu009",320
1,"exsu010","exsu010",0
1,"exsu010","exsu011",1257
1,"exsu010","exsu012",1053
1,"exsu010","exsu013",1415
1,"exsu010","exsu014",1550
1,"exsu010","exsu015",1176
1,"exsu010","exsu016",942
1,"exsu010","exsu017",1681
1,"exsu010","exsu018",1105
1,"exsu010","exsu019",598
1,"exsu010","exsu020",592
1,"exsu010","exsu021",1687
1,"exsu010","exsu022",1919
1,"exsu010","exsu023",1796
1,"exsu010","exsu024",1365
1,"exsu010","exsu025",1050
1,"exsu010","exsu026",491
1,"exsu010","exsu027",1097
1,"exsu010","exsu028",735
1,"exsu010","exsu029",321
1,"exsu010","exsu030",262
1,"exsu010","exsu031",370
1,"exsu010","exsu032",1658
1,"exsu010","exsu033",335
1,"exsu010","exsu034",1215
1,"exsu010","exsu035",1665
1,"exsu010","exsu036",582
1,"exsu010","exsu037",1844
1,"exsu010","exsu038",1390
1,"exsu010","exsu039",1293
1,"exsu010","exsu040",1215
1,"exsu010","exsu041",596
1,"exsu010","exsu042",1594
1,"exsu010","exsu043",1544
1,"exsu010","exsu044",390
1,"exsu010","exsu045",665
1,"exsu010","exsu046",1823
1,"exsu010","exsu047",748
1,"exsu010","exsu048",1805
1,"exsu010","exsu049",1086
1,"exsu010","exsu050",1345
1,"exsu010","exsu051",1049
1,"exsu010","exsu052",1120
1,"exsu010","exsu053",1264
1,"exsu010","exsu054",1852
1,"exsu010","exsu055",975
1,"exsu010","exsu056",1459
1,"exsu010","exsu057",1581
1,"exsu010","exsu058",1222
1,"exsu010","exsu059",378
1,"exsu010","exsu060",1446
1,"exsu010","exsu061",195
1,"exsu010","exsu062",1268
1,"exsu010","exsu063",1359
1,"exsu010","exsu064",928
1,"exsu010","exsu065",795
1,"exsu010","exsu066",1367
1,"exsu010","exsu067",1935
1,"exsu010","exsu068",1042
1,"exsu010","exsu069",1245
1,"exsu010","exsu070",274
1,"exsu011","exsu001",2136
1,"exsu011","exsu002",774
1,"exsu011","exsu003",44
1,"exsu011","exsu004",2266
1,"exsu011","exsu005",1695
1,"exsu011","exsu006",430
1,"exsu011","exsu007",2147
1,"exsu011","exsu008",688
1,"exsu011","exsu009",1126
1,"exsu011","exsu010",1257
1,"exsu011","exsu011",0
1,"exsu011","exsu012",1366
1,"exsu011","exsu013",1731
1,"exsu011","exsu014",2195
1,"exsu011","exsu015",144
1,"exsu011","exsu016",1147
1,"exsu011","exsu017",2220
1,"exsu011","exsu018",1668
1,"exsu011","exsu019",1660
1,"exsu011","exsu020",711
1,"exsu011","exsu021",2191
1,"exsu011","exsu022",1409
1,"exsu011","exsu023",1956
1,"exsu011","exsu024",434
1,"exsu011","exsu025",1264
1,"exsu011","exsu026",794
1,"exsu011","exsu027",160
1,"exsu011","exsu028",1181
1,"exsu011","exsu029",1475
1,"exsu011","exsu030",1496
1,"exsu011","exsu031",924
1,"exsu011","exsu032",1953
1,"exsu011","exsu033",1150
1,"exsu011","exsu034",1180
1,"exsu011","exsu035",547
1,"exsu011","exsu036",709
1,"exsu011","exsu037",1066
1,"exsu011","exsu038",2026
1,"exsu011","exsu039",413
1,"exsu011","exsu040",86
1,"exsu011","exsu041",1195
1,"exsu011","exsu042",1627
1,"exsu011","exsu043",500
1,"exsu011","exsu044",1267
1,"exsu011","exsu045",615
1,"exsu011","exsu046",1372
1,"exsu011","exsu047",828
1,"exsu011","exsu048",1596
1,"exsu011","exsu049",851
1,"exsu011","exsu050",1918
1,"exsu011","exsu051",712
1,"exsu011","exsu052",1180
1,"exsu011","exsu053",768
1,"exsu011","exsu054",1733
1,"exsu011","exsu055",1094
1,"exsu011","exsu056",628
1,"exsu011","exsu057",1330
1,"exsu011","exsu058",695
1,"exsu011","exsu059",1607
1,"exsu011","exsu060",1329
1,"exsu011","exsu061",1090
1,"exsu011","exsu062",1461
1,"exsu011","exsu063",103
1,"exsu011","exsu064",1636
1,"exsu011","exsu065",540
1,"exsu011","exsu066",2062
1,"exsu011","exsu067",1913
1,"exsu011","exsu068",1596
1,"exsu011","exsu069",196
1,"exsu011","exsu070",1505
1,"exsu012","exsu001",802
1,"exsu012","exsu002",846
1,"exsu012","exsu003",1330
1,"exsu012","exsu004",901
1,"exsu012","exsu005",999
1,"exsu012","exsu006",950
1,"exsu012","exsu007",809
1,"exsu012","exsu008",901
1,"exsu012","exsu009",745
1,"exsu012","exsu010",1053
1,"exsu012","exsu011",1366
1,"exsu012","exsu012",0
1,"exsu012","exsu013",406
1,"exsu012","exsu014",835
1,"exsu012","exsu015",1398
1,"exsu012","exsu016",220
1,"exsu012","exsu017",855
1,"exsu012","exsu018",336
1,"exsu012","exsu019",820
1,"exsu012","exsu020",863
1,"exsu012","exsu021",830
1,"exsu012","exsu022",1058
1,"exsu012","exsu023",755
1,"exsu012","exsu024",1121
1,"exsu012","exsu025",113
1,"exsu012","exsu026",883
1,"exsu012","exsu027",1266
1,"exsu012","exsu028",327
1,"exsu012","exsu029",911
1,"exsu012","exsu030",1250
1,"exsu012","exsu031",863
1,"exsu012","exsu032",656
1,"exsu012","exsu033",723
1,"exsu012","exsu034",335
1,"exsu012","exsu035",1411
1,"exsu012","exsu036",1170
1,"exsu012","exsu037",1201
1,"exsu012","exsu038",673
1,"exsu012","exsu039",1074
1,"exsu012","exsu040",1393
1,"exsu012","exsu041",458
1,"exsu012","exsu042",547
1,"exsu012","exsu043",1275
1,"exsu012","exsu044",673
1,"exsu012","exsu045",1166
1,"exsu012","exsu046",949
1,"exsu012","exsu047",583
1,"exsu012","exsu048",807
1,"exsu012","exsu049",555
1,"exsu012","exsu050",558
1,"exsu012","exsu051",674
1,"exsu012","exsu052",249
1,"exsu012","exsu053",752
1,"exsu012","exsu054",818
1,"exsu012","exsu055",273
1,"exsu012","exsu056",1060
1,"exsu012","exsu057",657
1,"exsu012","exsu058",783
1,"exsu012","exsu059",1074
1,"exsu012","exsu060",488
1,"exsu012","exsu061",1105
1,"exsu012","exsu062",217
1,"exsu012","exsu063",1446
1,"exsu012","exsu064",429
1,"exsu012","exsu065",894
1,"exsu012","exsu066",725
1,"exsu012","exsu067",883
1,"exsu012","exsu068",283
1,"exsu012","exsu069",1211
1,"exsu012","exsu070",1265
1,"exsu013","exsu001",407
1,"exsu013","exsu002",1252
1,"exsu013","exsu003",1692
1,"exsu013","exsu004",560
1,"exsu013","exsu005",873
1,"exsu013","exsu006",1332
1,"exsu013","exsu007",622
1,"exsu013","exsu008",1307
1,"exsu013","exsu009",1124
1,"exsu013","exsu010",1415
1,"exsu013","exsu011",1731
1,"exsu013","exsu012",406
1,"exsu013","exsu013",0
1,"exsu013","exsu014",577
1,"exsu013","exsu015",1777
1,"exsu013","exsu016",615
1,"exsu013","exsu017",519
1,"exsu013","exsu018",368
1,"exsu013","exsu019",1053
1,"exsu013","exsu020",1269
1,"exsu013","exsu021",477
1,"exsu013","exsu022",1070
1,"exsu013","exsu023",390
1,"exsu013","exsu024",1433
1,"exsu013","exsu025",481
1,"exsu013","exsu026",1288
1,"exsu013","exsu027",1645
1,"exsu013","exsu028",722
1,"exsu013","exsu029",1219
1,"exsu013","exsu030",1583
1,"exsu013","exsu031",1263
1,"exsu013","exsu032",251
1,"exsu013","exsu033",1098
1,"exsu013","exsu034",570
1,"exsu013","exsu035",1691
1,"exsu013","exsu036",1576
1,"exsu013","exsu037",1345
1,"exsu013","exsu038",470
1,"exsu013","exsu039",1397
1,"exsu013","exsu040",1766
1,"exsu013","exsu041",836
1,"exsu013","exsu042",363
1,"exsu013","exsu043",1563
1,"exsu013","exsu044",1026
1,"exsu013","exsu045",1572
1,"exsu013","exsu046",968
1,"exsu013","exsu047",984
1,"exsu013","exsu048",697
1,"exsu013","exsu049",885
1,"exsu013","exsu050",354
1,"exsu013","exsu051",1020
1,"exsu013","exsu052",551
1,"exsu013","exsu053",1036
1,"exsu013","exsu054",627
1,"exsu013","exsu055",650
1,"exsu013","exsu056",1331
1,"exsu013","exsu057",694
1,"exsu013","exsu058",1087
