"waveid","sui","suj","distance"
1,"egsu004","egsu001",730
1,"egsu004","egsu002",1579
1,"egsu004","egsu003",1070
1,"egsu004","egsu004",0
1,"egsu004","egsu005",733
1,"egsu004","egsu006",1109
1,"egsu004","egsu007",1795
1,"egsu004","egsu008",905
1,"egsu004","egsu009",1197
1,"egsu004","egsu010",577
1,"egsu004","egsu011",1300
1,"egsu004","egsu012",1054
1,"egsu004","egsu013",2145
1,"egsu004","egsu014",225
1,"egsu004","egsu015",1704
1,"egsu004","egsu016",1411
1,"egsu004","egsu017",1330
1,"egsu004","egsu018",1667
1,"egsu004","egsu019",117
1,"egsu004","egsu020",1347
1,"egsu004","egsu021",1390
1,"egsu004","egsu022",994
1,"egsu004","egsu023",1896
1,"egsu004","egsu024",1912
1,"egsu004","egsu025",1517
1,"egsu004","egsu026",935
1,"egsu004","egsu027",1067
1,"egsu004","egsu028",1138
1,"egsu004","egsu029",1972
1,"egsu004","egsu030",1240
1,"egsu004","egsu031",833
1,"egsu004","egsu032",1475
1,"egsu004","egsu033",2143
1,"egsu004","egsu034",1334
1,"egsu004","egsu035",1645
1,"egsu004","egsu036",969
1,"egsu004","egsu037",1251
1,"egsu004","egsu038",2377
1,"egsu004","egsu039",717
1,"egsu004","egsu040",1994
1,"egsu004","egsu041",859
1,"egsu004","egsu042",1760
1,"egsu004","egsu043",1018
1,"egsu004","egsu044",1592
1,"egsu004","egsu045",951
1,"egsu004","egsu046",692
1,"egsu004","egsu047",735
1,"egsu004","egsu048",2344
1,"egsu004","egsu049",1344
1,"egsu004","egsu050",859
1,"egsu004","egsu051",1470
1,"egsu004","egsu052",1578
1,"egsu004","egsu053",493
1,"egsu004","egsu054",1281
1,"egsu004","egsu055",1232
1,"egsu004","egsu056",1021
1,"egsu004","egsu057",1605
1,"egsu004","egsu058",2221
1,"egsu004","egsu059",1498
1,"egsu004","egsu060",1034
1,"egsu005","egsu001",222
1,"egsu005","egsu002",969
1,"egsu005","egsu003",766
1,"egsu005","egsu004",733
1,"egsu005","egsu005",0
1,"egsu005","egsu006",629
1,"egsu005","egsu007",1158
1,"egsu005","egsu008",1107
1,"egsu005","egsu009",529
1,"egsu005","egsu010",498
1,"egsu005","egsu011",593
1,"egsu005","egsu012",547
1,"egsu005","egsu013",1574
1,"egsu005","egsu014",851
1,"egsu005","egsu015",984
1,"egsu005","egsu016",1402
1,"egsu005","egsu017",598
1,"egsu005","egsu018",1093
1,"egsu005","egsu019",823
1,"egsu005","egsu020",1370
1,"egsu005","egsu021",707
1,"egsu005","egsu022",280
1,"egsu005","egsu023",1526
1,"egsu005","egsu024",1202
1,"egsu005","egsu025",1397
1,"egsu005","egsu026",219
1,"egsu005","egsu027",658
1,"egsu005","egsu028",1269
1,"egsu005","egsu029",1370
1,"egsu005","egsu030",536
1,"egsu005","egsu031",445
1,"egsu005","egsu032",745
1,"egsu005","egsu033",1534
1,"egsu005","egsu034",613
1,"egsu005","egsu035",978
1,"egsu005","egsu036",721
1,"egsu005","egsu037",519
1,"egsu005","egsu038",1771
1,"egsu005","egsu039",544
1,"egsu005","egsu040",1539
1,"egsu005","egsu041",1090
1,"egsu005","egsu042",1034
1,"egsu005","egsu043",1184
1,"egsu005","egsu044",1518
1,"egsu005","egsu045",892
1,"egsu005","egsu046",79
1,"egsu005","egsu047",125
1,"egsu005","egsu048",1736
1,"egsu005","egsu049",647
1,"egsu005","egsu050",777
1,"egsu005","egsu051",756
1,"egsu005","egsu052",1464
1,"egsu005","egsu053",653
1,"egsu005","egsu054",626
1,"egsu005","egsu055",1136
1,"egsu005","egsu056",309
1,"egsu005","egsu057",873
1,"egsu005","egsu058",1583
1,"egsu005","egsu059",1516
1,"egsu005","egsu060",857
1,"egsu006","egsu001",849
1,"egsu006","egsu002",1363
1,"egsu006","egsu003",256
1,"egsu006","egsu004",1109
1,"egsu006","egsu005",629
1,"egsu006","egsu006",0
1,"egsu006","egsu007",723
1,"egsu006","egsu008",901
1,"egsu006","egsu009",348
1,"egsu006","egsu010",551
1,"egsu006","egsu011",893
1,"egsu006","egsu012",82
1,"egsu006","egsu013",1035
1,"egsu006","egsu014",1304
1,"egsu006","egsu015",830
1,"egsu006","egsu016",942
1,"egsu006","egsu017",756
1,"egsu006","egsu018",562
1,"egsu006","egsu019",1145
1,"egsu006","egsu020",939
1,"egsu006","egsu021",1034
1,"egsu006","egsu022",480
1,"egsu006","egsu023",898
1,"egsu006","egsu024",963
1,"egsu006","egsu025",862
1,"egsu006","egsu026",688
1,"egsu006","egsu027",103
1,"egsu006","egsu028",949
1,"egsu006","egsu029",870
1,"egsu006","egsu030",463
1,"egsu006","egsu031",276
1,"egsu006","egsu032",869
1,"egsu006","egsu033",1041
1,"egsu006","egsu034",581
1,"egsu006","egsu035",627
1,"egsu006","egsu036",308
1,"egsu006","egsu037",639
1,"egsu006","egsu038",1272
1,"egsu006","egsu039",432
1,"egsu006","egsu040",924
1,"egsu006","egsu041",915
1,"egsu006","egsu042",911
1,"egsu006","egsu043",919
1,"egsu006","egsu044",999
1,"egsu006","egsu045",554
1,"egsu006","egsu046",705
1,"egsu006","egsu047",515
1,"egsu006","egsu048",1240
1,"egsu006","egsu049",489
1,"egsu006","egsu050",497
1,"egsu006","egsu051",627
1,"egsu006","egsu052",926
1,"egsu006","egsu053",714
1,"egsu006","egsu054",347
1,"egsu006","egsu055",666
1,"egsu006","egsu056",728
1,"egsu006","egsu057",866
1,"egsu006","egsu058",1132
1,"egsu006","egsu059",1058
1,"egsu006","egsu060",424
1,"egsu007","egsu001",1329
1,"egsu007","egsu002",1401
1,"egsu007","egsu003",906
1,"egsu007","egsu004",1795
1,"egsu007","egsu005",1158
1,"egsu007","egsu006",723
1,"egsu007","egsu007",0
1,"egsu007","egsu008",1574
1,"egsu007","egsu009",629
1,"egsu007","egsu010",1266
1,"egsu007","egsu011",1007
1,"egsu007","egsu012",755
1,"egsu007","egsu013",467
1,"egsu007","egsu014",1968
1,"egsu007","egsu015",467
1,"egsu007","egsu016",1425
1,"egsu007","egsu017",823
1,"egsu007","egsu018",236
1,"egsu007","egsu019",1846
1,"egsu007","egsu020",1456
1,"egsu007","egsu021",1106
1,"egsu007","egsu022",888
1,"egsu007","egsu023",848
1,"egsu007","egsu024",397
1,"egsu007","egsu025",1249
1,"egsu007","egsu026",1076
1,"egsu007","egsu027",805
1,"egsu007","egsu028",1558
1,"egsu007","egsu029",240
1,"egsu007","egsu030",645
1,"egsu007","egsu031",982
1,"egsu007","egsu032",816
1,"egsu007","egsu033",382
1,"egsu007","egsu034",635
1,"egsu007","egsu035",204
1,"egsu007","egsu036",998
1,"egsu007","egsu037",779
1,"egsu007","egsu038",616
1,"egsu007","egsu039",1155
1,"egsu007","egsu040",674
1,"egsu007","egsu041",1598
1,"egsu007","egsu042",530
1,"egsu007","egsu043",1563
1,"egsu007","egsu044",1381
1,"egsu007","egsu045",1218
1,"egsu007","egsu046",1234
1,"egsu007","egsu047",1094
1,"egsu007","egsu048",581
1,"egsu007","egsu049",540
1,"egsu007","egsu050",1193
1,"egsu007","egsu051",510
1,"egsu007","egsu052",1290
1,"egsu007","egsu053",1436
1,"egsu007","egsu054",533
1,"egsu007","egsu055",1201
1,"egsu007","egsu056",1051
1,"egsu007","egsu057",664
1,"egsu007","egsu058",428
1,"egsu007","egsu059",1521
1,"egsu007","egsu060",1065
1,"egsu008","egsu001",1274
1,"egsu008","egsu002",2068
1,"egsu008","egsu003",671
1,"egsu008","egsu004",905
1,"egsu008","egsu005",1107
1,"egsu008","egsu006",901
1,"egsu008","egsu007",1574
1,"egsu008","egsu008",0
1,"egsu008","egsu009",1211
1,"egsu008","egsu010",611
1,"egsu008","egsu011",1642
1,"egsu008","egsu012",917
1,"egsu008","egsu013",1742
1,"egsu008","egsu014",1120
1,"egsu008","egsu015",1729
1,"egsu008","egsu016",543
1,"egsu008","egsu017",1563
1,"egsu008","egsu018",1361
1,"egsu008","egsu019",840
1,"egsu008","egsu020",470
1,"egsu008","egsu021",1776
1,"egsu008","egsu022",1191
1,"egsu008","egsu023",1263
1,"egsu008","egsu024",1860
1,"egsu008","egsu025",713
1,"egsu008","egsu026",1302
1,"egsu008","egsu027",800
1,"egsu008","egsu028",235
1,"egsu008","egsu029",1651
1,"egsu008","egsu030",1315
1,"egsu008","egsu031",766
1,"egsu008","egsu032",1701
1,"egsu008","egsu033",1809
1,"egsu008","egsu034",1439
1,"egsu008","egsu035",1518
1,"egsu008","egsu036",593
1,"egsu008","egsu037",1447
1,"egsu008","egsu038",2008
1,"egsu008","egsu039",586
1,"egsu008","egsu040",1448
1,"egsu008","egsu041",53
1,"egsu008","egsu042",1809
1,"egsu008","egsu043",114
1,"egsu008","egsu044",743
1,"egsu008","egsu045",356
1,"egsu008","egsu046",1137
1,"egsu008","egsu047",1003
1,"egsu008","egsu048",1984
1,"egsu008","egsu049",1372
1,"egsu008","egsu050",407
1,"egsu008","egsu051",1515
1,"egsu008","egsu052",759
1,"egsu008","egsu053",494
1,"egsu008","egsu054",1239
1,"egsu008","egsu055",483
1,"egsu008","egsu056",1384
1,"egsu008","egsu057",1741
1,"egsu008","egsu058",1931
1,"egsu008","egsu059",610
1,"egsu008","egsu060",509
1,"egsu009","egsu001",708
1,"egsu009","egsu002",1036
1,"egsu009","egsu003",602
1,"egsu009","egsu004",1197
1,"egsu009","egsu005",529
1,"egsu009","egsu006",348
1,"egsu009","egsu007",629
1,"egsu009","egsu008",1211
1,"egsu009","egsu009",0
1,"egsu009","egsu010",731
1,"egsu009","egsu011",566
1,"egsu009","egsu012",302
1,"egsu009","egsu013",1055
1,"egsu009","egsu014",1353
1,"egsu009","egsu015",541
1,"egsu009","egsu016",1290
1,"egsu009","egsu017",413
1,"egsu009","egsu018",585
1,"egsu009","egsu019",1262
1,"egsu009","egsu020",1287
1,"egsu009","egsu021",704
1,"egsu009","egsu022",264
1,"egsu009","egsu023",1124
1,"egsu009","egsu024",724
1,"egsu009","egsu025",1201
1,"egsu009","egsu026",471
1,"egsu009","egsu027",446
1,"egsu009","egsu028",1285
1,"egsu009","egsu029",845
1,"egsu009","egsu030",115
1,"egsu009","egsu031",465
1,"egsu009","egsu032",521
1,"egsu009","egsu033",1006
1,"egsu009","egsu034",234
1,"egsu009","egsu035",454
1,"egsu009","egsu036",637
1,"egsu009","egsu037",300
1,"egsu009","egsu038",1242
1,"egsu009","egsu039",662
1,"egsu009","egsu040",1078
1,"egsu009","egsu041",1217
1,"egsu009","egsu042",613
1,"egsu009","egsu043",1244
1,"egsu009","egsu044",1339
1,"egsu009","egsu045",882
1,"egsu009","egsu046",605
1,"egsu009","egsu047",471
1,"egsu009","egsu048",1208
1,"egsu009","egsu049",166
1,"egsu009","egsu050",804
1,"egsu009","egsu051",310
1,"egsu009","egsu052",1263
1,"egsu009","egsu053",918
1,"egsu009","egsu054",98
1,"egsu009","egsu055",1014
1,"egsu009","egsu056",472
1,"egsu009","egsu057",531
1,"egsu009","egsu058",1055
1,"egsu009","egsu059",1405
1,"egsu009","egsu060",765
1,"egsu010","egsu001",668
1,"egsu010","egsu002",1464
1,"egsu010","egsu003",495
1,"egsu010","egsu004",577
1,"egsu010","egsu005",498
1,"egsu010","egsu006",551
1,"egsu010","egsu007",1266
1,"egsu010","egsu008",611
1,"egsu010","egsu009",731
1,"egsu010","egsu010",0
1,"egsu010","egsu011",1057
1,"egsu010","egsu012",511
1,"egsu010","egsu013",1580
1,"egsu010","egsu014",789
1,"egsu010","egsu015",1271
1,"egsu010","egsu016",968
1,"egsu010","egsu017",1006
1,"egsu010","egsu018",1112
1,"egsu010","egsu019",598
1,"egsu010","egsu020",922
1,"egsu010","egsu021",1184
1,"egsu010","egsu022",625
1,"egsu010","egsu023",1325
1,"egsu010","egsu024",1449
1,"egsu010","egsu025",1017
1,"egsu010","egsu026",700
1,"egsu010","egsu027",495
1,"egsu010","egsu028",786
1,"egsu010","egsu029",1421
1,"egsu010","egsu030",810
1,"egsu010","egsu031",285
1,"egsu010","egsu032",1152
1,"egsu010","egsu033",1592
1,"egsu010","egsu034",928
1,"egsu010","egsu035",1142
1,"egsu010","egsu036",398
1,"egsu010","egsu037",898
1,"egsu010","egsu038",1821
1,"egsu010","egsu039",140
1,"egsu010","egsu040",1417
1,"egsu010","egsu041",592
1,"egsu010","egsu042",1341
1,"egsu010","egsu043",692
1,"egsu010","egsu044",1117
1,"egsu010","egsu045",453
1,"egsu010","egsu046",527
1,"egsu010","egsu047",401
1,"egsu010","egsu048",1790
1,"egsu010","egsu049",896
1,"egsu010","egsu050",338
1,"egsu010","egsu051",1037
1,"egsu010","egsu052",1083
1,"egsu010","egsu053",188
1,"egsu010","egsu054",795
1,"egsu010","egsu055",732
1,"egsu010","egsu056",785
1,"egsu010","egsu057",1230
1,"egsu010","egsu058",1681
1,"egsu010","egsu059",1075
1,"egsu010","egsu060",486
1,"egsu011","egsu001",583
1,"egsu011","egsu002",470
1,"egsu011","egsu003",1130
1,"egsu011","egsu004",1300
1,"egsu011","egsu005",593
1,"egsu011","egsu006",893
1,"egsu011","egsu007",1007
1,"egsu011","egsu008",1642
1,"egsu011","egsu009",566
1,"egsu011","egsu010",1057
1,"egsu011","egsu011",0
1,"egsu011","egsu012",826
1,"egsu011","egsu013",1474
1,"egsu011","egsu014",1373
1,"egsu011","egsu015",623
1,"egsu011","egsu016",1823
1,"egsu011","egsu017",185
1,"egsu011","egsu018",1070
1,"egsu011","egsu019",1400
1,"egsu011","egsu020",1810
1,"egsu011","egsu021",141
1,"egsu011","egsu022",454
1,"egsu011","egsu023",1674
1,"egsu011","egsu024",850
1,"egsu011","egsu025",1756
1,"egsu011","egsu026",375
1,"egsu011","egsu027",978
1,"egsu011","egsu028",1765
1,"egsu011","egsu029",1247
1,"egsu011","egsu030",462
1,"egsu011","egsu031",886
1,"egsu011","egsu032",238
1,"egsu011","egsu033",1375
1,"egsu011","egsu034",395
1,"egsu011","egsu035",804
1,"egsu011","egsu036",1135
1,"egsu011","egsu037",270
1,"egsu011","egsu038",1593
1,"egsu011","egsu039",1056
1,"egsu011","egsu040",1594
1,"egsu011","egsu041",1634
1,"egsu011","egsu042",628
1,"egsu011","egsu043",1700
1,"egsu011","egsu044",1892
1,"egsu011","egsu045",1362
1,"egsu011","egsu046",614
1,"egsu011","egsu047",659
1,"egsu011","egsu048",1558
1,"egsu011","egsu049",515
1,"egsu011","egsu050",1262
1,"egsu011","egsu051",497
1,"egsu011","egsu052",1819
1,"egsu011","egsu053",1231
1,"egsu011","egsu054",627
1,"egsu011","egsu055",1545
1,"egsu011","egsu056",285
1,"egsu011","egsu057",425
1,"egsu011","egsu058",1369
1,"egsu011","egsu059",1940
1,"egsu011","egsu060",1275
1,"egsu012","egsu001",767
1,"egsu012","egsu002",1294
1,"egsu012","egsu003",306
1,"egsu012","egsu004",1054
1,"egsu012","egsu005",547
1,"egsu012","egsu006",82
1,"egsu012","egsu007",755
1,"egsu012","egsu008",917
1,"egsu012","egsu009",302
1,"egsu012","egsu010",511
1,"egsu012","egsu011",826
1,"egsu012","egsu012",0
1,"egsu012","egsu013",1093
1,"egsu012","egsu014",1243
1,"egsu012","egsu015",814
1,"egsu012","egsu016",1000
1,"egsu012","egsu017",698
1,"egsu012","egsu018",613
1,"egsu012","egsu019",1096
1,"egsu012","egsu020",992
1,"egsu012","egsu021",968
1,"egsu012","egsu022",402
1,"egsu012","egsu023",979
1,"egsu012","egsu024",964
1,"egsu012","egsu025",932
1,"egsu012","egsu026",608
1,"egsu012","egsu027",152
1,"egsu012","egsu028",984
1,"egsu012","egsu029",919
1,"egsu012","egsu030",413
1,"egsu012","egsu031",227
1,"egsu012","egsu032",818
1,"egsu012","egsu033",1089
1,"egsu012","egsu034",536
1,"egsu012","egsu035",639
1,"egsu012","egsu036",335
1,"egsu012","egsu037",579
1,"egsu012","egsu038",1323
1,"egsu012","egsu039",406
1,"egsu012","egsu040",1000
1,"egsu012","egsu041",926
1,"egsu012","egsu042",893
1,"egsu012","egsu043",944
1,"egsu012","egsu044",1066
1,"egsu012","egsu045",582
1,"egsu012","egsu046",625
1,"egsu012","egsu047",436
1,"egsu012","egsu048",1290
1,"egsu012","egsu049",456
1,"egsu012","egsu050",509
1,"egsu012","egsu051",599
1,"egsu012","egsu052",996
1,"egsu012","egsu053",684
1,"egsu012","egsu054",322
1,"egsu012","egsu055",722
1,"egsu012","egsu056",650
1,"egsu012","egsu057",831
1,"egsu012","egsu058",1173
1,"egsu012","egsu059",1116
1,"egsu012","egsu060",464
1,"egsu013","egsu001",1763
1,"egsu013","egsu002",1861
1,"egsu013","egsu003",1132
1,"egsu013","egsu004",2145
1,"egsu013","egsu005",1574
1,"egsu013","egsu006",1035
1,"egsu013","egsu007",467
1,"egsu013","egsu008",1742
1,"egsu013","egsu009",1055
1,"egsu013","egsu010",1580
1,"egsu013","egsu011",1474
1,"egsu013","egsu012",1093
1,"egsu013","egsu013",0
1,"egsu013","egsu014",2336
1,"egsu013","egsu015",912
1,"egsu013","egsu016",1447
1,"egsu013","egsu017",1290
1,"egsu013","egsu018",484
1,"egsu013","egsu019",2178
1,"egsu013","egsu020",1498
1,"egsu013","egsu021",1572
1,"egsu013","egsu022",1319
1,"egsu013","egsu023",656
1,"egsu013","egsu024",768
1,"egsu013","egsu025",1233
1,"egsu013","egsu026",1520
1,"egsu013","egsu027",1086
1,"egsu013","egsu028",1663
1,"egsu013","egsu029",227
1,"egsu013","egsu030",1093
1,"egsu013","egsu031",1311
1,"egsu013","egsu032",1280
1,"egsu013","egsu033",165
1,"egsu013","egsu034",1097
1,"egsu013","egsu035",670
1,"egsu013","egsu036",1237
1,"egsu013","egsu037",1241
1,"egsu013","egsu038",268
1,"egsu013","egsu039",1451
1,"egsu013","egsu040",408
1,"egsu013","egsu041",1778
1,"egsu013","egsu042",960
1,"egsu013","egsu043",1701
1,"egsu013","egsu044",1340
1,"egsu013","egsu045",1406
1,"egsu013","egsu046",1652
1,"egsu013","egsu047",1492
1,"egsu013","egsu048",248
1,"egsu013","egsu049",995
1,"egsu013","egsu050",1419
1,"egsu013","egsu051",977
1,"egsu013","egsu052",1251
1,"egsu013","egsu053",1727
1,"egsu013","egsu054",957
1,"egsu013","egsu055",1293
1,"egsu013","egsu056",1504
1,"egsu013","egsu057",1120
1,"egsu013","egsu058",303
1,"egsu013","egsu059",1518
1,"egsu013","egsu060",1255
1,"egsu014","egsu001",790
1,"egsu014","egsu002",1592
1,"egsu014","egsu003",1284
1,"egsu014","egsu004",225
1,"egsu014","egsu005",851
1,"egsu014","egsu006",1304
1,"egsu014","egsu007",1968
1,"egsu014","egsu008",1120
1,"egsu014","egsu009",1353
1,"egsu014","egsu010",789
1,"egsu014","egsu011",1373
1,"egsu014","egsu012",1243
1,"egsu014","egsu013",2336
1,"egsu014","egsu014",0
1,"egsu014","egsu015",1836
1,"egsu014","egsu016",1634
1,"egsu014","egsu017",1430
1,"egsu014","egsu018",1855
1,"egsu014","egsu019",284
1,"egsu014","egsu020",1569
1,"egsu014","egsu021",1445
1,"egsu014","egsu022",1127
1,"egsu014","egsu023",2113
1,"egsu014","egsu024",2052
1,"egsu014","egsu025",1742
1,"egsu014","egsu026",1030
1,"egsu014","egsu027",1270
1,"egsu014","egsu028",1355
1,"egsu014","egsu029",2156
1,"egsu014","egsu030",1381
1,"egsu014","egsu031",1029
1,"egsu014","egsu032",1569
1,"egsu014","egsu033",2325
1,"egsu014","egsu034",1464
1,"egsu014","egsu035",1806
1,"egsu014","egsu036",1186
1,"egsu014","egsu037",1366
1,"egsu014","egsu038",2561
1,"egsu014","egsu039",930
1,"egsu014","egsu040",2203
1,"egsu014","egsu041",1073
1,"egsu014","egsu042",1885
1,"egsu014","egsu043",1234
1,"egsu014","egsu044",1816
1,"egsu014","egsu045",1176
1,"egsu014","egsu046",794
1,"egsu014","egsu047",882
1,"egsu014","egsu048",2528
1,"egsu014","egsu049",1490
1,"egsu014","egsu050",1082
1,"egsu014","egsu051",1606
1,"egsu014","egsu052",1803
1,"egsu014","egsu053",718
1,"egsu014","egsu054",1443
1,"egsu014","egsu055",1457
1,"egsu014","egsu056",1109
1,"egsu014","egsu057",1716
1,"egsu014","egsu058",2395
1,"egsu014","egsu059",1719
1,"egsu014","egsu060",1256
1,"egsu015","egsu001",1092
1,"egsu015","egsu002",954
1,"egsu015","egsu003",1077
1,"egsu015","egsu004",1704
1,"egsu015","egsu005",984
1,"egsu015","egsu006",830
1,"egsu015","egsu007",467
1,"egsu015","egsu008",1729
1,"egsu015","egsu009",541
1,"egsu015","egsu010",1271
1,"egsu015","egsu011",623
1,"egsu015","egsu012",814
1,"egsu015","egsu013",912
1,"egsu015","egsu014",1836
1,"egsu015","egsu015",0
1,"egsu015","egsu016",1717
1,"egsu015","egsu017",462
1,"egsu015","egsu018",633
1,"egsu015","egsu019",1781
1,"egsu015","egsu020",1730
1,"egsu015","egsu021",689
1,"egsu015","egsu022",712
1,"egsu015","egsu023",1286
1,"egsu015","egsu024",232
1,"egsu015","egsu025",1579
1,"egsu015","egsu026",827
1,"egsu015","egsu027",933
1,"egsu015","egsu028",1774
1,"egsu015","egsu029",690
1,"egsu015","egsu030",469
1,"egsu015","egsu031",1004
1,"egsu015","egsu032",395
1,"egsu015","egsu033",787
1,"egsu015","egsu034",372
1,"egsu015","egsu035",311
1,"egsu015","egsu036",1138
1,"egsu015","egsu037",482
1,"egsu015","egsu038",988
1,"egsu015","egsu039",1200
1,"egsu015","egsu040",1135
1,"egsu015","egsu041",1740
1,"egsu015","egsu042",84
1,"egsu015","egsu043",1748
1,"egsu015","egsu044",1718
1,"egsu015","egsu045",1384
1,"egsu015","egsu046",1045
1,"egsu015","egsu047",970
1,"egsu015","egsu048",953
1,"egsu015","egsu049",376
1,"egsu015","egsu050",1322
1,"egsu015","egsu051",237
1,"egsu015","egsu052",1631
1,"egsu015","egsu053",1459
1,"egsu015","egsu054",492
1,"egsu015","egsu055",1458
1,"egsu015","egsu056",769
1,"egsu015","egsu057",214
1,"egsu015","egsu058",758
1,"egsu015","egsu059",1825
1,"egsu015","egsu060",1248
1,"egsu016","egsu001",1608
1,"egsu016","egsu002",2286
