"waveid","personid","alterid","tie"
1,"ex0016","ex0022",2
1,"ex0016","ex0229",2
1,"ex0016","ex0168",2
1,"ex0016","ex0357",2
1,"ex0016","ex0008",3
1,"ex0016","ex0336",3
1,"ex0016","ex0191",4
1,"ex0016","ex0344",4
1,"ex0016","ex0336",4
1,"ex0016","ex0104",5
1,"ex0016","ex0194",5
1,"ex0016","ex0262",6
1,"ex0016","ex0161",6
1,"ex0016","ex0273",7
1,"ex0016","ex0267",8
1,"ex0016","ex0217",9
1,"ex0016","ex0329",9
1,"ex0016","ex0125",9
1,"ex0016","ex0150",10
1,"ex0016","ex0084",10
1,"ex0017","ex0289",1
1,"ex0017","ex0275",1
1,"ex0017","ex0213",1
1,"ex0017","ex0170",2
1,"ex0017","ex0074",3
1,"ex0017","ex0252",3
1,"ex0017","ex0220",3
1,"ex0017","ex0021",3
1,"ex0017","ex0228",4
1,"ex0017","ex0217",5
1,"ex0017","ex0082",5
1,"ex0017","ex0321",6
1,"ex0017","ex0317",6
1,"ex0017","ex0138",6
1,"ex0017","ex0091",7
1,"ex0017","ex0338",7
1,"ex0017","ex0281",9
1,"ex0017","ex0032",9
1,"ex0017","ex0117",9
1,"ex0017","ex0168",9
1,"ex0018","ex0266",1
1,"ex0018","ex0115",1
1,"ex0018","ex0205",1
1,"ex0018","ex0218",1
1,"ex0018","ex0247",2
1,"ex0018","ex0344",2
1,"ex0018","ex0036",2
1,"ex0018","ex0312",2
1,"ex0018","ex0043",3
1,"ex0018","ex0160",4
1,"ex0018","ex0033",4
1,"ex0018","ex0333",4
1,"ex0018","ex0043",5
1,"ex0018","ex0338",5
1,"ex0018","ex0050",5
1,"ex0018","ex0315",5
1,"ex0018","ex0138",8
1,"ex0018","ex0199",8
1,"ex0018","ex0181",9
1,"ex0018","ex0252",9
1,"ex0018","ex0307",9
1,"ex0018","ex0127",9
1,"ex0018","ex0030",10
1,"ex0018","ex0143",10
1,"ex0018","ex0275",10
1,"ex0019","ex0151",1
1,"ex0019","ex0266",2
1,"ex0019","ex0207",2
1,"ex0019","ex0050",3
1,"ex0019","ex0141",4
1,"ex0019","ex0313",5
1,"ex0019","ex0155",5
1,"ex0019","ex0099",5
1,"ex0019","ex0218",5
1,"ex0019","ex0008",6
1,"ex0019","ex0265",6
1,"ex0019","ex0026",7
1,"ex0019","ex0321",7
1,"ex0019","ex0321",8
1,"ex0019","ex0101",8
1,"ex0019","ex0318",9
1,"ex0019","ex0290",9
1,"ex0019","ex0104",9
1,"ex0019","ex0032",9
1,"ex0019","ex0168",10
1,"ex0020","ex0204",1
1,"ex0020","ex0237",3
1,"ex0020","ex0150",6
1,"ex0020","ex0121",6
1,"ex0020","ex0029",6
1,"ex0020","ex0051",7
1,"ex0020","ex0114",7
1,"ex0020","ex0147",8
1,"ex0020","ex0185",9
1,"ex0020","ex0304",9
1,"ex0020","ex0217",9
1,"ex0020","ex0218",10
1,"ex0021","ex0290",1
1,"ex0021","ex0134",2
1,"ex0021","ex0026",2
1,"ex0021","ex0067",2
1,"ex0021","ex0139",2
1,"ex0021","ex0231",3
1,"ex0021","ex0364",3
1,"ex0021","ex0217",3
1,"ex0021","ex0236",4
1,"ex0021","ex0247",4
1,"ex0021","ex0277",4
1,"ex0021","ex0134",5
1,"ex0021","ex0136",5
1,"ex0021","ex0188",5
1,"ex0021","ex0016",7
1,"ex0021","ex0079",8
1,"ex0021","ex0306",8
1,"ex0021","ex0189",8
1,"ex0021","ex0247",9
1,"ex0022","ex0345",1
1,"ex0022","ex0243",1
1,"ex0022","ex0301",1
1,"ex0022","ex0343",2
1,"ex0022","ex0154",4
1,"ex0022","ex0288",4
1,"ex0022","ex0036",5
1,"ex0022","ex0307",7
1,"ex0022","ex0321",7
1,"ex0022","ex0280",8
1,"ex0022","ex0072",8
1,"ex0022","ex0167",8
1,"ex0022","ex0223",9
1,"ex0022","ex0148",9
1,"ex0022","ex0355",9
1,"ex0022","ex0103",9
1,"ex0022","ex0350",10
1,"ex0023","ex0031",1
1,"ex0023","ex0299",1
1,"ex0023","ex0114",1
1,"ex0023","ex0342",1
1,"ex0023","ex0122",3
1,"ex0023","ex0138",3
1,"ex0023","ex0018",3
1,"ex0023","ex0193",4
1,"ex0023","ex0033",4
1,"ex0023","ex0151",4
1,"ex0023","ex0223",5
1,"ex0023","ex0165",5
1,"ex0023","ex0036",5
1,"ex0023","ex0037",6
1,"ex0023","ex0136",6
1,"ex0023","ex0328",6
1,"ex0023","ex0019",6
1,"ex0023","ex0019",7
1,"ex0023","ex0075",7
1,"ex0023","ex0273",7
1,"ex0023","ex0014",8
1,"ex0023","ex0009",8
1,"ex0023","ex0222",8
1,"ex0023","ex0304",8
1,"ex0023","ex0130",9
1,"ex0023","ex0116",10
1,"ex0026","ex0236",1
1,"ex0026","ex0139",2
1,"ex0026","ex0082",2
1,"ex0026","ex0297",3
1,"ex0026","ex0303",3
1,"ex0026","ex0258",3
1,"ex0026","ex0141",3
1,"ex0026","ex0280",4
1,"ex0026","ex0334",4
1,"ex0026","ex0089",4
1,"ex0026","ex0294",4
1,"ex0026","ex0320",5
1,"ex0026","ex0359",6
1,"ex0026","ex0093",7
1,"ex0026","ex0176",7
1,"ex0026","ex0061",9
1,"ex0026","ex0249",10
1,"ex0026","ex0242",10
1,"ex0026","ex0082",10
1,"ex0026","ex0316",10
1,"ex0027","ex0008",1
1,"ex0027","ex0127",1
1,"ex0027","ex0281",1
1,"ex0027","ex0220",2
1,"ex0027","ex0077",2
1,"ex0027","ex0088",2
1,"ex0027","ex0068",3
1,"ex0027","ex0030",4
1,"ex0027","ex0068",5
1,"ex0027","ex0304",5
1,"ex0027","ex0188",5
1,"ex0027","ex0349",5
1,"ex0027","ex0293",6
1,"ex0027","ex0357",7
1,"ex0027","ex0101",7
1,"ex0027","ex0096",8
1,"ex0027","ex0155",8
1,"ex0027","ex0104",8
1,"ex0027","ex0086",8
1,"ex0027","ex0154",9
1,"ex0027","ex0296",9
1,"ex0027","ex0044",10
1,"ex0027","ex0281",10
1,"ex0028","ex0282",1
1,"ex0028","ex0122",1
1,"ex0028","ex0344",1
1,"ex0028","ex0219",2
1,"ex0028","ex0012",2
1,"ex0028","ex0236",2
1,"ex0028","ex0082",3
1,"ex0028","ex0154",5
1,"ex0028","ex0109",5
1,"ex0028","ex0040",5
1,"ex0028","ex0115",5
1,"ex0028","ex0042",6
1,"ex0028","ex0151",6
1,"ex0028","ex0092",6
1,"ex0028","ex0204",6
1,"ex0028","ex0222",7
1,"ex0028","ex0134",7
1,"ex0028","ex0016",8
1,"ex0028","ex0086",8
1,"ex0028","ex0255",9
1,"ex0028","ex0177",10
1,"ex0028","ex0205",10
1,"ex0028","ex0088",10
1,"ex0029","ex0075",1
1,"ex0029","ex0217",1
1,"ex0029","ex0004",1
1,"ex0029","ex0204",1
1,"ex0029","ex0052",2
1,"ex0029","ex0236",2
1,"ex0029","ex0213",2
1,"ex0029","ex0259",3
1,"ex0029","ex0210",3
1,"ex0029","ex0042",3
1,"ex0029","ex0359",3
1,"ex0029","ex0074",4
1,"ex0029","ex0306",4
1,"ex0029","ex0217",5
1,"ex0029","ex0209",5
1,"ex0029","ex0314",5
1,"ex0029","ex0243",6
1,"ex0029","ex0066",6
1,"ex0029","ex0117",6
1,"ex0029","ex0182",7
1,"ex0029","ex0083",7
1,"ex0029","ex0077",7
1,"ex0029","ex0345",7
1,"ex0029","ex0366",8
1,"ex0029","ex0275",9
1,"ex0029","ex0201",10
1,"ex0029","ex0358",10
1,"ex0029","ex0318",10
1,"ex0029","ex0060",10
1,"ex0030","ex0093",1
1,"ex0030","ex0075",1
1,"ex0030","ex0213",1
1,"ex0030","ex0001",2
1,"ex0030","ex0023",2
1,"ex0030","ex0249",3
1,"ex0030","ex0196",3
1,"ex0030","ex0139",3
1,"ex0030","ex0088",4
1,"ex0030","ex0216",4
1,"ex0030","ex0009",4
1,"ex0030","ex0299",4
1,"ex0030","ex0146",5
1,"ex0030","ex0297",6
1,"ex0030","ex0079",6
1,"ex0030","ex0044",6
1,"ex0030","ex0050",6
1,"ex0030","ex0010",8
1,"ex0030","ex0342",8
1,"ex0030","ex0247",9
1,"ex0030","ex0317",9
1,"ex0030","ex0204",9
1,"ex0030","ex0292",9
1,"ex0030","ex0041",10
1,"ex0030","ex0022",10
1,"ex0030","ex0274",10
1,"ex0031","ex0275",1
1,"ex0031","ex0008",1
1,"ex0031","ex0329",1
1,"ex0031","ex0288",1
1,"ex0031","ex0276",3
1,"ex0031","ex0220",3
1,"ex0031","ex0192",3
1,"ex0031","ex0306",4
1,"ex0031","ex0308",4
1,"ex0031","ex0181",4
1,"ex0031","ex0150",5
1,"ex0031","ex0160",5
1,"ex0031","ex0077",6
1,"ex0031","ex0165",6
1,"ex0031","ex0115",6
1,"ex0031","ex0300",7
1,"ex0031","ex0017",7
1,"ex0031","ex0282",7
1,"ex0031","ex0251",7
1,"ex0031","ex0288",8
1,"ex0031","ex0358",8
1,"ex0031","ex0295",9
1,"ex0032","ex0052",1
1,"ex0032","ex0140",1
1,"ex0032","ex0262",2
1,"ex0032","ex0183",3
1,"ex0032","ex0277",3
1,"ex0032","ex0122",4
1,"ex0032","ex0272",5
1,"ex0032","ex0147",5
1,"ex0032","ex0265",5
1,"ex0032","ex0295",6
1,"ex0032","ex0037",6
1,"ex0032","ex0259",6
1,"ex0032","ex0106",6
1,"ex0032","ex0345",7
1,"ex0032","ex0333",9
1,"ex0032","ex0221",10
1,"ex0032","ex0294",10
1,"ex0033","ex0329",1
1,"ex0033","ex0356",1
1,"ex0033","ex0338",1
1,"ex0033","ex0042",1
1,"ex0033","ex0276",2
1,"ex0033","ex0356",2
1,"ex0033","ex0252",2
1,"ex0033","ex0286",2
1,"ex0033","ex0125",3
1,"ex0033","ex0344",3
1,"ex0033","ex0272",4
1,"ex0033","ex0027",4
1,"ex0033","ex0016",4
1,"ex0033","ex0356",4
1,"ex0033","ex0290",5
1,"ex0033","ex0303",6
1,"ex0033","ex0303",7
1,"ex0033","ex0334",8
1,"ex0033","ex0043",8
1,"ex0033","ex0284",9
1,"ex0033","ex0083",9
1,"ex0033","ex0237",9
1,"ex0033","ex0348",10
1,"ex0036","ex0136",2
1,"ex0036","ex0016",2
1,"ex0036","ex0287",3
1,"ex0036","ex0262",4
1,"ex0036","ex0135",4
1,"ex0036","ex0021",4
1,"ex0036","ex0131",5
1,"ex0036","ex0125",5
1,"ex0036","ex0144",5
1,"ex0036","ex0044",5
1,"ex0036","ex0117",6
1,"ex0036","ex0185",6
1,"ex0036","ex0196",6
1,"ex0036","ex0185",7
1,"ex0036","ex0128",7
1,"ex0036","ex0150",8
1,"ex0036","ex0031",8
1,"ex0036","ex0042",9
1,"ex0036","ex0020",9
1,"ex0036","ex0010",9
1,"ex0036","ex0148",10
1,"ex0036","ex0363",10
1,"ex0036","ex0029",10
1,"ex0036","ex0140",10
1,"ex0037","ex0093",1
1,"ex0037","ex0358",2
1,"ex0037","ex0284",3
1,"ex0037","ex0122",4
1,"ex0037","ex0096",6
1,"ex0037","ex0141",6
1,"ex0037","ex0165",6
1,"ex0037","ex0047",6
1,"ex0037","ex0170",7
1,"ex0037","ex0275",8
1,"ex0037","ex0333",8
1,"ex0037","ex0121",8
1,"ex0037","ex0222",9
1,"ex0037","ex0318",9
1,"ex0037","ex0282",9
1,"ex0037","ex0237",10
1,"ex0037","ex0295",10
1,"ex0040","ex0009",1
1,"ex0040","ex0093",1
1,"ex0040","ex0188",1
1,"ex0040","ex0349",2
1,"ex0040","ex0056",2
1,"ex0040","ex0088",2
1,"ex0040","ex0014",3
1,"ex0040","ex0231",3
1,"ex0040","ex0168",4
1,"ex0040","ex0327",4
1,"ex0040","ex0046",4
1,"ex0040","ex0018",5
1,"ex0040","ex0026",5
1,"ex0040","ex0042",6
1,"ex0040","ex0121",6
1,"ex0040","ex0170",6
1,"ex0040","ex0177",6
1,"ex0040","ex0313",8
1,"ex0040","ex0165",9
1,"ex0040","ex0284",9
1,"ex0040","ex0273",10
1,"ex0040","ex0033",10
1,"ex0041","ex0144",1
1,"ex0041","ex0366",1
1,"ex0041","ex0349",1
1,"ex0041","ex0194",2
1,"ex0041","ex0292",2
1,"ex0041","ex0004",3
1,"ex0041","ex0280",3
1,"ex0041","ex0272",3
1,"ex0041","ex0265",3
1,"ex0041","ex0030",4
1,"ex0041","ex0079",4
1,"ex0041","ex0222",4
1,"ex0041","ex0161",4
1,"ex0041","ex0176",5
1,"ex0041","ex0077",5
1,"ex0041","ex0114",5
1,"ex0041","ex0221",6
1,"ex0041","ex0187",8
1,"ex0041","ex0194",8
1,"ex0041","ex0075",9
1,"ex0041","ex0090",9
1,"ex0041","ex0021",10
1,"ex0041","ex0125",10
1,"ex0041","ex0075",10
1,"ex0041","ex0220",10
1,"ex0042","ex0356",2
1,"ex0042","ex0155",2
1,"ex0042","ex0251",3
1,"ex0042","ex0284",3
1,"ex0042","ex0171",5
1,"ex0042","ex0350",5
1,"ex0042","ex0223",5
1,"ex0042","ex0138",5
1,"ex0042","ex0299",6
1,"ex0042","ex0243",6
1,"ex0042","ex0320",7
1,"ex0042","ex0176",9
1,"ex0042","ex0167",9
1,"ex0042","ex0033",10
1,"ex0043","ex0103",1
1,"ex0043","ex0204",1
1,"ex0043","ex0314",1
1,"ex0043","ex0067",1
1,"ex0043","ex0114",2
1,"ex0043","ex0037",3
1,"ex0043","ex0171",3
1,"ex0043","ex0327",3
1,"ex0043","ex0046",3
1,"ex0043","ex0146",4
1,"ex0043","ex0198",4
1,"ex0043","ex0161",4
1,"ex0043","ex0151",5
1,"ex0043","ex0237",5
1,"ex0043","ex0360",7
1,"ex0043","ex0343",7
1,"ex0043","ex0200",8
1,"ex0043","ex0342",9
1,"ex0043","ex0072",9
1,"ex0043","ex0292",10
1,"ex0043","ex0138",10
1,"ex0043","ex0203",10
1,"ex0043","ex0293",10
1,"ex0044","ex0339",1
1,"ex0044","ex0194",1
1,"ex0044","ex0143",1
1,"ex0044","ex0150",2
1,"ex0044","ex0168",2
1,"ex0044","ex0098",2
1,"ex0044","ex0289",2
1,"ex0044","ex0308",4
1,"ex0044","ex0359",5
1,"ex0044","ex0049",5
1,"ex0044","ex0095",5
1,"ex0044","ex0176",5
1,"ex0044","ex0230",6
1,"ex0044","ex0288",6
1,"ex0044","ex0273",6
1,"ex0044","ex0089",7
1,"ex0044","ex0011",7
1,"ex0044","ex0088",7
1,"ex0044","ex0091",8
1,"ex0044","ex0357",8
1,"ex0044","ex0338",9
1,"ex0044","ex0128",9
1,"ex0044","ex0205",10
1,"ex0046","ex0068",1
1,"ex0046","ex0210",2
1,"ex0046","ex0253",2
1,"ex0046","ex0028",4
1,"ex0046","ex0040",5
1,"ex0046","ex0127",5
1,"ex0046","ex0335",6
1,"ex0046","ex0200",6
1,"ex0046","ex0033",6
1,"ex0046","ex0362",6
1,"ex0046","ex0194",8
1,"ex0046","ex0317",8
1,"ex0046","ex0149",8
1,"ex0046","ex0084",8
1,"ex0046","ex0106",9
1,"ex0046","ex0252",9
1,"ex0046","ex0150",9
1,"ex0046","ex0276",10
1,"ex0046","ex0101",10
1,"ex0047","ex0320",1
1,"ex0047","ex0154",2
1,"ex0047","ex0299",2
1,"ex0047","ex0188",2
1,"ex0047","ex0210",2
1,"ex0047","ex0131",3
1,"ex0047","ex0043",3
1,"ex0047","ex0303",4
1,"ex0047","ex0074",4
1,"ex0047","ex0075",4
1,"ex0047","ex0114",4
1,"ex0047","ex0276",5
1,"ex0047","ex0103",6
1,"ex0047","ex0196",6
1,"ex0047","ex0084",6
1,"ex0047","ex0251",6
1,"ex0047","ex0022",7
1,"ex0047","ex0363",9
1,"ex0047","ex0293",9
1,"ex0047","ex0101",10
1,"ex0049","ex0174",1
1,"ex0049","ex0155",1
1,"ex0049","ex0284",5
1,"ex0049","ex0289",5
1,"ex0049","ex0363",5
1,"ex0049","ex0247",5
1,"ex0049","ex0281",6
1,"ex0049","ex0314",6
1,"ex0049","ex0130",6
1,"ex0049","ex0367",7
1,"ex0049","ex0185",8
1,"ex0049","ex0074",9
1,"ex0049","ex0355",9
1,"ex0049","ex0088",9
1,"ex0049","ex0106",9
1,"ex0049","ex0242",10
1,"ex0049","ex0101",10
1,"ex0049","ex0138",10
1,"ex0049","ex0012",10
1,"ex0050","ex0253",1
1,"ex0050","ex0223",1
1,"ex0050","ex0068",1
1,"ex0050","ex0207",1
1,"ex0050","ex0052",2
1,"ex0050","ex0363",2
1,"ex0050","ex0009",4
1,"ex0050","ex0043",4
1,"ex0050","ex0290",4
1,"ex0050","ex0004",5
1,"ex0050","ex0263",5
1,"ex0050","ex0329",5
1,"ex0050","ex0084",6
1,"ex0050","ex0199",6
1,"ex0050","ex0052",7
1,"ex0050","ex0362",7
1,"ex0050","ex0287",7
1,"ex0050","ex0231",7
1,"ex0050","ex0289",8
1,"ex0050","ex0306",8
1,"ex0050","ex0127",9
1,"ex0050","ex0056",9
1,"ex0050","ex0280",9
1,"ex0050","ex0002",9
1,"ex0050","ex0114",10
1,"ex0050","ex0165",10
1,"ex0050","ex0250",10
1,"ex0050","ex0262",10
1,"ex0051","ex0011",2
1,"ex0051","ex0022",3
1,"ex0051","ex0223",3
1,"ex0051","ex0194",3
1,"ex0051","ex0316",3
1,"ex0051","ex0367",4
1,"ex0051","ex0227",4
1,"ex0051","ex0343",4
1,"ex0051","ex0237",4
1,"ex0051","ex0147",5
1,"ex0051","ex0040",6
1,"ex0051","ex0219",6
1,"ex0051","ex0290",6
1,"ex0051","ex0301",6
1,"ex0051","ex0140",7
1,"ex0051","ex0223",7
1,"ex0051","ex0255",7
1,"ex0051","ex0109",7
1,"ex0051","ex0082",8
1,"ex0051","ex0338",8
1,"ex0051","ex0277",9
1,"ex0051","ex0040",10
1,"ex0051","ex0067",10
1,"ex0052","ex0349",1
1,"ex0052","ex0293",1
1,"ex0052","ex0010",2
1,"ex0052","ex0103",2
1,"ex0052","ex0219",2
1,"ex0052","ex0307",2
1,"ex0052","ex0275",3
1,"ex0052","ex0061",3
1,"ex0052","ex0218",3
1,"ex0052","ex0318",3
1,"ex0052","ex0150",4
1,"ex0052","ex0004",5
1,"ex0052","ex0222",5
1,"ex0052","ex0160",6
1,"ex0052","ex0288",7
1,"ex0052","ex0234",7
1,"ex0052","ex0141",7
1,"ex0052","ex0297",7
1,"ex0052","ex0154",8
1,"ex0052","ex0294",8
1,"ex0052","ex0004",8
1,"ex0052","ex0075",8
1,"ex0052","ex0057",9
1,"ex0052","ex0276",9
1,"ex0056","ex0061",1
1,"ex0056","ex0306",1
1,"ex0056","ex0085",1
1,"ex0056","ex0146",1
1,"ex0056","ex0041",2
1,"ex0056","ex0121",2
1,"ex0056","ex0049",2
1,"ex0056","ex0058",2
1,"ex0056","ex0148",3
1,"ex0056","ex0299",3
1,"ex0056","ex0177",3
1,"ex0056","ex0060",5
1,"ex0056","ex0272",5
1,"ex0056","ex0122",5
1,"ex0056","ex0037",6
1,"ex0056","ex0170",6
1,"ex0056","ex0014",6
1,"ex0056","ex0312",7
1,"ex0056","ex0017",7
1,"ex0056","ex0297",7
1,"ex0056","ex0160",8
1,"ex0056","ex0203",8
1,"ex0056","ex0284",10
1,"ex0057","ex0029",1
1,"ex0057","ex0174",1
1,"ex0057","ex0266",1
1,"ex0057","ex0023",1
1,"ex0057","ex0041",4
1,"ex0057","ex0029",4
1,"ex0057","ex0334",5
1,"ex0057","ex0307",5
1,"ex0057","ex0002",6
1,"ex0057","ex0030",6
1,"ex0057","ex0219",6
1,"ex0057","ex0170",6
1,"ex0057","ex0196",7
1,"ex0057","ex0183",8
1,"ex0057","ex0029",8
1,"ex0057","ex0251",8
1,"ex0057","ex0061",10
1,"ex0057","ex0327",10
1,"ex0057","ex0042",10
1,"ex0057","ex0143",10
1,"ex0058","ex0314",1
1,"ex0058","ex0282",1
1,"ex0058","ex0284",1
1,"ex0058","ex0262",1
1,"ex0058","ex0275",2
1,"ex0058","ex0174",2
1,"ex0058","ex0020",2
1,"ex0058","ex0103",2
1,"ex0058","ex0022",3
1,"ex0058","ex0001",3
1,"ex0058","ex0029",4
1,"ex0058","ex0101",4
1,"ex0058","ex0253",4
1,"ex0058","ex0074",5
1,"ex0058","ex0334",5
1,"ex0058","ex0079",6
1,"ex0058","ex0342",6
1,"ex0058","ex0098",6
1,"ex0058","ex0001",7
1,"ex0058","ex0077",7
1,"ex0058","ex0142",7
1,"ex0058","ex0066",9
1,"ex0058","ex0026",9
1,"ex0058","ex0209",10
1,"ex0058","ex0008",10
1,"ex0058","ex0091",10
1,"ex0060","ex0149",1
1,"ex0060","ex0303",1
1,"ex0060","ex0367",3
1,"ex0060","ex0236",3
1,"ex0060","ex0230",3
1,"ex0060","ex0182",4
1,"ex0060","ex0108",4
1,"ex0060","ex0204",5
1,"ex0060","ex0017",6
1,"ex0060","ex0315",6
1,"ex0060","ex0204",6
1,"ex0060","ex0200",7
1,"ex0060","ex0349",7
1,"ex0060","ex0277",7
1,"ex0060","ex0170",8
1,"ex0060","ex0151",8
1,"ex0060","ex0078",9
1,"ex0060","ex0284",10
1,"ex0060","ex0181",10
1,"ex0060","ex0280",10
1,"ex0060","ex0061",10
1,"ex0061","ex0229",1
1,"ex0061","ex0301",1
1,"ex0061","ex0259",1
1,"ex0061","ex0357",2
1,"ex0061","ex0151",2
1,"ex0061","ex0149",2
1,"ex0061","ex0338",3
1,"ex0061","ex0338",4
1,"ex0061","ex0088",4
1,"ex0061","ex0123",4
1,"ex0061","ex0358",4
1,"ex0061","ex0196",6
1,"ex0061","ex0294",7
1,"ex0061","ex0177",7
1,"ex0061","ex0367",7
1,"ex0061","ex0230",8
1,"ex0061","ex0032",8
1,"ex0061","ex0177",9
1,"ex0061","ex0012",9
1,"ex0061","ex0096",9
1,"ex0061","ex0258",9
1,"ex0061","ex0328",10
1,"ex0061","ex0295",10
1,"ex0061","ex0223",10
1,"ex0066","ex0216",1
1,"ex0066","ex0334",1
1,"ex0066","ex0320",2
1,"ex0066","ex0340",3
1,"ex0066","ex0229",3
1,"ex0066","ex0327",3
1,"ex0066","ex0143",4
1,"ex0066","ex0033",7
