"waveid","personid","alterid","tie"
1,"si0011","si0159",4
1,"si0011","si0062",4
1,"si0011","si0117",4
1,"si0011","si0028",5
1,"si0011","si0117",5
1,"si0011","si0111",5
1,"si0011","si0150",5
1,"si0011","si0098",7
1,"si0011","si0069",7
1,"si0011","si0014",8
1,"si0011","si0119",8
1,"si0011","si0105",9
1,"si0011","si0010",9
1,"si0011","si0044",10
1,"si0011","si0072",10
1,"si0011","si0034",10
1,"si0011","si0086",10
1,"si0013","si0149",2
1,"si0013","si0090",2
1,"si0013","si0111",2
1,"si0013","si0130",2
1,"si0013","si0171",3
1,"si0013","si0025",3
1,"si0013","si0119",3
1,"si0013","si0106",3
1,"si0013","si0123",4
1,"si0013","si0137",4
1,"si0013","si0130",4
1,"si0013","si0096",6
1,"si0013","si0015",6
1,"si0013","si0162",7
1,"si0013","si0113",7
1,"si0013","si0108",8
1,"si0013","si0078",8
1,"si0013","si0150",8
1,"si0013","si0118",9
1,"si0013","si0169",9
1,"si0013","si0009",9
1,"si0014","si0077",1
1,"si0014","si0078",1
1,"si0014","si0045",1
1,"si0014","si0177",2
1,"si0014","si0029",3
1,"si0014","si0150",3
1,"si0014","si0149",3
1,"si0014","si0179",4
1,"si0014","si0133",4
1,"si0014","si0141",4
1,"si0014","si0148",4
1,"si0014","si0115",5
1,"si0014","si0050",5
1,"si0014","si0029",7
1,"si0014","si0026",7
1,"si0014","si0159",7
1,"si0014","si0097",7
1,"si0014","si0096",9
1,"si0014","si0058",10
1,"si0014","si0024",10
1,"si0015","si0127",1
1,"si0015","si0177",1
1,"si0015","si0119",1
1,"si0015","si0115",1
1,"si0015","si0124",2
1,"si0015","si0166",2
1,"si0015","si0142",2
1,"si0015","si0016",2
1,"si0015","si0039",4
1,"si0015","si0176",4
1,"si0015","si0159",4
1,"si0015","si0161",4
1,"si0015","si0105",5
1,"si0015","si0045",5
1,"si0015","si0124",5
1,"si0015","si0122",6
1,"si0015","si0139",9
1,"si0015","si0137",9
1,"si0015","si0174",9
1,"si0015","si0119",10
1,"si0016","si0164",3
1,"si0016","si0174",3
1,"si0016","si0056",4
1,"si0016","si0061",4
1,"si0016","si0117",4
1,"si0016","si0062",4
1,"si0016","si0166",5
1,"si0016","si0150",5
1,"si0016","si0057",6
1,"si0016","si0107",6
1,"si0016","si0090",6
1,"si0016","si0102",6
1,"si0016","si0087",7
1,"si0016","si0035",7
1,"si0016","si0013",7
1,"si0016","si0109",8
1,"si0016","si0017",8
1,"si0016","si0052",8
1,"si0016","si0013",8
1,"si0016","si0123",9
1,"si0016","si0150",9
1,"si0016","si0030",9
1,"si0016","si0127",10
1,"si0016","si0155",10
1,"si0017","si0042",1
1,"si0017","si0100",3
1,"si0017","si0063",3
1,"si0017","si0177",3
1,"si0017","si0176",4
1,"si0017","si0143",4
1,"si0017","si0137",4
1,"si0017","si0155",6
1,"si0017","si0086",6
1,"si0017","si0006",7
1,"si0017","si0165",7
1,"si0017","si0134",8
1,"si0017","si0123",8
1,"si0017","si0031",8
1,"si0018","si0165",1
1,"si0018","si0017",1
1,"si0018","si0149",1
1,"si0018","si0079",2
1,"si0018","si0154",3
1,"si0018","si0165",3
1,"si0018","si0023",4
1,"si0018","si0007",4
1,"si0018","si0048",4
1,"si0018","si0149",4
1,"si0018","si0171",5
1,"si0018","si0142",5
1,"si0018","si0062",5
1,"si0018","si0027",6
1,"si0018","si0124",6
1,"si0018","si0055",6
1,"si0018","si0015",6
1,"si0018","si0015",7
1,"si0018","si0010",8
1,"si0018","si0044",9
1,"si0018","si0092",9
1,"si0018","si0127",9
1,"si0018","si0072",9
1,"si0018","si0121",10
1,"si0018","si0100",10
1,"si0018","si0164",10
1,"si0018","si0060",10
1,"si0020","si0049",1
1,"si0020","si0183",1
1,"si0020","si0014",1
1,"si0020","si0001",2
1,"si0020","si0138",2
1,"si0020","si0123",2
1,"si0020","si0172",2
1,"si0020","si0126",3
1,"si0020","si0001",3
1,"si0020","si0176",3
1,"si0020","si0165",4
1,"si0020","si0034",4
1,"si0020","si0027",4
1,"si0020","si0178",4
1,"si0020","si0001",5
1,"si0020","si0117",5
1,"si0020","si0107",5
1,"si0020","si0025",5
1,"si0020","si0139",6
1,"si0020","si0016",6
1,"si0020","si0057",6
1,"si0020","si0001",7
1,"si0020","si0163",7
1,"si0020","si0013",7
1,"si0020","si0040",9
1,"si0020","si0063",9
1,"si0020","si0118",9
1,"si0020","si0130",9
1,"si0020","si0072",10
1,"si0020","si0062",10
1,"si0020","si0178",10
1,"si0021","si0161",1
1,"si0021","si0024",2
1,"si0021","si0166",2
1,"si0021","si0020",3
1,"si0021","si0121",3
1,"si0021","si0118",3
1,"si0021","si0149",4
1,"si0021","si0018",4
1,"si0021","si0098",4
1,"si0021","si0146",5
1,"si0021","si0122",6
1,"si0021","si0057",6
1,"si0021","si0027",6
1,"si0021","si0040",7
1,"si0021","si0037",7
1,"si0021","si0159",7
1,"si0021","si0069",9
1,"si0021","si0138",9
1,"si0021","si0018",9
1,"si0023","si0042",1
1,"si0023","si0056",2
1,"si0023","si0154",3
1,"si0023","si0082",3
1,"si0023","si0122",4
1,"si0023","si0064",4
1,"si0023","si0074",5
1,"si0023","si0008",7
1,"si0023","si0098",7
1,"si0023","si0063",7
1,"si0023","si0111",7
1,"si0023","si0096",8
1,"si0023","si0017",10
1,"si0023","si0172",10
1,"si0023","si0057",10
1,"si0024","si0136",1
1,"si0024","si0080",2
1,"si0024","si0048",5
1,"si0024","si0009",6
1,"si0024","si0007",6
1,"si0024","si0107",6
1,"si0024","si0090",6
1,"si0024","si0076",7
1,"si0024","si0177",7
1,"si0024","si0112",7
1,"si0024","si0114",8
1,"si0024","si0103",8
1,"si0024","si0143",9
1,"si0024","si0136",10
1,"si0024","si0113",10
1,"si0025","si0042",1
1,"si0025","si0106",1
1,"si0025","si0163",1
1,"si0025","si0030",2
1,"si0025","si0150",2
1,"si0025","si0175",3
1,"si0025","si0142",3
1,"si0025","si0096",3
1,"si0025","si0098",3
1,"si0025","si0183",4
1,"si0025","si0055",4
1,"si0025","si0164",5
1,"si0025","si0013",5
1,"si0025","si0060",7
1,"si0025","si0152",7
1,"si0025","si0038",7
1,"si0025","si0064",7
1,"si0025","si0133",8
1,"si0025","si0159",8
1,"si0025","si0111",8
1,"si0025","si0174",8
1,"si0025","si0035",9
1,"si0025","si0056",9
1,"si0025","si0102",9
1,"si0025","si0083",9
1,"si0025","si0044",10
1,"si0025","si0166",10
1,"si0026","si0150",1
1,"si0026","si0097",1
1,"si0026","si0152",1
1,"si0026","si0060",2
1,"si0026","si0161",2
1,"si0026","si0070",2
1,"si0026","si0044",2
1,"si0026","si0031",3
1,"si0026","si0099",3
1,"si0026","si0074",3
1,"si0026","si0055",3
1,"si0026","si0087",4
1,"si0026","si0181",4
1,"si0026","si0163",4
1,"si0026","si0035",5
1,"si0026","si0144",5
1,"si0026","si0052",5
1,"si0026","si0001",6
1,"si0026","si0127",6
1,"si0026","si0139",8
1,"si0026","si0043",8
1,"si0026","si0114",8
1,"si0026","si0186",9
1,"si0026","si0077",9
1,"si0026","si0069",9
1,"si0027","si0181",2
1,"si0027","si0028",2
1,"si0027","si0178",3
1,"si0027","si0127",4
1,"si0027","si0051",5
1,"si0027","si0177",5
1,"si0027","si0102",6
1,"si0027","si0010",6
1,"si0027","si0026",7
1,"si0027","si0112",7
1,"si0027","si0127",7
1,"si0027","si0119",8
1,"si0027","si0013",8
1,"si0027","si0117",8
1,"si0027","si0126",9
1,"si0027","si0023",10
1,"si0027","si0069",10
1,"si0028","si0076",1
1,"si0028","si0025",2
1,"si0028","si0043",2
1,"si0028","si0154",3
1,"si0028","si0142",3
1,"si0028","si0056",3
1,"si0028","si0100",4
1,"si0028","si0021",4
1,"si0028","si0150",4
1,"si0028","si0119",4
1,"si0028","si0167",5
1,"si0028","si0082",5
1,"si0028","si0070",5
1,"si0028","si0023",6
1,"si0028","si0122",6
1,"si0028","si0121",6
1,"si0028","si0092",6
1,"si0028","si0060",7
1,"si0028","si0162",7
1,"si0028","si0051",7
1,"si0028","si0034",7
1,"si0028","si0171",8
1,"si0028","si0118",8
1,"si0028","si0069",9
1,"si0028","si0164",9
1,"si0028","si0051",10
1,"si0028","si0183",10
1,"si0028","si0111",10
1,"si0029","si0043",1
1,"si0029","si0164",1
1,"si0029","si0061",2
1,"si0029","si0080",2
1,"si0029","si0051",2
1,"si0029","si0035",4
1,"si0029","si0052",5
1,"si0029","si0077",5
1,"si0029","si0165",5
1,"si0029","si0100",5
1,"si0029","si0118",6
1,"si0029","si0023",6
1,"si0029","si0163",7
1,"si0029","si0175",7
1,"si0029","si0055",8
1,"si0029","si0149",8
1,"si0029","si0105",8
1,"si0029","si0136",8
1,"si0029","si0174",9
1,"si0029","si0154",9
1,"si0029","si0162",9
1,"si0029","si0127",10
1,"si0030","si0034",1
1,"si0030","si0011",2
1,"si0030","si0186",2
1,"si0030","si0112",2
1,"si0030","si0175",3
1,"si0030","si0018",3
1,"si0030","si0174",3
1,"si0030","si0138",3
1,"si0030","si0061",4
1,"si0030","si0180",4
1,"si0030","si0138",4
1,"si0030","si0045",5
1,"si0030","si0051",5
1,"si0030","si0074",5
1,"si0030","si0099",8
1,"si0030","si0026",8
1,"si0030","si0136",9
1,"si0030","si0014",10
1,"si0030","si0149",10
1,"si0030","si0034",10
1,"si0031","si0167",1
1,"si0031","si0161",1
1,"si0031","si0008",1
1,"si0031","si0142",2
1,"si0031","si0141",2
1,"si0031","si0166",3
1,"si0031","si0069",3
1,"si0031","si0024",4
1,"si0031","si0080",4
1,"si0031","si0121",4
1,"si0031","si0116",5
1,"si0031","si0057",6
1,"si0031","si0014",7
1,"si0031","si0105",7
1,"si0031","si0006",8
1,"si0031","si0169",9
1,"si0031","si0183",9
1,"si0031","si0143",9
1,"si0031","si0034",10
1,"si0031","si0099",10
1,"si0034","si0058",1
1,"si0034","si0099",1
1,"si0034","si0103",2
1,"si0034","si0112",2
1,"si0034","si0163",2
1,"si0034","si0051",2
1,"si0034","si0007",3
1,"si0034","si0038",3
1,"si0034","si0167",3
1,"si0034","si0143",4
1,"si0034","si0113",4
1,"si0034","si0169",4
1,"si0034","si0097",5
1,"si0034","si0116",5
1,"si0034","si0007",6
1,"si0034","si0106",7
1,"si0034","si0107",7
1,"si0034","si0166",7
1,"si0034","si0114",7
1,"si0034","si0178",8
1,"si0034","si0083",10
1,"si0035","si0144",1
1,"si0035","si0075",1
1,"si0035","si0102",1
1,"si0035","si0103",3
1,"si0035","si0119",4
1,"si0035","si0166",6
1,"si0035","si0113",6
1,"si0035","si0115",6
1,"si0035","si0037",6
1,"si0035","si0142",7
1,"si0035","si0078",7
1,"si0035","si0015",7
1,"si0035","si0029",8
1,"si0035","si0149",9
1,"si0035","si0018",10
1,"si0037","si0044",2
1,"si0037","si0100",2
1,"si0037","si0107",2
1,"si0037","si0183",2
1,"si0037","si0163",3
1,"si0037","si0126",3
1,"si0037","si0119",4
1,"si0037","si0007",4
1,"si0037","si0136",4
1,"si0037","si0161",5
1,"si0037","si0035",6
1,"si0037","si0162",7
1,"si0037","si0028",7
1,"si0037","si0078",7
1,"si0037","si0063",7
1,"si0037","si0169",8
1,"si0037","si0089",9
1,"si0037","si0061",9
1,"si0037","si0139",10
1,"si0037","si0124",10
1,"si0037","si0116",10
1,"si0038","si0119",1
1,"si0038","si0029",1
1,"si0038","si0133",1
1,"si0038","si0037",2
1,"si0038","si0042",2
1,"si0038","si0058",2
1,"si0038","si0006",2
1,"si0038","si0109",3
1,"si0038","si0176",4
1,"si0038","si0154",4
1,"si0038","si0017",4
1,"si0038","si0048",4
1,"si0038","si0079",5
1,"si0038","si0018",5
1,"si0038","si0150",5
1,"si0038","si0108",5
1,"si0038","si0034",6
1,"si0038","si0086",6
1,"si0038","si0142",7
1,"si0038","si0144",7
1,"si0038","si0098",7
1,"si0038","si0056",9
1,"si0038","si0023",9
1,"si0038","si0044",9
1,"si0038","si0134",10
1,"si0038","si0079",10
1,"si0039","si0049",1
1,"si0039","si0031",1
1,"si0039","si0144",1
1,"si0039","si0130",2
1,"si0039","si0123",2
1,"si0039","si0051",2
1,"si0039","si0025",5
1,"si0039","si0122",5
1,"si0039","si0038",5
1,"si0039","si0124",6
1,"si0039","si0144",9
1,"si0039","si0024",10
1,"si0039","si0013",10
1,"si0039","si0030",10
1,"si0040","si0146",1
1,"si0040","si0172",1
1,"si0040","si0076",2
1,"si0040","si0038",2
1,"si0040","si0086",2
1,"si0040","si0038",5
1,"si0040","si0042",5
1,"si0040","si0079",6
1,"si0040","si0072",6
1,"si0040","si0108",6
1,"si0040","si0102",7
1,"si0040","si0007",7
1,"si0040","si0016",8
1,"si0040","si0024",8
1,"si0042","si0139",3
1,"si0042","si0017",3
1,"si0042","si0080",5
1,"si0042","si0105",5
1,"si0042","si0028",5
1,"si0042","si0028",6
1,"si0042","si0008",6
1,"si0042","si0045",7
1,"si0042","si0039",7
1,"si0042","si0017",8
1,"si0042","si0126",8
1,"si0042","si0100",8
1,"si0042","si0001",8
1,"si0042","si0133",9
1,"si0042","si0108",9
1,"si0042","si0122",9
1,"si0042","si0037",10
1,"si0042","si0127",10
1,"si0042","si0060",10
1,"si0043","si0038",1
1,"si0043","si0115",1
1,"si0043","si0183",1
1,"si0043","si0078",2
1,"si0043","si0039",4
1,"si0043","si0149",4
1,"si0043","si0080",4
1,"si0043","si0051",4
1,"si0043","si0092",5
1,"si0043","si0186",6
1,"si0043","si0079",6
1,"si0043","si0011",6
1,"si0043","si0007",6
1,"si0043","si0051",8
1,"si0043","si0161",9
1,"si0043","si0107",10
1,"si0043","si0039",10
1,"si0043","si0038",10
1,"si0043","si0031",10
1,"si0044","si0078",1
1,"si0044","si0179",1
1,"si0044","si0127",2
1,"si0044","si0031",3
1,"si0044","si0161",3
1,"si0044","si0013",4
1,"si0044","si0010",6
1,"si0044","si0021",6
1,"si0044","si0001",6
1,"si0044","si0116",7
1,"si0044","si0063",7
1,"si0044","si0009",7
1,"si0044","si0064",7
1,"si0044","si0072",8
1,"si0044","si0017",8
1,"si0044","si0063",8
1,"si0044","si0087",8
1,"si0044","si0056",9
1,"si0044","si0018",10
1,"si0044","si0026",10
1,"si0044","si0165",10
1,"si0044","si0076",10
1,"si0045","si0107",1
1,"si0045","si0121",1
1,"si0045","si0162",1
1,"si0045","si0037",2
1,"si0045","si0018",2
1,"si0045","si0178",2
1,"si0045","si0062",3
1,"si0045","si0051",3
1,"si0045","si0099",4
1,"si0045","si0118",5
1,"si0045","si0035",6
1,"si0045","si0025",6
1,"si0045","si0093",6
1,"si0045","si0108",7
1,"si0045","si0103",7
1,"si0045","si0177",7
1,"si0045","si0034",7
1,"si0045","si0039",8
1,"si0045","si0148",8
1,"si0045","si0048",8
1,"si0045","si0048",9
1,"si0045","si0154",10
1,"si0045","si0006",10
1,"si0046","si0042",1
1,"si0046","si0118",1
1,"si0046","si0166",1
1,"si0046","si0076",2
1,"si0046","si0050",3
1,"si0046","si0124",4
1,"si0046","si0008",4
1,"si0046","si0057",7
1,"si0046","si0112",8
1,"si0046","si0082",8
1,"si0046","si0126",8
1,"si0046","si0064",9
1,"si0046","si0017",9
1,"si0046","si0166",9
1,"si0046","si0150",9
1,"si0046","si0007",10
1,"si0046","si0006",10
1,"si0046","si0137",10
1,"si0046","si0134",10
1,"si0048","si0009",1
1,"si0048","si0092",1
1,"si0048","si0014",2
1,"si0048","si0155",3
1,"si0048","si0094",3
1,"si0048","si0121",4
1,"si0048","si0152",4
1,"si0048","si0049",4
1,"si0048","si0094",4
1,"si0048","si0049",5
1,"si0048","si0181",5
1,"si0048","si0007",5
1,"si0048","si0154",6
1,"si0048","si0107",6
1,"si0048","si0100",6
1,"si0048","si0121",7
1,"si0048","si0169",7
1,"si0048","si0126",8
1,"si0048","si0134",8
1,"si0048","si0111",9
1,"si0048","si0027",10
1,"si0048","si0018",10
1,"si0048","si0115",10
1,"si0049","si0052",1
1,"si0049","si0100",1
1,"si0049","si0146",1
1,"si0049","si0098",1
1,"si0049","si0102",2
1,"si0049","si0070",2
1,"si0049","si0103",2
1,"si0049","si0105",2
1,"si0049","si0016",4
1,"si0049","si0109",4
1,"si0049","si0137",4
1,"si0049","si0150",5
1,"si0049","si0107",6
1,"si0049","si0116",6
1,"si0049","si0025",6
1,"si0049","si0162",6
1,"si0049","si0023",7
1,"si0049","si0163",8
1,"si0049","si0021",9
1,"si0049","si0074",9
1,"si0049","si0043",9
1,"si0049","si0008",10
1,"si0050","si0148",1
1,"si0050","si0096",1
1,"si0050","si0011",1
1,"si0050","si0166",1
1,"si0050","si0061",2
1,"si0050","si0026",2
1,"si0050","si0124",3
1,"si0050","si0060",3
1,"si0050","si0026",4
1,"si0050","si0180",4
1,"si0050","si0043",4
1,"si0050","si0139",5
1,"si0050","si0060",5
1,"si0050","si0093",5
1,"si0050","si0057",5
1,"si0050","si0121",6
1,"si0050","si0100",6
1,"si0050","si0055",7
1,"si0050","si0099",7
1,"si0050","si0051",7
1,"si0050","si0006",7
1,"si0050","si0040",9
1,"si0050","si0133",9
1,"si0050","si0072",10
1,"si0050","si0037",10
1,"si0050","si0098",10
1,"si0051","si0133",1
1,"si0051","si0105",2
1,"si0051","si0171",2
1,"si0051","si0001",2
1,"si0051","si0042",2
1,"si0051","si0060",3
1,"si0051","si0018",3
1,"si0051","si0092",3
1,"si0051","si0016",4
1,"si0051","si0015",5
1,"si0051","si0052",5
1,"si0051","si0114",6
1,"si0051","si0162",6
1,"si0051","si0136",6
1,"si0051","si0008",7
1,"si0051","si0138",7
1,"si0051","si0083",8
1,"si0051","si0013",9
1,"si0051","si0183",9
1,"si0051","si0109",9
1,"si0051","si0038",10
1,"si0052","si0028",1
1,"si0052","si0072",3
1,"si0052","si0134",3
1,"si0052","si0011",3
1,"si0052","si0017",3
1,"si0052","si0165",4
1,"si0052","si0092",4
1,"si0052","si0150",4
1,"si0052","si0094",4
1,"si0052","si0105",5
1,"si0052","si0108",5
1,"si0052","si0117",6
1,"si0052","si0099",6
1,"si0052","si0171",6
1,"si0052","si0100",6
1,"si0052","si0123",7
1,"si0052","si0133",7
1,"si0052","si0074",7
1,"si0052","si0121",7
1,"si0052","si0113",8
1,"si0052","si0079",8
1,"si0052","si0035",8
1,"si0052","si0166",8
1,"si0052","si0138",9
1,"si0052","si0116",10
1,"si0052","si0023",10
1,"si0052","si0150",10
1,"si0052","si0093",10
1,"si0055","si0051",1
1,"si0055","si0164",3
1,"si0055","si0035",3
1,"si0055","si0107",3
1,"si0055","si0050",3
1,"si0055","si0116",4
1,"si0055","si0137",4
1,"si0055","si0063",5
1,"si0055","si0113",5
1,"si0055","si0038",5
1,"si0055","si0167",5
1,"si0055","si0026",6
1,"si0055","si0126",6
1,"si0055","si0099",6
1,"si0055","si0027",7
1,"si0055","si0163",7
1,"si0055","si0181",7
1,"si0055","si0148",8
1,"si0055","si0001",8
1,"si0055","si0130",8
1,"si0055","si0149",8
1,"si0055","si0052",9
1,"si0055","si0087",9
1,"si0055","si0159",10
1,"si0056","si0169",1
1,"si0056","si0038",1
1,"si0056","si0016",1
1,"si0056","si0055",1
1,"si0056","si0127",2
1,"si0056","si0102",3
1,"si0056","si0087",3
1,"si0056","si0063",5
1,"si0056","si0172",5
1,"si0056","si0176",5
1,"si0056","si0069",5
1,"si0056","si0035",7
1,"si0056","si0025",7
1,"si0056","si0046",7
1,"si0056","si0118",7
1,"si0056","si0127",8
1,"si0056","si0136",8
1,"si0056","si0016",8
1,"si0056","si0044",8
1,"si0056","si0058",9
1,"si0056","si0108",9
1,"si0056","si0141",9
1,"si0056","si0030",10
1,"si0056","si0061",10
1,"si0057","si0119",2
1,"si0057","si0183",2
1,"si0057","si0017",2
1,"si0057","si0002",2
1,"si0057","si0142",3
1,"si0057","si0175",3
1,"si0057","si0137",4
1,"si0057","si0077",4
1,"si0057","si0025",4
1,"si0057","si0086",4
1,"si0057","si0038",5
1,"si0057","si0150",5
1,"si0057","si0098",5
1,"si0057","si0075",5
1,"si0057","si0109",6
1,"si0057","si0089",7
1,"si0057","si0051",7
1,"si0057","si0044",9
1,"si0057","si0044",10
1,"si0058","si0069",1
1,"si0058","si0122",1
1,"si0058","si0021",1
1,"si0058","si0090",1
1,"si0058","si0175",2
1,"si0058","si0106",2
1,"si0058","si0186",3
1,"si0058","si0162",3
1,"si0058","si0008",3
1,"si0058","si0103",4
1,"si0058","si0078",4
1,"si0058","si0045",4
1,"si0058","si0161",4
1,"si0058","si0139",6
1,"si0058","si0103",7
1,"si0058","si0007",7
1,"si0058","si0089",8
1,"si0058","si0006",8
1,"si0058","si0077",8
1,"si0058","si0008",8
1,"si0058","si0039",9
1,"si0058","si0094",10
1,"si0060","si0106",2
1,"si0060","si0117",3
1,"si0060","si0152",3
1,"si0060","si0090",3
1,"si0060","si0038",3
1,"si0060","si0056",4
1,"si0060","si0123",4
1,"si0060","si0180",5
1,"si0060","si0008",7
1,"si0060","si0006",8
1,"si0060","si0144",9
1,"si0060","si0113",9
1,"si0060","si0112",9
1,"si0060","si0117",9
1,"si0060","si0006",10
1,"si0060","si0009",10
1,"si0060","si0165",10
1,"si0061","si0144",2
1,"si0061","si0155",2
1,"si0061","si0043",3
1,"si0061","si0180",5
1,"si0061","si0175",6
1,"si0061","si0179",6
1,"si0061","si0002",7
1,"si0061","si0072",7
1,"si0061","si0142",7
1,"si0061","si0057",7
1,"si0061","si0023",8
1,"si0061","si0143",8
1,"si0061","si0139",9
1,"si0061","si0092",10
1,"si0061","si0175",10
1,"si0061","si0056",10
1,"si0061","si0127",10
1,"si0062","si0123",1
1,"si0062","si0126",1
1,"si0062","si0094",1
1,"si0062","si0029",1
1,"si0062","si0134",2
1,"si0062","si0008",2
1,"si0062","si0079",2
1,"si0062","si0063",2
1,"si0062","si0001",3
1,"si0062","si0152",3
1,"si0062","si0096",3
1,"si0062","si0086",3
1,"si0062","si0116",4
1,"si0062","si0165",4
1,"si0062","si0113",4
1,"si0062","si0127",4
1,"si0062","si0144",5
1,"si0062","si0154",5
1,"si0062","si0074",6
1,"si0062","si0052",6
1,"si0062","si0043",6
1,"si0062","si0014",7
1,"si0062","si0057",7
1,"si0062","si0116",8
1,"si0062","si0055",8
1,"si0062","si0008",8
1,"si0062","si0092",9
1,"si0062","si0009",9
1,"si0062","si0057",9
1,"si0062","si0027",10
1,"si0063","si0166",1
1,"si0063","si0171",1
1,"si0063","si0146",1
1,"si0063","si0024",3
1,"si0063","si0042",3
1,"si0063","si0106",3
1,"si0063","si0172",4
1,"si0063","si0017",5
1,"si0063","si0171",5
1,"si0063","si0029",5
1,"si0063","si0076",6
1,"si0063","si0040",10
1,"si0063","si0152",10
1,"si0064","si0056",1
1,"si0064","si0106",1
1,"si0064","si0152",2
1,"si0064","si0143",3
1,"si0064","si0049",3
1,"si0064","si0178",3
1,"si0064","si0074",3
1,"si0064","si0051",5
1,"si0064","si0025",5
1,"si0064","si0020",5
1,"si0064","si0011",5
1,"si0064","si0159",7
1,"si0064","si0186",8
1,"si0064","si0105",8
1,"si0064","si0040",9
1,"si0064","si0060",9
1,"si0064","si0108",9
1,"si0064","si0074",9
1,"si0064","si0002",10
1,"si0069","si0089",1
1,"si0069","si0039",1
1,"si0069","si0008",1
1,"si0069","si0044",1
1,"si0069","si0096",2
1,"si0069","si0167",2
1,"si0069","si0137",2
1,"si0069","si0029",3
1,"si0069","si0114",4
1,"si0069","si0035",5
