"waveid","personid","alterid","tie"
1,"eg0012","eg0052",9
1,"eg0012","eg0002",9
1,"eg0012","eg0270",10
1,"eg0012","eg0118",10
1,"eg0012","eg0139",10
1,"eg0013","eg0115",1
1,"eg0013","eg0034",1
1,"eg0013","eg0176",4
1,"eg0013","eg0155",4
1,"eg0013","eg0089",4
1,"eg0013","eg0257",5
1,"eg0013","eg0072",6
1,"eg0013","eg0050",6
1,"eg0013","eg0063",6
1,"eg0013","eg0124",6
1,"eg0013","eg0060",7
1,"eg0013","eg0186",7
1,"eg0013","eg0058",7
1,"eg0013","eg0185",8
1,"eg0013","eg0045",9
1,"eg0013","eg0153",9
1,"eg0013","eg0257",9
1,"eg0015","eg0287",1
1,"eg0015","eg0285",1
1,"eg0015","eg0030",1
1,"eg0015","eg0226",1
1,"eg0015","eg0088",2
1,"eg0015","eg0191",2
1,"eg0015","eg0153",2
1,"eg0015","eg0022",5
1,"eg0015","eg0277",5
1,"eg0015","eg0184",5
1,"eg0015","eg0074",6
1,"eg0015","eg0078",6
1,"eg0015","eg0050",6
1,"eg0015","eg0156",6
1,"eg0015","eg0157",7
1,"eg0015","eg0085",7
1,"eg0015","eg0111",7
1,"eg0015","eg0072",8
1,"eg0015","eg0101",8
1,"eg0015","eg0182",8
1,"eg0015","eg0209",8
1,"eg0015","eg0099",9
1,"eg0015","eg0211",9
1,"eg0015","eg0275",9
1,"eg0015","eg0214",9
1,"eg0015","eg0237",10
1,"eg0015","eg0195",10
1,"eg0015","eg0209",10
1,"eg0018","eg0274",1
1,"eg0018","eg0189",2
1,"eg0018","eg0150",2
1,"eg0018","eg0063",3
1,"eg0018","eg0149",3
1,"eg0018","eg0182",4
1,"eg0018","eg0172",4
1,"eg0018","eg0111",4
1,"eg0018","eg0164",4
1,"eg0018","eg0249",5
1,"eg0018","eg0068",5
1,"eg0018","eg0262",5
1,"eg0018","eg0051",6
1,"eg0018","eg0034",7
1,"eg0018","eg0215",7
1,"eg0018","eg0035",7
1,"eg0018","eg0208",9
1,"eg0018","eg0162",9
1,"eg0019","eg0051",1
1,"eg0019","eg0264",1
1,"eg0019","eg0088",1
1,"eg0019","eg0005",1
1,"eg0019","eg0194",2
1,"eg0019","eg0274",4
1,"eg0019","eg0128",4
1,"eg0019","eg0203",4
1,"eg0019","eg0171",4
1,"eg0019","eg0025",5
1,"eg0019","eg0135",5
1,"eg0019","eg0289",5
1,"eg0019","eg0264",5
1,"eg0019","eg0186",8
1,"eg0019","eg0187",8
1,"eg0019","eg0122",8
1,"eg0019","eg0096",9
1,"eg0019","eg0080",9
1,"eg0019","eg0152",9
1,"eg0021","eg0203",1
1,"eg0021","eg0135",2
1,"eg0021","eg0199",2
1,"eg0021","eg0175",3
1,"eg0021","eg0182",3
1,"eg0021","eg0036",3
1,"eg0021","eg0272",3
1,"eg0021","eg0156",6
1,"eg0021","eg0097",6
1,"eg0021","eg0047",7
1,"eg0021","eg0195",7
1,"eg0021","eg0101",8
1,"eg0021","eg0237",8
1,"eg0021","eg0281",9
1,"eg0021","eg0227",10
1,"eg0021","eg0257",10
1,"eg0021","eg0191",10
1,"eg0021","eg0121",10
1,"eg0022","eg0104",1
1,"eg0022","eg0252",3
1,"eg0022","eg0011",4
1,"eg0022","eg0008",4
1,"eg0022","eg0111",6
1,"eg0022","eg0262",6
1,"eg0022","eg0138",7
1,"eg0022","eg0110",10
1,"eg0022","eg0281",10
1,"eg0022","eg0290",10
1,"eg0024","eg0286",1
1,"eg0024","eg0005",2
1,"eg0024","eg0152",2
1,"eg0024","eg0134",2
1,"eg0024","eg0262",2
1,"eg0024","eg0286",5
1,"eg0024","eg0214",5
1,"eg0024","eg0184",7
1,"eg0024","eg0215",7
1,"eg0024","eg0152",9
1,"eg0024","eg0171",10
1,"eg0024","eg0100",10
1,"eg0024","eg0237",10
1,"eg0025","eg0097",1
1,"eg0025","eg0036",1
1,"eg0025","eg0080",1
1,"eg0025","eg0289",1
1,"eg0025","eg0131",2
1,"eg0025","eg0168",2
1,"eg0025","eg0175",2
1,"eg0025","eg0184",3
1,"eg0025","eg0182",4
1,"eg0025","eg0178",4
1,"eg0025","eg0272",5
1,"eg0025","eg0011",5
1,"eg0025","eg0207",5
1,"eg0025","eg0165",6
1,"eg0025","eg0182",7
1,"eg0025","eg0057",7
1,"eg0025","eg0035",8
1,"eg0025","eg0022",8
1,"eg0025","eg0111",8
1,"eg0025","eg0244",8
1,"eg0025","eg0169",9
1,"eg0025","eg0024",9
1,"eg0025","eg0072",9
1,"eg0025","eg0223",10
1,"eg0026","eg0189",1
1,"eg0026","eg0280",2
1,"eg0026","eg0085",2
1,"eg0026","eg0111",2
1,"eg0026","eg0244",3
1,"eg0026","eg0204",3
1,"eg0026","eg0078",3
1,"eg0026","eg0021",4
1,"eg0026","eg0188",4
1,"eg0026","eg0173",4
1,"eg0026","eg0089",4
1,"eg0026","eg0168",5
1,"eg0026","eg0112",5
1,"eg0026","eg0056",5
1,"eg0026","eg0134",5
1,"eg0026","eg0205",6
1,"eg0026","eg0097",6
1,"eg0026","eg0074",6
1,"eg0026","eg0085",6
1,"eg0026","eg0134",7
1,"eg0026","eg0270",8
1,"eg0026","eg0262",8
1,"eg0026","eg0146",8
1,"eg0026","eg0175",9
1,"eg0026","eg0122",10
1,"eg0026","eg0152",10
1,"eg0026","eg0198",10
1,"eg0028","eg0065",2
1,"eg0028","eg0159",2
1,"eg0028","eg0258",2
1,"eg0028","eg0172",2
1,"eg0028","eg0289",3
1,"eg0028","eg0104",3
1,"eg0028","eg0097",4
1,"eg0028","eg0283",4
1,"eg0028","eg0063",5
1,"eg0028","eg0174",5
1,"eg0028","eg0210",5
1,"eg0028","eg0198",5
1,"eg0028","eg0065",6
1,"eg0028","eg0099",7
1,"eg0028","eg0175",7
1,"eg0028","eg0012",8
1,"eg0028","eg0238",8
1,"eg0028","eg0077",9
1,"eg0028","eg0087",9
1,"eg0028","eg0252",9
1,"eg0028","eg0152",10
1,"eg0028","eg0135",10
1,"eg0028","eg0214",10
1,"eg0028","eg0012",10
1,"eg0030","eg0111",1
1,"eg0030","eg0238",2
1,"eg0030","eg0252",3
1,"eg0030","eg0189",3
1,"eg0030","eg0042",3
1,"eg0030","eg0123",4
1,"eg0030","eg0152",4
1,"eg0030","eg0034",4
1,"eg0030","eg0170",4
1,"eg0030","eg0277",5
1,"eg0030","eg0122",7
1,"eg0030","eg0073",8
1,"eg0030","eg0209",8
1,"eg0030","eg0244",8
1,"eg0030","eg0152",8
1,"eg0030","eg0169",9
1,"eg0030","eg0104",9
1,"eg0030","eg0015",9
1,"eg0030","eg0068",9
1,"eg0030","eg0101",10
1,"eg0030","eg0128",10
1,"eg0030","eg0031",10
1,"eg0031","eg0175",1
1,"eg0031","eg0063",1
1,"eg0031","eg0101",1
1,"eg0031","eg0132",1
1,"eg0031","eg0205",3
1,"eg0031","eg0025",4
1,"eg0031","eg0230",5
1,"eg0031","eg0094",5
1,"eg0031","eg0230",7
1,"eg0031","eg0186",7
1,"eg0031","eg0112",8
1,"eg0031","eg0225",8
1,"eg0031","eg0194",8
1,"eg0031","eg0187",9
1,"eg0031","eg0209",9
1,"eg0031","eg0015",9
1,"eg0031","eg0036",10
1,"eg0031","eg0211",10
1,"eg0031","eg0117",10
1,"eg0032","eg0170",1
1,"eg0032","eg0233",1
1,"eg0032","eg0107",1
1,"eg0032","eg0058",2
1,"eg0032","eg0101",3
1,"eg0032","eg0084",3
1,"eg0032","eg0210",3
1,"eg0032","eg0034",3
1,"eg0032","eg0274",4
1,"eg0032","eg0123",4
1,"eg0032","eg0120",4
1,"eg0032","eg0084",4
1,"eg0032","eg0262",5
1,"eg0032","eg0036",5
1,"eg0032","eg0073",5
1,"eg0032","eg0034",5
1,"eg0032","eg0050",6
1,"eg0032","eg0022",6
1,"eg0032","eg0001",6
1,"eg0032","eg0148",6
1,"eg0032","eg0002",7
1,"eg0032","eg0118",8
1,"eg0032","eg0214",8
1,"eg0032","eg0030",9
1,"eg0032","eg0153",9
1,"eg0032","eg0186",10
1,"eg0032","eg0173",10
1,"eg0032","eg0099",10
1,"eg0034","eg0267",1
1,"eg0034","eg0073",1
1,"eg0034","eg0285",1
1,"eg0034","eg0117",2
1,"eg0034","eg0139",2
1,"eg0034","eg0059",2
1,"eg0034","eg0087",3
1,"eg0034","eg0004",3
1,"eg0034","eg0251",3
1,"eg0034","eg0064",4
1,"eg0034","eg0141",4
1,"eg0034","eg0287",4
1,"eg0034","eg0184",8
1,"eg0034","eg0176",8
1,"eg0034","eg0204",8
1,"eg0034","eg0154",9
1,"eg0034","eg0068",9
1,"eg0034","eg0026",9
1,"eg0035","eg0131",1
1,"eg0035","eg0073",2
1,"eg0035","eg0243",2
1,"eg0035","eg0204",2
1,"eg0035","eg0110",2
1,"eg0035","eg0171",3
1,"eg0035","eg0010",3
1,"eg0035","eg0078",5
1,"eg0035","eg0213",5
1,"eg0035","eg0030",5
1,"eg0035","eg0117",5
1,"eg0035","eg0008",7
1,"eg0035","eg0063",7
1,"eg0035","eg0122",8
1,"eg0035","eg0010",8
1,"eg0035","eg0257",8
1,"eg0035","eg0025",8
1,"eg0035","eg0174",9
1,"eg0035","eg0170",10
1,"eg0035","eg0187",10
1,"eg0035","eg0031",10
1,"eg0036","eg0057",1
1,"eg0036","eg0274",1
1,"eg0036","eg0042",3
1,"eg0036","eg0232",3
1,"eg0036","eg0007",3
1,"eg0036","eg0218",6
1,"eg0036","eg0221",9
1,"eg0036","eg0013",9
1,"eg0036","eg0018",9
1,"eg0036","eg0074",10
1,"eg0036","eg0157",10
1,"eg0036","eg0139",10
1,"eg0036","eg0110",10
1,"eg0039","eg0118",2
1,"eg0039","eg0084",2
1,"eg0039","eg0110",2
1,"eg0039","eg0187",2
1,"eg0039","eg0021",3
1,"eg0039","eg0121",3
1,"eg0039","eg0236",4
1,"eg0039","eg0171",5
1,"eg0039","eg0262",5
1,"eg0039","eg0178",5
1,"eg0039","eg0019",6
1,"eg0039","eg0175",8
1,"eg0039","eg0057",8
1,"eg0039","eg0135",8
1,"eg0039","eg0281",9
1,"eg0039","eg0221",9
1,"eg0039","eg0127",9
1,"eg0039","eg0168",9
1,"eg0039","eg0277",10
1,"eg0039","eg0012",10
1,"eg0039","eg0131",10
1,"eg0042","eg0165",1
1,"eg0042","eg0117",2
1,"eg0042","eg0220",2
1,"eg0042","eg0010",3
1,"eg0042","eg0053",3
1,"eg0042","eg0019",4
1,"eg0042","eg0195",6
1,"eg0042","eg0022",6
1,"eg0042","eg0290",8
1,"eg0042","eg0025",9
1,"eg0042","eg0051",9
1,"eg0042","eg0281",9
1,"eg0042","eg0141",9
1,"eg0042","eg0174",10
1,"eg0043","eg0028",1
1,"eg0043","eg0031",1
1,"eg0043","eg0129",1
1,"eg0043","eg0001",2
1,"eg0043","eg0199",2
1,"eg0043","eg0129",4
1,"eg0043","eg0124",4
1,"eg0043","eg0238",5
1,"eg0043","eg0265",5
1,"eg0043","eg0148",6
1,"eg0043","eg0072",6
1,"eg0043","eg0005",6
1,"eg0043","eg0186",6
1,"eg0043","eg0121",7
1,"eg0043","eg0270",9
1,"eg0043","eg0251",9
1,"eg0043","eg0015",10
1,"eg0043","eg0169",10
1,"eg0045","eg0219",1
1,"eg0045","eg0289",1
1,"eg0045","eg0089",1
1,"eg0045","eg0178",2
1,"eg0045","eg0228",3
1,"eg0045","eg0194",3
1,"eg0045","eg0156",3
1,"eg0045","eg0161",4
1,"eg0045","eg0180",4
1,"eg0045","eg0019",4
1,"eg0045","eg0190",5
1,"eg0045","eg0157",5
1,"eg0045","eg0163",5
1,"eg0045","eg0262",5
1,"eg0045","eg0127",6
1,"eg0045","eg0175",6
1,"eg0045","eg0018",6
1,"eg0045","eg0022",7
1,"eg0045","eg0197",8
1,"eg0045","eg0128",8
1,"eg0045","eg0111",9
1,"eg0045","eg0048",9
1,"eg0045","eg0150",9
1,"eg0045","eg0063",9
1,"eg0045","eg0146",10
1,"eg0045","eg0205",10
1,"eg0046","eg0045",2
1,"eg0046","eg0190",2
1,"eg0046","eg0197",2
1,"eg0046","eg0031",3
1,"eg0046","eg0043",4
1,"eg0046","eg0087",4
1,"eg0046","eg0178",4
1,"eg0046","eg0005",4
1,"eg0046","eg0182",5
1,"eg0046","eg0106",5
1,"eg0046","eg0105",5
1,"eg0046","eg0285",5
1,"eg0046","eg0194",6
1,"eg0046","eg0121",6
1,"eg0046","eg0115",6
1,"eg0046","eg0220",7
1,"eg0046","eg0154",7
1,"eg0046","eg0124",7
1,"eg0046","eg0185",8
1,"eg0046","eg0015",8
1,"eg0046","eg0107",9
1,"eg0046","eg0226",9
1,"eg0046","eg0290",9
1,"eg0046","eg0210",10
1,"eg0046","eg0204",10
1,"eg0046","eg0024",10
1,"eg0046","eg0208",10
1,"eg0047","eg0073",1
1,"eg0047","eg0285",1
1,"eg0047","eg0199",2
1,"eg0047","eg0114",2
1,"eg0047","eg0003",3
1,"eg0047","eg0022",3
1,"eg0047","eg0194",4
1,"eg0047","eg0198",4
1,"eg0047","eg0196",4
1,"eg0047","eg0174",4
1,"eg0047","eg0118",5
1,"eg0047","eg0088",5
1,"eg0047","eg0169",5
1,"eg0047","eg0121",5
1,"eg0047","eg0087",6
1,"eg0047","eg0149",7
1,"eg0047","eg0189",7
1,"eg0047","eg0264",7
1,"eg0047","eg0074",8
1,"eg0047","eg0149",8
1,"eg0047","eg0274",8
1,"eg0047","eg0199",8
1,"eg0047","eg0128",10
1,"eg0048","eg0002",1
1,"eg0048","eg0034",1
1,"eg0048","eg0008",1
1,"eg0048","eg0171",2
1,"eg0048","eg0249",4
1,"eg0048","eg0004",4
1,"eg0048","eg0160",5
1,"eg0048","eg0065",5
1,"eg0048","eg0178",5
1,"eg0048","eg0133",5
1,"eg0048","eg0139",6
1,"eg0048","eg0265",7
1,"eg0048","eg0149",7
1,"eg0048","eg0115",7
1,"eg0048","eg0179",8
1,"eg0048","eg0030",8
1,"eg0048","eg0138",8
1,"eg0048","eg0003",8
1,"eg0048","eg0188",10
1,"eg0048","eg0159",10
1,"eg0048","eg0003",10
1,"eg0050","eg0062",2
1,"eg0050","eg0140",2
1,"eg0050","eg0278",4
1,"eg0050","eg0088",6
1,"eg0050","eg0042",6
1,"eg0050","eg0165",7
1,"eg0050","eg0035",7
1,"eg0050","eg0078",7
1,"eg0050","eg0186",9
1,"eg0050","eg0133",9
1,"eg0050","eg0045",9
1,"eg0050","eg0265",9
1,"eg0050","eg0233",10
1,"eg0050","eg0087",10
1,"eg0051","eg0168",1
1,"eg0051","eg0050",2
1,"eg0051","eg0001",2
1,"eg0051","eg0280",2
1,"eg0051","eg0195",2
1,"eg0051","eg0065",3
1,"eg0051","eg0214",3
1,"eg0051","eg0011",4
1,"eg0051","eg0123",4
1,"eg0051","eg0245",4
1,"eg0051","eg0026",5
1,"eg0051","eg0043",5
1,"eg0051","eg0122",6
1,"eg0051","eg0289",6
1,"eg0051","eg0284",7
1,"eg0051","eg0052",7
1,"eg0051","eg0087",10
1,"eg0051","eg0062",10
1,"eg0051","eg0223",10
1,"eg0052","eg0214",1
1,"eg0052","eg0138",1
1,"eg0052","eg0080",1
1,"eg0052","eg0214",2
1,"eg0052","eg0118",2
1,"eg0052","eg0243",2
1,"eg0052","eg0110",3
1,"eg0052","eg0186",3
1,"eg0052","eg0057",3
1,"eg0052","eg0129",4
1,"eg0052","eg0269",4
1,"eg0052","eg0161",5
1,"eg0052","eg0178",6
1,"eg0052","eg0171",6
1,"eg0052","eg0180",7
1,"eg0052","eg0107",7
1,"eg0052","eg0227",7
1,"eg0052","eg0216",8
1,"eg0052","eg0232",9
1,"eg0052","eg0244",9
1,"eg0052","eg0005",9
1,"eg0052","eg0139",10
1,"eg0052","eg0194",10
1,"eg0052","eg0067",10
1,"eg0053","eg0270",1
1,"eg0053","eg0030",1
1,"eg0053","eg0249",1
1,"eg0053","eg0275",1
1,"eg0053","eg0178",2
1,"eg0053","eg0004",2
1,"eg0053","eg0176",3
1,"eg0053","eg0050",3
1,"eg0053","eg0189",4
1,"eg0053","eg0031",5
1,"eg0053","eg0084",5
1,"eg0053","eg0032",5
1,"eg0053","eg0281",6
1,"eg0053","eg0157",6
1,"eg0053","eg0274",8
1,"eg0053","eg0050",8
1,"eg0053","eg0003",8
1,"eg0053","eg0051",9
1,"eg0053","eg0085",9
1,"eg0053","eg0015",9
1,"eg0053","eg0149",10
1,"eg0053","eg0124",10
1,"eg0053","eg0073",10
1,"eg0053","eg0013",10
1,"eg0056","eg0267",1
1,"eg0056","eg0162",1
1,"eg0056","eg0141",1
1,"eg0056","eg0131",2
1,"eg0056","eg0191",2
1,"eg0056","eg0269",2
1,"eg0056","eg0170",3
1,"eg0056","eg0135",3
1,"eg0056","eg0282",3
1,"eg0056","eg0150",4
1,"eg0056","eg0051",4
1,"eg0056","eg0213",6
1,"eg0056","eg0064",6
1,"eg0056","eg0047",6
1,"eg0056","eg0184",6
1,"eg0056","eg0207",7
1,"eg0056","eg0269",7
1,"eg0056","eg0138",8
1,"eg0056","eg0063",8
1,"eg0056","eg0279",9
1,"eg0056","eg0219",10
1,"eg0056","eg0167",10
1,"eg0056","eg0096",10
1,"eg0057","eg0131",1
1,"eg0057","eg0030",1
1,"eg0057","eg0283",3
1,"eg0057","eg0215",3
1,"eg0057","eg0061",3
1,"eg0057","eg0243",3
1,"eg0057","eg0157",4
1,"eg0057","eg0113",7
1,"eg0057","eg0170",7
1,"eg0057","eg0167",10
1,"eg0057","eg0187",10
1,"eg0058","eg0064",1
1,"eg0058","eg0187",1
1,"eg0058","eg0084",2
1,"eg0058","eg0072",2
1,"eg0058","eg0028",3
1,"eg0058","eg0048",3
1,"eg0058","eg0161",3
1,"eg0058","eg0249",4
1,"eg0058","eg0281",5
1,"eg0058","eg0286",5
1,"eg0058","eg0282",5
1,"eg0058","eg0160",6
1,"eg0058","eg0140",6
1,"eg0058","eg0034",7
1,"eg0058","eg0015",8
1,"eg0058","eg0218",8
1,"eg0058","eg0284",8
1,"eg0058","eg0279",8
1,"eg0058","eg0211",9
1,"eg0058","eg0207",9
1,"eg0058","eg0199",10
1,"eg0058","eg0279",10
1,"eg0059","eg0024",3
1,"eg0059","eg0214",3
1,"eg0059","eg0129",3
1,"eg0059","eg0122",3
1,"eg0059","eg0257",4
1,"eg0059","eg0210",5
1,"eg0059","eg0175",5
1,"eg0059","eg0238",5
1,"eg0059","eg0150",8
1,"eg0059","eg0087",8
1,"eg0059","eg0085",9
1,"eg0059","eg0168",9
1,"eg0059","eg0208",9
1,"eg0059","eg0117",10
1,"eg0059","eg0012",10
1,"eg0059","eg0074",10
1,"eg0059","eg0046",10
1,"eg0060","eg0275",1
1,"eg0060","eg0019",1
1,"eg0060","eg0169",1
1,"eg0060","eg0190",2
1,"eg0060","eg0099",2
1,"eg0060","eg0221",3
1,"eg0060","eg0199",4
1,"eg0060","eg0189",4
1,"eg0060","eg0275",5
1,"eg0060","eg0097",5
1,"eg0060","eg0169",5
1,"eg0060","eg0122",5
1,"eg0060","eg0059",6
1,"eg0060","eg0262",6
1,"eg0060","eg0112",6
1,"eg0060","eg0100",7
1,"eg0060","eg0173",7
1,"eg0060","eg0290",7
1,"eg0060","eg0084",8
1,"eg0060","eg0127",9
1,"eg0060","eg0166",9
1,"eg0060","eg0187",9
1,"eg0060","eg0194",9
1,"eg0060","eg0188",10
1,"eg0061","eg0203",1
1,"eg0061","eg0019",1
1,"eg0061","eg0101",1
1,"eg0061","eg0013",3
1,"eg0061","eg0003",3
1,"eg0061","eg0195",4
1,"eg0061","eg0022",5
1,"eg0061","eg0065",5
1,"eg0061","eg0042",7
1,"eg0061","eg0287",7
1,"eg0061","eg0280",8
1,"eg0061","eg0171",8
1,"eg0061","eg0264",8
1,"eg0061","eg0008",10
1,"eg0061","eg0129",10
1,"eg0061","eg0244",10
1,"eg0062","eg0035",1
1,"eg0062","eg0228",1
1,"eg0062","eg0043",1
1,"eg0062","eg0220",1
1,"eg0062","eg0061",4
1,"eg0062","eg0121",4
1,"eg0062","eg0002",4
1,"eg0062","eg0258",5
1,"eg0062","eg0164",5
1,"eg0062","eg0080",5
1,"eg0062","eg0165",5
1,"eg0062","eg0198",6
1,"eg0062","eg0289",6
1,"eg0062","eg0205",6
1,"eg0062","eg0030",7
1,"eg0062","eg0153",8
1,"eg0062","eg0167",8
1,"eg0062","eg0170",9
1,"eg0062","eg0270",9
1,"eg0063","eg0026",1
1,"eg0063","eg0227",1
1,"eg0063","eg0090",3
1,"eg0063","eg0281",3
1,"eg0063","eg0175",3
1,"eg0063","eg0285",4
1,"eg0063","eg0139",5
1,"eg0063","eg0220",5
1,"eg0063","eg0138",5
1,"eg0063","eg0284",5
1,"eg0063","eg0269",6
1,"eg0063","eg0122",6
1,"eg0063","eg0028",7
1,"eg0063","eg0111",7
1,"eg0063","eg0050",7
1,"eg0063","eg0213",9
1,"eg0063","eg0198",9
1,"eg0064","eg0236",1
1,"eg0064","eg0219",1
1,"eg0064","eg0163",2
1,"eg0064","eg0032",2
1,"eg0064","eg0179",2
1,"eg0064","eg0285",3
1,"eg0064","eg0152",3
1,"eg0064","eg0085",3
1,"eg0064","eg0184",3
1,"eg0064","eg0186",4
1,"eg0064","eg0105",4
1,"eg0064","eg0283",4
1,"eg0064","eg0088",4
1,"eg0064","eg0197",5
1,"eg0064","eg0194",5
1,"eg0064","eg0173",6
1,"eg0064","eg0065",6
1,"eg0064","eg0140",6
1,"eg0064","eg0052",6
1,"eg0064","eg0134",7
1,"eg0064","eg0197",7
1,"eg0064","eg0121",7
1,"eg0064","eg0252",7
1,"eg0064","eg0088",8
1,"eg0064","eg0100",8
1,"eg0064","eg0156",9
1,"eg0064","eg0105",10
1,"eg0064","eg0287",10
1,"eg0064","eg0005",10
1,"eg0064","eg0067",10
1,"eg0065","eg0204",1
1,"eg0065","eg0031",1
1,"eg0065","eg0099",1
1,"eg0065","eg0134",1
