"waveid","personid","alterid","tie"
1,"sm0037","sm0304",6
1,"sm0037","sm0067",6
1,"sm0037","sm0091",7
1,"sm0037","sm0100",7
1,"sm0037","sm0247",7
1,"sm0037","sm0282",8
1,"sm0037","sm0131",8
1,"sm0037","sm0084",9
1,"sm0037","sm0263",9
1,"sm0037","sm0304",9
1,"sm0037","sm0104",10
1,"sm0039","sm0417",1
1,"sm0039","sm0055",1
1,"sm0039","sm0188",1
1,"sm0039","sm0488",1
1,"sm0039","sm0464",2
1,"sm0039","sm0282",2
1,"sm0039","sm0371",2
1,"sm0039","sm0110",3
1,"sm0039","sm0379",3
1,"sm0039","sm0157",3
1,"sm0039","sm0252",3
1,"sm0039","sm0126",4
1,"sm0039","sm0064",4
1,"sm0039","sm0077",5
1,"sm0039","sm0125",5
1,"sm0039","sm0461",5
1,"sm0039","sm0254",5
1,"sm0039","sm0425",7
1,"sm0039","sm0442",8
1,"sm0039","sm0293",8
1,"sm0039","sm0109",8
1,"sm0039","sm0082",8
1,"sm0039","sm0174",9
1,"sm0039","sm0426",9
1,"sm0039","sm0405",10
1,"sm0039","sm0164",10
1,"sm0039","sm0007",10
1,"sm0040","sm0351",1
1,"sm0040","sm0411",1
1,"sm0040","sm0197",2
1,"sm0040","sm0363",2
1,"sm0040","sm0435",4
1,"sm0040","sm0339",4
1,"sm0040","sm0389",4
1,"sm0040","sm0298",5
1,"sm0040","sm0126",5
1,"sm0040","sm0077",5
1,"sm0040","sm0138",5
1,"sm0040","sm0030",6
1,"sm0040","sm0464",6
1,"sm0040","sm0186",9
1,"sm0040","sm0082",9
1,"sm0040","sm0250",9
1,"sm0040","sm0174",10
1,"sm0040","sm0012",10
1,"sm0040","sm0300",10
1,"sm0041","sm0116",1
1,"sm0041","sm0223",1
1,"sm0041","sm0192",1
1,"sm0041","sm0126",2
1,"sm0041","sm0147",2
1,"sm0041","sm0254",2
1,"sm0041","sm0019",2
1,"sm0041","sm0204",3
1,"sm0041","sm0079",3
1,"sm0041","sm0157",5
1,"sm0041","sm0237",5
1,"sm0041","sm0140",5
1,"sm0041","sm0185",7
1,"sm0041","sm0302",10
1,"sm0041","sm0355",10
1,"sm0042","sm0071",1
1,"sm0042","sm0321",1
1,"sm0042","sm0317",1
1,"sm0042","sm0220",2
1,"sm0042","sm0458",2
1,"sm0042","sm0112",2
1,"sm0042","sm0021",3
1,"sm0042","sm0169",3
1,"sm0042","sm0343",4
1,"sm0042","sm0040",4
1,"sm0042","sm0016",4
1,"sm0042","sm0212",4
1,"sm0042","sm0248",5
1,"sm0042","sm0372",5
1,"sm0042","sm0220",5
1,"sm0042","sm0220",7
1,"sm0042","sm0379",7
1,"sm0042","sm0120",7
1,"sm0042","sm0263",7
1,"sm0042","sm0122",8
1,"sm0042","sm0466",8
1,"sm0042","sm0383",8
1,"sm0042","sm0159",9
1,"sm0042","sm0321",9
1,"sm0042","sm0040",10
1,"sm0042","sm0418",10
1,"sm0046","sm0340",1
1,"sm0046","sm0022",1
1,"sm0046","sm0384",2
1,"sm0046","sm0363",3
1,"sm0046","sm0092",3
1,"sm0046","sm0416",3
1,"sm0046","sm0468",3
1,"sm0046","sm0063",4
1,"sm0046","sm0225",4
1,"sm0046","sm0384",4
1,"sm0046","sm0250",4
1,"sm0046","sm0150",6
1,"sm0046","sm0050",6
1,"sm0046","sm0012",9
1,"sm0046","sm0170",9
1,"sm0046","sm0034",9
1,"sm0047","sm0247",2
1,"sm0047","sm0117",2
1,"sm0047","sm0134",2
1,"sm0047","sm0074",2
1,"sm0047","sm0324",3
1,"sm0047","sm0218",3
1,"sm0047","sm0431",3
1,"sm0047","sm0126",3
1,"sm0047","sm0405",4
1,"sm0047","sm0232",6
1,"sm0047","sm0464",6
1,"sm0047","sm0062",6
1,"sm0047","sm0449",7
1,"sm0047","sm0219",7
1,"sm0047","sm0400",7
1,"sm0047","sm0154",7
1,"sm0047","sm0227",8
1,"sm0047","sm0428",9
1,"sm0047","sm0414",9
1,"sm0047","sm0264",9
1,"sm0047","sm0020",9
1,"sm0047","sm0437",10
1,"sm0048","sm0188",2
1,"sm0048","sm0138",3
1,"sm0048","sm0354",3
1,"sm0048","sm0116",3
1,"sm0048","sm0385",3
1,"sm0048","sm0064",5
1,"sm0048","sm0105",6
1,"sm0048","sm0351",7
1,"sm0048","sm0452",8
1,"sm0048","sm0091",8
1,"sm0048","sm0158",9
1,"sm0048","sm0368",9
1,"sm0048","sm0385",10
1,"sm0050","sm0222",1
1,"sm0050","sm0294",1
1,"sm0050","sm0277",1
1,"sm0050","sm0466",1
1,"sm0050","sm0039",2
1,"sm0050","sm0322",2
1,"sm0050","sm0404",2
1,"sm0050","sm0340",3
1,"sm0050","sm0263",3
1,"sm0050","sm0012",3
1,"sm0050","sm0081",3
1,"sm0050","sm0208",4
1,"sm0050","sm0133",5
1,"sm0050","sm0432",5
1,"sm0050","sm0427",7
1,"sm0050","sm0052",7
1,"sm0050","sm0469",8
1,"sm0050","sm0212",10
1,"sm0050","sm0119",10
1,"sm0050","sm0140",10
1,"sm0051","sm0478",2
1,"sm0051","sm0218",2
1,"sm0051","sm0116",2
1,"sm0051","sm0416",3
1,"sm0051","sm0466",4
1,"sm0051","sm0406",4
1,"sm0051","sm0046",4
1,"sm0051","sm0064",5
1,"sm0051","sm0143",5
1,"sm0051","sm0289",6
1,"sm0051","sm0212",6
1,"sm0051","sm0368",6
1,"sm0051","sm0094",7
1,"sm0051","sm0128",7
1,"sm0051","sm0127",7
1,"sm0051","sm0478",8
1,"sm0051","sm0227",8
1,"sm0051","sm0358",8
1,"sm0051","sm0379",9
1,"sm0051","sm0421",9
1,"sm0051","sm0299",10
1,"sm0051","sm0252",10
1,"sm0051","sm0329",10
1,"sm0051","sm0237",10
1,"sm0052","sm0003",1
1,"sm0052","sm0443",2
1,"sm0052","sm0342",4
1,"sm0052","sm0036",4
1,"sm0052","sm0113",5
1,"sm0052","sm0289",5
1,"sm0052","sm0304",5
1,"sm0052","sm0212",6
1,"sm0052","sm0349",6
1,"sm0052","sm0063",6
1,"sm0052","sm0344",6
1,"sm0052","sm0087",7
1,"sm0052","sm0152",8
1,"sm0052","sm0118",8
1,"sm0052","sm0256",9
1,"sm0052","sm0225",10
1,"sm0053","sm0159",1
1,"sm0053","sm0017",1
1,"sm0053","sm0039",2
1,"sm0053","sm0463",2
1,"sm0053","sm0160",2
1,"sm0053","sm0086",2
1,"sm0053","sm0397",3
1,"sm0053","sm0088",3
1,"sm0053","sm0358",3
1,"sm0053","sm0081",4
1,"sm0053","sm0313",4
1,"sm0053","sm0354",4
1,"sm0053","sm0372",4
1,"sm0053","sm0312",5
1,"sm0053","sm0254",5
1,"sm0053","sm0417",6
1,"sm0053","sm0034",6
1,"sm0053","sm0250",6
1,"sm0053","sm0383",6
1,"sm0053","sm0029",7
1,"sm0053","sm0270",7
1,"sm0053","sm0064",8
1,"sm0053","sm0154",8
1,"sm0053","sm0132",8
1,"sm0053","sm0088",8
1,"sm0053","sm0490",9
1,"sm0053","sm0141",10
1,"sm0053","sm0465",10
1,"sm0053","sm0109",10
1,"sm0054","sm0289",1
1,"sm0054","sm0016",1
1,"sm0054","sm0415",1
1,"sm0054","sm0377",1
1,"sm0054","sm0154",3
1,"sm0054","sm0476",4
1,"sm0054","sm0096",4
1,"sm0054","sm0414",4
1,"sm0054","sm0180",5
1,"sm0054","sm0150",5
1,"sm0054","sm0324",5
1,"sm0054","sm0451",6
1,"sm0054","sm0218",7
1,"sm0054","sm0381",7
1,"sm0054","sm0242",7
1,"sm0054","sm0243",9
1,"sm0054","sm0186",9
1,"sm0054","sm0372",10
1,"sm0055","sm0167",1
1,"sm0055","sm0110",1
1,"sm0055","sm0209",1
1,"sm0055","sm0224",2
1,"sm0055","sm0405",3
1,"sm0055","sm0138",3
1,"sm0055","sm0333",3
1,"sm0055","sm0076",4
1,"sm0055","sm0368",4
1,"sm0055","sm0368",6
1,"sm0055","sm0121",6
1,"sm0055","sm0160",6
1,"sm0055","sm0126",6
1,"sm0055","sm0332",7
1,"sm0055","sm0455",9
1,"sm0055","sm0325",9
1,"sm0055","sm0367",10
1,"sm0055","sm0159",10
1,"sm0055","sm0144",10
1,"sm0058","sm0096",1
1,"sm0058","sm0302",2
1,"sm0058","sm0325",5
1,"sm0058","sm0003",5
1,"sm0058","sm0210",5
1,"sm0058","sm0191",6
1,"sm0058","sm0344",6
1,"sm0058","sm0160",7
1,"sm0058","sm0255",7
1,"sm0058","sm0340",7
1,"sm0058","sm0326",8
1,"sm0058","sm0316",8
1,"sm0058","sm0347",8
1,"sm0058","sm0484",8
1,"sm0058","sm0275",9
1,"sm0058","sm0148",9
1,"sm0058","sm0291",9
1,"sm0058","sm0022",10
1,"sm0058","sm0076",10
1,"sm0058","sm0451",10
1,"sm0058","sm0256",10
1,"sm0059","sm0108",1
1,"sm0059","sm0418",1
1,"sm0059","sm0315",2
1,"sm0059","sm0052",2
1,"sm0059","sm0370",2
1,"sm0059","sm0143",2
1,"sm0059","sm0187",3
1,"sm0059","sm0198",3
1,"sm0059","sm0435",3
1,"sm0059","sm0393",4
1,"sm0059","sm0120",4
1,"sm0059","sm0191",4
1,"sm0059","sm0060",6
1,"sm0059","sm0086",6
1,"sm0059","sm0351",7
1,"sm0059","sm0132",7
1,"sm0059","sm0368",8
1,"sm0059","sm0393",9
1,"sm0059","sm0074",9
1,"sm0059","sm0254",9
1,"sm0059","sm0476",9
1,"sm0060","sm0230",1
1,"sm0060","sm0275",1
1,"sm0060","sm0262",1
1,"sm0060","sm0232",1
1,"sm0060","sm0067",2
1,"sm0060","sm0476",3
1,"sm0060","sm0381",3
1,"sm0060","sm0304",3
1,"sm0060","sm0197",6
1,"sm0060","sm0147",8
1,"sm0060","sm0355",8
1,"sm0060","sm0017",8
1,"sm0060","sm0231",9
1,"sm0060","sm0490",9
1,"sm0060","sm0126",9
1,"sm0060","sm0291",9
1,"sm0060","sm0315",10
1,"sm0060","sm0100",10
1,"sm0060","sm0119",10
1,"sm0060","sm0384",10
1,"sm0061","sm0170",1
1,"sm0061","sm0427",1
1,"sm0061","sm0091",1
1,"sm0061","sm0013",1
1,"sm0061","sm0100",2
1,"sm0061","sm0108",3
1,"sm0061","sm0476",3
1,"sm0061","sm0169",3
1,"sm0061","sm0030",4
1,"sm0061","sm0118",5
1,"sm0061","sm0262",5
1,"sm0061","sm0033",5
1,"sm0061","sm0364",5
1,"sm0061","sm0276",6
1,"sm0061","sm0213",6
1,"sm0061","sm0138",7
1,"sm0061","sm0352",9
1,"sm0061","sm0163",10
1,"sm0061","sm0354",10
1,"sm0062","sm0327",2
1,"sm0062","sm0050",2
1,"sm0062","sm0480",2
1,"sm0062","sm0163",3
1,"sm0062","sm0022",4
1,"sm0062","sm0490",4
1,"sm0062","sm0413",6
1,"sm0062","sm0154",7
1,"sm0062","sm0434",7
1,"sm0062","sm0007",9
1,"sm0062","sm0329",9
1,"sm0062","sm0041",10
1,"sm0062","sm0324",10
1,"sm0063","sm0293",1
1,"sm0063","sm0123",1
1,"sm0063","sm0188",1
1,"sm0063","sm0342",1
1,"sm0063","sm0370",3
1,"sm0063","sm0183",3
1,"sm0063","sm0264",4
1,"sm0063","sm0449",5
1,"sm0063","sm0256",5
1,"sm0063","sm0393",5
1,"sm0063","sm0054",6
1,"sm0063","sm0180",6
1,"sm0063","sm0031",6
1,"sm0063","sm0299",9
1,"sm0063","sm0332",10
1,"sm0064","sm0003",1
1,"sm0064","sm0152",1
1,"sm0064","sm0256",2
1,"sm0064","sm0088",2
1,"sm0064","sm0148",3
1,"sm0064","sm0437",3
1,"sm0064","sm0133",3
1,"sm0064","sm0269",3
1,"sm0064","sm0427",5
1,"sm0064","sm0443",5
1,"sm0064","sm0209",6
1,"sm0064","sm0465",6
1,"sm0064","sm0480",7
1,"sm0064","sm0329",7
1,"sm0064","sm0401",7
1,"sm0064","sm0248",7
1,"sm0064","sm0116",8
1,"sm0064","sm0474",8
1,"sm0064","sm0052",9
1,"sm0064","sm0289",9
1,"sm0064","sm0405",9
1,"sm0064","sm0178",9
1,"sm0064","sm0315",10
1,"sm0064","sm0382",10
1,"sm0067","sm0367",1
1,"sm0067","sm0055",1
1,"sm0067","sm0230",1
1,"sm0067","sm0319",2
1,"sm0067","sm0400",3
1,"sm0067","sm0185",3
1,"sm0067","sm0358",4
1,"sm0067","sm0322",4
1,"sm0067","sm0203",6
1,"sm0067","sm0034",6
1,"sm0067","sm0105",7
1,"sm0067","sm0437",7
1,"sm0067","sm0060",7
1,"sm0067","sm0237",7
1,"sm0067","sm0054",8
1,"sm0067","sm0494",8
1,"sm0067","sm0068",8
1,"sm0067","sm0288",8
1,"sm0067","sm0437",9
1,"sm0067","sm0050",9
1,"sm0067","sm0022",10
1,"sm0067","sm0232",10
1,"sm0067","sm0079",10
1,"sm0068","sm0122",1
1,"sm0068","sm0025",1
1,"sm0068","sm0445",1
1,"sm0068","sm0210",2
1,"sm0068","sm0429",2
1,"sm0068","sm0220",2
1,"sm0068","sm0410",4
1,"sm0068","sm0203",4
1,"sm0068","sm0157",4
