"personid","site_code","dob","dod","father","mother"
"si0151","SI","2020-99-99",NA,NA,NA
"si0152","SI","2004-99-99",NA,"si0148","si0149"
"si0153","SI","2018-99-99",NA,"si0148","si0149"
"si0154","SI","1975-99-99",NA,"si8093","si0134"
"si0155","SI","1992-99-99",NA,"si8094","si8095"
"si0156","SI","2022-99-99",NA,"si0154","si0155"
"si0157","SI","2022-99-99",NA,"si0154","si0155"
"si0158","SI","2010-99-99",NA,"si0154","si0155"
"si0159","SI","2007-99-99",NA,"si0154","si0155"
"si0160","SI","2016-99-99",NA,"si0154","si0155"
"si0161","SI","1970-99-99",NA,"si0093","si8096"
"si0162","SI","1985-99-99",NA,"si0161","si0144"
"si0163","SI","2007-99-99",NA,"si0161","si0162"
"si0164","SI","2004-99-99",NA,NA,NA
"si0165","SI","1988-99-99",NA,"si0056","si8097"
"si0166","SI","1989-99-99",NA,"si8098","si8099"
"si0167","SI","2001-99-99",NA,"si0165","si0166"
"si0168","SI","2019-99-99",NA,NA,NA
"si0169","SI","2008-99-99",NA,"si0165","si0166"
"si0170","SI","2016-99-99",NA,NA,NA
"si0171","SI","1976-99-99",NA,"si8100","si8101"
"si0172","SI","1975-99-99",NA,"si8102","si8103"
"si0173","SI","2015-99-99",NA,NA,NA
"si0174","SI","2003-99-99",NA,NA,NA
"si0175","SI","2005-99-99",NA,"si0171","si0172"
"si0176","SI","1981-99-99",NA,"si8104","si0134"
"si0177","SI","1984-99-99",NA,"si8105","si8106"
"si0178","SI","2006-99-99",NA,"si0176","si0177"
"si0179","SI","1998-99-99",NA,"si0176","si0177"
"si0180","SI","1987-99-99",NA,"si0097","si0112"
"si0181","SI","1977-99-99",NA,"si8107","si8108"
"si0182","SI","2017-99-99",NA,"si0180","si0181"
"si0183","SI","1998-99-99",NA,NA,NA
"si0184","SI","2018-99-99",NA,"si0180","si0181"
"si0185","SI","2016-99-99",NA,"si0180","si0181"
"si0186","SI","2002-99-99",NA,NA,NA
"si8001","SI",NA,NA,NA,NA
"si8002","SI",NA,NA,NA,NA
"si8003","SI",NA,NA,NA,NA
"si8004","SI",NA,NA,NA,NA
"si8005","SI",NA,NA,NA,NA
"si8006","SI",NA,NA,NA,NA
"si8007","SI",NA,NA,NA,NA
"si8008","SI",NA,NA,NA,NA
"si8009","SI",NA,NA,NA,NA
"si8010","SI",NA,NA,NA,NA
"si8011","SI",NA,NA,NA,NA
"si8012","SI",NA,NA,NA,NA
"si8013","SI",NA,NA,NA,NA
"si8014","SI",NA,NA,NA,NA
"si8015","SI",NA,NA,NA,NA
"si8016","SI",NA,NA,NA,NA
"si8017","SI",NA,NA,NA,NA
"si8018","SI",NA,NA,NA,NA
"si8019","SI",NA,NA,NA,NA
"si8020","SI",NA,NA,NA,NA
"si8021","SI",NA,NA,NA,NA
"si8022","SI",NA,NA,NA,NA
"si8023","SI",NA,NA,NA,NA
"si8024","SI",NA,NA,NA,NA
"si8025","SI",NA,NA,NA,NA
"si8026","SI",NA,NA,NA,NA
"si8027","SI",NA,NA,NA,NA
"si8028","SI",NA,NA,NA,NA
"si8029","SI",NA,NA,NA,NA
"si8030","SI",NA,NA,NA,NA
"si8031","SI",NA,NA,NA,NA
"si8032","SI",NA,NA,NA,NA
"si8033","SI",NA,NA,NA,NA
"si8034","SI",NA,NA,NA,NA
"si8035","SI",NA,NA,NA,NA
"si8036","SI",NA,NA,NA,NA
"si8037","SI",NA,NA,NA,NA
"si8038","SI",NA,NA,NA,NA
"si8039","SI",NA,NA,NA,NA
"si8040","SI",NA,NA,NA,NA
"si8041","SI",NA,NA,NA,NA
"si8042","SI",NA,NA,NA,NA
"si8043","SI",NA,NA,NA,NA
"si8044","SI",NA,NA,NA,NA
"si8045","SI",NA,NA,NA,NA
"si8046","SI",NA,NA,NA,NA
"si8047","SI",NA,NA,NA,NA
"si8048","SI",NA,NA,NA,NA
"si8049","SI",NA,NA,NA,NA
"si8050","SI",NA,NA,NA,NA
"si8051","SI",NA,NA,NA,NA
"si8052","SI",NA,NA,NA,NA
"si8053","SI",NA,NA,NA,NA
"si8054","SI",NA,NA,NA,NA
"si8055","SI",NA,NA,NA,NA
"si8056","SI",NA,NA,NA,NA
"si8057","SI",NA,NA,NA,NA
"si8058","SI",NA,NA,NA,NA
"si8059","SI",NA,NA,NA,NA
"si8060","SI",NA,NA,NA,NA
"si8061","SI",NA,NA,NA,NA
"si8062","SI",NA,NA,NA,NA
"si8063","SI",NA,NA,NA,NA
"si8064","SI",NA,NA,NA,NA
"si8065","SI",NA,NA,NA,NA
"si8066","SI",NA,NA,NA,NA
"si8067","SI",NA,NA,NA,NA
"si8068","SI",NA,NA,NA,NA
"si8069","SI",NA,NA,NA,NA
"si8070","SI",NA,NA,NA,NA
"si8071","SI",NA,NA,NA,NA
"si8072","SI",NA,NA,NA,NA
"si8073","SI",NA,NA,NA,NA
"si8074","SI",NA,NA,NA,NA
"si8075","SI",NA,NA,NA,NA
"si8076","SI",NA,NA,NA,NA
"si8077","SI",NA,NA,NA,NA
"si8078","SI",NA,NA,NA,NA
"si8079","SI",NA,NA,NA,NA
"si8080","SI",NA,NA,NA,NA
"si8081","SI",NA,NA,NA,NA
"si8082","SI",NA,NA,NA,NA
"si8083","SI",NA,NA,NA,NA
"si8084","SI",NA,NA,NA,NA
"si8085","SI",NA,NA,NA,NA
"si8086","SI",NA,NA,NA,NA
"si8087","SI",NA,NA,NA,NA
"si8088","SI",NA,NA,NA,NA
"si8089","SI",NA,NA,NA,NA
"si8090","SI",NA,NA,NA,NA
"si8091","SI",NA,NA,NA,NA
"si8092","SI",NA,NA,NA,NA
"si8093","SI",NA,NA,NA,NA
"si8094","SI",NA,NA,NA,NA
"si8095","SI",NA,NA,NA,NA
"si8096","SI",NA,NA,NA,NA
"si8097","SI",NA,NA,NA,NA
"si8098","SI",NA,NA,NA,NA
"si8099","SI",NA,NA,NA,NA
"si8100","SI",NA,NA,NA,NA
"si8101","SI",NA,NA,NA,NA
"si8102","SI",NA,NA,NA,NA
"si8103","SI",NA,NA,NA,NA
"si8104","SI",NA,NA,NA,NA
"si8105","SI",NA,NA,NA,NA
"si8106","SI",NA,NA,NA,NA
"si8107","SI",NA,NA,NA,NA
"si8108","SI",NA,NA,NA,NA
