"waveid","su_id","smaller_meals","fewer_meals","no_food","sleep_hungry","without_eating","malehead","femalehead","cow","bull","goat","chicken","motorcycle","bicycle","tv","smartphone","refrigerator","sofa","cot","mattress","sewingmachine","tractor","plow","ownedland","washingmachine","radio","laptop","car"
1,"exsu014","sometimes","often","rarely","often","never","ex0067","ex0068",1,2,1,0,2,3,0,0,0,2,1,0,2,1,0,0,2,0,0,0
1,"exsu015","sometimes","rarely","never","sometimes","never","ex0074","ex0075",0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,2,1,0,0
1,"exsu016","often","sometimes","rarely","often","never","ex0078","ex0079",0,0,1,0,1,0,1,1,0,0,3,0,2,0,0,0,0,0,2,1
1,"exsu017","sometimes","often","rarely","often","never","ex0084","ex0085",1,0,0,2,0,0,2,1,1,1,1,0,1,2,0,2,0,2,1,1
1,"exsu018","sometimes","never","often","rarely","often","ex0088","ex0089",1,2,2,0,1,0,2,0,0,0,0,1,1,0,2,1,0,1,2,2
1,"exsu019","never","rarely","never","often","rarely","ex0091","ex0092",0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1
1,"exsu020","never","never","often","often","rarely","ex0098","ex0099",3,1,2,0,0,1,0,3,0,0,0,2,0,0,0,2,1,1,0,2
1,"exsu021","sometimes","never","rarely","never","sometimes","ex0103","ex0104",0,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,2
1,"exsu022","often","rarely","sometimes","rarely","never","ex0108","ex0109",0,0,1,0,1,0,0,2,1,1,2,1,1,0,1,1,0,1,0,0
1,"exsu023","never","sometimes","never","often","sometimes","ex0115","ex0116",3,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,1,0,3,0
1,"exsu024","often","rarely","often","sometimes","never","ex0121","ex0122",0,2,0,0,0,0,1,2,0,3,0,1,0,0,3,0,0,0,0,1
1,"exsu025","often","sometimes","never","never","never","ex0127","ex0128",1,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,3,0,2
1,"exsu026","never","sometimes","sometimes","sometimes","often","ex0133","ex0134",1,3,1,1,1,0,1,1,0,0,1,0,0,0,1,2,1,1,2,0
1,"exsu027","never","never","never","often","often","ex0139","ex0140",2,0,1,1,2,0,2,1,0,1,1,0,0,1,1,0,3,1,1,1
1,"exsu028","never","often","rarely","rarely","rarely","ex0146","ex0147",0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,2,0,0,0
1,"exsu029","sometimes","sometimes","often","rarely","sometimes","ex0149","ex0150",0,0,2,3,0,0,2,0,0,1,1,1,0,1,0,0,2,1,3,0
1,"exsu030","never","often","often","sometimes","often","ex0154","ex0155",1,1,0,0,2,2,0,0,0,1,1,0,1,1,0,1,3,0,0,1
1,"exsu031","often","often","rarely","often","often","ex0160","ex0161",1,1,0,2,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
1,"exsu032","often","never","rarely","rarely","never","ex0167","ex0168",1,3,3,0,1,0,1,2,2,0,1,0,2,0,0,2,0,0,1,0
1,"exsu033","often","never","never","never","often","ex0170","ex0171",0,3,2,2,1,2,0,2,0,1,0,0,0,0,2,0,1,2,0,1
1,"exsu034","never","never","rarely","rarely","sometimes","ex0176","ex0177",1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,2,1,0,2
1,"exsu035","never","sometimes","sometimes","never","rarely","ex0180","ex0181",0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1,"exsu036","rarely","rarely","rarely","sometimes","sometimes","ex0187","ex0188",0,0,0,0,1,1,2,1,1,0,0,2,0,2,0,0,1,0,0,2
1,"exsu037","rarely","rarely","often","sometimes","never","ex0193","ex0194",2,0,1,0,2,0,0,0,1,1,1,1,1,0,2,1,1,0,0,1
1,"exsu038","sometimes","never","often","rarely","never","ex0198","ex0199",0,1,1,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,2
1,"exsu039","rarely","rarely","never","sometimes","never","ex0204","ex0205",1,0,1,3,1,0,0,1,1,0,1,0,1,0,0,1,2,0,0,0
1,"exsu040","rarely","rarely","sometimes","never","often","ex0209","ex0210",2,0,0,0,1,0,0,1,1,1,0,2,1,3,0,2,1,2,2,0
1,"exsu041","rarely","often","sometimes","never","often","ex0216","ex0217",0,3,0,3,1,0,1,0,0,0,1,1,3,2,2,1,1,0,1,3
1,"exsu042","often","often","never","sometimes","sometimes","ex0221","ex0222",0,0,1,1,0,2,0,1,0,0,3,1,0,3,0,0,0,0,0,0
1,"exsu043","never","sometimes","sometimes","rarely","often","ex0227","ex0228",2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,2
1,"exsu044","rarely","rarely","often","often","sometimes","ex0230","ex0231",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0
1,"exsu045","never","sometimes","often","often","sometimes","ex0236","ex0237",1,0,1,0,0,0,1,0,0,1,2,3,0,0,2,2,0,1,1,1
1,"exsu046","sometimes","sometimes","never","never","sometimes","ex0242","ex0243",0,2,0,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0
1,"exsu047","sometimes","rarely","rarely","sometimes","rarely","ex0249","ex0250",0,1,3,2,2,2,1,0,0,0,2,1,0,0,2,0,2,2,1,0
1,"exsu048","never","often","often","never","never","ex0252","ex0253",0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,2,2,2
1,"exsu049","often","rarely","often","often","often","ex0258","ex0259",1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,3,2,0,0
1,"exsu050","often","rarely","sometimes","rarely","never","ex0262","ex0263",0,0,0,0,1,0,1,1,2,0,2,0,0,0,1,0,1,2,0,0
1,"exsu051","sometimes","never","sometimes","never","never","ex0266","ex0267",2,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0
1,"exsu052","never","rarely","sometimes","rarely","often","ex0273","ex0274",2,0,1,0,2,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0
1,"exsu053","often","sometimes","often","often","sometimes","ex0280","ex0281",0,0,0,1,2,0,1,0,1,0,1,0,1,3,0,1,0,2,1,2
1,"exsu054","often","often","never","sometimes","sometimes","ex0286","ex0287",2,0,2,3,1,2,2,1,0,1,1,3,0,0,1,0,1,0,0,1
1,"exsu055","sometimes","rarely","often","rarely","never","ex0292","ex0293",0,0,1,1,1,0,0,0,0,3,0,2,0,0,2,2,0,0,1,2
1,"exsu056","sometimes","often","never","never","never","ex0295","ex0296",0,2,1,0,0,1,0,1,0,1,2,0,2,0,0,1,0,1,0,2
1,"exsu057","often","often","often","never","often","ex0300","ex0301",0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,2,1,2
1,"exsu058","sometimes","rarely","rarely","often","sometimes","ex0307","ex0308",0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,0,2,0,3,0
1,"exsu059","never","often","rarely","sometimes","never","ex0312","ex0313",2,3,1,1,2,2,1,3,0,0,0,0,2,2,0,0,0,0,3,1
1,"exsu060","never","never","never","rarely","never","ex0315","ex0316",1,0,1,2,0,1,0,0,0,0,0,2,3,2,2,3,0,1,2,0
1,"exsu061","sometimes","rarely","never","sometimes","never","ex0320","ex0321",2,1,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,3,1
1,"exsu062","sometimes","sometimes","sometimes","never","rarely","ex0327","ex0328",0,1,1,0,0,1,1,1,1,0,0,0,1,2,1,0,0,0,0,3
1,"exsu063","sometimes","sometimes","rarely","rarely","never","ex0334","ex0335",1,2,0,1,0,0,1,0,0,2,0,1,0,3,2,0,0,0,0,0
1,"exsu064","often","rarely","often","sometimes","sometimes","ex0338","ex0339",0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0
1,"exsu065","never","sometimes","sometimes","often","never","ex0344","ex0345",2,1,0,1,1,1,0,0,1,2,0,1,1,0,0,0,1,0,0,2
1,"exsu066","sometimes","sometimes","rarely","rarely","rarely","ex0349","ex0350",1,0,3,1,0,0,0,1,2,0,3,2,0,2,2,0,0,0,2,0
1,"exsu067","sometimes","never","never","rarely","sometimes","ex0355","ex0356",0,1,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,2,1,1
1,"exsu068","rarely","sometimes","rarely","often","rarely","ex0359","ex0360",1,2,0,0,0,1,0,0,2,2,0,1,0,1,2,0,2,1,2,1
1,"exsu069","often","often","never","rarely","rarely","ex0362","ex0363",1,3,0,0,1,1,0,1,1,0,1,1,3,0,0,1,0,2,3,2
1,"exsu070","often","sometimes","never","never","rarely","ex0366","ex0367",1,0,1,3,1,2,0,3,1,0,3,0,0,1,0,1,1,0,3,0
